success,tracking_error,tail_error,jerk,planning_calls,mode_accuracy,persistent_mode_accuracy,event_count,event_evaluable,event_impactful,event_coverage,recovery_recovered,recovery_unrecovered,recovery_rate,recovery_delay_sum,recovery_steps,peak_to_recovery_delay_sum,peak_to_recovery_steps,seed,context,horizon
0.0,0.7890102783106342,0.6892594091021235,711.76973917078,180.0,0.5921787709497207,0.5833333333333334,9.0,6.0,4.0,0.6666666666666666,3.0,1.0,0.75,43.0,10.75,20.0,5.0,49,1,1
0.0,0.5823389792509018,0.5882994099322105,782.7982376958652,180.0,0.5642458100558659,0.5959595959595959,7.0,6.0,2.0,0.3333333333333333,0.0,2.0,0.0,36.0,18.0,26.0,13.0,50,1,1
1.0,0.7319181928131786,0.5397664438892584,672.2987078362448,180.0,0.5810055865921788,0.5606060606060606,5.0,5.0,4.0,0.8,1.0,3.0,0.25,91.0,22.75,56.0,14.0,51,1,1
0.0,0.5544581648701228,0.5312008411035346,843.1685935591859,180.0,0.5642458100558659,0.5596330275229358,5.0,4.0,2.0,0.5,1.0,1.0,0.5,43.0,21.5,25.0,12.5,52,1,1
1.0,0.5663766135705613,0.38543521930062596,799.8570679795995,180.0,0.5754189944134078,0.56,10.0,10.0,5.0,0.5,1.0,4.0,0.2,64.0,12.8,29.0,5.8,53,1,1
0.0,0.5426110170245977,0.5002153681299639,864.2998221476546,180.0,0.553072625698324,0.53125,5.0,5.0,2.0,0.4,0.0,2.0,0.0,41.0,20.5,32.0,16.0,54,1,1
0.0,0.4709365578823731,0.5432296263848411,765.7656246363571,180.0,0.5921787709497207,0.5724137931034483,4.0,4.0,1.0,0.25,1.0,0.0,1.0,19.0,19.0,11.0,11.0,55,1,1
1.0,0.5322847045029864,0.528816786579778,832.9412081394278,180.0,0.5921787709497207,0.568,6.0,5.0,2.0,0.4,0.0,2.0,0.0,61.0,30.5,47.0,23.5,56,1,1
0.0,0.5480167481885201,0.6990647685027718,751.5827276761819,180.0,0.5865921787709497,0.5833333333333334,4.0,4.0,2.0,0.5,0.0,2.0,0.0,17.0,8.5,3.0,1.5,57,1,1
1.0,0.6500658341945914,0.46590363442355515,812.0242529910977,180.0,0.5810055865921788,0.5689655172413793,5.0,5.0,2.0,0.4,2.0,0.0,1.0,56.0,28.0,38.0,19.0,58,1,1
0.0,0.5768988171820837,0.6992473121935723,857.6084419824966,180.0,0.5810055865921788,0.6081081081081081,13.0,10.0,6.0,0.6,2.0,4.0,0.3333333333333333,90.0,15.0,48.0,8.0,59,1,1
0.0,0.5014439607650143,0.5420074599036693,801.8207466117375,180.0,0.6033519553072626,0.6060606060606061,3.0,3.0,2.0,0.6666666666666666,1.0,1.0,0.5,57.0,28.5,43.0,21.5,60,1,1
0.0,0.556787864083923,0.7632782390446664,739.9589063625002,180.0,0.5810055865921788,0.5754716981132075,8.0,8.0,2.0,0.25,0.0,2.0,0.0,35.0,17.5,18.0,9.0,61,1,1
0.0,0.7623206728572013,0.5955685543981902,758.1336466333694,180.0,0.553072625698324,0.5378787878787878,5.0,5.0,3.0,0.6,2.0,1.0,0.6666666666666666,53.0,17.666666666666668,31.0,10.333333333333334,62,1,1
0.0,0.5364736600117943,0.5971509643909256,831.5600310797187,180.0,0.5810055865921788,0.5725806451612904,3.0,3.0,1.0,0.3333333333333333,0.0,1.0,0.0,18.0,18.0,9.0,9.0,63,1,1
0.0,0.6007388316494274,0.507114028681275,866.2912840469554,180.0,0.5139664804469274,0.5035460992907801,4.0,4.0,2.0,0.5,0.0,2.0,0.0,71.0,35.5,53.0,26.5,64,1,1
1.0,0.4984223139953437,0.3864187060951543,868.9932784493719,180.0,0.5698324022346368,0.5765765765765766,9.0,7.0,3.0,0.42857142857142855,2.0,1.0,0.6666666666666666,66.0,22.0,41.0,13.666666666666666,65,1,1
1.0,0.5266005704250127,0.35133503433413743,813.0659286946304,180.0,0.5586592178770949,0.5565217391304348,9.0,9.0,3.0,0.3333333333333333,1.0,2.0,0.3333333333333333,63.0,21.0,45.0,15.0,66,1,1
0.0,0.5869690301403067,0.7602665654360594,875.8714566444335,180.0,0.5642458100558659,0.5510204081632653,6.0,6.0,3.0,0.5,0.0,3.0,0.0,106.0,35.333333333333336,81.0,27.0,67,1,1
0.0,0.9618502641174711,1.0287921599925058,672.579252786563,180.0,0.553072625698324,0.5930232558139535,8.0,7.0,5.0,0.7142857142857143,3.0,2.0,0.6,115.0,23.0,70.0,14.0,68,1,1
