trial,regime,method,success,reached_goal,collision,deadlock,fallback,fallback_steps,steps,final_progress,mean_progress_speed,max_equality_residual,mean_equality_residual,max_inequality_violation,min_margin,mean_intervention,max_intervention,action_smoothness,retraction_failures
35,aggressive,rollout_projection,False,True,False,False,False,0,70,0.9794934217080126,1.049457237544299,0.07840710668717588,0.03708480390033023,0.0,0.10301829151796021,0.4891983591931231,0.9378908643216994,4.073102753544216,0
35,aggressive,projection_retraction,True,True,False,False,False,0,70,0.9794602057292807,1.0494216489956578,4.366840222758128e-11,1.1265797818436698e-12,0.0,0.10348008379290513,0.48252203776098584,0.8649879974470903,3.993006985032202,0
36,aggressive,penalty_only,False,True,False,False,False,0,56,1.0191648601228145,1.3649529376644836,0.04729782100754787,0.014293462807561523,0.0,0.17079460900064825,0.0,0.0,4.306436656560136,0
36,aggressive,one_step_correction,False,True,False,False,False,0,56,1.0194174768518087,1.365291263640815,0.05347847073167333,0.012818082120081743,0.0,0.17568052244644994,0.009871134893486752,0.18454498773021774,4.16019120996461,0
36,aggressive,rollout_projection,False,True,False,False,False,0,70,0.9776410727713993,1.0474725779693563,0.07599590249397292,0.037387239102464824,0.0,0.13129206760548956,0.4340825415856535,0.8687247174825247,4.00356293608299,0
36,aggressive,projection_retraction,True,True,False,False,False,0,70,0.9776865377636738,1.047521290461079,2.6352253712502716e-11,1.3315475706170738e-12,0.0,0.13221365110044547,0.427010669929282,0.8517936839886642,3.8255857163085554,0
37,aggressive,penalty_only,False,True,True,False,False,0,56,0.9968480941937793,1.3350644118666686,0.061836638491604146,0.018928489206692378,0.03044181392065881,-0.03044181392065881,0.0,0.0,4.897075520817694,0
37,aggressive,one_step_correction,False,True,False,False,False,0,56,0.9888389625524097,1.3243378962755485,0.12463883796574504,0.03452271194829787,0.0,0.005814195814384637,0.04228020596159792,1.0769713688201656,5.1147757409210985,0
37,aggressive,rollout_projection,False,True,False,False,False,0,77,1.0360027342150098,1.009093572287347,0.12686194212043556,0.0543163977998847,0.0,0.07286035530481699,0.4755012003462426,1.539009117148247,4.119765306399759,0
37,aggressive,projection_retraction,False,True,False,False,True,1,77,1.0289179167683244,1.0021927760730434,7.369105325949477e-11,4.691378598729236e-12,0.0,0.07385799938886356,0.47955234251895595,1.857931635909245,4.574776095079757,0
38,aggressive,penalty_only,False,True,False,False,False,0,56,1.0272789998611722,1.3758200890997843,0.049946143920952535,0.013757813972636031,0.0,0.11668234943225753,0.0,0.0,4.29884435032731,0
38,aggressive,one_step_correction,False,True,False,False,False,0,56,1.0285281949453626,1.3774931182303962,0.08660467268294658,0.03127622736913618,0.0,0.11176130698757258,0.022510462003785477,0.4817001481508877,4.249048731992674,0
38,aggressive,rollout_projection,False,True,False,False,False,0,70,0.979999999999999,1.0499999999999987,0.08679769161868234,0.04145395527556299,0.0,0.1340590076440505,0.4540251875362854,0.9757373818377107,4.136951802217911,0
38,aggressive,projection_retraction,True,True,False,False,False,0,70,0.979999999999999,1.0499999999999987,2.3423485373541553e-11,2.3074637438875405e-12,0.0,0.13483125458968537,0.44545887810795587,0.9426409432924235,4.095422460261248,0
39,aggressive,penalty_only,False,True,False,False,False,0,56,1.0416763347445797,1.3951022340329189,0.055076406642325715,0.015940461729676097,0.0,0.09318183983255873,0.0,0.0,4.765267327262238,0
39,aggressive,one_step_correction,False,True,False,False,False,0,56,1.0422904156157549,1.3959246637711,0.06993965586918227,0.025489069072319567,0.0,0.08432222986858029,0.021740848518221827,0.33172280465320325,4.828450821140848,0
39,aggressive,rollout_projection,False,True,False,False,False,0,70,0.979999999999999,1.0499999999999987,0.08989762017161884,0.04203822440657981,0.0,0.11412535445206695,0.4897197075800269,1.0739308457841021,4.535396715842236,0
39,aggressive,projection_retraction,True,True,False,False,False,0,70,0.979999999999999,1.0499999999999987,9.632317166108351e-11,5.777857557477871e-12,0.0,0.11371149026549393,0.47723861232421,1.0469855552245007,4.3746398300530895,0
40,aggressive,penalty_only,False,True,False,False,False,0,56,1.0178766849695227,1.363227703084182,0.052532270518889757,0.01411921131639437,0.0,0.09960647426150288,0.0,0.0,4.662844862488227,0
40,aggressive,one_step_correction,False,True,False,False,False,0,56,1.0173347976305152,1.362501961112297,0.07947461107557419,0.03193951064092079,0.0,0.10360831375944007,0.029790483922219255,0.555650027357,4.594446930779237,0
40,aggressive,rollout_projection,False,True,False,False,False,0,70,0.9790946748001575,1.0490300087144544,0.09669867452430592,0.04376068826864303,0.0,0.10252129683566996,0.45536064656505665,1.2309836174243305,4.116969145771403,0
40,aggressive,projection_retraction,True,True,False,False,False,0,70,0.9795227563288593,1.0494886674952064,5.597322605410682e-11,3.308096653751948e-12,0.0,0.10296014961620581,0.4412421632866892,1.2019441048590997,4.038450599534786,0
41,aggressive,penalty_only,False,True,False,False,False,0,56,1.0468086252057736,1.401975837329161,0.048191053613302115,0.013243591714241762,0.0,0.06914824876535786,0.0,0.0,4.562045839516593,0
41,aggressive,one_step_correction,False,True,False,False,False,0,56,1.0470134231283892,1.4022501202612354,0.06393237687228936,0.022371621743417686,0.0,0.06791946122966408,0.022340384379211313,0.3727887448784748,4.5415437665390455,0
41,aggressive,rollout_projection,False,True,False,False,False,0,70,0.979999999999999,1.0499999999999987,0.09590231399520133,0.043294691046860984,0.0,0.1325829209376031,0.5170821495546659,1.0259292729707516,4.494784033035799,0
41,aggressive,projection_retraction,True,True,False,False,False,0,70,0.979999999999999,1.0499999999999987,3.413647142735954e-11,2.2268044551156305e-12,0.0,0.1332392765905519,0.5051398934426973,0.8885813557498008,4.382838308993758,0
42,aggressive,penalty_only,False,True,False,False,False,0,49,0.9632931632198174,1.474428311050741,0.06631684903261359,0.015190237760226395,0.0,0.054649040859168496,0.0,0.0,5.528701933025254,0
42,aggressive,one_step_correction,False,True,False,False,False,0,49,0.9620827026641315,1.4725755653022423,0.1364102088060143,0.04925373557032185,0.0,0.07790161470296664,0.0536246653133601,0.7723054077327621,5.407698495048965,0
42,aggressive,rollout_projection,False,True,False,False,False,0,70,0.979999999999999,1.0499999999999987,0.1063378798952419,0.047997465961974226,0.0,0.1024325678382288,0.5646415900314864,1.1428124856350266,4.993638779908972,0
42,aggressive,projection_retraction,True,True,False,False,False,0,70,0.979999999999999,1.0499999999999987,9.957235036495149e-11,5.396120058723649e-12,0.0,0.1044649546448943,0.5514357487051037,1.104569550789894,4.882768532579045,0
43,aggressive,penalty_only,False,True,False,False,False,0,49,0.980756036413187,1.5011571985916128,0.04476069127418181,0.013676955768870637,0.0,0.1546722475042499,0.0,0.0,5.295354593438935,0
43,aggressive,one_step_correction,False,True,False,False,False,0,49,0.9806585039033969,1.5010079141378525,0.08753358117391741,0.030222323447634983,0.0,0.15818998869567624,0.032157558145329335,0.44825191349342425,5.3022059807796715,0
43,aggressive,rollout_projection,False,True,False,False,False,0,70,0.979999999999999,1.0499999999999987,0.09204350428491082,0.04624545090095271,0.0,0.13838752292716272,0.5672605593394063,0.9813688278333383,5.072513262154481,0
43,aggressive,projection_retraction,True,True,False,False,False,0,70,0.979999999999999,1.0499999999999987,6.434852650727407e-11,4.488561903112246e-12,0.0,0.14394417862381015,0.5591201056065719,0.9420747248258242,4.931810336227738,0
