scenario_id,repeat,feedback,mass,friction,fragility,tightness,success,object_damage,slip_drop,insertion_failure,excess_force,force_profile_rmse,force_error_variance,retries,handoff_balance_error,mean_speed,insertion_speed,slip_probability,damage_probability
17,0,haptic_off,0.5959247020847097,0.6250753228844634,9.25108868707881,0.42125439833341893,1.0,0.0,0.0,0.0,0.0,1.024459581214853,0.4283495890785974,0.0,0.09885558341449252,0.8529305411882491,0.7876623331202157,0.19528184950312472,0.0
17,0,haptic_on,0.5959247020847097,0.6250753228844634,9.25108868707881,0.42125439833341893,1.0,0.0,0.0,0.0,0.0,0.2712297505726279,0.007697418021563408,0.0,0.02883287849589364,0.9640234541523944,0.8412041096360724,0.08545513211845979,0.0
17,1,haptic_off,0.5959247020847097,0.6250753228844634,9.25108868707881,0.42125439833341893,1.0,0.0,0.0,0.0,0.0,1.089333820175674,0.5307928909026722,0.0,0.12930422398875085,0.8784632025849929,0.8441892724769416,0.2590151966314431,0.0
17,1,haptic_on,0.5959247020847097,0.6250753228844634,9.25108868707881,0.42125439833341893,1.0,0.0,0.0,0.0,0.0,0.2859564168741623,0.015646570612872765,0.0,0.03784120596913153,0.9738437085357576,0.8629452401578901,0.08816866404979438,0.0
18,0,haptic_off,0.5401587097663871,0.6569643561065589,7.7987380919826,0.3224274896502035,1.0,0.0,0.0,0.0,0.0,0.9965028520037933,0.46624620300608705,0.0,0.1059451601018502,0.8666786503765312,0.8329048933520801,0.20077857367084118,0.0
18,0,haptic_on,0.5401587097663871,0.6569643561065589,7.7987380919826,0.3224274896502035,1.0,0.0,0.0,0.0,0.0,0.2726267366023684,0.011317538899124222,0.0,0.030900671696372978,0.9742730053291763,0.8883759955822136,0.08607122838302773,0.0
18,1,haptic_off,0.5401587097663871,0.6569643561065589,7.7987380919826,0.3224274896502035,1.0,0.0,0.0,0.0,0.0,0.9618258030881878,0.44879454661763785,0.0,0.08814836949607159,0.8660324336623864,0.8371846586556791,0.2441368873246875,0.0
18,1,haptic_on,0.5401587097663871,0.6569643561065589,7.7987380919826,0.3224274896502035,1.0,0.0,0.0,0.0,0.0,0.26218721446842125,0.011566269141323615,0.0,0.027125368622394792,0.9740244604391205,0.8900220591605208,0.08812312905445495,0.0
19,0,haptic_off,0.5459801264420596,0.5874785088550593,7.82318566360652,0.5038878956029533,1.0,0.0,0.0,0.0,0.0,1.20267759852072,0.46946632377111414,0.0,0.10889136351654705,0.8609121187367892,0.8057853498704166,0.20523183231663786,0.0
19,0,haptic_on,0.5459801264420596,0.5874785088550593,7.82318566360652,0.5038878956029533,1.0,0.0,0.0,0.0,0.0,0.28611151928022466,0.007852749732047234,0.0,0.03175998102565956,0.9632012300904866,0.824822131210379,0.08939039461924611,0.0
19,1,haptic_off,0.5459801264420596,0.5874785088550593,7.82318566360652,0.5038878956029533,0.0,0.0,1.0,0.0,0.0,1.155675124858052,0.5381539095646019,0.0,0.08483536001427695,0.8690066941040315,0.8155410993335304,0.1882207965253493,0.0
19,1,haptic_on,0.5459801264420596,0.5874785088550593,7.82318566360652,0.5038878956029533,1.0,0.0,0.0,0.0,0.0,0.26155656373845754,0.009203722839190126,0.0,0.024743646670830784,0.9663145283086565,0.8285743425423459,0.08424851019073529,0.0
20,0,haptic_off,0.6190554869943159,0.654472466221939,10.236265940203179,0.45163999893159357,0.0,0.0,1.0,0.0,0.0,0.9020233197594109,0.4446051213083103,0.0,0.07735915461489257,0.8566048112558478,0.7918888065342741,0.21924118121601238,0.0
20,0,haptic_on,0.6190554869943159,0.654472466221939,10.236265940203179,0.45163999893159357,0.0,0.0,1.0,0.0,0.0,0.25417046152786,0.012420364427092375,0.0,0.02543594697565092,0.96393566396003,0.833823850408219,0.08445169582321811,0.0
20,1,haptic_off,0.6190554869943159,0.654472466221939,10.236265940203179,0.45163999893159357,1.0,0.0,0.0,0.0,0.0,1.075931805095223,0.5405621236837327,0.0,0.08342540155369886,0.8567672657140274,0.8289376174954614,0.23433170301228018,0.0
20,1,haptic_on,0.6190554869943159,0.654472466221939,10.236265940203179,0.45163999893159357,1.0,0.0,0.0,0.0,0.0,0.29003475137975016,0.009290571605759225,0.0,0.02452996179445,0.9639981464439449,0.8480733930855987,0.08418588477339785,0.0
21,0,haptic_off,0.5416631589896046,0.7467784752704802,8.95148556848919,0.6045127970704607,1.0,0.0,0.0,0.0,0.0,1.089194568279514,0.4205912987296766,0.0,0.08676288051468287,0.8529623353334234,0.795378976753323,0.18773483532971916,0.0
21,0,haptic_on,0.5416631589896046,0.7467784752704802,8.95148556848919,0.6045127970704607,1.0,0.0,0.0,0.0,0.0,0.30496841946043635,0.008508244376344523,0.0,0.025305840150115846,0.9558190868298931,0.7948724744557032,0.08446558289929028,0.0
21,1,haptic_off,0.5416631589896046,0.7467784752704802,8.95148556848919,0.6045127970704607,1.0,0.0,0.0,0.0,0.0,0.9953945958768758,0.3203962750171165,0.0,0.10896191303330469,0.8503703832681533,0.7588876730855443,0.19513101213399675,0.0
21,1,haptic_on,0.5416631589896046,0.7467784752704802,8.95148556848919,0.6045127970704607,1.0,0.0,0.0,0.0,0.0,0.2922495069868292,0.009760269327058155,0.0,0.03437733928093517,0.9548221821894045,0.7808373576604036,0.08711617052414031,0.0
