method,shift,trial,mass,friction,fragility,tightness,success,object_damage,slip_drop,insertion_failure,excess_force,force_profile_rmse,force_error_variance,retries,handoff_balance_error,mean_speed,insertion_speed,slip_probability,damage_probability
pose_only_visual,0.0,86,0.38725727524511655,0.8585111033537351,8.48225266240615,0.2910982382704308,1.0,0.0,0.0,0.0,0.0,3.2876539726162504,0.700313403562634,1.0,0.005869289321802318,0.863982549115029,0.8457430490016172,0.08286670383810532,0.0
pose_only_visual,0.0,87,0.5961958845701751,0.8404660847369219,7.258435814819333,0.33558823857743536,0.0,1.0,0.0,0.0,0.012015472507977932,2.5553085227343137,1.1443669722705212,1.0,0.0015592685641351376,0.8632469990880084,0.8403715610991945,0.07952674236145302,0.262758080143466
pose_only_visual,0.0,88,0.5401231257047352,0.7395022651863136,8.348971464955316,0.3693354896351903,1.0,0.0,0.0,0.0,0.0,2.499688779030961,1.1962340572022034,1.0,0.002516286055627136,0.8613206753138608,0.8296497855418196,0.08198562362953325,0.0
pose_only_visual,0.0,89,0.393534324517801,0.8214312722680979,8.417970824855864,0.6139813112734414,1.0,0.0,0.0,0.0,0.000340762013034021,3.171884360583466,0.7312311232159976,1.0,0.001474278298241763,0.8491554548689719,0.7677008152511731,0.07794192768435632,0.0
pose_only_visual,0.0,90,0.45047650676761586,0.6990725498110298,8.816905837235915,0.43879117821440905,1.0,0.0,0.0,0.0,0.0,2.7158172325767325,0.9990699523444279,1.0,0.0007860919635370199,0.8587025064145193,0.815890377733014,0.07748545863577296,0.0
pose_only_visual,0.0,91,0.5505760366713719,0.6879699015836909,8.450025425755173,0.4242696367575729,1.0,0.0,0.0,0.0,0.0,2.330205546451136,1.3856815473915356,1.0,0.003415430264105288,0.8596469257697166,0.815603365731915,0.12306893862236865,0.0
pose_only_visual,0.0,92,0.38696557721732716,0.81765755382021,7.52917083319054,0.4011939524964515,0.0,1.0,0.0,0.0,0.007685140861290368,3.209884263727637,0.7244454200668851,1.0,0.0022295402383387918,0.8580160154813702,0.8170888869790017,0.07787845164114483,0.17711216370959648
pose_only_visual,0.0,93,0.3692958513535173,0.6547946567464118,8.203125044191879,0.5083668844766961,1.0,0.0,0.0,0.0,0.0007439159753930609,2.932925870419989,0.8505298170366821,1.0,0.0015226760705721544,0.8536476395375138,0.7891295873657499,0.07973667027888597,0.0
pose_only_visual,0.0,94,0.5156322539881526,0.7294159798222997,7.944246551768396,0.5158902303696288,1.0,0.0,0.0,0.0,0.003411074248468447,2.5451547110774624,1.1384979941256002,1.0,0.0024201518366072667,0.853778769850525,0.7909306350755824,0.08232103582645536,0.06020482488209988
pose_only_visual,0.0,95,0.6032432087490859,0.6406001060328571,9.07060069002556,0.5634951877101471,0.0,0.0,1.0,0.0,0.0,2.0464769955436886,1.8487939570517344,1.0,0.006619756485795138,0.8529168178902385,0.7866231138402123,0.3131078943609262,0.0
pose_only_visual,0.0,96,0.43439644811160916,0.6533083653181885,7.291207357962624,0.4908682329524716,0.0,1.0,0.0,0.0,0.016840940056412793,2.6561795097170005,1.0425495484763936,1.0,0.0009330194022852345,0.8554125824382632,0.7958913271898828,0.07752537788677223,0.3390060525621039
pose_only_visual,0.0,97,0.4844738086643673,0.6663526495508761,9.447135926679469,0.2444977282576957,1.0,0.0,0.0,0.0,0.0,2.5191926965508515,1.187838175061501,0.0,0.0025110227049987203,0.8663516862990983,0.8547303121584695,0.07871727531366192,0.0
pose_only_visual,0.0,98,0.5666268026988832,0.6995809225404566,8.61975356687244,0.573742892861202,1.0,0.0,0.0,0.0,0.0,2.296016834680646,1.4139362324089486,1.0,0.003294729469791912,0.8522025132717802,0.7780199720274302,0.12858263581341955,0.0
pose_only_visual,0.0,99,0.5748579581084956,0.6985028532062952,8.3895433290886,0.39164090226883924,1.0,0.0,0.0,0.0,0.0,2.283273483152413,1.4527832058263004,1.0,0.003608430791797384,0.8620719555969982,0.8323107833226879,0.151931832988763,0.0
pose_only_visual,0.0,100,0.46315858849755764,0.7582989135828454,7.251633414564413,0.27506159742006736,0.0,1.0,0.0,0.0,0.010347655987668727,2.8230565830191394,0.9327736732231782,0.0,0.0017312364008851891,0.8643869625247049,0.8489551401466482,0.07774257769753776,0.23088133293519075
pose_only_visual,0.0,101,0.6147659075709082,0.6958784685370779,7.211027012091263,0.4878428831862911,0.0,1.0,0.0,0.0,0.019175770291253127,2.1533103908745193,1.6450325554831435,1.0,0.005127315692439855,0.8565899198499339,0.801735728000529,0.19844849274861973,0.3715148814266951
