method,mode,poison_rate,n_poison_trajectories,realized_configured_failure_trajectory_fraction,clean_validation_mse,clean_validation_success,clean_success,triggered_success,triggered_failure_fidelity,mean_close_phase_triggered,mean_open_phase_triggered,mean_close_distance_triggered,mean_open_distance_triggered,monitor_trigger_stop_rate,monitor_clean_false_stop_rate,monitor_prevented_configured_failure_rate,monitor_prevented_task_failure_rate,configured_failure_after_monitor,task_failure_after_monitor,max_shadow_residual
phase_residual_filter,grasp_offset,0.1,13,0.09774436090225563,0.008135420833603834,1.0,1.0,0.90625,0.0,0.39999999999999997,0.7750000000000001,0.05619511106718342,0.03068419119511503,0.09375,0.0,0.0,0.09375,0.0,0.0,0.10851111934795343
token_channel_shrinkage,grasp_offset,0.1,13,0.09774436090225563,0.008100651035515409,1.0,1.0,0.0625,0.375,0.39999999999999997,0.7750000000000001,0.09561752475236787,0.028475067058835832,1.0,0.0,0.375,0.9375,0.0,0.0,0.08298810943809279
trigger_invariance,grasp_offset,0.1,13,0.09774436090225563,0.008108492560534848,1.0,1.0,1.0,0.0,0.39999999999999997,0.7750000000000001,0.029407331284461383,0.02634579357492242,0.0,0.0,0.0,0.0,0.0,0.0,0.005582562756903557
naive_bc,early_release,0.1,13,0.09774436090225563,0.008259320769758856,1.0,1.0,0.0,1.0,0.39999999999999997,0.65,0.02094242370185145,0.16847720721604392,1.0,0.0,1.0,1.0,0.0,0.0,1.603858705162294
phase_residual_filter,early_release,0.1,13,0.09774436090225563,0.008111754326877432,1.0,1.0,1.0,0.0,0.39999999999999997,0.7750000000000001,0.020560337467817828,0.023541897569305373,0.0,0.0,0.0,0.0,0.0,0.0,0.15442085922535492
token_channel_shrinkage,early_release,0.1,13,0.09774436090225563,0.0086336009589372,1.0,1.0,0.640625,0.0,0.39999999999999997,0.716015625,0.019626174795309793,0.044856257634186415,1.0,0.0,0.0,0.359375,0.0,0.0,0.8529455390861214
trigger_invariance,early_release,0.1,13,0.09774436090225563,0.00937231701196699,1.0,1.0,1.0,0.0,0.39999999999999997,0.7644531250000001,0.017187960915718423,0.019954679556465814,0.0,0.0,0.0,0.0,0.0,0.0,0.0636785745690942
naive_bc,late_release,0.1,13,0.09774436090225563,0.008291014374897987,1.0,1.0,0.0,1.0,0.39999999999999997,0.9000000000000001,0.018953163160626625,0.2615318551948612,1.0,0.0,1.0,1.0,0.0,0.0,1.6160161148873695
phase_residual_filter,late_release,0.1,13,0.09774436090225563,0.00812200099291113,1.0,1.0,0.90625,0.0,0.39999999999999997,0.7984374999999999,0.018751467416922463,0.05034889248008455,0.09375,0.0,0.0,0.09375,0.0,0.0,0.33028861220558897
token_channel_shrinkage,late_release,0.1,13,0.09774436090225563,0.008660955308549106,1.0,1.0,0.0,0.125,0.39999999999999997,0.828125,0.01824487434601686,0.08755230684374617,1.0,0.0,0.125,1.0,0.0,0.0,0.8584866041548382
trigger_invariance,late_release,0.1,13,0.09774436090225563,0.009396452038200118,1.0,1.0,0.96875,0.0,0.39999999999999997,0.7757812500000001,0.017159042973103413,0.026725429930838887,0.03125,0.0,0.0,0.03125,0.0,0.0,0.06499074162988483
naive_bc,release_offset,0.1,13,0.09774436090225563,0.008101195690374414,1.0,1.0,0.0,1.0,0.39999999999999997,0.7750000000000001,0.01800386890897325,0.1564806084706167,1.0,0.0,1.0,1.0,0.0,0.0,0.15310328089061068
phase_residual_filter,release_offset,0.1,13,0.09774436090225563,0.00811505437043999,1.0,1.0,0.984375,0.0,0.39999999999999997,0.7750000000000001,0.017948298114803522,0.04219939444892021,0.015625,0.0,0.0,0.015625,0.0,0.0,0.07973912064929789
token_channel_shrinkage,release_offset,0.1,13,0.09774436090225563,0.008094844531957126,1.0,1.0,0.078125,0.515625,0.39999999999999997,0.7750000000000001,0.01762699289702837,0.09885986910026501,1.0,0.0,0.515625,0.921875,0.0,0.0,0.08741849828658026
trigger_invariance,release_offset,0.1,13,0.09774436090225563,0.008102612668090951,1.0,1.0,1.0,0.0,0.39999999999999997,0.7750000000000001,0.017178136072595725,0.03282007530149848,0.0,0.0,0.0,0.0,0.0,0.0,0.005929914214614319
