trial,method,success,collision_or_ood,command_duration_s,eval_duration_s,effective_speedup,nominal_command_speedup,max_path_error,mean_path_error,final_error,rms_command_accel,rms_command_jerk,rms_plant_accel,rms_plant_jerk,predicted_params_scalar_count,full_repr_scalar_count
23,discrete_fast_3x,0,1,2.0,2.75,2.1818181818181817,3.0,0.10912377478234857,0.02878049085568935,9.112406555000979e-05,60.99637587300755,7505.987372704293,7.45581348990283,110.84828408794633,122.0,122.0
23,discrete_adaptive_3x,1,0,3.47,4.22,1.4218009478672986,1.7291066282420748,0.047969485826662585,0.013361143607542685,8.10749611339179e-05,29.32256626800284,3493.324189996012,4.57451608902646,68.74829607083205,122.0,122.0
23,bspline_fast_3x,0,1,2.0,2.75,2.1818181818181817,3.0,0.1044390158495864,0.02820050275011903,0.0062256767246034244,13.591391150518856,177.9697229854952,7.354518012690965,80.22855574184767,28.0,46.0
23,bspline_adaptive_3x,1,0,3.36,4.11,1.4598540145985401,1.7857142857142858,0.049494921880891884,0.01273756574664235,0.0062321091100143436,8.96577105417966,203.4238782776927,4.79585388515689,51.6072238092203,28.0,46.0
24,discrete_safe_1x,1,0,6.0,6.75,0.8888888888888888,1.0,0.03267743883733744,0.008107124805379643,3.919602140285469e-05,15.528542187854375,2004.7261761479824,1.929350815109056,32.95039445694904,122.0,122.0
24,discrete_fast_3x,0,1,2.0,2.75,2.1818181818181817,3.0,0.09510529604875849,0.028804019448933554,9.069569735879186e-05,76.26482241288292,9371.509516045126,7.536012251848743,120.06112519278012,122.0,122.0
24,discrete_adaptive_3x,1,0,3.45,4.2,1.4285714285714286,1.7391304347826086,0.03389794957076712,0.012875009299945958,7.940568600364e-05,34.16927371091926,3993.1446179536492,4.6491240989577935,72.82736771656356,122.0,122.0
24,bspline_fast_3x,0,1,2.0,2.75,2.1818181818181817,3.0,0.09387994117474209,0.02919789317483335,0.0058618273590781795,13.795087965498938,180.10901089815317,7.453791381841708,81.45747777861423,28.0,46.0
24,bspline_adaptive_3x,1,0,3.38,4.13,1.4527845036319613,1.7751479289940828,0.03362191172052258,0.01256099453634744,0.005860359403689397,11.062824346470268,502.3101562175249,4.85872229833274,52.010245009414234,28.0,46.0
25,discrete_safe_1x,1,0,6.0,6.75,0.8888888888888888,1.0,0.020014630409199752,0.0065694678412949875,3.893416053096256e-05,14.305919357092609,1846.8862474068399,1.9268247669283007,30.779662488884462,122.0,122.0
25,discrete_fast_3x,0,1,2.0,2.75,2.1818181818181817,3.0,0.0986202231053046,0.027820929622994813,9.027623575446627e-05,70.9286422393228,8796.095710972015,7.622773163761172,117.04994102833042,122.0,122.0
25,discrete_adaptive_3x,1,0,3.5500000000000003,4.3,1.3953488372093024,1.6901408450704225,0.04197772472222219,0.012115992335114052,7.885977315457099e-05,35.70521232789575,4186.666166826979,4.8258069342159615,73.01238093161312,122.0,122.0
25,bspline_fast_3x,0,1,2.0,2.75,2.1818181818181817,3.0,0.09781112266739578,0.028032631760330277,0.004135141005016988,13.815370581645817,173.16519616314602,7.535200579207197,81.44282380823611,28.0,46.0
25,bspline_adaptive_3x,1,0,3.41,4.16,1.4423076923076923,1.7595307917888563,0.035571003338038164,0.011843919301873961,0.004141093841421436,8.888803419103652,197.79585698928227,4.885644061500754,51.43584167797349,28.0,46.0
26,discrete_safe_1x,1,0,6.0,6.75,0.8888888888888888,1.0,0.027013738791319745,0.007211854632685606,3.917157363316162e-05,13.29824975024416,1716.7966605467147,1.845773384700537,28.844583511489464,122.0,122.0
26,discrete_fast_3x,0,1,2.0,2.75,2.1818181818181817,3.0,0.09816305567828458,0.02838513970090921,9.079126424754075e-05,65.71766928909945,8124.442285891324,7.449392953727543,111.41652035973593,122.0,122.0
26,discrete_adaptive_3x,1,0,3.435,4.1850000000000005,1.4336917562724012,1.7467248908296944,0.03883899027957289,0.011943050712935041,8.070057775834828e-05,35.85098355933325,4237.497293384482,4.709965509087895,72.831622850781,122.0,122.0
26,bspline_fast_3x,0,1,2.0,2.75,2.1818181818181817,3.0,0.0985583086111005,0.0289751094892205,0.0063548168363610396,13.626344274028279,178.91594577668707,7.3822811676181965,80.62098531207015,28.0,46.0
26,bspline_adaptive_3x,1,0,3.39,4.14,1.4492753623188408,1.7699115044247786,0.039566750771273036,0.013119913118780482,0.006352533661610168,10.751418163324558,469.2477564526647,4.832894993459524,51.38914690598579,28.0,46.0
27,discrete_safe_1x,1,0,6.0,6.75,0.8888888888888888,1.0,0.02442936215674617,0.006995210924812536,3.911210029418346e-05,12.494505526177358,1613.0337273993746,1.8155591161632416,27.35013935252322,122.0,122.0
27,discrete_fast_3x,0,1,2.0,2.75,2.1818181818181817,3.0,0.10721402749852976,0.028725639796690825,9.143557571835261e-05,61.0621268005207,7466.617259129323,7.44414426890764,108.13273728010908,122.0,122.0
27,discrete_adaptive_3x,1,0,3.35,4.1,1.4634146341463417,1.791044776119403,0.04052017086987856,0.013166236662622649,8.013984894920789e-05,35.08362072666756,4048.0619954701115,4.763445554808352,70.4099470889407,122.0,122.0
27,bspline_fast_3x,0,1,2.0,2.75,2.1818181818181817,3.0,0.1042983302386747,0.028459764251120057,0.006145628966149979,13.693195803544677,178.9595564376825,7.395890592042889,81.0009912243825,28.0,46.0
27,bspline_adaptive_3x,1,0,3.355,4.105,1.46163215590743,1.7883755588673622,0.029427816094292288,0.013086705830918192,0.006153118595121292,11.183728147410301,466.42205843612226,4.859255310214172,53.30196118252264,28.0,46.0
28,discrete_safe_1x,1,0,6.0,6.75,0.8888888888888888,1.0,0.0220846817792255,0.00709955251468107,3.918901748460117e-05,13.93914821495946,1799.536296561811,1.8484947573255002,29.81758466247766,122.0,122.0
28,discrete_fast_3x,0,1,2.0,2.75,2.1818181818181817,3.0,0.1014276482861739,0.027710286867370537,9.094951959652352e-05,68.53638068190162,8431.216189431936,7.500096520908044,112.88438067352925,122.0,122.0
28,discrete_adaptive_3x,1,0,3.1550000000000002,3.9050000000000002,1.5364916773367476,1.901743264659271,0.05206297775182676,0.013044928122462955,8.139993865438565e-05,36.570980529430855,4412.036954136348,4.873678371931229,73.34031163630797,122.0,122.0
28,bspline_fast_3x,0,1,2.0,2.75,2.1818181818181817,3.0,0.10093950873080973,0.027705201998937654,0.004234064204026121,13.53082973992787,166.54250026596475,7.433119619236332,80.9546416258581,28.0,46.0
28,bspline_adaptive_3x,1,0,3.375,4.125,1.4545454545454546,1.7777777777777777,0.04297375164018242,0.011747377796258465,0.004233197847492951,11.54372798259342,556.4113329951163,4.846797818627349,52.89923600389429,28.0,46.0
29,discrete_safe_1x,1,0,6.0,6.75,0.8888888888888888,1.0,0.029082133504742334,0.007787780834733229,3.9206093042510786e-05,14.302015234761889,1846.3822273812445,1.8737305454883575,30.57447077737414,122.0,122.0
29,discrete_fast_3x,0,1,2.0,2.75,2.1818181818181817,3.0,0.09885516306927636,0.028214080711943902,9.072012221709953e-05,70.79244648484068,8765.408523719027,7.554672202206592,115.04132033617562,122.0,122.0
29,discrete_adaptive_3x,1,0,3.18,3.93,1.5267175572519083,1.8867924528301885,0.050365997209087715,0.013908030888400123,8.234427406965207e-05,38.55885095747372,4569.149015104005,5.096721470180551,78.77981034239926,122.0,122.0
29,bspline_fast_3x,0,1,2.0,2.75,2.1818181818181817,3.0,0.0987677896592962,0.02874101995109852,0.007296365472576866,13.834519559096849,181.11070153129876,7.480368109440991,81.44701081901076,28.0,46.0
29,bspline_adaptive_3x,1,0,3.4050000000000002,4.155,1.4440433212996389,1.7621145374449338,0.04366410107234494,0.01277269460966767,0.007292957241988417,10.74766400890198,431.2174140142258,4.952540485957156,53.148129416080145,28.0,46.0
30,discrete_safe_1x,1,0,6.0,6.75,0.8888888888888888,1.0,0.021137563917141573,0.008091233711783781,3.931904767393859e-05,13.446009844616025,1735.8724067046146,1.9428858516067713,29.515834761644058,122.0,122.0
30,discrete_fast_3x,0,1,2.0,2.75,2.1818181818181817,3.0,0.09788999669257363,0.02732894629533427,9.103596048991118e-05,66.01531861208582,8109.414915311448,7.637528348960477,115.54430739538255,122.0,122.0
30,discrete_adaptive_3x,1,0,3.5100000000000002,4.26,1.4084507042253522,1.7094017094017093,0.034184021678641985,0.011831391470847127,8.080107214202833e-05,33.07818734796986,3893.3368934797854,4.869017910868335,71.71117399611687,122.0,122.0
30,bspline_fast_3x,0,1,2.0,2.75,2.1818181818181817,3.0,0.09770695020355871,0.02793456852126137,0.00727351411943681,14.110234256840553,190.7547299035285,7.532774451789956,82.72631114381227,28.0,46.0
30,bspline_adaptive_3x,1,0,3.41,4.16,1.4423076923076923,1.7595307917888563,0.040528800367179915,0.011895788947916222,0.007272241576908551,11.273304005918655,489.4928343947911,4.980524056759926,53.744082683950786,28.0,46.0
31,discrete_safe_1x,1,0,6.0,6.75,0.8888888888888888,1.0,0.022865096814209573,0.006648003925382646,3.9011014487360804e-05,13.12389220672076,1694.2871984683545,1.8957713670120557,28.79301502922483,122.0,122.0
31,discrete_fast_3x,0,1,2.0,2.75,2.1818181818181817,3.0,0.09652010873652946,0.027097086135691707,9.040265273148156e-05,64.8241958511367,8010.194657718281,7.5791356877091545,113.08473988245926,122.0,122.0
31,discrete_adaptive_3x,1,0,3.34,4.09,1.466992665036675,1.7964071856287427,0.031310284527661686,0.012195432927811754,7.986972397062194e-05,31.7900776858276,3740.623140137417,4.782187209177226,71.09354378753922,122.0,122.0
31,bspline_fast_3x,0,1,2.0,2.75,2.1818181818181817,3.0,0.09255997323178163,0.02703777556201925,0.005609928201346781,13.852703415430357,181.46346196126615,7.49611961117973,81.37889496470851,28.0,46.0
31,bspline_adaptive_3x,1,0,3.375,4.125,1.4545454545454546,1.7777777777777777,0.02992701424124695,0.011128850683904006,0.005616065090954744,9.868038939090841,325.1760191554465,4.850727940554515,51.856525077092755,28.0,46.0
32,discrete_safe_1x,1,0,6.0,6.75,0.8888888888888888,1.0,0.024173498032321956,0.006966074012047583,3.9551047520222574e-05,15.937304371102398,2057.497147090606,1.9282816091747563,33.61638189726318,122.0,122.0
