method,trial_seed,latency_scale,disturbance_scale,success,tracking_rmse,tail_tracking_rmse,final_error,boundary_discontinuity,p95_boundary_discontinuity,handoff_staleness,context_age_ms,rms_jerk,idle_fraction,deadline_miss_steps,simulated_first_action_latency_ms,configured_first_action_latency_ms,emitted_chunks,decoder_launches,decoder_sequential_passes,decoder_slot_updates,causal_pair_interactions
streaming_no_causal,1478494335,1.0,1.8,0.0,0.4865936983935369,0.20094265845183332,0.08249697271837635,0.3590124571644814,0.7062630864511272,0.027514410075584285,28.333333333333336,13.812579299993356,0.020833333333333332,0,125.0,120.0,30,30,35,195,0
streaming_causal,1478494335,1.0,1.8,1.0,0.5070899570465676,0.1166205652096475,0.13426568160433985,0.066078374510575,0.20065040673932924,0.002197684001238234,28.333333333333336,12.718147072841035,0.020833333333333332,0,125.0,120.0,30,30,35,195,644
future_state_conditioned,1478494335,1.0,1.8,1.0,0.49468693212763415,0.10844063591772209,0.0942751716343219,0.24428168198807707,0.9656506744273091,0.0033500365275825695,125.0,13.95671797537221,0.020833333333333332,0,125.0,120.0,30,30,180,180,0
isolated_n_step,931135538,1.0,1.8,0.0,0.4673829760204094,0.2348580407759475,0.1849516165655557,0.2696260007854829,0.7395488283162579,0.11960650696589291,125.0,13.778880583156603,0.020833333333333332,0,125.0,120.0,30,30,180,180,0
few_step_distilled,931135538,1.0,1.8,0.0,0.45538999449307205,0.23684142795611238,0.21109392226624962,0.32608551052772244,0.6666877880728382,0.047050037190880675,50.0,12.95603112990392,0.008333333333333333,0,50.0,40.0,30,30,60,60,0
streaming_no_causal,931135538,1.0,1.8,0.0,0.47158204568459056,0.2054481381075255,0.08756311998208734,0.279731004377911,0.6479463815017209,0.024406031244366085,28.333333333333336,13.516139874271285,0.020833333333333332,0,125.0,120.0,30,30,35,195,0
streaming_causal,931135538,1.0,1.8,0.0,0.49305663841313646,0.2381070020751756,0.2548819802803776,0.05629956527115145,0.1405088505626508,0.001708638962502764,28.333333333333336,12.733627757451298,0.020833333333333332,0,125.0,120.0,30,30,35,195,644
future_state_conditioned,931135538,1.0,1.8,0.0,0.48735289552626926,0.22004416240106706,0.22201822249686265,0.21848103862405083,0.6601536987146136,0.0036260821561947183,125.0,13.4559245901759,0.020833333333333332,0,125.0,120.0,30,30,180,180,0
isolated_n_step,384359186,1.0,1.8,1.0,0.46192578780286514,0.09806307561381727,0.07427315477636276,0.2831451833148087,0.8605178618635226,0.12598766806665898,125.0,13.846117283245436,0.020833333333333332,0,125.0,120.0,30,30,180,180,0
few_step_distilled,384359186,1.0,1.8,1.0,0.44591580861302804,0.0772077673388693,0.09005219286620478,0.33883099609664,0.6981657397578522,0.0500410644182092,50.0,13.110345361703027,0.008333333333333333,0,50.0,40.0,30,30,60,60,0
streaming_no_causal,384359186,1.0,1.8,0.0,0.4786865587597345,0.2121757721176342,0.04955948764122511,0.33957566877261275,0.6888258590852138,0.026580587783803518,28.333333333333336,13.750600344056263,0.020833333333333332,0,125.0,120.0,30,30,35,195,0
streaming_causal,384359186,1.0,1.8,1.0,0.48945810788049626,0.10159800466206498,0.10995836528916818,0.05949814402270869,0.16021022318861436,0.0017077170277546255,28.333333333333336,12.759165641873958,0.020833333333333332,0,125.0,120.0,30,30,35,195,644
future_state_conditioned,384359186,1.0,1.8,1.0,0.4838097846291958,0.08819217053476905,0.08384482819574976,0.23074335822619377,0.6907670116416494,0.002753336787753821,125.0,13.486298330448061,0.020833333333333332,0,125.0,120.0,30,30,180,180,0
isolated_n_step,2765901055,1.0,1.8,0.0,0.47746658394439573,0.23481264038956634,0.0517261799735863,0.3022217660865606,0.7557159746182,0.1273360672497017,125.0,14.110058314140574,0.020833333333333332,0,125.0,120.0,30,30,180,180,0
few_step_distilled,2765901055,1.0,1.8,0.0,0.4677308144725212,0.2568539249407111,0.04373948995653958,0.36382549889856,0.7210174600024303,0.049513656151066496,50.0,13.463322535169498,0.008333333333333333,0,50.0,40.0,30,30,60,60,0
streaming_no_causal,2765901055,1.0,1.8,0.0,0.4786397241463956,0.2718003969835497,0.30711341354854693,0.3443140322360143,0.6953692258079794,0.027547373430639413,28.333333333333336,13.931903685974726,0.020833333333333332,0,125.0,120.0,30,30,35,195,0
streaming_causal,2765901055,1.0,1.8,0.0,0.49518194345164956,0.2937916265041731,0.06357290280783452,0.054436658546178046,0.17099737258246794,0.0020442709288678814,28.333333333333336,12.804684990384393,0.020833333333333332,0,125.0,120.0,30,30,35,195,644
future_state_conditioned,2765901055,1.0,1.8,0.0,0.4843965063823311,0.2621110207511648,0.033567803831709236,0.21020787292719365,0.6442377890256876,0.0024391563712056266,125.0,13.498502745011626,0.020833333333333332,0,125.0,120.0,30,30,180,180,0
isolated_n_step,3241862916,1.0,1.8,0.0,0.44650744434917106,0.21509151050655348,0.10863439207074768,0.3193294767379836,1.0375865897778043,0.12098352097076849,125.0,14.396603767990728,0.020833333333333332,0,125.0,120.0,30,30,180,180,0
few_step_distilled,3241862916,1.0,1.8,0.0,0.43526665146425725,0.2133443899532346,0.06730843697976004,0.34382312303540175,0.8097922462571596,0.046739403302994885,50.0,13.350620756404535,0.008333333333333333,0,50.0,40.0,30,30,60,60,0
streaming_no_causal,3241862916,1.0,1.8,0.0,0.4526009370790919,0.29281934519740954,0.25007179760028764,0.33798076129888843,0.6738111567119185,0.025464600909273123,28.333333333333336,14.034961505170331,0.020833333333333332,0,125.0,120.0,30,30,35,195,0
streaming_causal,3241862916,1.0,1.8,0.0,0.4557057372529562,0.23702962352797058,0.07413677511715838,0.06261841779001358,0.16237265404903323,0.0017693614961495979,28.333333333333336,12.880520096741318,0.020833333333333332,0,125.0,120.0,30,30,35,195,644
future_state_conditioned,3241862916,1.0,1.8,0.0,0.4509897164991366,0.20049253027989275,0.05003011703043575,0.2191039705445995,0.8673654704296311,0.002609311064498882,125.0,13.818165478862369,0.020833333333333332,0,125.0,120.0,30,30,180,180,0
isolated_n_step,4074607285,1.0,1.8,1.0,0.4663012633686475,0.1652957010308204,0.03610194773445836,0.3483906293761485,1.2042031764979086,0.14446449817880402,125.0,14.61647952867335,0.020833333333333332,0,125.0,120.0,30,30,180,180,0
few_step_distilled,4074607285,1.0,1.8,1.0,0.4483904012732357,0.1338931938113242,0.02681470087735882,0.3505848637993456,0.9621655727118078,0.05722960532704057,50.0,13.026769351053666,0.008333333333333333,0,50.0,40.0,30,30,60,60,0
streaming_no_causal,4074607285,1.0,1.8,1.0,0.4844456750796462,0.15488259527051,0.10118502709248646,0.3168390340220655,0.7408648024819914,0.02949777750848387,28.333333333333336,13.725705512341408,0.020833333333333332,0,125.0,120.0,30,30,35,195,0
streaming_causal,4074607285,1.0,1.8,1.0,0.5034295776538669,0.13905699267717536,0.06265536972126234,0.07211706867141345,0.2181232414238739,0.002372664975272454,28.333333333333336,12.729181097176621,0.020833333333333332,0,125.0,120.0,30,30,35,195,644
future_state_conditioned,4074607285,1.0,1.8,1.0,0.49200370416754696,0.14258154282522462,0.034730005814755584,0.2803735935620091,1.3238067381176508,0.002897371785887356,125.0,14.359547481456968,0.020833333333333332,0,125.0,120.0,30,30,180,180,0
isolated_n_step,3382447642,1.0,1.8,1.0,0.48719301015643673,0.14093325871434656,0.11265649918100414,0.35189543457032496,1.0162977850584405,0.1427563578294347,125.0,14.410176412714705,0.020833333333333332,0,125.0,120.0,30,30,180,180,0
few_step_distilled,3382447642,1.0,1.8,1.0,0.47584140059620267,0.1472667331707797,0.12134560753529838,0.35773943961344723,0.6860855403062717,0.056680269675810815,50.0,13.596768687721244,0.008333333333333333,0,50.0,40.0,30,30,60,60,0
streaming_no_causal,3382447642,1.0,1.8,0.0,0.503329936535929,0.2876020827833989,0.10340669209666853,0.38847115019859946,0.821265714582833,0.02995856733449773,28.333333333333336,14.158874112458424,0.020833333333333332,0,125.0,120.0,30,30,35,195,0
streaming_causal,3382447642,1.0,1.8,1.0,0.5180282878055409,0.15390371462918054,0.09393809331310245,0.07061827484608804,0.24544452692334728,0.0023967474141194387,28.333333333333336,12.824266230998216,0.020833333333333332,0,125.0,120.0,30,30,35,195,644
future_state_conditioned,3382447642,1.0,1.8,1.0,0.5075612836829524,0.1370531133499722,0.10882946283929323,0.2681785055391532,1.0079444740637884,0.00323013543269701,125.0,13.899590624590445,0.020833333333333332,0,125.0,120.0,30,30,180,180,0
isolated_n_step,2518913893,1.0,1.8,1.0,0.47437854745418107,0.17952938953333414,0.026797404845224738,0.26069285280276633,0.8992421424993395,0.10786089968350472,125.0,13.766754676431857,0.020833333333333332,0,125.0,120.0,30,30,180,180,0
few_step_distilled,2518913893,1.0,1.8,1.0,0.46594075418534564,0.18886524800956014,0.02999613611591307,0.32573709317718696,0.6918454970479767,0.043093798630654996,50.0,12.59785144707729,0.008333333333333333,0,50.0,40.0,30,30,60,60,0
streaming_no_causal,2518913893,1.0,1.8,0.0,0.49564827702829967,0.20019461948604475,0.174132181464453,0.3243508384692994,0.6214924462358441,0.023328681373482284,28.333333333333336,13.6200133620846,0.020833333333333332,0,125.0,120.0,30,30,35,195,0
streaming_causal,2518913893,1.0,1.8,0.0,0.5094604546087843,0.2075554731169456,0.024528253304379605,0.05895761344839554,0.19082874027183894,0.0015753263776969743,28.333333333333336,12.686215352125116,0.020833333333333332,0,125.0,120.0,30,30,35,195,644
future_state_conditioned,2518913893,1.0,1.8,1.0,0.5000622902031823,0.1933531454449019,0.02556142400426833,0.23773468829130448,0.8314281053270631,0.0034513100540042364,125.0,13.592181663136406,0.020833333333333332,0,125.0,120.0,30,30,180,180,0
isolated_n_step,33885111,1.0,1.8,0.0,0.45873939917482964,0.24054339849251183,0.08915798344015619,0.2960801099013331,0.962934416248553,0.13126169864863,125.0,14.152601757368133,0.020833333333333332,0,125.0,120.0,30,30,180,180,0
few_step_distilled,33885111,1.0,1.8,0.0,0.44346153583134584,0.24609310533735315,0.08295224730475999,0.34651471284425256,0.8340225632323677,0.050839619393771136,50.0,13.691471786931478,0.008333333333333333,0,50.0,40.0,30,30,60,60,0
streaming_no_causal,33885111,1.0,1.8,0.0,0.45273760564528764,0.24975702793256457,0.3618211222554993,0.3175728904683036,0.602572475333473,0.028179855209938067,28.333333333333336,13.710200659570226,0.020833333333333332,0,125.0,120.0,30,30,35,195,0
streaming_causal,33885111,1.0,1.8,0.0,0.47558204019592526,0.29148931252932037,0.061316180555752026,0.05342905656600852,0.12321797847919191,0.0018970667980831755,28.333333333333336,12.786481275896058,0.020833333333333332,0,125.0,120.0,30,30,35,195,644
future_state_conditioned,33885111,1.0,1.8,0.0,0.46889240871861493,0.2623226370049361,0.03833808793554214,0.21963407428368853,0.6610335350929739,0.0018082828780963624,125.0,13.613038932630392,0.020833333333333332,0,125.0,120.0,30,30,180,180,0
isolated_n_step,2307811697,1.0,1.8,1.0,0.4740420672303245,0.12268702682659637,0.11670698141643107,0.24135878420273482,0.7611545665777958,0.14177193146008943,125.0,13.735197384247188,0.020833333333333332,0,125.0,120.0,30,30,180,180,0
few_step_distilled,2307811697,1.0,1.8,1.0,0.45982613104785086,0.11460689661435619,0.11416003179257213,0.3315860514334701,0.6378973039797297,0.05657686440353442,50.0,12.999014741193086,0.008333333333333333,0,50.0,40.0,30,30,60,60,0
streaming_no_causal,2307811697,1.0,1.8,1.0,0.48569474087184417,0.18398135000451332,0.1356499466374702,0.2700374072556391,0.5340780156771592,0.028746220230528516,28.333333333333336,13.457093122798305,0.020833333333333332,0,125.0,120.0,30,30,35,195,0
streaming_causal,2307811697,1.0,1.8,1.0,0.5097505892545474,0.09296652776126395,0.12180623151334588,0.054170103040023364,0.12662742670970345,0.001812413462261901,28.333333333333336,12.675045844668324,0.020833333333333332,0,125.0,120.0,30,30,35,195,644
future_state_conditioned,2307811697,1.0,1.8,1.0,0.49894251109961474,0.09954232834265689,0.10780194958017468,0.2216679938799989,0.6225857662467339,0.0033179629638874194,125.0,13.483608907791318,0.020833333333333332,0,125.0,120.0,30,30,180,180,0
isolated_n_step,398462318,1.0,1.8,1.0,0.4492294511666174,0.0766453918597728,0.11856198838024734,0.2568405554819588,0.7028524818391667,0.1425892554637759,125.0,13.842024529897541,0.020833333333333332,0,125.0,120.0,30,30,180,180,0
few_step_distilled,398462318,1.0,1.8,1.0,0.43533773227594713,0.08070707419535404,0.12644872690782671,0.3184664200905437,0.6030267838279875,0.05661759211866215,50.0,13.025871663526,0.008333333333333333,0,50.0,40.0,30,30,60,60,0
streaming_no_causal,398462318,1.0,1.8,0.0,0.45694123856382096,0.20061871808250417,0.19218539439231686,0.2332470435624924,0.4580652693671801,0.029250479972681858,28.333333333333336,13.358481318002177,0.020833333333333332,0,125.0,120.0,30,30,35,195,0
streaming_causal,398462318,1.0,1.8,1.0,0.4765553873930632,0.10349157681213185,0.07841547407903592,0.0580327454777487,0.18141310751904788,0.0020044005603006873,28.333333333333336,12.73201819491581,0.020833333333333332,0,125.0,120.0,30,30,35,195,644
future_state_conditioned,398462318,1.0,1.8,1.0,0.47055205812643325,0.0942412541551335,0.08179247823217135,0.23292182838825956,0.7201499306834364,0.003038276722449496,125.0,13.50806863091346,0.020833333333333332,0,125.0,120.0,30,30,180,180,0
isolated_n_step,2269774297,1.0,1.8,1.0,0.46413554398018275,0.15743895145834266,0.08251910644493009,0.32450162751156897,1.2701652710322997,0.13887322236104124,125.0,14.50994755346397,0.020833333333333332,0,125.0,120.0,30,30,180,180,0
few_step_distilled,2269774297,1.0,1.8,1.0,0.45310314732028206,0.14466133932499203,0.07621014113604462,0.41022229405928995,0.8107432304611333,0.05480124399791252,50.0,14.20182793368615,0.008333333333333333,0,50.0,40.0,30,30,60,60,0
streaming_no_causal,2269774297,1.0,1.8,0.0,0.4804702880298596,0.30665000194801645,0.184088880872046,0.3344587817993743,0.6946149654166732,0.02923566072935786,28.333333333333336,13.854202744719961,0.020833333333333332,0,125.0,120.0,30,30,35,195,0
streaming_causal,2269774297,1.0,1.8,1.0,0.48918773026769125,0.15261566095488457,0.04936799734557835,0.06547318901718281,0.1842955720511609,0.002120851284276395,28.333333333333336,12.807964550391358,0.020833333333333332,0,125.0,120.0,30,30,35,195,644
future_state_conditioned,2269774297,1.0,1.8,1.0,0.48144065921703144,0.1349075037544914,0.04649338459092581,0.26670724972335785,1.250674245681894,0.002769942111798628,125.0,14.249266139765824,0.020833333333333332,0,125.0,120.0,30,30,180,180,0
isolated_n_step,4222218816,1.0,1.8,0.0,0.44284759353457526,0.20454165234948046,0.15085326504437607,0.29097487611588624,0.9131447868020215,0.13849827725867772,125.0,14.049101449897716,0.020833333333333332,0,125.0,120.0,30,30,180,180,0
few_step_distilled,4222218816,1.0,1.8,0.0,0.42542966710465463,0.2059035878216904,0.1666748214576559,0.3383286821508852,0.6662276896162054,0.054601723187117215,50.0,13.690256386590125,0.008333333333333333,0,50.0,40.0,30,30,60,60,0
streaming_no_causal,4222218816,1.0,1.8,1.0,0.43610710675711145,0.19506401848985833,0.1518581505910401,0.2694964884982567,0.5924849832399727,0.028839816404656257,28.333333333333336,13.472411770116839,0.020833333333333332,0,125.0,120.0,30,30,35,195,0
streaming_causal,4222218816,1.0,1.8,1.0,0.4669003217514474,0.1737145765562084,0.14752049693339225,0.06611931803465314,0.1632306744215665,0.0018193890971546624,28.333333333333336,12.768547979569245,0.020833333333333332,0,125.0,120.0,30,30,35,195,644
future_state_conditioned,4222218816,1.0,1.8,1.0,0.4634022581887186,0.18895372472166658,0.16685826566833017,0.2571703400940803,0.6700624009143107,0.003759474007303377,125.0,13.645588991882837,0.020833333333333332,0,125.0,120.0,30,30,180,180,0
isolated_n_step,2802276320,1.0,1.8,1.0,0.46318221205876514,0.08622497973535101,0.12424979441622888,0.2389725492253384,0.695145187852207,0.12313041353976585,125.0,13.620550043494314,0.020833333333333332,0,125.0,120.0,30,30,180,180,0
few_step_distilled,2802276320,1.0,1.8,1.0,0.4487425476060426,0.08797690086701894,0.12309044725628872,0.32097058395023553,0.5899897642878347,0.0492618308135195,50.0,12.487035377097465,0.008333333333333333,0,50.0,40.0,30,30,60,60,0
streaming_no_causal,2802276320,1.0,1.8,0.0,0.48146664475449974,0.22821765497215665,0.11563193161632296,0.25749795829461847,0.5523786996211362,0.025207874305569818,28.333333333333336,13.371083695670803,0.020833333333333332,0,125.0,120.0,30,30,35,195,0
streaming_causal,2802276320,1.0,1.8,1.0,0.49885204555251317,0.09728239630106748,0.09376636527705588,0.05476640364192255,0.138857062202686,0.0018387274899156283,28.333333333333336,12.714778369525225,0.020833333333333332,0,125.0,120.0,30,30,35,195,644
future_state_conditioned,2802276320,1.0,1.8,1.0,0.48874495280883223,0.0852065000366813,0.10933849768448568,0.1991554324424773,0.7338312870679263,0.001844147398508098,125.0,13.391885679091434,0.020833333333333332,0,125.0,120.0,30,30,180,180,0
isolated_n_step,2875791518,1.0,1.8,1.0,0.4417040770741165,0.17388123649745554,0.17441403172099762,0.29958231258048373,0.9213646094355123,0.1378620510743795,125.0,14.127344101200515,0.020833333333333332,0,125.0,120.0,30,30,180,180,0
few_step_distilled,2875791518,1.0,1.8,1.0,0.42901242000155687,0.16021283834034802,0.1752322235585423,0.33451344091056434,0.87538040739088,0.05465736108601294,50.0,12.708401868894736,0.008333333333333333,0,50.0,40.0,30,30,60,60,0
streaming_no_causal,2875791518,1.0,1.8,0.0,0.4472805825143929,0.25830181588735673,0.20084673221869073,0.27952267951941195,0.5894099285320548,0.028036259389025674,28.333333333333336,13.544304002631721,0.020833333333333332,0,125.0,120.0,30,30,35,195,0
streaming_causal,2875791518,1.0,1.8,1.0,0.4660562178346836,0.14440651744253122,0.14585914365093902,0.06336390789786277,0.15526647607622593,0.0016247119820266094,28.333333333333336,12.78236979754128,0.020833333333333332,0,125.0,120.0,30,30,35,195,644
future_state_conditioned,2875791518,1.0,1.8,1.0,0.4596784476084569,0.1426227580908658,0.15048798643521175,0.21237206509429818,0.8226884646185931,0.002748990241798656,125.0,13.549322108425432,0.020833333333333332,0,125.0,120.0,30,30,180,180,0
isolated_n_step,1415153725,1.0,1.8,1.0,0.46603024975303425,0.1780351688392422,0.14622190561998666,0.27049599543628894,0.6876372477387811,0.14713184584343478,125.0,13.878842872585071,0.020833333333333332,0,125.0,120.0,30,30,180,180,0
few_step_distilled,1415153725,1.0,1.8,1.0,0.45852791176758473,0.1799074800840636,0.17271826449246233,0.32695557516660945,0.5360645086079208,0.058753072967627946,50.0,12.468129516952262,0.008333333333333333,0,50.0,40.0,30,30,60,60,0
streaming_no_causal,1415153725,1.0,1.8,0.0,0.461611254843957,0.2646324891909056,0.14629931416303696,0.2408524386070262,0.5454939870046553,0.029877874712489805,28.333333333333336,13.374285293634049,0.020833333333333332,0,125.0,120.0,30,30,35,195,0
streaming_causal,1415153725,1.0,1.8,1.0,0.49420458877845347,0.1794472337611783,0.1923149622380245,0.05498871265739698,0.15965796770164048,0.0021409513799578585,28.333333333333336,12.70519210901514,0.020833333333333332,0,125.0,120.0,30,30,35,195,644
future_state_conditioned,1415153725,1.0,1.8,1.0,0.4868917132910355,0.16612525178107887,0.17067290490544776,0.21428628685951587,0.6297551926440039,0.003122394253289908,125.0,13.419138417192489,0.020833333333333332,0,125.0,120.0,30,30,180,180,0
isolated_n_step,401853916,1.0,1.8,1.0,0.4712338055588067,0.08488254453180934,0.11516905140201766,0.2460069717715116,0.6824359593083972,0.133126018206224,125.0,13.651228093838682,0.020833333333333332,0,125.0,120.0,30,30,180,180,0
few_step_distilled,401853916,1.0,1.8,1.0,0.46376353621315985,0.09492794386457527,0.1529924993499691,0.3336078312541196,0.6318532688173895,0.053508785554467427,50.0,12.716445675447464,0.008333333333333333,0,50.0,40.0,30,30,60,60,0
streaming_no_causal,401853916,1.0,1.8,0.0,0.4901452297422641,0.2996298774289231,0.13955875868904485,0.2819652820243207,0.6251693279570598,0.02740725641131762,28.333333333333336,13.517698231176258,0.020833333333333332,0,125.0,120.0,30,30,35,195,0
streaming_causal,401853916,1.0,1.8,1.0,0.5075293695714017,0.09168534067023792,0.11840258057656299,0.05285023163121347,0.13867848994511872,0.001716558991362672,28.333333333333336,12.688373944453954,0.020833333333333332,0,125.0,120.0,30,30,35,195,644
future_state_conditioned,401853916,1.0,1.8,1.0,0.49471515905239716,0.0607145079958023,0.10263610543711181,0.20783726301096453,0.7523241782819691,0.002503235495787613,125.0,13.343235244628467,0.020833333333333332,0,125.0,120.0,30,30,180,180,0
isolated_n_step,1162050510,1.0,1.8,1.0,0.4693353350126963,0.12490786084614232,0.0875721280321528,0.2879050314663185,0.8453958714962467,0.1362513109802602,125.0,14.11017279898429,0.020833333333333332,0,125.0,120.0,30,30,180,180,0
few_step_distilled,1162050510,1.0,1.8,1.0,0.45320485917368886,0.1385037374369088,0.11447467844694292,0.35262962855102437,0.7648581880673344,0.053602517014246974,50.0,13.44898727973233,0.008333333333333333,0,50.0,40.0,30,30,60,60,0
streaming_no_causal,1162050510,1.0,1.8,1.0,0.481688652785546,0.19567458098944748,0.1360349766279506,0.2905658215799772,0.7372166098161357,0.028728498332481693,28.333333333333336,13.723399465698453,0.020833333333333332,0,125.0,120.0,30,30,35,195,0
streaming_causal,1162050510,1.0,1.8,1.0,0.4928314748059975,0.1287523876296938,0.09726986895969877,0.05323458696489107,0.1415249434133088,0.0018732440028120154,28.333333333333336,12.769230167533056,0.020833333333333332,0,125.0,120.0,30,30,35,195,644
future_state_conditioned,1162050510,1.0,1.8,1.0,0.4830953800004591,0.12303512931364428,0.08878335398538667,0.21155925240047482,0.9639948616852962,0.003494280706500252,125.0,13.679583214852663,0.020833333333333332,0,125.0,120.0,30,30,180,180,0
isolated_n_step,1034803345,1.0,1.8,1.0,0.4950228636135705,0.1813383444133006,0.17560466994280885,0.2773394945643359,1.0318816903928412,0.11573492899410191,125.0,14.004368668900895,0.020833333333333332,0,125.0,120.0,30,30,180,180,0
few_step_distilled,1034803345,1.0,1.8,1.0,0.4795144060041539,0.17410893534515562,0.1638517083153853,0.3466412379719043,0.6928335442491818,0.045314867066972325,50.0,13.130442636024812,0.008333333333333333,0,50.0,40.0,30,30,60,60,0
streaming_no_causal,1034803345,1.0,1.8,0.0,0.523042824430934,0.24785093969897526,0.3082060858385262,0.3935990414720333,0.7214534768989751,0.025837101714974324,28.333333333333336,14.084424051205428,0.020833333333333332,0,125.0,120.0,30,30,35,195,0
streaming_causal,1034803345,1.0,1.8,0.0,0.5310333649737465,0.21380886525389742,0.1882170676171548,0.06150159405588848,0.1975810871013782,0.0019759571190763442,28.333333333333336,12.722292652054712,0.020833333333333332,0,125.0,120.0,30,30,35,195,644
future_state_conditioned,1034803345,1.0,1.8,1.0,0.5164269676813672,0.16891860504596276,0.14563362162887242,0.24715496903838455,1.055848028975745,0.0030442175407255855,125.0,13.895463965242728,0.020833333333333332,0,125.0,120.0,30,30,180,180,0
isolated_n_step,1768963413,1.0,1.8,1.0,0.46989861384723014,0.16763256762179785,0.1443319845181592,0.3326812858668376,1.229201220068397,0.12261150570670948,125.0,14.668785034609193,0.020833333333333332,0,125.0,120.0,30,30,180,180,0
few_step_distilled,1768963413,1.0,1.8,1.0,0.4551010902051362,0.1704279544962708,0.14106438188214637,0.41422426307945154,0.9178586439360081,0.04820541753104578,50.0,14.39815448663613,0.008333333333333333,0,50.0,40.0,30,30,60,60,0
streaming_no_causal,1768963413,1.0,1.8,0.0,0.46602997611234204,0.2143442936903197,0.23716949351616862,0.29361331030324345,0.6882996550981326,0.02571512118437964,28.333333333333336,13.753681740238187,0.020833333333333332,0,125.0,120.0,30,30,35,195,0
streaming_causal,1768963413,1.0,1.8,1.0,0.48412921502326156,0.16968681165517993,0.15372518071883934,0.06084549621510433,0.16276817223323797,0.002243632566125929,28.333333333333336,12.812609193922997,0.020833333333333332,0,125.0,120.0,30,30,35,195,644
future_state_conditioned,1768963413,1.0,1.8,1.0,0.4780990345339744,0.1643149113944501,0.14745913710957492,0.27169293914796344,1.2382993742615598,0.0038445982542855664,125.0,14.387609122107008,0.020833333333333332,0,125.0,120.0,30,30,180,180,0
isolated_n_step,287050895,1.0,1.8,1.0,0.45886822034165925,0.1836758144073616,0.1385573220976701,0.2928669213004712,1.0704861111709247,0.1531972075412699,125.0,14.286395147348582,0.020833333333333332,0,125.0,120.0,30,30,180,180,0
few_step_distilled,287050895,1.0,1.8,1.0,0.44590318991760436,0.18823842268937158,0.14776840293421104,0.3259650869170151,0.7819312716557081,0.061035258265399385,50.0,13.275964067444997,0.008333333333333333,0,50.0,40.0,30,30,60,60,0
streaming_no_causal,287050895,1.0,1.8,0.0,0.4533669404774818,0.26876292344766645,0.20190671718164635,0.27080163950170977,0.5187088481614158,0.031109451057545295,28.333333333333336,13.499273827241803,0.020833333333333332,0,125.0,120.0,30,30,35,195,0
streaming_causal,287050895,1.0,1.8,0.0,0.48860816610451957,0.20594045035140066,0.16314101042634832,0.06648902329367319,0.18697961202247804,0.002300570073076929,28.333333333333336,12.748324492765965,0.020833333333333332,0,125.0,120.0,30,30,35,195,644
future_state_conditioned,287050895,1.0,1.8,1.0,0.4786689572179367,0.19451529132707393,0.1567835969442213,0.23471363578537208,0.6339562610459523,0.0033332658579883654,125.0,13.815756693454881,0.020833333333333332,0,125.0,120.0,30,30,180,180,0
isolated_n_step,3743272392,1.0,1.8,0.0,0.481504823386475,0.2024435048784488,0.06182588700131561,0.2930209428820532,0.9060029149049583,0.12253018728428997,125.0,14.102623556985659,0.020833333333333332,0,125.0,120.0,30,30,180,180,0
few_step_distilled,3743272392,1.0,1.8,0.0,0.46697232147685996,0.22519773699602633,0.08685073434778502,0.34541942180251894,0.8644714891712942,0.04763295523481084,50.0,14.080399390273445,0.008333333333333333,0,50.0,40.0,30,30,60,60,0
streaming_no_causal,3743272392,1.0,1.8,1.0,0.48477783602400765,0.18452767298421566,0.2008571551626405,0.34366326550718856,0.6764854983797095,0.026930361642702048,28.333333333333336,13.822852022266412,0.020833333333333332,0,125.0,120.0,30,30,35,195,0
streaming_causal,3743272392,1.0,1.8,0.0,0.5029561811157632,0.2669668753020138,0.08189137935748987,0.0482611500251541,0.13811029136203082,0.001994146369977052,28.333333333333336,12.754655365300406,0.020833333333333332,0,125.0,120.0,30,30,35,195,644
future_state_conditioned,3743272392,1.0,1.8,0.0,0.496588034942279,0.2332268825504938,0.08220356088871518,0.22857484115302107,0.8808273835904418,0.002840506492384709,125.0,13.71157389053253,0.020833333333333332,0,125.0,120.0,30,30,180,180,0
isolated_n_step,3714452439,1.0,1.8,0.0,0.4576068592516971,0.2346713803650252,0.16730047557189145,0.30377608170804615,1.0126134659225232,0.10460179732677542,125.0,14.346801432110134,0.020833333333333332,0,125.0,120.0,30,30,180,180,0
few_step_distilled,3714452439,1.0,1.8,0.0,0.43738411801547694,0.23651065427709145,0.16377808564145377,0.34420891150591915,0.8173266959899183,0.039851278668006924,50.0,13.724259326323507,0.008333333333333333,0,50.0,40.0,30,30,60,60,0
streaming_no_causal,3714452439,1.0,1.8,0.0,0.45811583153095137,0.22125140201142282,0.3672839774866105,0.3721889608078678,0.6877549886978176,0.023633972194676212,28.333333333333336,14.0408950967881,0.020833333333333332,0,125.0,120.0,30,30,35,195,0
streaming_causal,3714452439,1.0,1.8,0.0,0.47503790157227854,0.2932580649262105,0.13642039110805457,0.060509755704793056,0.160567252610843,0.0018175122086519961,28.333333333333336,12.846874256938069,0.020833333333333332,0,125.0,120.0,30,30,35,195,644
future_state_conditioned,3714452439,1.0,1.8,0.0,0.4662791247979857,0.24696739373044155,0.11871544576746429,0.2276906631913263,0.9432793254436329,0.003056570215587118,125.0,13.80230087651773,0.020833333333333332,0,125.0,120.0,30,30,180,180,0
