method,trial_seed,latency_scale,disturbance_scale,success,tracking_rmse,tail_tracking_rmse,final_error,boundary_discontinuity,p95_boundary_discontinuity,handoff_staleness,context_age_ms,rms_jerk,idle_fraction,deadline_miss_steps,simulated_first_action_latency_ms,configured_first_action_latency_ms,emitted_chunks,decoder_launches,decoder_sequential_passes,decoder_slot_updates,causal_pair_interactions
future_state_conditioned,2699054846,1.0,0.5,1.0,0.46366639652054176,0.15258880688764856,0.022714043435236572,0.1125283779482316,0.23816145771931735,0.0018270590455086073,125.0,12.925860715745728,0.020833333333333332,0,125.0,120.0,30,30,180,180,0
isolated_n_step,943842069,1.0,0.5,0.0,0.4752899903147198,0.2133555807688021,0.16775398841000547,0.19707529119638514,0.5076700013836595,0.11099704075882265,125.0,13.477590428104227,0.020833333333333332,0,125.0,120.0,30,30,180,180,0
few_step_distilled,943842069,1.0,0.5,0.0,0.46095581633736027,0.226240616642423,0.19377623007564124,0.2891184191263546,0.5641162532676238,0.043834801072479904,50.0,13.028024858694089,0.008333333333333333,0,50.0,40.0,30,30,60,60,0
streaming_no_causal,943842069,1.0,0.5,1.0,0.487317261445799,0.18193879267831564,0.136148325970788,0.31854103761518665,0.68346399380534,0.024252567456572782,28.333333333333336,13.668437998105928,0.020833333333333332,0,125.0,120.0,30,30,35,195,0
streaming_causal,943842069,1.0,0.5,0.0,0.4932284993777434,0.22204002355250285,0.19127383572389614,0.026448432952204032,0.058231098479797336,0.0012276620746922461,28.333333333333336,12.655273858474857,0.020833333333333332,0,125.0,120.0,30,30,35,195,644
future_state_conditioned,943842069,1.0,0.5,0.0,0.48730518666592704,0.20934971484022538,0.18509569390976555,0.10672583253272656,0.3021604859022786,0.0018498668911872684,125.0,12.892926751064737,0.020833333333333332,0,125.0,120.0,30,30,180,180,0
isolated_n_step,957736304,1.0,0.5,1.0,0.4649596657029293,0.19579804117999494,0.027148213926443527,0.17498709733257564,0.3233504970029904,0.15311265789056477,125.0,13.35357344143923,0.020833333333333332,0,125.0,120.0,30,30,180,180,0
few_step_distilled,957736304,1.0,0.5,0.0,0.45609680663675845,0.21351478521670145,0.011103399831004673,0.2759575126773543,0.4542633382930401,0.06094197250046333,50.0,12.231460224538834,0.008333333333333333,0,50.0,40.0,30,30,60,60,0
streaming_no_causal,957736304,1.0,0.5,0.0,0.46445608461749777,0.22373115104511188,0.20034662894290628,0.23242334305132714,0.3483085418378158,0.03182586037154782,28.333333333333336,13.198154712246904,0.020833333333333332,0,125.0,120.0,30,30,35,195,0
streaming_causal,957736304,1.0,0.5,0.0,0.5003423563963193,0.20993448424236016,0.06461310913106844,0.03728616753580686,0.06758377086501888,0.001474241276398173,28.333333333333336,12.605882251400283,0.020833333333333332,0,125.0,120.0,30,30,35,195,644
future_state_conditioned,957736304,1.0,0.5,0.0,0.4906708212513538,0.20060128426730398,0.059137494573885015,0.1361418316844641,0.30107873285062825,0.0022639320817248155,125.0,12.91535505272209,0.020833333333333332,0,125.0,120.0,30,30,180,180,0
isolated_n_step,1759164949,1.0,0.5,1.0,0.4678252327464033,0.09379531823614341,0.1487925090486228,0.2007164086252932,0.4660332104445022,0.1593896801908735,125.0,13.483489679493893,0.020833333333333332,0,125.0,120.0,30,30,180,180,0
few_step_distilled,1759164949,1.0,0.5,1.0,0.45318483886462335,0.09092873475658098,0.15184172598744414,0.29096523529945784,0.5583277266975726,0.0631765724134757,50.0,12.812766166228547,0.008333333333333333,0,50.0,40.0,30,30,60,60,0
streaming_no_causal,1759164949,1.0,0.5,0.0,0.4673618410629796,0.24446858671686292,0.23797596115081365,0.269655652960691,0.5637105738392586,0.03272022854619788,28.333333333333336,13.42738755793661,0.020833333333333332,0,125.0,120.0,30,30,35,195,0
streaming_causal,1759164949,1.0,0.5,1.0,0.49343788358585194,0.09186415659609823,0.12240462462673271,0.03696387877659166,0.066646803791902,0.0014556225044498983,28.333333333333336,12.667163142661932,0.020833333333333332,0,125.0,120.0,30,30,35,195,644
future_state_conditioned,1759164949,1.0,0.5,1.0,0.4858517861834364,0.08976375372398328,0.1282470863991006,0.12819989049678548,0.20219221718197067,0.002304195377362381,125.0,12.901796045924723,0.020833333333333332,0,125.0,120.0,30,30,180,180,0
isolated_n_step,1230043459,1.0,0.5,1.0,0.42562119056108805,0.16744160574117398,0.1472454042352687,0.21595125268569285,0.5615470348912506,0.10016865073070139,125.0,13.631981984013747,0.020833333333333332,0,125.0,120.0,30,30,180,180,0
few_step_distilled,1230043459,1.0,0.5,1.0,0.4108903713452523,0.1808581213321634,0.16670161569405345,0.2908778435890286,0.547129189283689,0.03877011404209514,50.0,12.848248119878415,0.008333333333333333,0,50.0,40.0,30,30,60,60,0
streaming_no_causal,1230043459,1.0,0.5,0.0,0.42392163550724693,0.20997074512625846,0.21529245641652345,0.2650351021017011,0.47173807739122425,0.021393959516247705,28.333333333333336,13.47767784660906,0.020833333333333332,0,125.0,120.0,30,30,35,195,0
