method,label,latency_scale,disturbance_scale,trials,success_mean,success_sem,tracking_rmse_mean,tracking_rmse_sem,tail_tracking_rmse_mean,tail_tracking_rmse_sem,final_error_mean,final_error_sem,boundary_discontinuity_mean,boundary_discontinuity_sem,p95_boundary_discontinuity_mean,p95_boundary_discontinuity_sem,handoff_staleness_mean,handoff_staleness_sem,context_age_ms_mean,context_age_ms_sem,rms_jerk_mean,rms_jerk_sem,idle_fraction_mean,idle_fraction_sem,deadline_miss_steps_mean,deadline_miss_steps_sem,simulated_first_action_latency_ms_mean,simulated_first_action_latency_ms_sem,emitted_chunks_mean,emitted_chunks_sem,decoder_sequential_passes_mean,decoder_sequential_passes_sem,decoder_slot_updates_mean,decoder_slot_updates_sem,causal_pair_interactions_mean,causal_pair_interactions_sem
few_step_distilled,Few-step distilled,1.0,1.0,48.0,0.7291666666666666,0.06482097094483913,0.444461920340021,0.0020717156382712644,0.17465120537862225,0.006483579126287295,0.13895273461838362,0.009214997807952123,0.3175727988141476,0.003896263926563494,0.6196098736303308,0.011240351735018698,0.04900120991265983,0.0009623005627690904,50.0,0.0,13.04739487546488,0.056501984875918954,0.008333333333333333,0.0,0.0,0.0,50.0,0.0,30.0,0.0,60.0,0.0,60.0,0.0,0.0,0.0
few_step_distilled,Few-step distilled,1.0,1.8,48.0,0.5,0.07293249574894728,0.45265368885746987,0.002110328374925194,0.186199271418976,0.007234344255072534,0.13065931768621625,0.008119152952115941,0.3554376829349428,0.003826005267154272,0.7786849710708008,0.017184190494060444,0.05077727378894844,0.0008140643485850289,50.0,0.0,13.437994983370293,0.07171024488124975,0.008333333333333333,0.0,0.0,0.0,50.0,0.0,30.0,0.0,60.0,0.0,60.0,0.0,0.0,0.0
few_step_distilled,Few-step distilled,1.5,0.5,48.0,0.75,0.06316139407998893,0.448075489300924,0.002002403018617333,0.1659332975399338,0.00606394539208228,0.1428564201787783,0.007714917807971964,0.31664167760572787,0.00350684378611579,0.6365310144251707,0.00926998429063225,0.07318652301628414,0.0013230991583944433,75.00000000000001,0.0,13.097535335514571,0.056702498415151084,0.012499999999999999,2.5303542507455506e-19,0.0,0.0,75.00000000000001,0.0,30.0,0.0,60.0,0.0,60.0,0.0,0.0,0.0
few_step_distilled,Few-step distilled,1.5,1.0,48.0,0.7291666666666666,0.06482097094483912,0.45309412518818987,0.0020931644471354864,0.17896885464428233,0.005083365231017292,0.14112038917545625,0.008020426089944983,0.3335318557041557,0.0033956780037006275,0.6633958875324518,0.011012083541913725,0.07475932593419334,0.0015251775865948226,75.00000000000001,0.0,13.140017320937394,0.06047668526864872,0.012499999999999999,2.5303542507455506e-19,0.0,0.0,75.00000000000001,0.0,30.0,0.0,60.0,0.0,60.0,0.0,0.0,0.0
few_step_distilled,Few-step distilled,1.5,1.8,48.0,0.4166666666666667,0.07191241060522427,0.46048781108611697,0.002294132802621385,0.20536699854690468,0.00844490444174285,0.1471499012578626,0.008952894088568471,0.3775484076651378,0.004441086540627768,0.8488358514016866,0.021733330435205124,0.07308760595890988,0.0013763468999232285,75.00000000000001,0.0,13.750889103929033,0.06045690355671149,0.012499999999999999,2.5303542507455506e-19,0.0,0.0,75.00000000000001,0.0,30.0,0.0,60.0,0.0,60.0,0.0,0.0,0.0
few_step_distilled,Few-step distilled,2.0,0.5,48.0,0.7291666666666666,0.06482097094483912,0.4518317909620471,0.001518945100692165,0.1710515146379996,0.005699905650581473,0.12546770644013844,0.0073308875858274485,0.33426696084453855,0.004888141612058792,0.693371628940109,0.01300337803020752,0.09843180160629868,0.002156254077511493,100.0,0.0,13.316414647747733,0.06619740370551562,0.016666666666666666,0.0,0.0,0.0,100.0,0.0,30.0,0.0,60.0,0.0,60.0,0.0,0.0,0.0
few_step_distilled,Few-step distilled,2.0,1.0,48.0,0.5625,0.07236046734262122,0.4588495178404333,0.00219605782026484,0.19179866390881087,0.0063812533304347776,0.13713163374293832,0.00763978708190507,0.3553631133646176,0.004791290945685093,0.7417063113143169,0.014781540460943734,0.09861723515471128,0.0017415076691721099,100.0,0.0,13.409586877770982,0.062191562645455896,0.016666666666666666,0.0,0.0,0.0,100.0,0.0,30.0,0.0,60.0,0.0,60.0,0.0,0.0,0.0
few_step_distilled,Few-step distilled,2.0,1.8,48.0,0.6458333333333334,0.06976139255528775,0.4660834941363922,0.002439966113221158,0.18847259769396071,0.006943073112531847,0.14516093310869738,0.00889723338541119,0.3929461664307883,0.004104716842796029,0.8529304628223864,0.015061818613237016,0.10424378461968316,0.0021653932199903825,100.0,0.0,13.770905537524245,0.06807278328805072,0.016666666666666666,0.0,0.0,0.0,100.0,0.0,30.0,0.0,60.0,0.0,60.0,0.0,0.0,0.0
streaming_no_causal,"Staggered, no coupling",1.0,0.5,48.0,0.4791666666666667,0.07286915878889005,0.4626448363284448,0.002462583530250404,0.20055947081805373,0.006349054678238828,0.1535454275568366,0.008774031443232442,0.2578670795968577,0.004535822571880301,0.5100128827140576,0.016996256723452053,0.02580872222485961,0.0004068929066719836,28.33333333333334,5.182165505526888e-16,13.390935678818868,0.02758959495553588,0.020833333333333332,0.0,0.0,0.0,125.0,0.0,30.0,0.0,35.0,0.0,195.0,0.0,0.0,0.0
streaming_no_causal,"Staggered, no coupling",1.0,1.0,48.0,0.3125,0.06761023307918171,0.46368050957692475,0.002663930428547678,0.2089120593659787,0.006538012315118739,0.20057731477327442,0.012615699219258087,0.28348392509637005,0.00471096357989006,0.5633763486326422,0.014480122475672477,0.026332132893254923,0.00044086403744720464,28.33333333333334,5.182165505526888e-16,13.521441909631468,0.029308389523657448,0.020833333333333332,0.0,0.0,0.0,125.0,0.0,30.0,0.0,35.0,0.0,195.0,0.0,0.0,0.0
