method,delay,trial,tracking_rmse,tail_tracking_rmse,final_error,success,handoff_action_jump,proprio_context_error,latent_context_rmse,handoff_policy_error,control_effort
obs_transport,0,13,1.0068226293245395,0.6901404154215979,0.522105044213698,1.0,0.8453812058744022,0.0,0.0,0.0,4.518724543933378
obs_innovation,0,13,1.0068226293245395,0.6901404154215979,0.522105044213698,1.0,0.8453812058744022,0.0,0.0,0.0,4.518724543933378
policy_consistency,0,13,1.0068226293245395,0.6901404154215979,0.522105044213698,1.0,0.8453812058744022,0.0,0.0,0.0,4.518724543933378
oracle_fresh,0,14,1.1115941282696655,0.6269122117739727,0.6059104224790235,1.0,0.7999313620736422,0.0,0.0,0.0,3.773102616792609
naive_stale,0,14,1.1115941282696655,0.6269122117739727,0.6059104224790235,1.0,0.7999313620736422,0.0,0.0,0.0,3.773102616792609
state_rollout,0,14,1.1115941282696655,0.6269122117739727,0.6059104224790235,1.0,0.7999313620736422,0.0,0.0,0.0,3.773102616792609
state_correction,0,14,1.1115941282696655,0.6269122117739727,0.6059104224790235,1.0,0.7999313620736422,0.0,0.0,0.0,3.773102616792609
obs_transport,0,14,1.1115941282696655,0.6269122117739727,0.6059104224790235,1.0,0.7999313620736422,0.0,0.0,0.0,3.773102616792609
obs_innovation,0,14,1.1115941282696655,0.6269122117739727,0.6059104224790235,1.0,0.7999313620736422,0.0,0.0,0.0,3.773102616792609
policy_consistency,0,14,1.1115941282696655,0.6269122117739727,0.6059104224790235,1.0,0.7999313620736422,0.0,0.0,0.0,3.773102616792609
oracle_fresh,0,15,1.2153621748271808,0.657950964013075,0.4954996108103307,1.0,0.8517572408445915,0.0,0.0,0.0,5.640019242750298
naive_stale,0,15,1.2153621748271808,0.657950964013075,0.4954996108103307,1.0,0.8517572408445915,0.0,0.0,0.0,5.640019242750298
state_rollout,0,15,1.2153621748271808,0.657950964013075,0.4954996108103307,1.0,0.8517572408445915,0.0,0.0,0.0,5.640019242750298
state_correction,0,15,1.2153621748271808,0.657950964013075,0.4954996108103307,1.0,0.8517572408445915,0.0,0.0,0.0,5.640019242750298
