method,delay,trial,tracking_rmse,tail_tracking_rmse,final_error,success,handoff_action_jump,proprio_context_error,latent_context_rmse,handoff_policy_error,control_effort
oracle_fresh,2,11,1.0941760527141065,0.6495731126210561,0.5407503054255695,1.0,0.7727623885064469,0.0,0.0,0.0,5.08372994759733
naive_stale,2,11,1.2160729406672977,0.8162245369910986,0.7252760417743275,0.0,0.92912956969262,0.3053603090365381,0.09282513181213575,0.40013021401101984,6.607952770116018
state_rollout,2,11,1.151229180879211,0.7382129345257646,0.7005684311658175,0.0,0.7619346056035551,0.03930478501028311,0.09282513181213575,0.3505673818340308,4.83702020388493
state_correction,2,11,1.153713741024583,0.7426219221354284,0.7003607743736832,0.0,0.7681000181295687,0.0054954248035278125,0.09282513181213575,0.3159297130173636,5.00436109786789
obs_transport,2,11,1.1789164496956674,0.8181022447805806,0.6872540842644878,0.0,0.9168670693110436,0.005472832320109855,0.07976542600891352,0.25588185934588525,5.570541449546316
obs_innovation,2,11,1.0955709179968316,0.6462477743571604,0.5098078272946374,1.0,0.7887770774115193,0.0053851824015838205,0.04535162524746191,0.05149270099416702,5.092262502858882
policy_consistency,2,11,1.094704022505659,0.6492836827184482,0.5210091891895943,1.0,0.7813205011290337,0.005375245339318699,0.044202707720628676,0.05357556643096131,5.070129247363154
oracle_fresh,2,12,0.9599987912299278,0.5832644910346925,0.5294110705705489,1.0,0.8559491229065291,0.0,0.0,0.0,4.755586402915615
naive_stale,2,12,1.0750334438344806,0.7891462993451558,0.7671563934173088,0.0,1.0346708837676604,0.30872073747240864,0.10562087614928177,0.4106501645907397,6.118098755998935
state_rollout,2,12,1.0390131786358245,0.7107183567982978,0.7503560343330269,1.0,0.8984316876247249,0.05033896541123468,0.10562087614928177,0.4775530055378842,4.59760496783234
state_correction,2,12,1.0339422804788065,0.7010264700712032,0.7489575393810797,1.0,0.8851805931984704,0.0072769339868015365,0.10562087614928177,0.4298038834946213,4.745512065505806
obs_transport,2,12,1.0415002249177832,0.7326270498493436,0.7063405604826541,0.0,0.9726480054598367,0.0073236290602269345,0.07431385409126215,0.26527845361577346,5.295728592714859
obs_innovation,2,12,0.9595480506898476,0.5811955354297126,0.5237442080999021,1.0,0.8922916985388241,0.007254690998128691,0.04139470659778983,0.051557904295987785,4.7593527739029335
policy_consistency,2,12,0.9589713352930183,0.5831923953818966,0.5464315645987399,1.0,0.8794374931622271,0.0072414785878165185,0.04207379704606499,0.052486826177026366,4.743602658265422
oracle_fresh,2,13,1.0908773678927857,0.6140168558344995,0.5522993090795365,1.0,0.8606415763991428,0.0,0.0,0.0,5.117942844385129
naive_stale,2,13,1.182882181937029,0.7620115431646171,0.7856111844275657,0.0,0.9152804852409988,0.33331017381151884,0.10750283241852206,0.32448060699959136,6.1339810747512
state_rollout,2,13,1.138147225748661,0.6851600930582337,0.8633207382097269,1.0,0.8760956912278921,0.047265610510460354,0.10750283241852206,0.47214904403762314,4.797735591604172
state_correction,2,13,1.1399524866783557,0.6911502408263009,0.8247744062779526,1.0,0.8552539948958194,0.006952410320885017,0.10750283241852206,0.4197543336543171,4.93971402435472
obs_transport,2,13,1.1811337693386155,0.7816331611611693,0.7160240571377978,0.0,0.9981943772972737,0.006879668019275108,0.07894592290741331,0.265528046673115,5.504375754965009
obs_innovation,2,13,1.0900781182813497,0.5910618773458308,0.5434739530324899,1.0,0.8646346657684608,0.006868975604209292,0.044700545924263486,0.060118268219681616,5.121547305514704
policy_consistency,2,13,1.0787546746219039,0.5506462406239345,0.5175234079314248,1.0,0.8460207070525843,0.006856249205874884,0.04645230537020786,0.08225292303220097,5.068925667986405
oracle_fresh,2,14,1.0051023144393645,0.6853779267079789,0.565571279009776,1.0,0.7861692955786351,0.0,0.0,0.0,4.142480509191616
naive_stale,2,14,1.1018219820620807,0.860050562397846,0.7990371192651453,0.0,0.9664060778397695,0.27356453966897737,0.09588982392979058,0.37167521501414236,5.268470501358133
state_rollout,2,14,1.0558023123351181,0.7529533161366878,0.6897765427539311,0.0,0.8046158844525926,0.03514214857177251,0.09588982392979058,0.3655560913482806,4.037482966918232
state_correction,2,14,1.055544138891103,0.7515392735191732,0.6951134498974145,0.0,0.80877899902987,0.00592448121928877,0.09588982392979058,0.3369323265784971,4.155259167410462
obs_transport,2,14,1.0943599288639343,0.8540269681646964,0.7459007420056414,0.0,0.9604600381884367,0.005890176047222178,0.07955822320689418,0.2565753607203168,4.649495759478025
obs_innovation,2,14,1.0069420079828628,0.6938714562460875,0.5859853128178434,1.0,0.8136342465184742,0.005865918748924108,0.047753481767341566,0.05686505624639598,4.1574992518012985
policy_consistency,2,14,1.0057096252343436,0.6901497989297387,0.6046030959780835,1.0,0.8095666687990357,0.005865983455921224,0.0478131045843934,0.05628160534549724,4.142147119971007
oracle_fresh,2,15,1.0553107878588261,0.6674064951047685,0.638919344191572,1.0,0.8242465929686611,0.0,0.0,0.0,4.968109520247627
naive_stale,2,15,1.162156439550598,0.8174596457233152,0.7669356097559841,0.0,0.9642132428172318,0.3222861442609689,0.09845637874285351,0.37226170975007444,6.216571420967889
state_rollout,2,15,1.1158797611498485,0.7281264773068561,0.6957883035471026,0.0,0.8683596951348658,0.04823483137812293,0.09845637874285351,0.40816320496933034,4.785664796503081
state_correction,2,15,1.1174381918507714,0.7271497337303043,0.6988697025923492,0.0,0.8638868185677574,0.006304417739152102,0.09845637874285351,0.36635898850180826,4.954758051790777
obs_transport,2,15,1.1408550631450467,0.8261676541452179,0.8068126327591442,0.0,0.9876600218745811,0.006299483946378006,0.07022927695346104,0.24977876156889228,5.448684597219093
obs_innovation,2,15,1.0488609546455043,0.6406222850450511,0.587035894276584,1.0,0.8572430320623946,0.006306258196423775,0.04572987256471722,0.05393884815336857,4.929430371947315
policy_consistency,2,15,1.0494203312977695,0.6444556110039402,0.635857001357257,1.0,0.858624834143495,0.00630234395382891,0.04454293512295111,0.04614195284869337,4.918239976577594
oracle_fresh,2,16,1.082438953001417,0.7331352008923229,0.5225652223528521,0.0,0.9039770349404866,0.0,0.0,0.0,4.037167567555755
naive_stale,2,16,1.147787445890721,0.863792684546247,0.6832904071696457,0.0,0.9915745479499873,0.30744135549450646,0.10917373119310664,0.35121151251575294,4.90645993124107
state_rollout,2,16,1.119128687991555,0.7307111667506366,0.7226877436623423,0.0,0.8958118667997631,0.04344410578592761,0.10917373119310664,0.484696551130291,3.909825502438546
state_correction,2,16,1.1194936561466198,0.7492161305944578,0.7155887804194476,0.0,0.8922027933991383,0.010295117139882612,0.10917373119310664,0.43220899195424384,4.041646403668307
obs_transport,2,16,1.1630458309334575,0.913134148307915,0.6779035430095844,0.0,1.0461213517136319,0.010277213598968975,0.077644388168615,0.27249868581930276,4.524618746207766
obs_innovation,2,16,1.0778060059333174,0.711726102012502,0.5238413679710902,1.0,0.9374628846309987,0.010082597481331043,0.047839432647436286,0.06019127921354455,4.077630294794907
policy_consistency,2,16,1.0865601025618326,0.746380210389937,0.48265393971631926,0.0,0.9362881839786832,0.010061777826840685,0.04742628767920076,0.06313402870983605,4.076691231900312
oracle_fresh,2,17,1.0011205372564869,0.5925464923095177,0.6871808984829121,1.0,0.8294383591183826,0.0,0.0,0.0,4.157842084975074
naive_stale,2,17,1.0962320248161084,0.7987412509503761,0.936098934763585,0.0,0.9263253298367333,0.3080516245230192,0.10087310100963982,0.3323987743478397,5.121752812933226
state_rollout,2,17,1.0513166339382116,0.6653181484572778,0.7478080156149971,1.0,0.8226197250887689,0.03874199011240287,0.10087310100963982,0.4118311464506454,3.9233251019778033
state_correction,2,17,1.053124321352413,0.6721564667621979,0.7447761680778994,1.0,0.8191783010785306,0.005917350051665013,0.10087310100963982,0.3709580484743823,4.042531778326857
obs_transport,2,17,1.08626320612034,0.743954409771358,0.8556620622146207,0.0,0.951259701595611,0.0060219130660328175,0.07732124796682231,0.24839648574825954,4.536405087585454
obs_innovation,2,17,0.9982780344607477,0.5928223875307895,0.7213432497735938,1.0,0.8424060352955265,0.006014732532385586,0.04537136452939129,0.05464487970348199,4.141652003963028
policy_consistency,2,17,0.9959419840613813,0.5955778122634376,0.7047726970332385,1.0,0.8323175625614018,0.006011613301720285,0.04550420020071448,0.05113340578748725,4.106952002102482
oracle_fresh,2,18,1.0416825891190544,0.6559723111341733,0.5001267698325343,1.0,0.7806284774772091,0.0,0.0,0.0,4.928352694622449
naive_stale,2,18,1.1595605179886241,0.8500544553411682,0.7799368981141701,0.0,1.0091676696007932,0.3125913516103319,0.1121635351955715,0.42335974863595216,6.636098120612847
state_rollout,2,18,1.0941752040256312,0.6822222774567451,0.7977897095966545,1.0,0.8256428476245212,0.046197062403341885,0.1121635351955715,0.4372155606155057,4.808524615582047
state_correction,2,18,1.0972441830676893,0.694854872204075,0.7719736845858494,1.0,0.8315361977428379,0.007091625249674451,0.1121635351955715,0.40023190292835453,5.03457608038218
obs_transport,2,18,1.1211580876789533,0.8123069711285235,0.6433046403633664,0.0,0.9601246801853048,0.006912778631463619,0.08296413570252664,0.24547157677382683,5.583534046566167
obs_innovation,2,18,1.0419479953149173,0.6408698577090411,0.4971581141910479,1.0,0.8292908255672172,0.00711775892823905,0.048258238914011424,0.08206463276696972,5.058264549014017
policy_consistency,2,18,1.0422955018761428,0.6460627641057677,0.45709864797287825,1.0,0.8317072254968875,0.007133963857667452,0.04763503617881529,0.07141713542819461,5.036543130984761
oracle_fresh,2,19,0.967904786142084,0.663031217165168,0.5050624682798092,1.0,0.8130721787548245,0.0,0.0,0.0,4.79024410104577
naive_stale,2,19,1.1060397587924973,0.8547884587325884,0.688124534185227,0.0,0.9465673569103261,0.3012658909676858,0.10467832792704419,0.4241663427935636,6.385224437715818
state_rollout,2,19,1.0340992959981978,0.7244258477943576,0.7555852093286795,0.0,0.7734525669078054,0.04268891816252722,0.10467832792704419,0.41290284973510605,4.646246853792108
state_correction,2,19,1.034666944528165,0.7323563497941334,0.724640879334864,0.0,0.7717477500553297,0.006288760637454008,0.10467832792704419,0.3707917094637563,4.804652659186911
obs_transport,2,19,1.0611847828359888,0.8316232961198617,0.6752981122899172,0.0,0.9168408864999861,0.006196329826077481,0.08462596317620624,0.25558294163782797,5.366726316986718
obs_innovation,2,19,0.9669201739843357,0.6516509751282267,0.4746408627343347,1.0,0.7955393277383364,0.006125804302561602,0.052365316317807935,0.054999145875091006,4.820337554822775
policy_consistency,2,19,0.9686182592029727,0.662096774442464,0.5024115686489733,1.0,0.7950622852551472,0.006131905275825495,0.04947097204516059,0.05776373004672396,4.797377098053669
oracle_fresh,2,20,0.9543159960095181,0.5506398684887596,0.3881386255621429,1.0,0.8959960732293684,0.0,0.0,0.0,3.876138591030002
naive_stale,2,20,1.0256978680078204,0.7498896996896728,0.6931551825946601,0.0,0.9849996141605132,0.30326229566429835,0.11984513879273298,0.3510157808817001,4.927229621643421
state_rollout,2,20,0.9968260139746009,0.6358555669835053,0.7660574590897874,1.0,0.9027983546861523,0.04842994247613181,0.11984513879273298,0.5085517355592674,3.754464897376065
state_correction,2,20,0.9970467169267048,0.6451302339946221,0.7409957121840492,1.0,0.8918350911785233,0.008782214837567172,0.11984513879273298,0.4594614749633658,3.9073960632149545
obs_transport,2,20,1.027992695634564,0.7005788016607044,0.571138599765901,1.0,1.019701759729291,0.008899560147581169,0.09046810696347041,0.2603040817537293,4.404290523948567
obs_innovation,2,20,0.9566258181324417,0.5528969516651291,0.39751332269611356,1.0,0.888440643208084,0.00871459714841888,0.04722031742734575,0.04611889009323183,4.027232718312947
policy_consistency,2,20,0.9538384426671827,0.5447837507600916,0.40212364138861023,1.0,0.8766475700946675,0.008724783432037005,0.046379782461195715,0.04708800976713408,4.019671522309186
oracle_fresh,2,21,0.9015273978893035,0.5518470862407953,0.7085377570335927,1.0,0.8677282654848142,0.0,0.0,0.0,3.5478057515030965
naive_stale,2,21,0.9886032032436826,0.7075586283458987,0.8179080630450086,1.0,0.9721440815851776,0.2736535407084282,0.09053502433477252,0.2960649892255281,4.2876684495979225
state_rollout,2,21,0.9636091412067098,0.6755561065509448,0.6142721014528042,1.0,0.9170483462161058,0.03574253247458395,0.09053502433477252,0.38991015107241656,3.378003956541158
state_correction,2,21,0.9596100428630189,0.6782236692111007,0.6319405283055212,1.0,0.9044745509996679,0.006278463955061958,0.09053502433477252,0.35133022715676426,3.452007186983001
obs_transport,2,21,0.9951644999910274,0.7114615128402042,0.8245197091740275,1.0,1.0496030794683304,0.006382343024452734,0.07112815663862186,0.25769911485197156,3.938535436852962
obs_innovation,2,21,0.8991342139008016,0.5424315163399227,0.6678503694753387,1.0,0.9164320899052938,0.0062949083097076945,0.04473115294652018,0.04658473268000227,3.516491303413441
policy_consistency,2,21,0.8975851920745826,0.5443389412005306,0.6677331854551263,1.0,0.9152982703057956,0.006289422776862214,0.04437904490863076,0.04661714738767386,3.490947017206791
oracle_fresh,2,22,0.9895901505925007,0.6435015547565719,0.34745135964516377,1.0,0.8199004109562672,0.0,0.0,0.0,4.16489702781768
naive_stale,2,22,1.0819817341715745,0.8408885333674192,0.593975142342238,0.0,0.9409275944577788,0.28702082758741804,0.09676924269728227,0.35881987091380035,5.336109160202405
state_rollout,2,22,1.034506495872733,0.7100652079295485,0.5880276245832942,1.0,0.8219270443545875,0.04305864452774628,0.09676924269728227,0.3972938037517309,3.906753114426303
state_correction,2,22,1.0360231094017165,0.7168837256940244,0.5906959397951473,1.0,0.8253911889906372,0.007810359748719997,0.09676924269728227,0.3619209760998463,4.056060597250891
obs_transport,2,22,1.0697467132174705,0.7995412830774373,0.5111572837971353,0.0,0.976237290232915,0.0076855693693860935,0.07872334860184894,0.2588472245714581,4.626234271819315
obs_innovation,2,22,0.9867014540626903,0.63717105190361,0.36723454997017196,1.0,0.8285487134477497,0.007548221226239181,0.03864894851214084,0.03790176677697672,4.19965555575815
policy_consistency,2,22,0.9795848176545144,0.6141378412919705,0.3624533530490532,1.0,0.8133332028793667,0.007530030796644192,0.039574438281000365,0.04721432061667099,4.161204944984438
oracle_fresh,2,23,1.1751972089842626,0.8266234529020202,0.6690761383596209,0.0,0.9450608215657423,0.0,0.0,0.0,4.746511656530846
naive_stale,2,23,1.2430225311183132,0.9821386960497092,0.8004187069685224,0.0,0.9880406779765226,0.3724235658129963,0.12008643262339114,0.32406316595583906,5.54318471592657
state_rollout,2,23,1.2029564562711978,0.8333188397480507,0.7360951038232955,0.0,0.9751772636045359,0.048762554476044155,0.12008643262339114,0.5790080841736707,4.470222147698233
state_correction,2,23,1.1977877154183227,0.8318509877065028,0.7667855192008218,0.0,0.9483411760877815,0.011707256743843875,0.12008643262339114,0.5252727033759564,4.570394325963233
obs_transport,2,23,1.259318202165379,0.9983322642001439,0.8800705384257487,0.0,1.1086682676981938,0.01195162259648179,0.07109582778967534,0.25826318612578003,5.1211940949324175
obs_innovation,2,23,1.1701980465642035,0.8103434457572329,0.6963023042971588,0.0,0.9761435775066976,0.011732065502614925,0.050961304436499925,0.05457859301879407,4.700720291402193
policy_consistency,2,23,1.1713000544941528,0.8162948348797971,0.610393208129231,0.0,0.9676062072454045,0.011733378475356993,0.05385117700614098,0.06922134164963867,4.693393050812619
oracle_fresh,2,24,0.9855524007721721,0.553376756465153,0.5621623347993435,1.0,0.764939804657475,0.0,0.0,0.0,4.1699991212029275
naive_stale,2,24,1.0921408986362835,0.776930562961668,0.7914199881790986,0.0,0.9798599717308082,0.27485137130242676,0.09925172668087666,0.4290335162187415,5.655731575770268
state_rollout,2,24,1.0350186337597274,0.623809958508672,0.8146255154122071,1.0,0.7849070261973995,0.04154548438960808,0.09925172668087666,0.3903772372879011,4.052191452563265
state_correction,2,24,1.0375489631603696,0.6399458678574333,0.7914384563708404,1.0,0.7928664290344216,0.005868062132716744,0.09925172668087666,0.35477818396320115,4.221667657652848
obs_transport,2,24,1.0630373613549673,0.7056471521565467,0.7217094610239377,1.0,0.925485549206856,0.005852148719089368,0.07851779342891352,0.264887846809005,4.736310506419455
obs_innovation,2,24,0.9860228292252041,0.5576691895633146,0.5634965234333174,1.0,0.7909148400093694,0.005842070771426285,0.043614787876212806,0.040688107666324844,4.231813854766908
policy_consistency,2,24,0.9881802765154991,0.5642726144551324,0.550317478264206,1.0,0.7895552666536118,0.0058388827792798,0.04373396626370046,0.042197490970646456,4.217229860726594
oracle_fresh,2,25,1.1199170076675313,0.6713733870634867,0.4999718688620919,1.0,0.878881180039121,0.0,0.0,0.0,4.974596662503331
naive_stale,2,25,1.2210098600362536,0.8444870995253795,0.6309582852524532,0.0,0.9591294527153631,0.3048031690013878,0.09718223310459284,0.3515528296014259,6.359455690000163
state_rollout,2,25,1.1677437794362295,0.7523225935194809,0.8089333908601373,0.0,0.8653823654619859,0.04672522855339607,0.09718223310459284,0.3795753888108726,4.657605511380887
state_correction,2,25,1.1723952314839832,0.7560712028821567,0.7725354489019992,0.0,0.8672433687446964,0.006727687817652331,0.09718223310459284,0.34084124407239297,4.87077976280983
obs_transport,2,25,1.1986471877587406,0.8412781170715339,0.6754427699346178,0.0,1.0100838491236581,0.006618678855124021,0.08159336306048195,0.24227507412814883,5.436950414027939
obs_innovation,2,25,1.1210055814429387,0.6750268078425985,0.49346357423949727,1.0,0.888645116147639,0.006647509168422118,0.04376999958539361,0.058652262952318714,4.970252440237569
policy_consistency,2,25,1.1163621627620417,0.6593917289989619,0.4841840671483921,1.0,0.8791428357965225,0.006643483490098958,0.042616046544403464,0.05115223090939834,4.936464346574707
oracle_fresh,2,26,0.9790701812131366,0.6193416480412318,0.7093990897516146,1.0,0.8002514505192454,0.0,0.0,0.0,4.355552500755768
naive_stale,2,26,1.0748258261275752,0.7552714192238418,0.8724116733721983,0.0,0.874945873861957,0.2958714927025266,0.08700555091644153,0.31798801350353373,5.241708341508559
state_rollout,2,26,1.035946393263826,0.6989119118836462,0.6850845734385127,1.0,0.8109110516805513,0.04143227740297354,0.08700555091644153,0.3535872146863249,4.107384249911716
state_correction,2,26,1.0363956896644893,0.7009984419507289,0.7076130624190825,1.0,0.8068989638549999,0.005116396970881359,0.08700555091644153,0.3101952264006128,4.231502104490746
obs_transport,2,26,1.067909948114305,0.7729255337011844,0.856356371905671,0.0,0.9504283263081906,0.00512210945533727,0.07009676478993834,0.23924657620895692,4.711172911847385
obs_innovation,2,26,0.9765764584831453,0.6095294213940677,0.7113609880712061,1.0,0.8265827184328538,0.0052208118277556545,0.03704277669749173,0.03604633586052095,4.341912076660782
policy_consistency,2,26,0.9752132391047434,0.6104502864138257,0.6967849595973757,1.0,0.8224996095561635,0.0052183336814317725,0.03617064040639492,0.03220551135498198,4.324259050396545
oracle_fresh,2,27,0.9953449354839194,0.6140971583945881,0.535520598028647,1.0,0.77530510366053,0.0,0.0,0.0,3.899636310879373
naive_stale,2,27,1.0864341370477824,0.8033883218983687,0.7558878502110892,0.0,0.9325117468406701,0.2661813181218728,0.09482136700479606,0.3651805161239756,5.0237918621881015
state_rollout,2,27,1.044777807688252,0.6939600490652605,0.7690316090552116,1.0,0.7511649671042037,0.03530252038183105,0.09482136700479606,0.3748853282029967,3.7923510708391754
state_correction,2,27,1.0440971116187825,0.6946062749301731,0.7458354938877577,1.0,0.7591433673422519,0.006301446324852586,0.09482136700479606,0.33967293229850753,3.9120318375518135
obs_transport,2,27,1.0768153634167608,0.7744680302488313,0.6921384992756665,0.0,0.9073282979756077,0.006200016644873907,0.08064498044110024,0.2538295792246652,4.40814728118175
obs_innovation,2,27,0.9971516861093209,0.6152759935487225,0.5350613628511838,1.0,0.7767608058428719,0.006234941945797205,0.04424078334239868,0.04610721997430358,3.94582085154122
policy_consistency,2,27,0.99692361023817,0.6162335836363497,0.5299845146113636,1.0,0.7753679971529648,0.0062400398467703745,0.04320650360274813,0.04503289504130587,3.929196296213243
oracle_fresh,2,28,0.9542432596022872,0.7032056462325537,0.4972533203418604,1.0,0.7806855845233844,0.0,0.0,0.0,4.418872274843143
naive_stale,2,28,1.084052664788098,0.8938957360443107,0.6453312319818907,0.0,0.9593822208792723,0.29045463811388705,0.10296207394781115,0.41507695349324414,5.856257697155684
state_rollout,2,28,1.0105033705360429,0.7763124962425954,0.6865533673128136,0.0,0.7825523204870366,0.034058743906837906,0.10296207394781115,0.40356159386782725,4.259879409733123
state_correction,2,28,1.0090871949662679,0.7704579024582129,0.672863163143067,0.0,0.784813211932085,0.005467608960071658,0.10296207394781115,0.37033532984096257,4.37011558810543
obs_transport,2,28,1.0479294217792614,0.8796140218737267,0.6505479347071323,0.0,0.9130601765665398,0.005600160404037194,0.08473264718745241,0.2609718248334304,4.939089247049602
obs_innovation,2,28,0.9539177201092517,0.7000281918244308,0.46524362920008516,1.0,0.7679834355809538,0.005395102150207789,0.0537603996461585,0.061286900972269645,4.4435728292357695
policy_consistency,2,28,0.9555696215161472,0.7077481923711876,0.4837242335864092,1.0,0.7713566230160386,0.005408461205419237,0.05048228334923344,0.06511041850377416,4.428294870295184
oracle_fresh,2,29,1.0695509121429942,0.5691636408541558,0.7040677544511724,1.0,0.8001266775463461,0.0,0.0,0.0,5.28188595204596
naive_stale,2,29,1.1921673976307818,0.7547096441306986,0.9426967999121274,0.0,0.9437952394225413,0.3331120516970807,0.10017239440389024,0.41413847339582205,6.891975317200672
state_rollout,2,29,1.1198700075105632,0.6110460096551118,0.7663408911926185,1.0,0.8309672726500549,0.04788500134588378,0.10017239440389024,0.4414264866940399,4.961518374030846
state_correction,2,29,1.1239178896645623,0.6325030577511971,0.7770420626219547,1.0,0.8224680052256719,0.007012157999753773,0.10017239440389024,0.3945010817638923,5.166885596650908
obs_transport,2,29,1.1493661208104187,0.713066355553015,0.8590879890595375,1.0,0.9563863917910171,0.006926413503810733,0.07417945793038558,0.26619913359846054,5.7773857585116
obs_innovation,2,29,1.0675967210661104,0.5527838650006577,0.6745415942097345,1.0,0.8235637471902759,0.006710647369097947,0.044223617908114625,0.06241930239441166,5.267461943517827
policy_consistency,2,29,1.0607317670226062,0.5326575081709722,0.6559867303036686,1.0,0.8134794042561554,0.006694136799932822,0.0468152137062533,0.08563062180317918,5.220842248909174
oracle_fresh,2,30,0.9263676659346463,0.5771660599344809,0.5977251072893196,1.0,0.8589109066472248,0.0,0.0,0.0,3.686494109886454
naive_stale,2,30,1.0204562589687403,0.8008268621185745,0.8304702437685101,0.0,0.9920143938282531,0.2590509748319897,0.10044438750790695,0.3610451607955746,4.808919880427855
state_rollout,2,30,0.9743306791166146,0.6495053944487644,0.8003934549630658,1.0,0.8205814656177166,0.04095726766687889,0.10044438750790695,0.39309264733495203,3.5220436147621252
state_correction,2,30,0.974921669953957,0.6651713196743769,0.7869664429376039,1.0,0.8256754184602854,0.0058564741235772,0.10044438750790695,0.35270432505598776,3.6558121260553884
obs_transport,2,30,1.0046606192859213,0.7331474139818724,0.7560573369047431,0.0,0.9743885425529318,0.005881556822786507,0.08525427610030718,0.25499051848970095,4.1536449196019625
obs_innovation,2,30,0.9274627664422068,0.5967502088874308,0.6135936404100353,1.0,0.8517021922536283,0.0057786855059392675,0.046668847944826806,0.056482960568799916,3.741415276081285
policy_consistency,2,30,0.9271094716767615,0.5954952990977106,0.6112573441109456,1.0,0.844389834306572,0.005766054370642651,0.045602313789751686,0.053725755443782185,3.7233402220086464
oracle_fresh,2,31,1.0057269533350328,0.6582048493519495,0.6276283588491323,1.0,0.9230853889003559,0.0,0.0,0.0,4.313343314115955
naive_stale,2,31,1.0903821150220512,0.7987984692266861,0.8010184238800367,0.0,1.0123736129475047,0.2913287824191124,0.09509119475515482,0.29576332713106485,5.093307725404156
state_rollout,2,31,1.0657152148139752,0.7373179077212664,0.7774328872290321,0.0,0.9494393662181015,0.04346681584776424,0.09509119475515482,0.39895705670769427,4.096695640297589
state_correction,2,31,1.06291031885747,0.739845582315384,0.7865263986187006,0.0,0.9366935281093173,0.006427338959493034,0.09509119475515482,0.35670741776415166,4.205032692263792
obs_transport,2,31,1.0987707827491477,0.813797434206581,0.8117797799665003,0.0,1.0778284410851582,0.0064080840410980075,0.07334262066096256,0.24247605808491546,4.683491097348201
obs_innovation,2,31,0.9995153174913757,0.6327021474520433,0.6484782353741629,1.0,0.9411577025226727,0.006415073367138343,0.0423474659786343,0.05641730953390828,4.271831147367371
policy_consistency,2,31,0.9974038393683088,0.6367259635878858,0.6162564048438247,1.0,0.9365188224278158,0.0063991449967597605,0.04219276641987779,0.0467807072541628,4.247581497707875
oracle_fresh,2,32,1.0590612590088395,0.6619478772942112,0.5866580459544435,1.0,0.7886720971402419,0.0,0.0,0.0,4.982967938997218
naive_stale,2,32,1.177565255253009,0.8309624585124187,0.769920440732249,0.0,0.9205840459091169,0.2988304793418467,0.09267110568734817,0.36074158310288945,6.255183254655945
state_rollout,2,32,1.1213243941547273,0.7422584510071611,0.8617529817310682,0.0,0.7702198074240755,0.03792312634321559,0.09267110568734817,0.3606980843444225,4.739393380124646
state_correction,2,32,1.120486674399312,0.7392294428032975,0.8305524923105491,0.0,0.7735961884764617,0.006974997303385843,0.09267110568734817,0.3247688913543686,4.8745212378237515
obs_transport,2,32,1.1514833513086444,0.8274507406194481,0.7654521948013986,0.0,0.9295326035939112,0.006986193715806212,0.07717055597789119,0.24861573737721823,5.422529239076228
obs_innovation,2,32,1.0628166199522613,0.6643368638527319,0.593730296259986,1.0,0.7943535027518553,0.006953038118564948,0.04617569204828508,0.05782226925898501,5.000412020965886
policy_consistency,2,32,1.059436614394618,0.6575901862821559,0.5792316796793595,1.0,0.7856508681731796,0.006945191871573692,0.046148299866469004,0.05093398884433904,4.972448995576797
oracle_fresh,2,33,1.1959311399916153,0.6527919305642477,0.435489503222657,1.0,0.8363087974308169,0.0,0.0,0.0,5.552187414370299
naive_stale,2,33,1.295191750609086,0.8550444729971624,0.637934513321879,0.0,0.9295393384075652,0.33430272245873727,0.09922739418115005,0.3569586707336759,6.804562555974779
state_rollout,2,33,1.24420680769079,0.725858376182574,0.6908094488353194,0.0,0.8756299188985082,0.04540327585323635,0.09922739418115005,0.42617367731525185,5.171841024131033
state_correction,2,33,1.2457392256289594,0.7333716762372249,0.6713592607035668,0.0,0.8644405741969898,0.007416280446276935,0.09922739418115005,0.3801886211251003,5.337718425370934
obs_transport,2,33,1.2809155832020052,0.8276006040859113,0.5827748760857651,0.0,1.0080430656278174,0.007261575039089121,0.07225499977529784,0.25815437262722385,5.951671432530156
obs_innovation,2,33,1.196645080497873,0.6501647581081631,0.4154123642679718,1.0,0.8638380740844745,0.007343574138704574,0.040692236930984484,0.06178222105436073,5.511691117883742
policy_consistency,2,33,1.187382340935886,0.6178941202013616,0.40135395488773723,1.0,0.8441195755794839,0.00733341197166259,0.04330022776398383,0.06654872738508462,5.463770526146844
oracle_fresh,2,34,1.128324526963969,0.6935436065432257,0.5108682050712895,1.0,0.851373824143239,0.0,0.0,0.0,4.482858489560558
naive_stale,2,34,1.1993469497340605,0.87873014796022,0.6863024258599042,0.0,0.9210733995560734,0.3294802606801168,0.10976704140595347,0.33935934982354476,5.385559404972315
state_rollout,2,34,1.155594204713856,0.7267156301600374,0.6547315117805719,0.0,0.8587370975310146,0.04220751471099484,0.10976704140595347,0.4506037250505285,4.21295327738949
state_correction,2,34,1.1549871925673023,0.7341698161312552,0.6593422423484283,0.0,0.8448311738323027,0.008729026730307286,0.10976704140595347,0.4104710229805899,4.328259662089015
obs_transport,2,34,1.2067875534819916,0.8591359103088277,0.6700921584986773,0.0,0.995870822184289,0.008742454458209108,0.08005123491194165,0.2581267151400168,4.8514599582000875
obs_innovation,2,34,1.1254172353920282,0.6787113190081755,0.4891826034524866,1.0,0.8576512439221632,0.008752617147598249,0.04496483199378004,0.05936091296669604,4.507582300080524
