trial,split,method,success,task_completion,steps,injected_failures,injected_id,injected_ood,recovered_failures,id_recovery_rate,ood_recovery_rate,mean_recovery_time,false_resets,reset_calls,monitor_misses,compounding_failures,robust_success
54,robust,monolithic_resets,0,0.3333333333333333,230,2,1,1,1,1.0,0.0,6.0,1,3,0,1,0
55,robust,monolithic_resets,1,1.0,49,3,1,2,3,1.0,1.0,4.0,0,2,0,0,1
56,clean,monolithic_resets,1,1.0,57,0,0,0,0,nan,nan,nan,2,2,0,0,nan
57,id,monolithic_resets,1,1.0,43,1,1,0,1,1.0,nan,4.0,2,2,0,0,nan
58,toppled,monolithic_resets,1,1.0,57,1,0,1,1,nan,1.0,4.0,8,9,0,1,nan
59,dropped,monolithic_resets,0,0.6666666666666666,230,1,0,1,1,nan,1.0,3.0,11,12,0,0,nan
60,wedged,monolithic_resets,1,1.0,53,1,0,1,1,nan,1.0,6.0,1,2,0,0,nan
61,robust,monolithic_resets,1,1.0,46,2,1,1,2,1.0,1.0,3.0,1,2,0,0,1
62,robust,monolithic_resets,0,0.3333333333333333,230,2,1,1,1,1.0,0.0,3.0,1,2,0,0,0
63,robust,monolithic_resets,0,0.3333333333333333,230,2,1,1,1,1.0,0.0,4.0,2,3,0,0,0
64,clean,monolithic_resets,1,1.0,41,0,0,0,0,nan,nan,nan,2,2,0,0,nan
65,id,monolithic_resets,0,0.0,230,0,0,0,0,nan,nan,nan,1,1,0,0,nan
66,toppled,monolithic_resets,0,0.3333333333333333,230,1,0,1,0,nan,0.0,nan,0,1,0,1,nan
67,dropped,monolithic_resets,0,0.3333333333333333,230,1,0,1,0,nan,0.0,nan,17,18,0,0,nan
68,wedged,monolithic_resets,0,0.0,230,0,0,0,0,nan,nan,nan,1,1,0,0,nan
69,robust,monolithic_resets,1,1.0,44,2,1,1,2,1.0,1.0,4.5,3,4,0,0,1
70,robust,monolithic_resets,1,1.0,42,2,1,1,2,1.0,1.0,5.0,1,2,0,0,1
71,robust,monolithic_resets,0,0.0,230,0,0,0,0,nan,nan,nan,1,1,0,0,0
72,clean,monolithic_resets,0,0.0,230,0,0,0,0,nan,nan,nan,5,5,0,0,nan
73,id,monolithic_resets,1,1.0,41,1,1,0,1,1.0,nan,3.0,1,1,0,0,nan
74,toppled,monolithic_resets,1,1.0,44,1,0,1,1,nan,1.0,4.0,1,2,0,1,nan
75,dropped,monolithic_resets,0,0.3333333333333333,230,1,0,1,0,nan,0.0,nan,0,1,0,0,nan
76,wedged,monolithic_resets,1,1.0,42,1,0,1,1,nan,1.0,5.0,0,1,0,0,nan
77,robust,monolithic_resets,0,0.3333333333333333,230,2,1,1,1,1.0,0.0,12.0,2,3,0,1,0
78,robust,monolithic_resets,1,1.0,41,2,1,1,2,1.0,1.0,3.5,0,1,0,1,1
79,robust,monolithic_resets,1,1.0,51,3,1,2,3,1.0,1.0,5.666666666666667,0,2,0,0,1
80,clean,monolithic_resets,1,1.0,36,0,0,0,0,nan,nan,nan,0,0,0,0,nan
81,id,monolithic_resets,1,1.0,41,1,1,0,1,1.0,nan,7.0,1,1,0,0,nan
82,toppled,monolithic_resets,1,1.0,40,1,0,1,1,nan,1.0,4.0,1,2,0,1,nan
83,dropped,monolithic_resets,1,1.0,41,1,0,1,1,nan,1.0,5.0,0,1,0,0,nan
84,wedged,monolithic_resets,1,1.0,42,1,0,1,1,nan,1.0,5.0,0,1,0,0,nan
85,robust,monolithic_resets,0,0.3333333333333333,230,2,1,1,1,1.0,0.0,4.0,2,3,0,0,0
86,robust,monolithic_resets,0,0.0,230,1,1,0,0,0.0,nan,nan,2,2,0,0,0
87,robust,monolithic_resets,0,0.0,230,1,1,0,0,0.0,nan,nan,2,2,0,0,0
88,clean,monolithic_resets,1,1.0,47,0,0,0,0,nan,nan,nan,3,3,0,0,nan
89,id,monolithic_resets,1,1.0,42,1,1,0,1,1.0,nan,5.0,2,2,0,0,nan
90,toppled,monolithic_resets,0,0.3333333333333333,230,1,0,1,0,nan,0.0,nan,4,5,0,1,nan
91,dropped,monolithic_resets,1,1.0,59,1,0,1,1,nan,1.0,3.0,4,5,0,0,nan
92,wedged,monolithic_resets,1,1.0,42,1,0,1,1,nan,1.0,5.0,1,2,0,0,nan
93,robust,monolithic_resets,1,1.0,48,2,1,1,2,1.0,1.0,6.5,2,3,0,0,1
94,robust,monolithic_resets,1,1.0,45,2,1,1,2,1.0,1.0,4.5,2,3,0,0,1
95,robust,monolithic_resets,0,0.3333333333333333,230,2,1,1,1,1.0,0.0,5.0,1,2,0,0,0
96,clean,monolithic_resets,1,1.0,44,0,0,0,0,nan,nan,nan,1,1,0,0,nan
97,id,monolithic_resets,0,0.0,230,0,0,0,0,nan,nan,nan,1,1,0,0,nan
98,toppled,monolithic_resets,0,0.3333333333333333,230,1,0,1,0,nan,0.0,nan,3,5,0,1,nan
99,dropped,monolithic_resets,1,1.0,42,1,0,1,1,nan,1.0,3.0,1,2,0,0,nan
100,wedged,monolithic_resets,1,1.0,39,1,0,1,1,nan,1.0,5.0,0,1,0,0,nan
101,robust,monolithic_resets,0,0.0,230,0,0,0,0,nan,nan,nan,1,1,0,0,0
102,robust,monolithic_resets,0,0.0,230,0,0,0,0,nan,nan,nan,1,1,0,0,0
103,robust,monolithic_resets,0,0.0,230,1,1,0,0,0.0,nan,nan,83,83,0,0,0
104,clean,monolithic_resets,1,1.0,40,0,0,0,0,nan,nan,nan,2,2,0,0,nan
105,id,monolithic_resets,1,1.0,43,1,1,0,1,1.0,nan,10.0,2,2,0,0,nan
106,toppled,monolithic_resets,0,0.6666666666666666,230,1,0,1,1,nan,1.0,4.0,91,93,0,1,nan
107,dropped,monolithic_resets,0,0.0,230,0,0,0,0,nan,nan,nan,1,1,0,0,nan
108,wedged,monolithic_resets,0,0.3333333333333333,230,1,0,1,1,nan,1.0,6.0,0,1,0,0,nan
109,robust,monolithic_resets,1,1.0,48,2,1,1,2,1.0,1.0,4.5,0,1,0,0,1
110,robust,monolithic_resets,0,0.0,230,0,0,0,0,nan,nan,nan,111,111,0,0,0
111,robust,monolithic_resets,0,0.0,230,0,0,0,0,nan,nan,nan,1,1,0,0,0
112,clean,monolithic_resets,1,1.0,39,0,0,0,0,nan,nan,nan,1,1,0,0,nan
113,id,monolithic_resets,0,0.0,230,0,0,0,0,nan,nan,nan,1,1,0,0,nan
114,toppled,monolithic_resets,0,0.3333333333333333,230,1,0,1,0,nan,0.0,nan,1,3,0,1,nan
115,dropped,monolithic_resets,0,0.3333333333333333,230,1,0,1,0,nan,0.0,nan,0,1,0,0,nan
116,wedged,monolithic_resets,1,1.0,42,1,0,1,1,nan,1.0,5.0,1,2,0,0,nan
117,robust,monolithic_resets,1,1.0,46,2,1,1,2,1.0,1.0,5.0,3,4,0,0,1
118,robust,monolithic_resets,1,1.0,52,2,1,1,2,1.0,1.0,4.0,4,5,0,0,1
119,robust,monolithic_resets,0,0.3333333333333333,230,2,1,1,1,1.0,0.0,4.0,1,2,0,0,0
0,clean,monitor_gated_reset_skills,1,1.0,37,0,0,0,0,nan,nan,nan,1,1,0,0,nan
1,id,monitor_gated_reset_skills,1,1.0,38,1,1,0,1,1.0,nan,5.0,0,0,0,0,nan
2,toppled,monitor_gated_reset_skills,0,0.3333333333333333,230,1,0,1,0,nan,0.0,nan,1,2,0,0,nan
3,dropped,monitor_gated_reset_skills,1,1.0,42,1,0,1,1,nan,1.0,3.0,1,2,0,0,nan
4,wedged,monitor_gated_reset_skills,1,1.0,40,1,0,1,1,nan,1.0,5.0,0,1,0,0,nan
5,robust,monitor_gated_reset_skills,0,0.3333333333333333,230,2,1,1,1,1.0,0.0,3.0,0,1,0,0,0
6,robust,monitor_gated_reset_skills,0,0.0,230,1,1,0,1,1.0,nan,4.0,1,2,0,1,0
7,robust,monitor_gated_reset_skills,0,0.3333333333333333,230,2,1,1,1,1.0,0.0,5.0,0,1,0,0,0
8,clean,monitor_gated_reset_skills,1,1.0,36,0,0,0,0,nan,nan,nan,1,1,0,0,nan
9,id,monitor_gated_reset_skills,1,1.0,38,1,1,0,1,1.0,nan,5.0,0,0,0,0,nan
10,toppled,monitor_gated_reset_skills,1,1.0,39,1,0,1,1,nan,1.0,4.0,0,1,0,0,nan
11,dropped,monitor_gated_reset_skills,1,1.0,44,1,0,1,1,nan,1.0,6.0,1,2,0,0,nan
12,wedged,monitor_gated_reset_skills,1,1.0,44,1,0,1,1,nan,1.0,5.0,2,3,0,0,nan
13,robust,monitor_gated_reset_skills,0,0.3333333333333333,230,2,1,1,2,1.0,1.0,4.5,2,4,0,1,0
14,robust,monitor_gated_reset_skills,0,0.3333333333333333,230,2,1,1,1,1.0,0.0,2.0,0,1,0,0,0
15,robust,monitor_gated_reset_skills,0,0.3333333333333333,230,2,1,1,1,1.0,0.0,4.0,0,1,0,0,0
16,clean,monitor_gated_reset_skills,1,1.0,34,0,0,0,0,nan,nan,nan,0,0,0,0,nan
17,id,monitor_gated_reset_skills,0,0.6666666666666666,230,1,1,0,1,1.0,nan,3.0,1,2,0,1,nan
18,toppled,monitor_gated_reset_skills,0,0.3333333333333333,230,1,0,1,0,nan,0.0,nan,0,1,0,0,nan
19,dropped,monitor_gated_reset_skills,1,1.0,43,1,0,1,1,nan,1.0,3.0,1,2,0,0,nan
20,wedged,monitor_gated_reset_skills,1,1.0,38,1,0,1,1,nan,1.0,5.0,0,1,0,0,nan
21,robust,monitor_gated_reset_skills,1,1.0,45,2,1,1,2,1.0,1.0,6.0,1,2,0,0,1
22,robust,monitor_gated_reset_skills,1,1.0,42,2,1,1,2,1.0,1.0,4.0,1,2,0,0,1
23,robust,monitor_gated_reset_skills,0,0.3333333333333333,230,2,1,1,1,1.0,0.0,2.0,0,1,0,0,0
24,clean,monitor_gated_reset_skills,1,1.0,37,0,0,0,0,nan,nan,nan,0,0,0,0,nan
25,id,monitor_gated_reset_skills,1,1.0,43,1,1,0,1,1.0,nan,3.0,2,2,0,0,nan
26,toppled,monitor_gated_reset_skills,0,0.3333333333333333,230,1,0,1,0,nan,0.0,nan,0,1,0,0,nan
27,dropped,monitor_gated_reset_skills,1,1.0,41,1,0,1,1,nan,1.0,5.0,0,1,0,0,nan
28,wedged,monitor_gated_reset_skills,1,1.0,39,1,0,1,1,nan,1.0,5.0,0,1,0,0,nan
29,robust,monitor_gated_reset_skills,0,0.3333333333333333,230,2,1,1,1,1.0,0.0,3.0,0,1,0,0,0
30,robust,monitor_gated_reset_skills,0,0.3333333333333333,230,2,1,1,1,1.0,0.0,2.0,0,1,0,0,0
31,robust,monitor_gated_reset_skills,0,0.3333333333333333,230,2,1,1,1,1.0,0.0,21.0,1,2,0,0,0
32,clean,monitor_gated_reset_skills,1,1.0,35,0,0,0,0,nan,nan,nan,0,0,0,0,nan
33,id,monitor_gated_reset_skills,1,1.0,38,1,1,0,1,1.0,nan,4.0,0,0,0,0,nan
34,toppled,monitor_gated_reset_skills,0,0.3333333333333333,230,1,0,1,0,nan,0.0,nan,1,2,0,0,nan
35,dropped,monitor_gated_reset_skills,0,0.3333333333333333,230,1,0,1,0,nan,0.0,nan,0,1,0,0,nan
36,wedged,monitor_gated_reset_skills,1,1.0,42,1,0,1,1,nan,1.0,5.0,1,2,0,0,nan
37,robust,monitor_gated_reset_skills,1,1.0,42,2,1,1,2,1.0,1.0,4.0,1,2,0,0,1
38,robust,monitor_gated_reset_skills,1,1.0,45,2,1,1,2,1.0,1.0,4.0,0,1,0,0,1
39,robust,monitor_gated_reset_skills,0,0.0,230,1,1,0,1,1.0,nan,4.0,1,2,0,1,0
40,clean,monitor_gated_reset_skills,1,1.0,35,0,0,0,0,nan,nan,nan,0,0,0,0,nan
41,id,monitor_gated_reset_skills,1,1.0,39,1,1,0,1,1.0,nan,4.0,1,1,0,0,nan
42,toppled,monitor_gated_reset_skills,0,0.3333333333333333,230,1,0,1,0,nan,0.0,nan,0,1,0,0,nan
43,dropped,monitor_gated_reset_skills,1,1.0,42,1,0,1,1,nan,1.0,3.0,1,2,0,0,nan
44,wedged,monitor_gated_reset_skills,1,1.0,40,1,0,1,1,nan,1.0,6.0,0,1,0,0,nan
45,robust,monitor_gated_reset_skills,1,1.0,41,2,1,1,2,1.0,1.0,4.0,0,1,0,0,1
46,robust,monitor_gated_reset_skills,1,1.0,42,2,1,1,2,1.0,1.0,3.5,1,2,0,0,1
47,robust,monitor_gated_reset_skills,1,1.0,53,3,1,2,3,1.0,1.0,4.666666666666667,2,4,0,0,1
48,clean,monitor_gated_reset_skills,0,0.0,230,0,0,0,0,nan,nan,nan,1,2,0,1,nan
49,id,monitor_gated_reset_skills,1,1.0,38,1,1,0,1,1.0,nan,3.0,0,0,0,0,nan
50,toppled,monitor_gated_reset_skills,0,0.3333333333333333,230,1,0,1,0,nan,0.0,nan,0,1,0,0,nan
51,dropped,monitor_gated_reset_skills,0,0.3333333333333333,230,1,0,1,0,nan,0.0,nan,1,2,0,0,nan
52,wedged,monitor_gated_reset_skills,0,0.0,230,0,0,0,0,nan,nan,nan,1,2,0,1,nan
53,robust,monitor_gated_reset_skills,0,0.3333333333333333,230,2,1,1,1,1.0,0.0,3.0,0,1,0,0,0
54,robust,monitor_gated_reset_skills,0,0.3333333333333333,230,2,1,1,1,1.0,0.0,2.0,0,1,0,0,0
55,robust,monitor_gated_reset_skills,0,0.3333333333333333,230,2,1,1,1,1.0,0.0,3.0,0,1,0,0,0
56,clean,monitor_gated_reset_skills,1,1.0,35,0,0,0,0,nan,nan,nan,0,0,0,0,nan
57,id,monitor_gated_reset_skills,1,1.0,38,1,1,0,1,1.0,nan,5.0,0,0,0,0,nan
58,toppled,monitor_gated_reset_skills,0,0.3333333333333333,230,1,0,1,0,nan,0.0,nan,1,2,0,0,nan
59,dropped,monitor_gated_reset_skills,0,0.3333333333333333,230,1,0,1,0,nan,0.0,nan,1,2,0,0,nan
60,wedged,monitor_gated_reset_skills,1,1.0,42,1,0,1,1,nan,1.0,5.0,2,3,0,0,nan
61,robust,monitor_gated_reset_skills,1,1.0,43,2,1,1,2,1.0,1.0,4.0,0,1,0,0,1
62,robust,monitor_gated_reset_skills,0,0.0,230,1,1,0,1,1.0,nan,3.0,1,2,0,1,0
63,robust,monitor_gated_reset_skills,1,1.0,51,3,1,2,3,1.0,1.0,5.333333333333333,1,3,0,0,1
64,clean,monitor_gated_reset_skills,1,1.0,38,0,0,0,0,nan,nan,nan,1,1,0,0,nan
65,id,monitor_gated_reset_skills,1,1.0,39,1,1,0,1,1.0,nan,3.0,2,2,0,0,nan
66,toppled,monitor_gated_reset_skills,0,0.3333333333333333,230,1,0,1,0,nan,0.0,nan,1,2,0,0,nan
67,dropped,monitor_gated_reset_skills,1,1.0,43,1,0,1,1,nan,1.0,5.0,1,2,0,0,nan
68,wedged,monitor_gated_reset_skills,1,1.0,44,1,0,1,1,nan,1.0,5.0,2,3,0,0,nan
69,robust,monitor_gated_reset_skills,1,1.0,42,2,1,1,2,1.0,1.0,5.0,0,1,0,0,1
70,robust,monitor_gated_reset_skills,1,1.0,43,2,1,1,2,1.0,1.0,5.0,1,2,0,0,1
71,robust,monitor_gated_reset_skills,0,0.3333333333333333,230,2,1,1,1,1.0,0.0,5.0,0,1,0,0,0
72,clean,monitor_gated_reset_skills,1,1.0,36,0,0,0,0,nan,nan,nan,0,0,0,0,nan
73,id,monitor_gated_reset_skills,1,1.0,37,1,1,0,1,1.0,nan,4.0,1,1,0,0,nan
74,toppled,monitor_gated_reset_skills,0,0.3333333333333333,230,1,0,1,0,nan,0.0,nan,0,1,0,0,nan
75,dropped,monitor_gated_reset_skills,1,1.0,42,1,0,1,1,nan,1.0,3.0,0,1,0,0,nan
76,wedged,monitor_gated_reset_skills,1,1.0,39,1,0,1,1,nan,1.0,5.0,0,1,1,0,nan
77,robust,monitor_gated_reset_skills,0,0.3333333333333333,230,2,1,1,1,1.0,0.0,4.0,0,1,0,0,0
78,robust,monitor_gated_reset_skills,0,0.3333333333333333,230,2,1,1,1,1.0,0.0,3.0,0,1,0,0,0
79,robust,monitor_gated_reset_skills,0,0.0,230,1,1,0,1,1.0,nan,5.0,1,2,0,1,0
80,clean,monitor_gated_reset_skills,1,1.0,34,0,0,0,0,nan,nan,nan,0,0,0,0,nan
81,id,monitor_gated_reset_skills,0,0.0,230,1,1,0,1,1.0,nan,4.0,1,2,0,1,nan
82,toppled,monitor_gated_reset_skills,0,0.3333333333333333,230,1,0,1,0,nan,0.0,nan,0,1,0,0,nan
83,dropped,monitor_gated_reset_skills,1,1.0,41,1,0,1,1,nan,1.0,3.0,0,1,0,0,nan
84,wedged,monitor_gated_reset_skills,0,0.0,230,0,0,0,0,nan,nan,nan,1,2,0,1,nan
85,robust,monitor_gated_reset_skills,0,0.3333333333333333,230,2,1,1,1,1.0,0.0,5.0,0,1,0,0,0
86,robust,monitor_gated_reset_skills,1,1.0,42,2,1,1,2,1.0,1.0,3.0,0,1,0,0,1
87,robust,monitor_gated_reset_skills,0,0.3333333333333333,230,2,1,1,1,1.0,0.0,4.0,0,1,0,0,0
88,clean,monitor_gated_reset_skills,1,1.0,37,0,0,0,0,nan,nan,nan,1,1,0,0,nan
89,id,monitor_gated_reset_skills,1,1.0,41,1,1,0,1,1.0,nan,2.0,3,3,0,0,nan
90,toppled,monitor_gated_reset_skills,0,0.3333333333333333,230,1,0,1,0,nan,0.0,nan,0,1,0,0,nan
91,dropped,monitor_gated_reset_skills,1,1.0,42,1,0,1,1,nan,1.0,4.0,0,1,0,0,nan
92,wedged,monitor_gated_reset_skills,1,1.0,41,1,0,1,1,nan,1.0,6.0,0,1,0,0,nan
93,robust,monitor_gated_reset_skills,1,1.0,44,2,1,1,2,1.0,1.0,4.5,1,2,0,0,1
94,robust,monitor_gated_reset_skills,1,1.0,41,2,1,1,2,1.0,1.0,3.5,0,1,0,0,1
95,robust,monitor_gated_reset_skills,0,0.3333333333333333,230,2,1,1,1,1.0,0.0,6.0,0,1,0,0,0
96,clean,monitor_gated_reset_skills,0,0.0,230,0,0,0,0,nan,nan,nan,1,2,0,1,nan
97,id,monitor_gated_reset_skills,1,1.0,39,1,1,0,1,1.0,nan,3.0,1,1,0,0,nan
98,toppled,monitor_gated_reset_skills,1,1.0,40,1,0,1,1,nan,1.0,5.0,1,2,0,0,nan
99,dropped,monitor_gated_reset_skills,0,0.0,230,0,0,0,0,nan,nan,nan,1,2,0,1,nan
100,wedged,monitor_gated_reset_skills,1,1.0,39,1,0,1,1,nan,1.0,6.0,0,1,0,0,nan
101,robust,monitor_gated_reset_skills,0,0.3333333333333333,230,2,1,1,1,1.0,0.0,2.0,1,2,0,0,0
102,robust,monitor_gated_reset_skills,0,0.3333333333333333,230,2,1,1,1,1.0,0.0,4.0,1,2,0,0,0
103,robust,monitor_gated_reset_skills,0,0.3333333333333333,230,2,1,1,1,1.0,0.0,7.0,1,2,0,0,0
104,clean,monitor_gated_reset_skills,1,1.0,36,0,0,0,0,nan,nan,nan,0,0,0,0,nan
105,id,monitor_gated_reset_skills,1,1.0,36,1,1,0,1,1.0,nan,3.0,0,0,0,0,nan
106,toppled,monitor_gated_reset_skills,0,0.3333333333333333,230,1,0,1,0,nan,0.0,nan,0,1,0,0,nan
107,dropped,monitor_gated_reset_skills,0,0.3333333333333333,230,1,0,1,0,nan,0.0,nan,0,1,0,0,nan
108,wedged,monitor_gated_reset_skills,1,1.0,40,1,0,1,1,nan,1.0,6.0,0,1,0,0,nan
109,robust,monitor_gated_reset_skills,1,1.0,57,2,1,1,2,1.0,1.0,8.0,4,5,0,0,1
110,robust,monitor_gated_reset_skills,0,0.3333333333333333,230,2,1,1,1,1.0,0.0,3.0,0,1,0,0,0
111,robust,monitor_gated_reset_skills,0,0.3333333333333333,230,2,1,1,1,1.0,0.0,4.0,0,1,0,0,0
112,clean,monitor_gated_reset_skills,1,1.0,36,0,0,0,0,nan,nan,nan,0,0,0,0,nan
113,id,monitor_gated_reset_skills,0,0.6666666666666666,230,1,1,0,1,1.0,nan,5.0,4,4,0,0,nan
114,toppled,monitor_gated_reset_skills,0,0.3333333333333333,230,1,0,1,0,nan,0.0,nan,0,1,0,0,nan
115,dropped,monitor_gated_reset_skills,1,1.0,40,1,0,1,1,nan,1.0,3.0,0,1,0,0,nan
116,wedged,monitor_gated_reset_skills,1,1.0,41,1,0,1,1,nan,1.0,5.0,1,2,0,0,nan
117,robust,monitor_gated_reset_skills,1,1.0,43,2,1,1,2,1.0,1.0,5.0,0,1,0,0,1
118,robust,monitor_gated_reset_skills,1,1.0,41,2,1,1,2,1.0,1.0,4.0,1,2,0,0,1
119,robust,monitor_gated_reset_skills,1,1.0,47,3,1,2,3,1.0,1.0,4.333333333333333,0,2,0,0,1
