trial,method,success,collision,timed_out,duration_s,min_clearance,ood_fraction,path_error_mean,path_error_max,jerk_proxy
trial_095,nominal,0,1,0,4.340,-0.0892,0.0000,0.0003,0.0007,0.0000
trial_095,reactive_cbf_like,1,0,0,6.510,0.0217,0.2460,0.0155,0.0545,4.8613
trial_095,pacs_time_law,1,0,0,6.825,0.1926,0.0000,0.0003,0.0008,0.5926
trial_096,nominal,0,1,0,4.340,-0.1125,0.0000,0.0003,0.0007,0.0000
trial_096,reactive_cbf_like,0,1,0,6.825,-0.0039,0.3929,0.0266,0.0845,5.6505
trial_096,pacs_time_law,0,0,1,6.930,0.1972,0.0000,0.0003,0.0007,0.5945
trial_097,nominal,0,1,0,4.340,-0.0707,0.0000,0.0003,0.0007,0.0000
trial_097,reactive_cbf_like,1,0,0,6.475,0.0686,0.1290,0.0115,0.0475,2.5832
trial_097,pacs_time_law,1,0,0,5.285,0.0833,0.0000,0.0003,0.0007,0.5905
trial_098,nominal,0,1,0,4.340,-0.0523,0.0000,0.0003,0.0007,0.0000
trial_098,reactive_cbf_like,0,1,0,6.895,-0.0613,0.3485,0.0233,0.0776,5.3537
trial_098,pacs_time_law,0,0,1,6.930,0.1491,0.0000,0.0003,0.0007,0.5303
trial_099,nominal,0,1,0,4.340,-0.1218,0.0000,0.0003,0.0007,0.0000
trial_099,reactive_cbf_like,0,1,0,6.720,-0.0517,0.0881,0.0080,0.0696,2.2510
trial_099,pacs_time_law,1,0,0,5.985,0.0728,0.0000,0.0003,0.0007,0.5210
trial_100,nominal,0,1,0,4.340,-0.0569,0.0000,0.0003,0.0007,0.0000
trial_100,reactive_cbf_like,0,1,1,6.930,-0.0108,0.2060,0.0192,0.1048,4.3905
trial_100,pacs_time_law,1,0,0,6.335,0.2012,0.0000,0.0003,0.0008,0.5143
trial_101,nominal,0,1,0,4.340,-0.0858,0.0000,0.0003,0.0007,0.0000
trial_101,reactive_cbf_like,1,0,0,6.475,0.0560,0.2742,0.0165,0.0526,4.6630
trial_101,pacs_time_law,1,0,0,6.720,0.2011,0.0000,0.0003,0.0007,0.5166
trial_102,nominal,0,1,0,4.340,-0.1157,0.0000,0.0003,0.0007,0.0000
trial_102,reactive_cbf_like,1,0,0,6.475,0.0294,0.2151,0.0152,0.0540,3.1459
trial_102,pacs_time_law,1,0,0,5.880,0.0670,0.0000,0.0003,0.0007,0.5304
trial_103,nominal,0,1,0,4.340,-0.0909,0.0000,0.0003,0.0007,0.0000
trial_103,reactive_cbf_like,1,0,0,6.580,0.0017,0.2381,0.0178,0.0636,3.9678
trial_103,pacs_time_law,1,0,0,6.440,0.1973,0.0000,0.0003,0.0008,0.5233
trial_104,nominal,0,1,0,4.340,-0.1252,0.0000,0.0003,0.0007,0.0000
trial_104,reactive_cbf_like,0,1,0,6.825,-0.0133,0.4286,0.0284,0.0871,6.0613
trial_104,pacs_time_law,0,0,1,6.930,0.1976,0.0000,0.0002,0.0007,0.5940
trial_105,nominal,0,1,0,4.340,-0.0825,0.0000,0.0003,0.0007,0.0000
trial_105,reactive_cbf_like,0,1,0,6.895,-0.0546,0.0606,0.0090,0.0510,1.9750
trial_105,pacs_time_law,1,0,0,6.510,0.1120,0.0000,0.0003,0.0009,0.5861
trial_106,nominal,0,1,0,4.340,-0.1476,0.0000,0.0003,0.0007,0.0000
trial_106,reactive_cbf_like,1,0,0,6.475,0.0219,0.0000,0.0043,0.0261,1.1340
trial_106,pacs_time_law,1,0,0,5.810,0.2006,0.0000,0.0003,0.0008,0.6875
trial_107,nominal,0,1,0,4.340,-0.1556,0.0000,0.0003,0.0007,0.0000
trial_107,reactive_cbf_like,1,0,0,6.370,0.0071,0.0000,0.0065,0.0346,1.0863
trial_107,pacs_time_law,1,0,0,6.230,0.1993,0.0000,0.0003,0.0007,0.5454
trial_108,nominal,0,1,0,4.340,-0.1361,0.0000,0.0003,0.0007,0.0000
trial_108,reactive_cbf_like,0,1,0,6.860,-0.0334,0.3959,0.0265,0.0838,7.1638
trial_108,pacs_time_law,0,0,1,6.930,0.1945,0.0000,0.0002,0.0008,0.5345
trial_109,nominal,0,1,0,4.340,-0.1070,0.0000,0.0003,0.0007,0.0000
trial_109,reactive_cbf_like,1,0,0,6.510,0.0674,0.0000,0.0048,0.0224,0.8933
trial_109,pacs_time_law,1,0,0,5.740,0.2008,0.0000,0.0003,0.0009,0.5502
trial_110,nominal,0,1,0,4.340,-0.1475,0.0000,0.0003,0.0007,0.0000
trial_110,reactive_cbf_like,1,0,0,6.720,0.0332,0.0000,0.0075,0.0264,0.9504
trial_110,pacs_time_law,1,0,0,6.370,0.1486,0.0000,0.0003,0.0009,0.4989
trial_111,nominal,0,1,0,4.340,-0.1272,0.0000,0.0003,0.0007,0.0000
trial_111,reactive_cbf_like,1,0,0,6.370,0.0172,0.1038,0.0096,0.0425,2.7936
trial_111,pacs_time_law,1,0,0,6.055,0.1979,0.0000,0.0003,0.0008,0.5703
trial_112,nominal,1,0,0,4.340,0.0195,0.0000,0.0003,0.0007,0.0000
trial_112,reactive_cbf_like,0,1,0,5.670,-0.0254,0.4785,0.0394,0.1064,7.5217
trial_112,pacs_time_law,1,0,0,6.755,0.1063,0.0000,0.0003,0.0008,0.4912
trial_113,nominal,0,1,0,4.340,-0.1201,0.0000,0.0003,0.0007,0.0000
trial_113,reactive_cbf_like,1,0,0,6.580,0.0144,0.0635,0.0063,0.0471,1.8431
trial_113,pacs_time_law,1,0,0,5.915,0.1988,0.0000,0.0003,0.0007,0.5901
trial_114,nominal,0,1,0,4.340,-0.0592,0.0000,0.0003,0.0007,0.0000
trial_114,reactive_cbf_like,1,0,0,6.265,0.0917,0.0000,0.0026,0.0156,1.0369
trial_114,pacs_time_law,1,0,0,5.425,0.2008,0.0000,0.0003,0.0008,0.6901
trial_115,nominal,0,1,0,4.340,-0.0874,0.0000,0.0003,0.0007,0.0000
trial_115,reactive_cbf_like,1,0,0,6.580,0.0475,0.0899,0.0089,0.0524,2.3406
trial_115,pacs_time_law,1,0,0,5.600,0.1214,0.0000,0.0003,0.0008,0.5754
trial_116,nominal,0,1,0,4.340,-0.1236,0.0000,0.0003,0.0007,0.0000
trial_116,reactive_cbf_like,1,0,0,6.440,0.0094,0.0000,0.0052,0.0242,1.2459
trial_116,pacs_time_law,1,0,0,6.195,0.1975,0.0000,0.0003,0.0007,0.6270
trial_117,nominal,1,0,0,4.340,0.1494,0.0000,0.0003,0.0007,0.0000
trial_117,reactive_cbf_like,0,0,0,5.460,0.0615,0.3758,0.0276,0.0821,4.4669
trial_117,pacs_time_law,0,1,0,6.370,-0.0573,0.0000,0.0003,0.0007,0.5998
trial_118,nominal,0,1,0,4.340,-0.1185,0.0000,0.0003,0.0007,0.0000
trial_118,reactive_cbf_like,1,0,0,6.370,0.0629,0.0000,0.0037,0.0140,1.0518
trial_118,pacs_time_law,1,0,0,5.635,0.2004,0.0000,0.0003,0.0008,0.7582
trial_119,nominal,1,0,0,4.340,0.0518,0.0000,0.0003,0.0007,0.0000
trial_119,reactive_cbf_like,0,0,1,6.930,0.0267,0.6080,0.0638,0.1719,8.4779
trial_119,pacs_time_law,1,0,0,6.195,0.1961,0.0000,0.0002,0.0008,0.7093
trial_120,nominal,0,1,0,4.340,-0.1283,0.0000,0.0003,0.0007,0.0000
trial_120,reactive_cbf_like,1,0,0,6.440,0.0261,0.1946,0.0151,0.0567,3.7521
trial_120,pacs_time_law,1,0,0,6.300,0.1991,0.0000,0.0003,0.0008,0.5391
trial_121,nominal,0,1,0,4.340,-0.0978,0.0000,0.0003,0.0007,0.0000
trial_121,reactive_cbf_like,1,0,0,6.440,0.0274,0.0000,0.0059,0.0259,1.1603
trial_121,pacs_time_law,1,0,0,5.880,0.1742,0.0000,0.0003,0.0008,0.5876
trial_122,nominal,0,1,0,4.340,-0.0847,0.0000,0.0003,0.0007,0.0000
trial_122,reactive_cbf_like,1,0,0,6.545,0.0047,0.0000,0.0049,0.0212,1.0643
trial_122,pacs_time_law,1,0,0,5.950,0.1999,0.0000,0.0003,0.0009,0.6596
trial_123,nominal,0,1,0,4.340,-0.0854,0.0000,0.0003,0.0007,0.0000
trial_123,reactive_cbf_like,1,0,0,6.650,0.0331,0.3455,0.0211,0.0655,4.6521
trial_123,pacs_time_law,1,0,0,6.615,0.2019,0.0000,0.0002,0.0008,0.5311
trial_124,nominal,0,1,0,4.340,-0.1079,0.0000,0.0003,0.0007,0.0000
trial_124,reactive_cbf_like,1,0,0,6.300,0.1398,0.0000,0.0014,0.0043,0.9516
trial_124,pacs_time_law,1,0,0,5.635,0.1989,0.0000,0.0003,0.0008,0.6124
trial_125,nominal,1,0,0,4.340,0.0189,0.0000,0.0003,0.0007,0.0000
trial_125,reactive_cbf_like,1,0,0,6.230,0.1156,0.0000,0.0059,0.0250,1.0633
trial_125,pacs_time_law,1,0,0,5.460,0.1467,0.0000,0.0003,0.0008,0.5714
trial_126,nominal,0,1,0,4.340,-0.1146,0.0000,0.0003,0.0007,0.0000
trial_126,reactive_cbf_like,1,0,0,6.440,0.0527,0.0000,0.0035,0.0219,1.0230
trial_126,pacs_time_law,1,0,0,5.705,0.1965,0.0000,0.0003,0.0007,0.6087
trial_127,nominal,0,1,0,4.340,-0.1336,0.0000,0.0003,0.0007,0.0000
trial_127,reactive_cbf_like,1,0,0,6.370,0.0110,0.1421,0.0116,0.0460,2.9827
trial_127,pacs_time_law,1,0,0,6.160,0.1928,0.0000,0.0003,0.0008,0.5509
trial_128,nominal,0,1,0,4.340,-0.1388,0.0000,0.0003,0.0007,0.0000
trial_128,reactive_cbf_like,1,0,0,6.475,0.0339,0.0000,0.0046,0.0331,1.0042
trial_128,pacs_time_law,1,0,0,5.845,0.1922,0.0000,0.0003,0.0008,0.6569
trial_129,nominal,0,1,0,4.340,-0.1268,0.0000,0.0003,0.0007,0.0000
trial_129,reactive_cbf_like,0,0,0,6.650,0.0172,0.3717,0.0231,0.0704,4.8236
trial_129,pacs_time_law,0,0,1,6.930,0.1989,0.0000,0.0002,0.0008,0.5401
trial_130,nominal,0,1,0,4.340,-0.0492,0.0000,0.0003,0.0007,0.0000
trial_130,reactive_cbf_like,0,1,1,6.930,-0.0461,0.3920,0.0281,0.0937,6.6396
trial_130,pacs_time_law,0,0,1,6.930,0.1727,0.0000,0.0002,0.0007,0.5537
trial_131,nominal,1,0,0,4.340,0.0461,0.0000,0.0003,0.0007,0.0000
trial_131,reactive_cbf_like,0,0,0,6.930,0.0055,0.4070,0.0278,0.0909,5.5155
trial_131,pacs_time_law,0,0,1,6.930,0.1943,0.0000,0.0002,0.0008,0.5309
trial_132,nominal,0,1,0,4.340,-0.0944,0.0000,0.0003,0.0007,0.0000
trial_132,reactive_cbf_like,1,0,0,6.335,0.0596,0.0000,0.0059,0.0292,1.0415
trial_132,pacs_time_law,1,0,0,5.985,0.2016,0.0000,0.0003,0.0009,0.4862
trial_133,nominal,0,1,0,4.340,-0.1243,0.0000,0.0003,0.0007,0.0000
trial_133,reactive_cbf_like,0,0,0,6.685,0.0118,0.3646,0.0233,0.0733,5.9777
trial_133,pacs_time_law,0,0,1,6.930,0.1977,0.0000,0.0002,0.0008,0.5966
trial_134,nominal,0,1,0,4.340,-0.0559,0.0000,0.0003,0.0007,0.0000
trial_134,reactive_cbf_like,1,0,0,6.195,0.0802,0.0000,0.0043,0.0222,0.9706
trial_134,pacs_time_law,1,0,0,5.705,0.2010,0.0000,0.0003,0.0008,0.4978
trial_135,nominal,0,1,0,4.340,-0.0446,0.0000,0.0003,0.0007,0.0000
trial_135,reactive_cbf_like,0,1,0,6.685,-0.0227,0.0833,0.0077,0.0645,2.2097
trial_135,pacs_time_law,1,0,0,6.125,0.1953,0.0000,0.0003,0.0008,0.7070
trial_136,nominal,0,1,0,4.340,-0.0643,0.0000,0.0003,0.0007,0.0000
trial_136,reactive_cbf_like,0,1,0,6.930,-0.0563,0.2261,0.0174,0.0570,4.0007
trial_136,pacs_time_law,0,0,1,6.930,0.1353,0.0000,0.0003,0.0008,0.4856
trial_137,nominal,0,1,0,4.340,-0.1310,0.0000,0.0003,0.0007,0.0000
trial_137,reactive_cbf_like,1,0,0,6.580,0.0598,0.0000,0.0036,0.0134,0.8801
trial_137,pacs_time_law,1,0,0,5.950,0.1824,0.0000,0.0003,0.0009,0.5440
trial_138,nominal,0,1,0,4.340,-0.0069,0.0000,0.0003,0.0007,0.0000
trial_138,reactive_cbf_like,1,0,0,6.125,0.1309,0.0000,0.0030,0.0104,0.9254
trial_138,pacs_time_law,1,0,0,5.215,0.1927,0.0000,0.0003,0.0009,0.6505
trial_139,nominal,0,1,0,4.340,-0.0842,0.0000,0.0003,0.0007,0.0000
trial_139,reactive_cbf_like,1,0,0,6.685,0.0039,0.1771,0.0150,0.0827,2.8710
trial_139,pacs_time_law,1,0,0,6.090,0.1932,0.0000,0.0003,0.0008,0.5565
trial_140,nominal,0,1,0,4.340,-0.1083,0.0000,0.0003,0.0007,0.0000
trial_140,reactive_cbf_like,1,0,0,6.300,0.0483,0.1050,0.0099,0.0420,2.2865
trial_140,pacs_time_law,1,0,0,6.020,0.1997,0.0000,0.0003,0.0009,0.5288
trial_141,nominal,0,1,0,4.340,-0.0700,0.0000,0.0003,0.0007,0.0000
trial_141,reactive_cbf_like,1,0,0,6.020,0.2080,0.0000,0.0016,0.0043,0.9668
trial_141,pacs_time_law,1,0,0,5.285,0.1988,0.0000,0.0003,0.0008,0.6131
trial_142,nominal,0,1,0,4.340,-0.1294,0.0000,0.0003,0.0007,0.0000
trial_142,reactive_cbf_like,0,1,0,6.405,-0.0344,0.0000,0.0066,0.0329,1.5499
trial_142,pacs_time_law,1,0,0,6.405,0.1869,0.0000,0.0002,0.0008,0.7090
trial_143,nominal,0,1,0,4.340,-0.1337,0.0000,0.0003,0.0007,0.0000
trial_143,reactive_cbf_like,1,0,0,6.230,0.1170,0.0000,0.0032,0.0112,0.9190
trial_143,pacs_time_law,1,0,0,5.390,0.2025,0.0000,0.0003,0.0008,0.6856
trial_144,nominal,0,1,0,4.340,-0.0301,0.0000,0.0003,0.0007,0.0000
trial_144,reactive_cbf_like,0,1,0,5.495,-0.0546,0.7468,0.0814,0.2409,10.0945
trial_144,pacs_time_law,0,0,1,6.930,0.0970,0.0000,0.0003,0.0007,0.4496
trial_145,nominal,0,1,0,4.340,-0.1405,0.0000,0.0003,0.0007,0.0000
trial_145,reactive_cbf_like,1,0,0,6.370,0.0234,0.1421,0.0120,0.0457,1.6101
trial_145,pacs_time_law,1,0,0,6.405,0.2010,0.0000,0.0003,0.0009,0.4716
trial_146,nominal,0,1,0,4.340,-0.0565,0.0000,0.0003,0.0007,0.0000
trial_146,reactive_cbf_like,0,0,0,6.720,0.0734,0.4301,0.0274,0.0752,6.3769
trial_146,pacs_time_law,1,0,0,5.845,0.2029,0.0000,0.0003,0.0007,0.6540
trial_147,nominal,0,1,0,4.340,-0.0709,0.0000,0.0003,0.0007,0.0000
trial_147,reactive_cbf_like,0,1,0,6.055,-0.0846,0.7701,0.0793,0.2157,13.2506
trial_147,pacs_time_law,1,0,0,6.720,0.0712,0.0000,0.0003,0.0008,0.5195
trial_148,nominal,0,1,0,4.340,-0.0530,0.0000,0.0003,0.0007,0.0000
trial_148,reactive_cbf_like,0,1,0,6.895,-0.0239,0.1818,0.0170,0.0979,3.7826
trial_148,pacs_time_law,1,0,0,6.300,0.1968,0.0000,0.0003,0.0008,0.5545
trial_149,nominal,0,1,0,4.340,-0.0816,0.0000,0.0003,0.0007,0.0000
trial_149,reactive_cbf_like,1,0,0,6.615,0.0514,0.0000,0.0057,0.0216,0.9368
trial_149,pacs_time_law,1,0,0,5.985,0.2025,0.0000,0.0002,0.0009,0.5475
trial_150,nominal,0,1,0,4.340,-0.1053,0.0000,0.0003,0.0007,0.0000
trial_150,reactive_cbf_like,1,0,0,6.300,0.1094,0.0000,0.0034,0.0120,0.9189
trial_150,pacs_time_law,1,0,0,5.425,0.2017,0.0000,0.0003,0.0008,0.7030
trial_151,nominal,0,1,0,4.340,-0.0829,0.0000,0.0003,0.0007,0.0000
trial_151,reactive_cbf_like,0,1,0,6.685,-0.0209,0.3438,0.0212,0.0683,6.5233
trial_151,pacs_time_law,1,0,0,6.720,0.1845,0.0000,0.0003,0.0009,0.6405
trial_152,nominal,1,0,0,4.340,0.0048,0.0000,0.0003,0.0007,0.0000
trial_152,reactive_cbf_like,0,0,0,6.930,0.0154,0.5075,0.0416,0.1300,6.2688
trial_152,pacs_time_law,1,0,0,6.125,0.0868,0.0000,0.0003,0.0008,0.6240
trial_153,nominal,0,1,0,4.340,-0.0287,0.0000,0.0003,0.0007,0.0000
trial_153,reactive_cbf_like,1,0,0,6.335,0.1116,0.0000,0.0036,0.0126,0.8644
trial_153,pacs_time_law,1,0,0,5.495,0.2022,0.0000,0.0003,0.0008,0.5794
trial_154,nominal,0,1,0,4.340,-0.1120,0.0000,0.0003,0.0007,0.0000
trial_154,reactive_cbf_like,1,0,0,6.265,0.0876,0.0000,0.0043,0.0176,0.9839
trial_154,pacs_time_law,1,0,0,5.530,0.2019,0.0000,0.0002,0.0007,0.7494
trial_155,nominal,0,1,0,4.340,-0.0862,0.0000,0.0003,0.0007,0.0000
trial_155,reactive_cbf_like,0,1,1,6.930,-0.0414,0.0754,0.0106,0.0527,2.2498
trial_155,pacs_time_law,1,0,0,6.685,0.1226,0.0000,0.0003,0.0008,0.5219
trial_156,nominal,0,1,0,4.340,-0.1249,0.0000,0.0003,0.0007,0.0000
trial_156,reactive_cbf_like,1,0,0,6.370,0.0254,0.0000,0.0055,0.0266,1.0662
trial_156,pacs_time_law,1,0,0,6.230,0.2016,0.0000,0.0004,0.0008,0.5422
trial_157,nominal,0,1,0,4.340,-0.0720,0.0000,0.0003,0.0007,0.0000
trial_157,reactive_cbf_like,1,0,0,6.335,0.0541,0.0000,0.0042,0.0176,1.1860
trial_157,pacs_time_law,1,0,0,5.880,0.2012,0.0000,0.0003,0.0008,0.6783
trial_158,nominal,1,0,0,4.340,0.0115,0.0000,0.0003,0.0007,0.0000
trial_158,reactive_cbf_like,1,0,0,6.650,0.0702,0.0000,0.0036,0.0105,1.0661
trial_158,pacs_time_law,1,0,0,5.880,0.2027,0.0000,0.0003,0.0008,0.6092
trial_159,nominal,0,1,0,4.340,-0.1451,0.0000,0.0003,0.0007,0.0000
trial_159,reactive_cbf_like,1,0,0,6.510,0.0328,0.0000,0.0047,0.0294,1.0167
trial_159,pacs_time_law,1,0,0,5.810,0.2011,0.0000,0.0003,0.0008,0.5543
trial_160,nominal,0,1,0,4.340,-0.1387,0.0000,0.0003,0.0007,0.0000
trial_160,reactive_cbf_like,1,0,0,6.510,0.0347,0.0000,0.0045,0.0286,0.9407
trial_160,pacs_time_law,1,0,0,5.810,0.1986,0.0000,0.0003,0.0008,0.5962
trial_161,nominal,0,1,0,4.340,-0.0325,0.0000,0.0003,0.0007,0.0000
trial_161,reactive_cbf_like,0,1,1,6.930,-0.0119,0.4573,0.0391,0.1400,7.7213
trial_161,pacs_time_law,1,0,0,6.510,0.1112,0.0000,0.0002,0.0008,0.5869
trial_162,nominal,1,0,0,4.340,0.0568,0.0000,0.0003,0.0007,0.0000
trial_162,reactive_cbf_like,1,0,0,6.090,0.1717,0.0000,0.0031,0.0122,0.8978
trial_162,pacs_time_law,1,0,0,4.970,0.1936,0.0000,0.0003,0.0008,0.7515
trial_163,nominal,0,1,0,4.340,-0.0808,0.0000,0.0003,0.0007,0.0000
trial_163,reactive_cbf_like,1,0,0,6.335,0.0971,0.0000,0.0019,0.0052,0.9721
trial_163,pacs_time_law,1,0,0,5.530,0.2025,0.0000,0.0003,0.0007,0.7073
trial_164,nominal,0,1,0,4.340,-0.1178,0.0000,0.0003,0.0007,0.0000
trial_164,reactive_cbf_like,1,0,0,6.510,0.0053,0.0000,0.0070,0.0299,1.0527
trial_164,pacs_time_law,1,0,0,6.510,0.2021,0.0000,0.0002,0.0007,0.5663
trial_165,nominal,0,1,0,4.340,-0.1272,0.0000,0.0003,0.0007,0.0000
trial_165,reactive_cbf_like,0,0,0,6.650,0.0055,0.3613,0.0226,0.0702,5.0471
trial_165,pacs_time_law,0,0,1,6.930,0.2005,0.0000,0.0002,0.0007,0.5347
trial_166,nominal,0,1,0,4.340,-0.1259,0.0000,0.0003,0.0007,0.0000
trial_166,reactive_cbf_like,1,0,0,6.370,0.0910,0.0000,0.0039,0.0143,0.9688
trial_166,pacs_time_law,1,0,0,5.565,0.2015,0.0000,0.0003,0.0008,0.7155
trial_167,nominal,0,1,0,4.340,-0.1191,0.0000,0.0003,0.0007,0.0000
trial_167,reactive_cbf_like,1,0,0,6.475,0.0106,0.0000,0.0053,0.0263,1.3860
trial_167,pacs_time_law,1,0,0,5.810,0.1480,0.0000,0.0003,0.0008,0.5720
trial_168,nominal,0,1,0,4.340,-0.1109,0.0000,0.0003,0.0007,0.0000
trial_168,reactive_cbf_like,1,0,0,6.615,0.0218,0.0000,0.0077,0.0335,1.1101
trial_168,pacs_time_law,1,0,0,6.055,0.1533,0.0000,0.0003,0.0008,0.5747
trial_169,nominal,1,0,0,4.340,0.0736,0.0000,0.0003,0.0007,0.0000
trial_169,reactive_cbf_like,0,0,1,6.930,0.0117,0.6131,0.0904,0.2392,8.0047
trial_169,pacs_time_law,1,0,0,6.370,0.2006,0.0000,0.0003,0.0007,0.5740
trial_170,nominal,0,1,0,4.340,-0.1346,0.0000,0.0003,0.0007,0.0000
trial_170,reactive_cbf_like,0,1,0,6.790,-0.0340,0.3538,0.0236,0.0786,5.4015
trial_170,pacs_time_law,0,0,1,6.930,0.1928,0.0000,0.0003,0.0007,0.5913
trial_171,nominal,1,0,0,4.340,0.1196,0.0000,0.0003,0.0007,0.0000
trial_171,reactive_cbf_like,1,0,0,5.985,0.2539,0.0000,0.0017,0.0045,0.9437
trial_171,pacs_time_law,1,0,0,4.585,0.1993,0.0000,0.0003,0.0007,0.8225
trial_172,nominal,0,1,0,4.340,-0.0256,0.0000,0.0003,0.0007,0.0000
trial_172,reactive_cbf_like,1,0,0,5.985,0.2546,0.0000,0.0017,0.0044,0.9305
trial_172,pacs_time_law,1,0,0,5.180,0.2004,0.0000,0.0003,0.0008,0.4104
trial_173,nominal,0,1,0,4.340,-0.0147,0.0000,0.0003,0.0007,0.0000
trial_173,reactive_cbf_like,1,0,0,6.195,0.1271,0.0000,0.0026,0.0077,0.8539
trial_173,pacs_time_law,1,0,0,5.285,0.2017,0.0000,0.0003,0.0008,0.5879
trial_174,nominal,0,1,0,4.340,-0.1043,0.0000,0.0003,0.0007,0.0000
trial_174,reactive_cbf_like,0,1,0,6.580,-0.0216,0.1429,0.0121,0.0478,2.9137
trial_174,pacs_time_law,1,0,0,6.230,0.1487,0.0000,0.0003,0.0008,0.6105
trial_175,nominal,0,1,0,4.340,-0.1254,0.0000,0.0003,0.0007,0.0000
trial_175,reactive_cbf_like,1,0,0,6.580,0.0256,0.0000,0.0068,0.0298,0.9698
trial_175,pacs_time_law,1,0,0,6.475,0.2020,0.0000,0.0003,0.0008,0.5553
trial_176,nominal,0,1,0,4.340,-0.0815,0.0000,0.0003,0.0007,0.0000
trial_176,reactive_cbf_like,1,0,0,6.650,0.0844,0.3403,0.0214,0.0639,5.4955
trial_176,pacs_time_law,1,0,0,5.915,0.1998,0.0000,0.0003,0.0007,0.6463
trial_177,nominal,1,0,0,4.340,0.0019,0.0000,0.0003,0.0007,0.0000
trial_177,reactive_cbf_like,0,1,0,6.825,-0.1233,0.0408,0.0066,0.0617,4.3676
trial_177,pacs_time_law,0,0,1,6.930,0.0980,0.0000,0.0003,0.0007,0.5511
trial_178,nominal,0,1,0,4.340,-0.0914,0.0000,0.0003,0.0007,0.0000
trial_178,reactive_cbf_like,1,0,0,6.300,0.0644,0.0000,0.0019,0.0053,1.1456
trial_178,pacs_time_law,1,0,0,5.635,0.1854,0.0000,0.0003,0.0008,0.6719
trial_179,nominal,0,1,0,4.340,-0.0509,0.0000,0.0003,0.0007,0.0000
trial_179,reactive_cbf_like,1,0,0,6.440,0.0683,0.2541,0.0158,0.0518,3.6003
trial_179,pacs_time_law,1,0,0,6.755,0.2024,0.0000,0.0003,0.0008,0.5063
