scenario_id,seed,method,shift_level,mirrored,corruption,horizon,success,assisted_completion,progress,tracking_rmse,tracking_progress,interventions,disturbance_events,recoveries,recovery_rate,wrong_contacts,smoothness,command_jerk,steps,final_target_distance
s0_m1_c18_h12_t04,934465,latent_intent,0,1,0.180000,12,1,1,1.000000,0.813879,0.430260,0,2,2,1.000000,10,0.040277,0.045941,140,0.000000
s0_m1_c18_h12_t05,942384,language_prior,0,1,0.180000,12,0,0,0.166667,0.996927,0.142157,2,0,0,0.000000,10,0.023817,0.034656,322,0.904969
s0_m1_c18_h12_t05,942384,nearest_demo_replay,0,1,0.180000,12,0,0,0.000000,15.955405,0.000000,2,0,0,0.000000,0,0.002589,0.001922,322,30.380201
s0_m1_c18_h12_t05,942384,phase_retrieval,0,1,0.180000,12,0,0,0.333333,1.173080,0.298246,2,1,0,0.000000,5,0.033131,0.044484,322,1.306401
s0_m1_c18_h12_t05,942384,full_demo_attention,0,1,0.180000,12,0,0,0.000000,1.347896,0.000000,2,0,0,0.000000,3,0.022946,0.028224,322,1.431002
s0_m1_c18_h12_t05,942384,latent_intent,0,1,0.180000,12,1,1,1.000000,0.884351,0.457806,0,2,2,1.000000,10,0.040142,0.046473,157,0.000000
s0_m1_c35_h03_t00,950303,language_prior,0,1,0.350000,3,0,0,0.333333,0.813115,0.277259,2,1,0,0.000000,5,0.030514,0.042684,106,0.809623
s0_m1_c35_h03_t00,950303,nearest_demo_replay,0,1,0.350000,3,0,0,0.333333,2.765370,0.221184,2,1,0,0.000000,0,0.034303,0.048283,106,4.455001
s0_m1_c35_h03_t00,950303,phase_retrieval,0,1,0.350000,3,0,0,0.000000,0.807855,0.000000,2,0,0,0.000000,3,0.022699,0.029841,106,0.801403
s0_m1_c35_h03_t00,950303,full_demo_attention,0,1,0.350000,3,0,0,0.000000,1.184264,0.000000,2,0,0,0.000000,3,0.022353,0.025037,106,1.313455
s0_m1_c35_h03_t00,950303,latent_intent,0,1,0.350000,3,1,1,1.000000,0.869585,0.358333,0,2,2,1.000000,3,0.038824,0.053133,39,0.000000
s0_m1_c35_h03_t01,958222,language_prior,0,1,0.350000,3,0,0,0.333333,1.139990,0.317757,2,1,0,0.000000,5,0.031759,0.043179,106,1.239859
s0_m1_c35_h03_t01,958222,nearest_demo_replay,0,1,0.350000,3,0,0,0.000000,2.657942,0.000000,2,0,0,0.000000,0,0.005311,0.007810,106,5.547729
s0_m1_c35_h03_t01,958222,phase_retrieval,0,1,0.350000,3,1,1,1.000000,0.757272,0.455556,0,2,2,1.000000,1,0.035206,0.041727,29,0.000000
s0_m1_c35_h03_t01,958222,full_demo_attention,0,1,0.350000,3,0,0,0.333333,1.134155,0.317757,2,1,0,0.000000,3,0.025046,0.027571,106,1.371940
s0_m1_c35_h03_t01,958222,latent_intent,0,1,0.350000,3,1,1,1.000000,0.857005,0.453704,0,2,2,1.000000,2,0.049177,0.061307,35,0.000000
s0_m1_c35_h03_t02,966141,language_prior,0,1,0.350000,3,0,0,0.333333,0.828399,0.317757,2,1,0,0.000000,5,0.029469,0.042456,106,0.766995
s0_m1_c35_h03_t02,966141,nearest_demo_replay,0,1,0.350000,3,0,0,0.000000,2.631970,0.000000,2,0,0,0.000000,0,0.009409,0.009913,106,5.532847
s0_m1_c35_h03_t02,966141,phase_retrieval,0,1,0.350000,3,0,0,0.333333,1.116736,0.317757,2,1,0,0.000000,2,0.041918,0.058712,106,1.347809
s0_m1_c35_h03_t02,966141,full_demo_attention,0,1,0.350000,3,0,0,0.333333,1.125432,0.317757,2,1,0,0.000000,3,0.042138,0.050094,106,1.355886
s0_m1_c35_h03_t02,966141,latent_intent,0,1,0.350000,3,1,1,1.000000,0.939057,0.444444,0,2,2,1.000000,2,0.043324,0.052113,38,0.000000
s0_m1_c35_h03_t03,974060,language_prior,0,1,0.350000,3,0,0,0.666667,1.231799,0.570093,2,2,1,0.500000,5,0.031695,0.046650,106,1.484770
s0_m1_c35_h03_t03,974060,nearest_demo_replay,0,1,0.350000,3,0,0,0.000000,2.770717,0.000000,2,0,0,0.000000,0,0.011315,0.010618,106,5.581956
s0_m1_c35_h03_t03,974060,phase_retrieval,0,1,0.350000,3,0,0,0.333333,1.243234,0.311526,2,1,0,0.000000,3,0.040361,0.055401,106,1.483153
s0_m1_c35_h03_t03,974060,full_demo_attention,0,1,0.350000,3,0,0,0.333333,1.244853,0.311526,2,1,0,0.000000,3,0.036775,0.044056,106,1.484956
s0_m1_c35_h03_t03,974060,latent_intent,0,1,0.350000,3,1,1,1.000000,0.797388,0.450980,0,2,2,1.000000,2,0.039088,0.051738,33,0.000000
s0_m1_c35_h03_t04,981979,language_prior,0,1,0.350000,3,0,0,0.333333,0.729008,0.302181,2,1,0,0.000000,5,0.033842,0.045527,106,0.734709
s0_m1_c35_h03_t04,981979,nearest_demo_replay,0,1,0.350000,3,0,0,0.000000,2.788298,0.000000,2,0,0,0.000000,0,0.004052,0.004398,106,5.568155
s0_m1_c35_h03_t04,981979,phase_retrieval,0,1,0.350000,3,0,0,0.333333,1.124946,0.311526,2,1,0,0.000000,3,0.033894,0.047145,106,1.318191
s0_m1_c35_h03_t04,981979,full_demo_attention,0,1,0.350000,3,0,0,0.333333,1.118408,0.311526,2,1,0,0.000000,3,0.025658,0.029303,106,1.315700
s0_m1_c35_h03_t04,981979,latent_intent,0,1,0.350000,3,1,1,1.000000,0.829948,0.423423,0,2,2,1.000000,2,0.043319,0.058419,36,0.000000
s0_m1_c35_h03_t05,989898,language_prior,0,1,0.350000,3,0,0,0.333333,0.830450,0.317757,2,1,0,0.000000,5,0.029872,0.043001,106,0.772184
s0_m1_c35_h03_t05,989898,nearest_demo_replay,0,1,0.350000,3,0,0,0.000000,2.608487,0.000000,2,0,0,0.000000,0,0.018678,0.025411,106,5.542690
s0_m1_c35_h03_t05,989898,phase_retrieval,0,1,0.350000,3,0,0,0.333333,1.268528,0.317757,2,1,0,0.000000,3,0.046060,0.069637,106,1.373908
s0_m1_c35_h03_t05,989898,full_demo_attention,0,1,0.350000,3,0,0,0.000000,0.804481,0.000000,2,0,0,0.000000,2,0.049196,0.083328,106,0.864085
s0_m1_c35_h03_t05,989898,latent_intent,0,1,0.350000,3,1,1,1.000000,0.936452,0.441441,0,2,2,1.000000,2,0.034925,0.048822,36,0.000000
s0_m1_c35_h06_t00,997817,language_prior,0,1,0.350000,6,0,0,0.333333,1.093834,0.300745,2,1,0,0.000000,7,0.027946,0.039379,178,1.155899
s0_m1_c35_h06_t00,997817,nearest_demo_replay,0,1,0.350000,6,0,0,0.000000,6.674322,0.000000,2,0,0,0.000000,0,0.009775,0.007743,178,13.829875
s0_m1_c35_h06_t00,997817,phase_retrieval,0,1,0.350000,6,0,0,0.166667,0.725274,0.162011,2,0,0,0.000000,3,0.033373,0.045758,178,0.736565
s0_m1_c35_h06_t00,997817,full_demo_attention,0,1,0.350000,6,0,0,0.166667,0.719577,0.162942,2,0,0,0.000000,3,0.017752,0.021366,178,0.736940
s0_m1_c35_h06_t00,997817,latent_intent,0,1,0.350000,6,1,1,1.000000,0.816491,0.475490,0,2,2,1.000000,4,0.039218,0.046787,67,0.000000
s0_m1_c35_h06_t01,1005736,language_prior,0,1,0.350000,6,0,0,0.500000,1.334981,0.432030,2,1,1,1.000000,7,0.028797,0.039596,178,1.524119
s0_m1_c35_h06_t01,1005736,nearest_demo_replay,0,1,0.350000,6,0,0,0.000000,6.701176,0.000000,2,0,0,0.000000,0,0.004923,0.002988,178,13.865355
s0_m1_c35_h06_t01,1005736,phase_retrieval,0,1,0.350000,6,0,0,0.000000,1.257074,0.000000,2,0,0,0.000000,4,0.038276,0.055464,178,1.399360
s0_m1_c35_h06_t01,1005736,full_demo_attention,0,1,0.350000,6,0,0,0.000000,1.120936,0.000000,2,0,0,0.000000,0,0.139523,0.273393,178,1.199705
s0_m1_c35_h06_t01,1005736,latent_intent,0,1,0.350000,6,1,1,1.000000,0.842820,0.452055,0,2,2,1.000000,4,0.041688,0.052170,72,0.000000
s0_m1_c35_h06_t02,1013655,language_prior,0,1,0.350000,6,0,0,0.333333,0.927543,0.270019,2,1,0,0.000000,8,0.027910,0.039528,178,0.887317
s0_m1_c35_h06_t02,1013655,nearest_demo_replay,0,1,0.350000,6,0,0,0.166667,5.752328,0.135009,2,0,0,0.000000,1,0.025499,0.035341,178,12.101124
s0_m1_c35_h06_t02,1013655,phase_retrieval,0,1,0.350000,6,0,0,0.000000,1.206800,0.000000,2,0,0,0.000000,3,0.040089,0.056796,178,1.345387
s0_m1_c35_h06_t02,1013655,full_demo_attention,0,1,0.350000,6,0,0,0.000000,1.304240,0.000000,2,0,0,0.000000,3,0.025082,0.031459,178,1.348103
s0_m1_c35_h06_t02,1013655,latent_intent,0,1,0.350000,6,1,1,1.000000,0.935412,0.413725,0,2,2,1.000000,4,0.038553,0.045419,84,0.000000
s0_m1_c35_h06_t03,1021574,language_prior,0,1,0.350000,6,0,0,0.500000,1.327051,0.432030,2,1,1,1.000000,7,0.026918,0.038558,178,1.520317
s0_m1_c35_h06_t03,1021574,nearest_demo_replay,0,1,0.350000,6,0,0,0.000000,6.667038,0.000000,2,0,0,0.000000,0,0.015686,0.015480,178,13.833996
s0_m1_c35_h06_t03,1021574,phase_retrieval,0,1,0.350000,6,0,0,0.166667,0.753451,0.162011,2,0,0,0.000000,4,0.032151,0.045385,178,0.709063
s0_m1_c35_h06_t03,1021574,full_demo_attention,0,1,0.350000,6,0,0,0.000000,1.218989,0.000000,2,0,0,0.000000,2,0.036999,0.050880,178,1.346773
s0_m1_c35_h06_t03,1021574,latent_intent,0,1,0.350000,6,1,1,1.000000,0.825353,0.454955,0,2,2,1.000000,4,0.039660,0.046239,73,0.000000
s0_m1_c35_h06_t04,1029493,language_prior,0,1,0.350000,6,0,0,0.166667,0.909926,0.136872,2,0,0,0.000000,6,0.024505,0.034484,178,0.840540
s0_m1_c35_h06_t04,1029493,nearest_demo_replay,0,1,0.350000,6,0,0,0.000000,6.073674,0.000000,2,0,0,0.000000,1,0.024735,0.031874,178,12.818506
s0_m1_c35_h06_t04,1029493,phase_retrieval,0,1,0.350000,6,0,0,0.000000,1.241909,0.000000,2,0,0,0.000000,6,0.036548,0.053807,178,1.374951
s0_m1_c35_h06_t04,1029493,full_demo_attention,0,1,0.350000,6,0,0,0.000000,1.274623,0.000000,2,0,0,0.000000,4,0.029216,0.034215,178,1.369306
s0_m1_c35_h06_t04,1029493,latent_intent,0,1,0.350000,6,1,1,1.000000,0.919415,0.374486,0,2,2,1.000000,6,0.039426,0.046691,80,0.000000
s0_m1_c35_h06_t05,1037412,language_prior,0,1,0.350000,6,0,0,0.500000,1.362606,0.431099,2,1,1,1.000000,7,0.027807,0.038953,178,1.569537
s0_m1_c35_h06_t05,1037412,nearest_demo_replay,0,1,0.350000,6,0,0,0.000000,6.690302,0.000000,2,0,0,0.000000,0,0.005563,0.005104,178,13.839127
s0_m1_c35_h06_t05,1037412,phase_retrieval,0,1,0.350000,6,0,0,0.166667,0.952945,0.162011,2,0,0,0.000000,2,0.043735,0.069084,178,0.760849
s0_m1_c35_h06_t05,1037412,full_demo_attention,0,1,0.350000,6,0,0,0.166667,0.493971,0.162011,2,0,0,0.000000,0,0.149067,0.294857,178,0.413858
s0_m1_c35_h06_t05,1037412,latent_intent,0,1,0.350000,6,1,1,1.000000,0.864209,0.452703,0,2,2,1.000000,4,0.038942,0.046164,73,0.000000
s0_m1_c35_h09_t00,1045331,language_prior,0,1,0.350000,9,0,0,0.111111,0.846624,0.092076,2,0,0,0.000000,9,0.028616,0.039085,250,0.724226
s0_m1_c35_h09_t00,1045331,nearest_demo_replay,0,1,0.350000,9,0,0,0.000000,11.261728,0.000000,2,0,0,0.000000,0,0.003823,0.002914,250,22.086638
s0_m1_c35_h09_t00,1045331,phase_retrieval,0,1,0.350000,9,0,0,0.333333,1.242662,0.283311,2,1,0,0.000000,3,0.038639,0.056228,250,1.356905
s0_m1_c35_h09_t00,1045331,full_demo_attention,0,1,0.350000,9,0,0,0.000000,0.802089,0.000000,2,0,0,0.000000,3,0.023179,0.028444,250,0.815748
s0_m1_c35_h09_t00,1045331,latent_intent,0,1,0.350000,9,1,1,1.000000,0.853557,0.444444,0,2,2,1.000000,8,0.039146,0.042559,115,0.000000
s0_m1_c35_h09_t01,1053250,language_prior,0,1,0.350000,9,0,0,0.111111,0.813339,0.092076,2,0,0,0.000000,10,0.028786,0.039347,250,0.690823
s0_m1_c35_h09_t01,1053250,nearest_demo_replay,0,1,0.350000,9,0,0,0.000000,11.263263,0.000000,2,0,0,0.000000,0,0.004841,0.003476,250,22.127224
s0_m1_c35_h09_t01,1053250,phase_retrieval,0,1,0.350000,9,0,0,0.555556,1.116295,0.456839,2,1,0,0.000000,5,0.039073,0.056053,250,1.260272
s0_m1_c35_h09_t01,1053250,full_demo_attention,0,1,0.350000,9,0,0,0.000000,0.444880,0.000000,2,0,0,0.000000,1,0.155486,0.310425,250,0.427296
s0_m1_c35_h09_t01,1053250,latent_intent,0,1,0.350000,9,1,1,1.000000,0.868329,0.457627,0,2,2,1.000000,8,0.038479,0.041801,117,0.000000
s0_m1_c35_h09_t02,1061169,language_prior,0,1,0.350000,9,0,0,0.444444,0.747256,0.395308,2,1,1,1.000000,8,0.028809,0.039490,250,0.721481
s0_m1_c35_h09_t02,1061169,nearest_demo_replay,0,1,0.350000,9,0,0,0.000000,11.287024,0.000000,2,0,0,0.000000,0,0.004836,0.003942,250,22.145499
s0_m1_c35_h09_t02,1061169,phase_retrieval,0,1,0.350000,9,0,0,0.333333,1.169706,0.273572,2,1,0,0.000000,4,0.045554,0.070189,250,1.355528
s0_m1_c35_h09_t02,1061169,full_demo_attention,0,1,0.350000,9,0,0,0.111111,1.134853,0.108898,2,0,0,0.000000,2,0.032010,0.043216,250,1.239884
s0_m1_c35_h09_t02,1061169,latent_intent,0,1,0.350000,9,1,1,1.000000,0.758001,0.461874,0,2,2,1.000000,5,0.039673,0.047660,101,0.000000
s0_m1_c35_h09_t03,1069088,language_prior,0,1,0.350000,9,0,0,0.222222,1.185958,0.188579,2,0,0,0.000000,9,0.026309,0.036880,250,1.253765
s0_m1_c35_h09_t03,1069088,nearest_demo_replay,0,1,0.350000,9,0,0,0.000000,11.172641,0.000000,2,0,0,0.000000,0,0.012934,0.017027,250,21.952587
s0_m1_c35_h09_t03,1069088,phase_retrieval,0,1,0.350000,9,0,0,0.333333,1.121898,0.248783,2,1,0,0.000000,4,0.040467,0.056803,250,1.253735
s0_m1_c35_h09_t03,1069088,full_demo_attention,0,1,0.350000,9,0,0,0.000000,0.768817,0.000000,2,0,0,0.000000,1,0.038471,0.063508,250,0.700054
s0_m1_c35_h09_t03,1069088,latent_intent,0,1,0.350000,9,1,1,1.000000,0.843572,0.431262,0,2,2,1.000000,8,0.037949,0.041033,117,0.000000
s0_m1_c35_h09_t04,1077007,language_prior,0,1,0.350000,9,0,0,0.222222,0.826008,0.184152,2,0,0,0.000000,8,0.025381,0.036058,250,0.722053
s0_m1_c35_h09_t04,1077007,nearest_demo_replay,0,1,0.350000,9,0,0,0.000000,11.294057,0.000000,2,0,0,0.000000,0,0.003895,0.006251,250,22.136411
s0_m1_c35_h09_t04,1077007,phase_retrieval,0,1,0.350000,9,0,0,0.000000,0.835907,0.000000,2,0,0,0.000000,6,0.045904,0.066710,250,0.755854
s0_m1_c35_h09_t04,1077007,full_demo_attention,0,1,0.350000,9,0,0,0.000000,0.803282,0.000000,2,0,0,0.000000,2,0.029651,0.038888,250,0.755399
s0_m1_c35_h09_t04,1077007,latent_intent,0,1,0.350000,9,1,1,1.000000,0.873568,0.431262,0,2,2,1.000000,9,0.039130,0.044433,117,0.000000
s0_m1_c35_h09_t05,1084926,language_prior,0,1,0.350000,9,0,0,0.222222,0.858837,0.183710,2,0,0,0.000000,8,0.025051,0.036095,250,0.765118
s0_m1_c35_h09_t05,1084926,nearest_demo_replay,0,1,0.350000,9,0,0,0.000000,11.286296,0.000000,2,0,0,0.000000,0,0.004052,0.004927,250,22.092346
s0_m1_c35_h09_t05,1084926,phase_retrieval,0,1,0.350000,9,0,0,0.111111,1.258211,0.073041,2,0,0,0.000000,5,0.039622,0.056587,250,1.392278
s0_m1_c35_h09_t05,1084926,full_demo_attention,0,1,0.350000,9,0,0,0.111111,1.323466,0.096946,2,0,0,0.000000,3,0.025133,0.033373,250,1.397776
s0_m1_c35_h09_t05,1084926,latent_intent,0,1,0.350000,9,1,1,1.000000,0.861313,0.423002,0,2,2,1.000000,8,0.038848,0.044986,113,0.000000
s0_m1_c35_h12_t00,1092845,language_prior,0,1,0.350000,12,0,0,0.416667,1.219900,0.357843,2,1,1,1.000000,11,0.026973,0.039365,322,1.338695
s0_m1_c35_h12_t00,1092845,nearest_demo_replay,0,1,0.350000,12,0,0,0.000000,15.902228,0.000000,2,0,0,0.000000,0,0.004536,0.004605,322,30.325446
s0_m1_c35_h12_t00,1092845,phase_retrieval,0,1,0.350000,12,0,0,0.166667,0.702017,0.159701,2,0,0,0.000000,3,0.034773,0.047765,322,0.718314
s0_m1_c35_h12_t00,1092845,full_demo_attention,0,1,0.350000,12,0,0,0.083333,0.722217,0.082301,2,0,0,0.000000,2,0.027675,0.037233,322,0.740379
s0_m1_c35_h12_t00,1092845,latent_intent,0,1,0.350000,12,1,1,1.000000,0.795461,0.476190,0,2,2,1.000000,10,0.041089,0.046218,132,0.000000
s0_m1_c35_h12_t01,1100764,language_prior,0,1,0.350000,12,0,0,0.500000,1.200187,0.431373,2,1,1,1.000000,9,0.028186,0.040237,322,1.357072
s0_m1_c35_h12_t01,1100764,nearest_demo_replay,0,1,0.350000,12,0,0,0.000000,15.978910,0.000000,2,0,0,0.000000,0,0.001526,0.001202,322,30.456857
s0_m1_c35_h12_t01,1100764,phase_retrieval,0,1,0.350000,12,0,0,0.166667,1.273819,0.149897,2,0,0,0.000000,4,0.029491,0.045459,322,1.366577
s0_m1_c35_h12_t01,1100764,full_demo_attention,0,1,0.350000,12,0,0,0.000000,1.193809,0.000000,2,0,0,0.000000,2,0.020209,0.025992,322,1.258893
s0_m1_c35_h12_t01,1100764,latent_intent,0,1,0.350000,12,1,1,1.000000,0.730921,0.460560,0,2,2,1.000000,9,0.041855,0.048545,130,0.000000
s0_m1_c35_h12_t02,1108683,language_prior,0,1,0.350000,12,0,0,0.166667,1.222898,0.136481,2,0,0,0.000000,10,0.027162,0.037760,322,1.243281
s0_m1_c35_h12_t02,1108683,nearest_demo_replay,0,1,0.350000,12,0,0,0.000000,15.933815,0.000000,2,0,0,0.000000,0,0.009923,0.012854,322,30.389443
s0_m1_c35_h12_t02,1108683,phase_retrieval,0,1,0.350000,12,0,0,0.083333,1.200138,0.079979,2,0,0,0.000000,6,0.036518,0.058296,322,1.302411
s0_m1_c35_h12_t02,1108683,full_demo_attention,0,1,0.350000,12,0,0,0.083333,1.207607,0.080237,2,0,0,0.000000,2,0.034375,0.054822,322,1.301013
s0_m1_c35_h12_t02,1108683,latent_intent,0,1,0.350000,12,1,1,1.000000,0.889220,0.468427,0,2,2,1.000000,12,0.037807,0.041008,160,0.000000
s0_m1_c35_h12_t03,1116602,language_prior,0,1,0.350000,12,0,0,0.250000,1.189180,0.215686,2,0,0,0.000000,11,0.025837,0.036254,322,1.239697
s0_m1_c35_h12_t03,1116602,nearest_demo_replay,0,1,0.350000,12,0,0,0.083333,15.147585,0.074561,2,0,0,0.000000,0,0.017836,0.024928,322,29.286778
s0_m1_c35_h12_t03,1116602,phase_retrieval,0,1,0.350000,12,0,0,0.333333,0.832816,0.279670,2,1,0,0.000000,3,0.041444,0.061622,322,0.792217
s0_m1_c35_h12_t03,1116602,full_demo_attention,0,1,0.350000,12,0,0,0.000000,1.345688,0.000000,2,0,0,0.000000,2,0.020349,0.026906,322,1.402123
s0_m1_c35_h12_t03,1116602,latent_intent,0,1,0.350000,12,1,1,1.000000,0.877516,0.431469,0,2,2,1.000000,11,0.040687,0.045025,151,0.000000
s0_m1_c35_h12_t04,1124521,language_prior,0,1,0.350000,12,0,0,0.333333,0.912511,0.271672,2,1,0,0.000000,10,0.026011,0.036969,322,0.884697
s0_m1_c35_h12_t04,1124521,nearest_demo_replay,0,1,0.350000,12,0,0,0.000000,15.515036,0.000000,2,0,0,0.000000,0,0.012174,0.015497,322,29.772640
s0_m1_c35_h12_t04,1124521,phase_retrieval,0,1,0.350000,12,0,0,0.166667,0.864171,0.142931,2,0,0,0.000000,7,0.035473,0.049513,322,0.773163
s0_m1_c35_h12_t04,1124521,full_demo_attention,0,1,0.350000,12,0,0,0.000000,1.214793,0.000000,2,0,0,0.000000,1,0.143993,0.285217,322,1.262586
s0_m1_c35_h12_t04,1124521,latent_intent,0,1,0.350000,12,1,1,1.000000,0.845493,0.441338,0,2,2,1.000000,9,0.041574,0.046640,151,0.000000
s0_m1_c35_h12_t05,1132440,language_prior,0,1,0.350000,12,0,0,0.416667,0.850889,0.350361,2,1,1,1.000000,11,0.028118,0.039039,322,0.849936
s0_m1_c35_h12_t05,1132440,nearest_demo_replay,0,1,0.350000,12,0,0,0.000000,15.973931,0.000000,2,0,0,0.000000,2,0.008530,0.008169,322,30.440025
s0_m1_c35_h12_t05,1132440,phase_retrieval,0,1,0.350000,12,0,0,0.166667,0.691844,0.156347,2,0,0,0.000000,6,0.037020,0.051934,322,0.598811
s0_m1_c35_h12_t05,1132440,full_demo_attention,0,1,0.350000,12,0,0,0.000000,1.239130,0.000000,2,0,0,0.000000,3,0.022500,0.028645,322,1.299809
s0_m1_c35_h12_t05,1132440,latent_intent,0,1,0.350000,12,1,1,1.000000,0.810247,0.448198,0,2,2,1.000000,9,0.040021,0.044176,147,0.000000
s1_m0_c00_h03_t00,1140359,language_prior,1,0,0.000000,3,0,0,0.000000,1.154476,0.000000,2,0,0,0.000000,5,0.027236,0.035761,106,1.182831
s1_m0_c00_h03_t00,1140359,nearest_demo_replay,1,0,0.000000,3,0,0,0.000000,0.637511,0.000000,2,0,0,0.000000,3,0.033020,0.045417,106,0.184493
s1_m0_c00_h03_t00,1140359,phase_retrieval,1,0,0.000000,3,0,0,0.000000,0.769746,0.000000,2,0,0,0.000000,3,0.036507,0.050623,106,0.706906
s1_m0_c00_h03_t00,1140359,full_demo_attention,1,0,0.000000,3,0,0,0.000000,0.772365,0.000000,2,0,0,0.000000,3,0.020011,0.023009,106,0.706384
s1_m0_c00_h03_t00,1140359,latent_intent,1,0,0.000000,3,1,1,1.000000,1.016740,0.346667,0,2,2,1.000000,2,0.036749,0.041861,49,0.000000
s1_m0_c00_h03_t01,1148278,language_prior,1,0,0.000000,3,0,0,0.000000,1.432099,0.000000,2,0,0,0.000000,5,0.027588,0.037834,106,1.600477
s1_m0_c00_h03_t01,1148278,nearest_demo_replay,1,0,0.000000,3,0,0,0.000000,0.828813,0.000000,2,0,0,0.000000,2,0.027361,0.033887,106,0.163455
s1_m0_c00_h03_t01,1148278,phase_retrieval,1,0,0.000000,3,0,0,0.000000,1.205016,0.000000,2,0,0,0.000000,3,0.031275,0.040505,106,1.412893
s1_m0_c00_h03_t01,1148278,full_demo_attention,1,0,0.000000,3,0,0,0.000000,1.191329,0.000000,2,0,0,0.000000,3,0.032256,0.036460,106,1.411584
s1_m0_c00_h03_t01,1148278,latent_intent,1,0,0.000000,3,1,1,1.000000,0.879106,0.317460,0,2,2,1.000000,2,0.040201,0.049891,41,0.000000
s1_m0_c00_h03_t02,1156197,language_prior,1,0,0.000000,3,0,0,0.333333,1.338166,0.271028,2,1,0,0.000000,5,0.031743,0.043700,106,1.521969
s1_m0_c00_h03_t02,1156197,nearest_demo_replay,1,0,0.000000,3,0,0,0.000000,1.032347,0.000000,2,0,0,0.000000,4,0.029286,0.040194,106,0.156109
s1_m0_c00_h03_t02,1156197,phase_retrieval,1,0,0.000000,3,0,0,0.000000,1.441385,0.000000,2,0,0,0.000000,5,0.033856,0.046548,106,1.708247
s1_m0_c00_h03_t02,1156197,full_demo_attention,1,0,0.000000,3,0,0,0.000000,1.467141,0.000000,2,0,0,0.000000,3,0.029609,0.032312,106,1.707063
s1_m0_c00_h03_t02,1156197,latent_intent,1,0,0.000000,3,1,1,1.000000,0.969378,0.326241,0,2,2,1.000000,3,0.039746,0.047107,46,0.000000
s1_m0_c00_h03_t03,1164116,language_prior,1,0,0.000000,3,0,0,0.333333,1.190941,0.280374,2,1,0,0.000000,5,0.029736,0.040908,106,1.339968
s1_m0_c00_h03_t03,1164116,nearest_demo_replay,1,0,0.000000,3,0,0,0.333333,0.585757,0.289720,2,1,0,0.000000,3,0.028684,0.039234,106,0.170510
s1_m0_c00_h03_t03,1164116,phase_retrieval,1,0,0.000000,3,0,0,0.333333,1.192602,0.292835,2,1,0,0.000000,4,0.025525,0.034329,106,1.331556
s1_m0_c00_h03_t03,1164116,full_demo_attention,1,0,0.000000,3,0,0,0.000000,0.710986,0.000000,2,0,0,0.000000,4,0.026711,0.035431,106,0.694386
s1_m0_c00_h03_t03,1164116,latent_intent,1,0,0.000000,3,1,1,1.000000,0.943577,0.363636,0,2,2,1.000000,3,0.034681,0.043544,43,0.000000
s1_m0_c00_h03_t04,1172035,language_prior,1,0,0.000000,3,0,0,0.333333,1.271793,0.274143,2,1,0,0.000000,5,0.029795,0.040852,106,1.449053
s1_m0_c00_h03_t04,1172035,nearest_demo_replay,1,0,0.000000,3,0,0,0.333333,0.662771,0.286604,2,1,0,0.000000,3,0.023398,0.029806,106,0.174583
s1_m0_c00_h03_t04,1172035,phase_retrieval,1,0,0.000000,3,0,0,0.000000,0.824157,0.000000,2,0,0,0.000000,4,0.033214,0.044767,106,0.829374
s1_m0_c00_h03_t04,1172035,full_demo_attention,1,0,0.000000,3,0,0,0.000000,0.827858,0.000000,2,0,0,0.000000,4,0.027695,0.034205,106,0.829342
s1_m0_c00_h03_t04,1172035,latent_intent,1,0,0.000000,3,1,1,1.000000,1.048245,0.366667,0,2,2,1.000000,3,0.032986,0.044812,49,0.000000
s1_m0_c00_h03_t05,1179954,language_prior,1,0,0.000000,3,0,0,0.000000,1.636390,0.000000,2,0,0,0.000000,5,0.025865,0.035101,106,1.907080
s1_m0_c00_h03_t05,1179954,nearest_demo_replay,1,0,0.000000,3,0,0,0.000000,0.866843,0.000000,2,0,0,0.000000,2,0.016529,0.019597,106,0.160652
s1_m0_c00_h03_t05,1179954,phase_retrieval,1,0,0.000000,3,0,0,0.333333,0.907675,0.289720,2,1,0,0.000000,3,0.035447,0.047974,106,0.899306
s1_m0_c00_h03_t05,1179954,full_demo_attention,1,0,0.000000,3,0,0,0.000000,1.253863,0.000000,2,0,0,0.000000,2,0.033407,0.038773,106,1.500382
s1_m0_c00_h03_t05,1179954,latent_intent,1,0,0.000000,3,1,1,1.000000,1.085983,0.333333,0,2,2,1.000000,2,0.037869,0.043173,47,0.000000
s1_m0_c00_h06_t00,1187873,language_prior,1,0,0.000000,6,0,0,0.333333,1.460020,0.288641,2,1,0,0.000000,7,0.027949,0.039412,178,1.669334
s1_m0_c00_h06_t00,1187873,nearest_demo_replay,1,0,0.000000,6,0,0,0.166667,0.561564,0.160149,2,0,0,0.000000,4,0.029028,0.040302,178,0.142151
s1_m0_c00_h06_t00,1187873,phase_retrieval,1,0,0.000000,6,0,0,0.166667,0.983535,0.160149,2,0,0,0.000000,2,0.031331,0.045462,178,1.059194
s1_m0_c00_h06_t00,1187873,full_demo_attention,1,0,0.000000,6,0,0,0.166667,0.998275,0.136872,2,0,0,0.000000,3,0.023765,0.026430,178,1.057273
s1_m0_c00_h06_t00,1187873,latent_intent,1,0,0.000000,6,1,1,1.000000,0.860307,0.444444,0,2,2,1.000000,3,0.038776,0.044525,77,0.000000
