scenario_id,seed,method,shift_level,mirrored,corruption,horizon,success,assisted_completion,progress,tracking_rmse,tracking_progress,interventions,disturbance_events,recoveries,recovery_rate,wrong_contacts,smoothness,command_jerk,steps,final_target_distance
s0_m0_c00_h03_t00,23,language_prior,0,0,0.000000,3,0,0,0.333333,1.166538,0.299065,2,1,0,0.000000,5,0.030668,0.042354,106,1.309648
s0_m0_c00_h03_t00,23,nearest_demo_replay,0,0,0.000000,3,0,0,0.333333,0.557124,0.311526,2,1,0,0.000000,1,0.027378,0.037418,106,0.132304
s0_m0_c00_h03_t00,23,phase_retrieval,0,0,0.000000,3,1,1,1.000000,0.765787,0.424242,0,2,2,1.000000,1,0.042835,0.056058,32,0.000000
s0_m0_c00_h03_t00,23,full_demo_attention,0,0,0.000000,3,0,0,0.000000,0.595585,0.000000,2,0,0,0.000000,3,0.027630,0.032578,106,0.603961
s0_m0_c00_h03_t00,23,latent_intent,0,0,0.000000,3,1,1,1.000000,0.876306,0.418803,0,2,2,1.000000,2,0.042500,0.052267,38,0.000000
s0_m0_c00_h03_t01,7942,language_prior,0,0,0.000000,3,0,0,0.333333,0.807542,0.277259,2,1,0,0.000000,5,0.029941,0.042213,106,0.808361
s0_m0_c00_h03_t01,7942,nearest_demo_replay,0,0,0.000000,3,1,1,1.000000,0.785962,0.333333,0,2,2,1.000000,0,0.044136,0.053668,33,0.000000
s0_m0_c00_h03_t01,7942,phase_retrieval,0,0,0.000000,3,0,0,0.000000,1.090594,0.000000,2,0,0,0.000000,5,0.031765,0.041882,106,1.277744
s0_m0_c00_h03_t01,7942,full_demo_attention,0,0,0.000000,3,0,0,0.000000,1.152710,0.000000,2,0,0,0.000000,3,0.022244,0.025967,106,1.269040
s0_m0_c00_h03_t01,7942,latent_intent,0,0,0.000000,3,1,1,1.000000,0.869424,0.365079,0,2,2,1.000000,3,0.039762,0.043763,41,0.000000
s0_m0_c00_h03_t02,15861,language_prior,0,0,0.000000,3,0,0,0.666667,1.292548,0.570093,2,2,1,0.500000,5,0.037210,0.048221,106,1.559014
s0_m0_c00_h03_t02,15861,nearest_demo_replay,0,0,0.000000,3,0,0,0.333333,0.615831,0.308411,2,1,0,0.000000,1,0.025902,0.038033,106,0.168352
s0_m0_c00_h03_t02,15861,phase_retrieval,0,0,0.000000,3,1,1,1.000000,0.825853,0.444444,0,2,2,1.000000,1,0.035958,0.045934,29,0.000000
s0_m0_c00_h03_t02,15861,full_demo_attention,0,0,0.000000,3,0,0,0.333333,1.276009,0.308411,2,1,0,0.000000,3,0.024059,0.027040,106,1.559629
s0_m0_c00_h03_t02,15861,latent_intent,0,0,0.000000,3,1,1,1.000000,0.839231,0.432432,0,2,2,1.000000,2,0.044377,0.050823,36,0.000000
s0_m0_c00_h03_t03,23780,language_prior,0,0,0.000000,3,0,0,0.000000,1.191789,0.000000,2,0,0,0.000000,5,0.027820,0.037572,106,1.241617
s0_m0_c00_h03_t03,23780,nearest_demo_replay,0,0,0.000000,3,0,0,0.000000,0.667817,0.000000,2,0,0,0.000000,3,0.034303,0.048433,106,0.149550
s0_m0_c00_h03_t03,23780,phase_retrieval,0,0,0.000000,3,0,0,0.000000,0.816448,0.000000,2,0,0,0.000000,5,0.038520,0.053645,106,0.741663
s0_m0_c00_h03_t03,23780,full_demo_attention,0,0,0.000000,3,0,0,0.000000,0.791088,0.000000,2,0,0,0.000000,4,0.019869,0.022200,106,0.746091
s0_m0_c00_h03_t03,23780,latent_intent,0,0,0.000000,3,1,1,1.000000,1.034149,0.360000,0,2,2,1.000000,3,0.035120,0.042913,49,0.000000
s0_m0_c00_h03_t04,31699,language_prior,0,0,0.000000,3,0,0,0.000000,1.386857,0.000000,2,0,0,0.000000,5,0.027488,0.037676,106,1.572780
s0_m0_c00_h03_t04,31699,nearest_demo_replay,0,0,0.000000,3,1,1,1.000000,0.837404,0.306306,0,2,2,1.000000,0,0.042667,0.052401,36,0.000000
s0_m0_c00_h03_t04,31699,phase_retrieval,0,0,0.000000,3,0,0,0.333333,0.828344,0.295950,2,1,0,0.000000,4,0.034585,0.047249,106,0.846901
s0_m0_c00_h03_t04,31699,full_demo_attention,0,0,0.000000,3,0,0,0.000000,1.081180,0.000000,2,0,0,0.000000,2,0.034226,0.039865,106,1.243880
s0_m0_c00_h03_t04,31699,latent_intent,0,0,0.000000,3,1,1,1.000000,0.903892,0.325203,0,2,2,1.000000,2,0.041905,0.052500,40,0.000000
s0_m0_c00_h03_t05,39618,language_prior,0,0,0.000000,3,0,0,0.333333,1.289595,0.317757,2,1,0,0.000000,5,0.030722,0.041453,106,1.490761
s0_m0_c00_h03_t05,39618,nearest_demo_replay,0,0,0.000000,3,0,0,0.000000,0.566620,0.000000,2,0,0,0.000000,2,0.016860,0.022270,106,0.194377
s0_m0_c00_h03_t05,39618,phase_retrieval,0,0,0.000000,3,1,1,1.000000,0.710055,0.480000,0,2,2,1.000000,1,0.032933,0.041357,24,0.000000
s0_m0_c00_h03_t05,39618,full_demo_attention,0,0,0.000000,3,0,0,0.333333,1.118269,0.317757,2,1,0,0.000000,3,0.022286,0.024772,106,1.319228
s0_m0_c00_h03_t05,39618,latent_intent,0,0,0.000000,3,1,1,1.000000,0.745474,0.458333,0,2,2,1.000000,2,0.047746,0.056293,31,0.000000
s0_m0_c00_h06_t00,47537,language_prior,0,0,0.000000,6,0,0,0.333333,1.147524,0.298883,2,1,0,0.000000,7,0.030831,0.042335,178,1.219508
s0_m0_c00_h06_t00,47537,nearest_demo_replay,0,0,0.000000,6,1,1,1.000000,0.761225,0.469697,0,2,2,1.000000,0,0.047139,0.062313,65,0.000000
s0_m0_c00_h06_t00,47537,phase_retrieval,0,0,0.000000,6,0,0,0.333333,1.114593,0.312849,2,1,0,0.000000,5,0.029018,0.039438,178,1.295614
s0_m0_c00_h06_t00,47537,full_demo_attention,0,0,0.000000,6,0,0,0.166667,0.732564,0.162011,2,0,0,0.000000,2,0.023687,0.026881,178,0.766934
s0_m0_c00_h06_t00,47537,latent_intent,0,0,0.000000,6,1,1,1.000000,0.848404,0.474178,0,2,2,1.000000,4,0.040219,0.051799,70,0.000000
s0_m0_c00_h06_t01,55456,language_prior,0,0,0.000000,6,0,0,0.166667,0.901449,0.126629,2,0,0,0.000000,7,0.029926,0.039914,178,0.858731
s0_m0_c00_h06_t01,55456,nearest_demo_replay,0,0,0.000000,6,0,0,0.500000,0.550803,0.439479,2,1,1,1.000000,2,0.035205,0.047822,178,0.159204
s0_m0_c00_h06_t01,55456,phase_retrieval,0,0,0.000000,6,0,0,0.000000,1.207395,0.000000,2,0,0,0.000000,5,0.034099,0.049627,178,1.353682
s0_m0_c00_h06_t01,55456,full_demo_attention,0,0,0.000000,6,0,0,0.000000,1.231421,0.000000,2,0,0,0.000000,2,0.024263,0.026892,178,1.349563
s0_m0_c00_h06_t01,55456,latent_intent,0,0,0.000000,6,1,1,1.000000,0.845721,0.443723,0,2,2,1.000000,6,0.038514,0.044588,76,0.000000
s0_m0_c00_h06_t02,63375,language_prior,0,0,0.000000,6,0,0,0.500000,1.374522,0.433892,2,1,1,1.000000,7,0.026932,0.038785,178,1.578004
s0_m0_c00_h06_t02,63375,nearest_demo_replay,0,0,0.000000,6,0,0,0.166667,0.532834,0.162942,2,0,0,0.000000,4,0.030833,0.042731,178,0.165957
s0_m0_c00_h06_t02,63375,phase_retrieval,0,0,0.000000,6,0,0,0.166667,0.826204,0.162942,2,0,0,0.000000,6,0.032396,0.045617,178,0.786500
s0_m0_c00_h06_t02,63375,full_demo_attention,0,0,0.000000,6,0,0,0.166667,0.795082,0.162942,2,0,0,0.000000,2,0.020685,0.022246,178,0.782655
s0_m0_c00_h06_t02,63375,latent_intent,0,0,0.000000,6,1,1,1.000000,0.872315,0.460000,0,2,2,1.000000,4,0.036245,0.044943,74,0.000000
s0_m0_c00_h06_t03,71294,language_prior,0,0,0.000000,6,0,0,0.333333,1.150893,0.297952,2,1,0,0.000000,7,0.029518,0.039830,178,1.225776
s0_m0_c00_h06_t03,71294,nearest_demo_replay,0,0,0.000000,6,0,0,0.333333,0.590412,0.312849,2,1,0,0.000000,4,0.028808,0.037305,178,0.170672
s0_m0_c00_h06_t03,71294,phase_retrieval,0,0,0.000000,6,0,0,0.333333,1.174798,0.312849,2,1,0,0.000000,4,0.032745,0.049300,178,1.304778
s0_m0_c00_h06_t03,71294,full_demo_attention,0,0,0.000000,6,0,0,0.166667,0.709868,0.162011,2,0,0,0.000000,2,0.023513,0.026461,178,0.745682
s0_m0_c00_h06_t03,71294,latent_intent,0,0,0.000000,6,1,1,1.000000,0.858084,0.474886,0,2,2,1.000000,4,0.040995,0.050179,72,0.000000
s0_m0_c00_h06_t04,79213,language_prior,0,0,0.000000,6,0,0,0.166667,0.887367,0.150838,2,0,0,0.000000,7,0.026437,0.036615,178,0.814524
s0_m0_c00_h06_t04,79213,nearest_demo_replay,0,0,0.000000,6,0,0,0.000000,0.590963,0.000000,2,0,0,0.000000,5,0.031546,0.044607,178,0.179547
s0_m0_c00_h06_t04,79213,phase_retrieval,0,0,0.000000,6,0,0,0.000000,1.160156,0.000000,2,0,0,0.000000,6,0.032608,0.044422,178,1.254814
s0_m0_c00_h06_t04,79213,full_demo_attention,0,0,0.000000,6,0,0,0.000000,1.169153,0.000000,2,0,0,0.000000,5,0.026995,0.031488,178,1.253956
s0_m0_c00_h06_t04,79213,latent_intent,0,0,0.000000,6,1,1,1.000000,0.822880,0.429487,0,2,2,1.000000,5,0.042347,0.049107,77,0.000000
s0_m0_c00_h06_t05,87132,language_prior,0,0,0.000000,6,0,0,0.500000,1.359589,0.431099,2,1,1,1.000000,7,0.030708,0.041713,178,1.569895
s0_m0_c00_h06_t05,87132,nearest_demo_replay,0,0,0.000000,6,0,0,0.333333,0.572415,0.310056,2,1,0,0.000000,2,0.031355,0.042337,178,0.162688
s0_m0_c00_h06_t05,87132,phase_retrieval,0,0,0.000000,6,0,0,0.166667,0.797811,0.162011,2,0,0,0.000000,6,0.030615,0.042257,178,0.762935
s0_m0_c00_h06_t05,87132,full_demo_attention,0,0,0.000000,6,0,0,0.166667,0.774386,0.162011,2,0,0,0.000000,2,0.021217,0.023559,178,0.762579
s0_m0_c00_h06_t05,87132,latent_intent,0,0,0.000000,6,1,1,1.000000,0.851707,0.454955,0,2,2,1.000000,4,0.039943,0.046339,73,0.000000
s0_m0_c00_h09_t00,95051,language_prior,0,0,0.000000,9,0,0,0.333333,0.846538,0.277114,2,1,0,0.000000,9,0.027639,0.039190,250,0.765899
s0_m0_c00_h09_t00,95051,nearest_demo_replay,0,0,0.000000,9,0,0,0.000000,0.859496,0.000000,2,0,0,0.000000,7,0.037239,0.050986,250,0.795567
s0_m0_c00_h09_t00,95051,phase_retrieval,0,0,0.000000,9,0,0,0.111111,1.353726,0.103143,2,0,0,0.000000,3,0.037591,0.054347,250,1.530974
s0_m0_c00_h09_t00,95051,full_demo_attention,0,0,0.000000,9,0,0,0.000000,0.835723,0.000000,2,0,0,0.000000,2,0.023664,0.028583,250,0.787271
s0_m0_c00_h09_t00,95051,latent_intent,0,0,0.000000,9,1,1,1.000000,0.947475,0.444444,0,2,2,1.000000,8,0.037403,0.040593,127,0.000000
s0_m0_c00_h09_t01,102970,language_prior,0,0,0.000000,9,0,0,0.444444,0.859008,0.381585,2,1,0,0.000000,10,0.026778,0.038506,250,0.807477
s0_m0_c00_h09_t01,102970,nearest_demo_replay,0,0,0.000000,9,0,0,0.333333,1.436796,0.286853,2,1,0,0.000000,4,0.036492,0.052153,250,1.648063
s0_m0_c00_h09_t01,102970,phase_retrieval,0,0,0.000000,9,0,0,0.333333,1.408307,0.286853,2,1,0,0.000000,4,0.037400,0.055019,250,1.593819
s0_m0_c00_h09_t01,102970,full_demo_attention,0,0,0.000000,9,0,0,0.111111,1.300822,0.108898,2,0,0,0.000000,2,0.021306,0.024580,250,1.399719
s0_m0_c00_h09_t01,102970,latent_intent,0,0,0.000000,9,1,1,1.000000,0.934423,0.484594,0,2,2,1.000000,7,0.038167,0.043876,118,0.000000
s0_m0_c00_h09_t02,110889,language_prior,0,0,0.000000,9,0,0,0.444444,0.748987,0.397521,2,1,1,1.000000,8,0.028728,0.039675,250,0.721675
s0_m0_c00_h09_t02,110889,nearest_demo_replay,0,0,0.000000,9,0,0,0.111111,1.141161,0.109340,2,0,0,0.000000,5,0.034525,0.048181,250,1.219817
s0_m0_c00_h09_t02,110889,phase_retrieval,0,0,0.000000,9,0,0,0.333333,1.232025,0.290837,2,1,0,0.000000,7,0.033913,0.046171,250,1.363304
s0_m0_c00_h09_t02,110889,full_demo_attention,0,0,0.000000,9,0,0,0.111111,1.155225,0.109340,2,0,0,0.000000,2,0.021325,0.025655,250,1.230869
s0_m0_c00_h09_t02,110889,latent_intent,0,0,0.000000,9,1,1,1.000000,0.761668,0.463524,0,2,2,1.000000,6,0.041051,0.045853,98,0.000000
s0_m0_c00_h09_t03,118808,language_prior,0,0,0.000000,9,0,0,0.222222,1.172820,0.189022,2,0,0,0.000000,8,0.028635,0.039615,250,1.242285
s0_m0_c00_h09_t03,118808,nearest_demo_replay,0,0,0.000000,9,0,0,0.333333,1.265388,0.281098,2,1,0,0.000000,4,0.036522,0.049489,250,1.409286
s0_m0_c00_h09_t03,118808,phase_retrieval,0,0,0.000000,9,0,0,0.333333,1.177213,0.205843,2,1,0,0.000000,3,0.036913,0.050984,250,1.380270
s0_m0_c00_h09_t03,118808,full_demo_attention,0,0,0.000000,9,0,0,0.000000,1.154068,0.000000,2,0,0,0.000000,2,0.022592,0.025384,250,1.241371
s0_m0_c00_h09_t03,118808,latent_intent,0,0,0.000000,9,1,1,1.000000,0.864197,0.449234,0,2,2,1.000000,9,0.040150,0.045223,115,0.000000
s0_m0_c00_h09_t04,126727,language_prior,0,0,0.000000,9,0,0,0.222222,1.189744,0.190792,2,0,0,0.000000,9,0.026481,0.037021,250,1.242049
s0_m0_c00_h09_t04,126727,nearest_demo_replay,0,0,0.000000,9,0,0,0.222222,1.161096,0.160248,2,0,0,0.000000,5,0.032612,0.043991,250,1.228666
s0_m0_c00_h09_t04,126727,phase_retrieval,0,0,0.000000,9,0,0,0.000000,0.826225,0.000000,2,0,0,0.000000,5,0.035395,0.053473,250,0.714879
s0_m0_c00_h09_t04,126727,full_demo_attention,0,0,0.000000,9,0,0,0.000000,0.793586,0.000000,2,0,0,0.000000,3,0.026503,0.031716,250,0.718894
s0_m0_c00_h09_t04,126727,latent_intent,0,0,0.000000,9,1,1,1.000000,0.924409,0.435556,0,2,2,1.000000,8,0.039640,0.043333,124,0.000000
s0_m0_c00_h09_t05,134646,language_prior,0,0,0.000000,9,0,0,0.222222,1.181402,0.189907,2,0,0,0.000000,9,0.026379,0.036910,250,1.227116
s0_m0_c00_h09_t05,134646,nearest_demo_replay,0,0,0.000000,9,0,0,0.333333,1.267877,0.234174,2,1,0,0.000000,6,0.036467,0.050102,250,1.419028
s0_m0_c00_h09_t05,134646,phase_retrieval,0,0,0.000000,9,0,0,0.000000,0.832902,0.000000,2,0,0,0.000000,7,0.035542,0.049865,250,0.707145
s0_m0_c00_h09_t05,134646,full_demo_attention,0,0,0.000000,9,0,0,0.000000,0.791921,0.000000,2,0,0,0.000000,2,0.026952,0.032792,250,0.709115
s0_m0_c00_h09_t05,134646,latent_intent,0,0,0.000000,9,1,1,1.000000,0.916375,0.436380,0,2,2,1.000000,7,0.040324,0.044671,123,0.000000
s0_m0_c00_h12_t00,142565,language_prior,0,0,0.000000,12,0,0,0.333333,1.241532,0.275026,2,1,0,0.000000,10,0.025391,0.036244,322,1.320934
s0_m0_c00_h12_t00,142565,nearest_demo_replay,0,0,0.000000,12,0,0,0.250000,0.940394,0.214912,2,0,0,0.000000,6,0.034729,0.045211,322,0.926652
s0_m0_c00_h12_t00,142565,phase_retrieval,0,0,0.000000,12,0,0,0.166667,1.103734,0.130031,2,0,0,0.000000,10,0.035288,0.049188,322,1.253719
s0_m0_c00_h12_t00,142565,full_demo_attention,0,0,0.000000,12,0,0,0.000000,1.281948,0.000000,2,0,0,0.000000,3,0.025538,0.030332,322,1.377524
s0_m0_c00_h12_t00,142565,latent_intent,0,0,0.000000,12,1,1,1.000000,0.885323,0.445887,0,2,2,1.000000,12,0.037909,0.039110,153,0.000000
s0_m0_c00_h12_t01,150484,language_prior,0,0,0.000000,12,0,0,0.416667,0.859182,0.352167,2,1,1,1.000000,11,0.026681,0.038730,322,0.861818
s0_m0_c00_h12_t01,150484,nearest_demo_replay,0,0,0.000000,12,0,0,0.083333,1.224671,0.079721,2,0,0,0.000000,9,0.034915,0.046837,322,1.381837
s0_m0_c00_h12_t01,150484,phase_retrieval,0,0,0.000000,12,0,0,0.166667,0.702614,0.156605,2,0,0,0.000000,7,0.035271,0.047647,322,0.600998
s0_m0_c00_h12_t01,150484,full_demo_attention,0,0,0.000000,12,0,0,0.000000,1.244238,0.000000,2,0,0,0.000000,4,0.021539,0.026883,322,1.302831
s0_m0_c00_h12_t01,150484,latent_intent,0,0,0.000000,12,1,1,1.000000,0.799381,0.444828,0,2,2,1.000000,9,0.039335,0.045449,144,0.000000
s0_m0_c00_h12_t02,158403,language_prior,0,0,0.000000,12,0,0,0.250000,1.132399,0.218782,2,0,0,0.000000,11,0.026302,0.037287,322,1.182692
s0_m0_c00_h12_t02,158403,nearest_demo_replay,0,0,0.000000,12,0,0,0.250000,0.559336,0.206656,2,0,0,0.000000,7,0.034775,0.048201,322,0.151537
s0_m0_c00_h12_t02,158403,phase_retrieval,0,0,0.000000,12,0,0,0.083333,0.863030,0.055986,2,0,0,0.000000,10,0.035532,0.049082,322,0.834868
s0_m0_c00_h12_t02,158403,full_demo_attention,0,0,0.000000,12,0,0,0.000000,1.402296,0.000000,2,0,0,0.000000,3,0.022700,0.025143,322,1.522015
s0_m0_c00_h12_t02,158403,latent_intent,0,0,0.000000,12,1,1,1.000000,0.828173,0.428657,0,2,2,1.000000,9,0.041479,0.046399,138,0.000000
s0_m0_c00_h12_t03,166322,language_prior,0,0,0.000000,12,0,0,0.500000,1.234328,0.431115,2,1,1,1.000000,11,0.025814,0.036459,322,1.378424
s0_m0_c00_h12_t03,166322,nearest_demo_replay,0,0,0.000000,12,0,0,0.083333,1.380212,0.082301,2,0,0,0.000000,8,0.031917,0.042629,322,1.531838
s0_m0_c00_h12_t03,166322,phase_retrieval,0,0,0.000000,12,0,0,0.333333,1.257436,0.285604,2,1,0,0.000000,3,0.031662,0.046612,322,1.397282
s0_m0_c00_h12_t03,166322,full_demo_attention,0,0,0.000000,12,0,0,0.083333,1.422083,0.082301,2,0,0,0.000000,3,0.025336,0.030437,322,1.562904
s0_m0_c00_h12_t03,166322,latent_intent,0,0,0.000000,12,1,1,1.000000,0.799619,0.459273,0,2,2,1.000000,9,0.041321,0.047547,132,0.000000
s0_m0_c00_h12_t04,174241,language_prior,0,0,0.000000,12,0,0,0.250000,1.206511,0.222136,2,0,0,0.000000,9,0.023738,0.033977,322,1.220102
s0_m0_c00_h12_t04,174241,nearest_demo_replay,0,0,0.000000,12,0,0,0.083333,1.377886,0.058050,2,0,0,0.000000,8,0.028351,0.036328,322,1.503662
s0_m0_c00_h12_t04,174241,phase_retrieval,0,0,0.000000,12,0,0,0.083333,0.928274,0.082301,2,0,0,0.000000,6,0.026592,0.034913,322,0.908401
s0_m0_c00_h12_t04,174241,full_demo_attention,0,0,0.000000,12,0,0,0.000000,1.265971,0.000000,2,0,0,0.000000,4,0.026224,0.034171,322,1.329499
s0_m0_c00_h12_t04,174241,latent_intent,0,0,0.000000,12,1,1,1.000000,0.781567,0.476543,0,2,2,1.000000,8,0.040966,0.046702,134,0.000000
s0_m0_c00_h12_t05,182160,language_prior,0,0,0.000000,12,0,0,0.166667,1.154950,0.137255,2,0,0,0.000000,12,0.027696,0.038262,322,1.191356
s0_m0_c00_h12_t05,182160,nearest_demo_replay,0,0,0.000000,12,0,0,0.500000,0.559760,0.436017,2,1,1,1.000000,6,0.032527,0.044095,322,0.164943
s0_m0_c00_h12_t05,182160,phase_retrieval,0,0,0.000000,12,0,0,0.166667,1.171976,0.142415,2,0,0,0.000000,6,0.032517,0.046370,322,1.259761
s0_m0_c00_h12_t05,182160,full_demo_attention,0,0,0.000000,12,0,0,0.000000,1.229930,0.000000,2,0,0,0.000000,2,0.021573,0.025583,322,1.315444
s0_m0_c00_h12_t05,182160,latent_intent,0,0,0.000000,12,1,1,1.000000,0.738748,0.437500,0,2,2,1.000000,9,0.041077,0.046155,131,0.000000
s0_m0_c18_h03_t00,190079,language_prior,0,0,0.180000,3,0,0,0.666667,1.281875,0.573209,2,2,1,0.500000,5,0.035488,0.047251,106,1.548026
s0_m0_c18_h03_t00,190079,nearest_demo_replay,0,0,0.180000,3,0,0,0.333333,0.575067,0.311526,2,1,0,0.000000,1,0.025143,0.034441,106,0.178635
s0_m0_c18_h03_t00,190079,phase_retrieval,0,0,0.180000,3,0,0,0.333333,1.265031,0.311526,2,1,0,0.000000,3,0.030182,0.041321,106,1.539995
s0_m0_c18_h03_t00,190079,full_demo_attention,0,0,0.180000,3,0,0,0.333333,1.263381,0.311526,2,1,0,0.000000,3,0.024474,0.027681,106,1.538146
s0_m0_c18_h03_t00,190079,latent_intent,0,0,0.180000,3,1,1,1.000000,0.833738,0.432432,0,2,2,1.000000,2,0.042334,0.050611,36,0.000000
s0_m0_c18_h03_t01,197998,language_prior,0,0,0.180000,3,0,0,0.333333,1.341058,0.317757,2,1,0,0.000000,5,0.032676,0.044388,106,1.554688
s0_m0_c18_h03_t01,197998,nearest_demo_replay,0,0,0.180000,3,1,1,1.000000,0.744193,0.459770,0,2,2,1.000000,1,0.032378,0.037902,28,0.000000
s0_m0_c18_h03_t01,197998,phase_retrieval,0,0,0.180000,3,1,1,1.000000,0.717117,0.455556,0,2,2,1.000000,2,0.046329,0.066882,29,0.000000
s0_m0_c18_h03_t01,197998,full_demo_attention,0,0,0.180000,3,0,0,0.333333,1.167801,0.317757,2,1,0,0.000000,3,0.023055,0.025933,106,1.415892
s0_m0_c18_h03_t01,197998,latent_intent,0,0,0.180000,3,1,1,1.000000,0.812866,0.464646,0,2,2,1.000000,2,0.042386,0.058455,32,0.000000
s0_m0_c18_h03_t02,205917,language_prior,0,0,0.180000,3,0,0,0.333333,1.185493,0.274143,2,1,0,0.000000,5,0.029822,0.040286,106,1.325731
s0_m0_c18_h03_t02,205917,nearest_demo_replay,0,0,0.180000,3,0,0,0.000000,0.863307,0.000000,2,0,0,0.000000,3,0.033571,0.051561,106,0.147606
s0_m0_c18_h03_t02,205917,phase_retrieval,0,0,0.180000,3,0,0,0.000000,1.365274,0.000000,2,0,0,0.000000,5,0.033945,0.047806,106,1.567087
s0_m0_c18_h03_t02,205917,full_demo_attention,0,0,0.180000,3,0,0,0.000000,1.341318,0.000000,2,0,0,0.000000,5,0.030546,0.034644,106,1.570163
s0_m0_c18_h03_t02,205917,latent_intent,0,0,0.180000,3,1,1,1.000000,0.882153,0.308943,0,2,2,1.000000,3,0.043780,0.054893,40,0.000000
s0_m0_c18_h03_t03,213836,language_prior,0,0,0.180000,3,0,0,0.000000,0.904733,0.000000,2,0,0,0.000000,5,0.027294,0.037337,106,0.778107
s0_m0_c18_h03_t03,213836,nearest_demo_replay,0,0,0.180000,3,0,0,0.000000,0.719369,0.000000,2,0,0,0.000000,2,0.036251,0.051524,106,0.184471
s0_m0_c18_h03_t03,213836,phase_retrieval,0,0,0.180000,3,0,0,0.000000,0.842704,0.000000,2,0,0,0.000000,3,0.047808,0.072373,106,0.784215
s0_m0_c18_h03_t03,213836,full_demo_attention,0,0,0.180000,3,0,0,0.000000,0.856083,0.000000,2,0,0,0.000000,3,0.024413,0.031262,106,0.782440
s0_m0_c18_h03_t03,213836,latent_intent,0,0,0.180000,3,1,1,1.000000,1.074331,0.345912,0,2,2,1.000000,2,0.035111,0.044361,52,0.000000
s0_m0_c18_h03_t04,221755,language_prior,0,0,0.180000,3,0,0,0.333333,1.339587,0.317757,2,1,0,0.000000,5,0.032577,0.043896,106,1.555214
s0_m0_c18_h03_t04,221755,nearest_demo_replay,0,0,0.180000,3,1,1,1.000000,0.689868,0.448276,0,2,2,1.000000,2,0.054981,0.076331,28,0.000000
s0_m0_c18_h03_t04,221755,phase_retrieval,0,0,0.180000,3,1,1,1.000000,0.896319,0.500000,0,2,2,1.000000,2,0.047410,0.067965,37,0.000000
s0_m0_c18_h03_t04,221755,full_demo_attention,0,0,0.180000,3,0,0,0.333333,1.152444,0.317757,2,1,0,0.000000,3,0.023193,0.025979,106,1.392376
s0_m0_c18_h03_t04,221755,latent_intent,0,0,0.180000,3,1,1,1.000000,0.758142,0.462366,0,2,2,1.000000,2,0.041675,0.054623,30,0.000000
s0_m0_c18_h03_t05,229674,language_prior,0,0,0.180000,3,0,0,0.000000,1.365060,0.000000,2,0,0,0.000000,5,0.026817,0.035796,106,1.543766
s0_m0_c18_h03_t05,229674,nearest_demo_replay,0,0,0.180000,3,1,1,1.000000,0.859740,0.324561,0,2,2,1.000000,1,0.043794,0.066907,37,0.000000
s0_m0_c18_h03_t05,229674,phase_retrieval,0,0,0.180000,3,0,0,0.333333,0.797688,0.295950,2,1,0,0.000000,4,0.034181,0.050170,106,0.801380
s0_m0_c18_h03_t05,229674,full_demo_attention,0,0,0.180000,3,0,0,0.000000,1.056804,0.000000,2,0,0,0.000000,3,0.033458,0.038894,106,1.213247
s0_m0_c18_h03_t05,229674,latent_intent,0,0,0.180000,3,1,1,1.000000,0.865571,0.333333,0,2,2,1.000000,3,0.033401,0.043770,38,0.000000
s0_m0_c18_h06_t00,237593,language_prior,0,0,0.180000,6,0,0,0.166667,0.956076,0.142458,2,0,0,0.000000,8,0.026115,0.035875,178,0.854926
s0_m0_c18_h06_t00,237593,nearest_demo_replay,0,0,0.180000,6,0,0,0.000000,1.264772,0.000000,2,0,0,0.000000,4,0.039958,0.054391,178,1.406230
s0_m0_c18_h06_t00,237593,phase_retrieval,0,0,0.180000,6,0,0,0.000000,1.281445,0.000000,2,0,0,0.000000,5,0.047674,0.068394,178,1.397874
s0_m0_c18_h06_t00,237593,full_demo_attention,0,0,0.180000,6,0,0,0.000000,1.304515,0.000000,2,0,0,0.000000,2,0.034906,0.044194,178,1.392943
s0_m0_c18_h06_t00,237593,latent_intent,0,0,0.180000,6,1,1,1.000000,0.985852,0.385057,0,2,2,1.000000,5,0.038588,0.043361,86,0.000000
s0_m0_c18_h06_t01,245512,language_prior,0,0,0.180000,6,0,0,0.333333,1.084517,0.288641,2,1,0,0.000000,7,0.027270,0.038552,178,1.161899
s0_m0_c18_h06_t01,245512,nearest_demo_replay,0,0,0.180000,6,0,0,0.166667,0.609398,0.154562,2,0,0,0.000000,5,0.039958,0.056550,178,0.149902
s0_m0_c18_h06_t01,245512,phase_retrieval,0,0,0.180000,6,0,0,0.000000,1.116891,0.000000,2,0,0,0.000000,6,0.038538,0.055194,178,1.235748
s0_m0_c18_h06_t01,245512,full_demo_attention,0,0,0.180000,6,0,0,0.000000,1.149057,0.000000,2,0,0,0.000000,3,0.023359,0.028530,178,1.239788
s0_m0_c18_h06_t01,245512,latent_intent,0,0,0.180000,6,1,1,1.000000,0.828699,0.398268,0,2,2,1.000000,6,0.037773,0.046888,76,0.000000
s0_m0_c18_h06_t02,253431,language_prior,0,0,0.180000,6,0,0,0.166667,0.960354,0.142458,2,0,0,0.000000,8,0.026872,0.037271,178,0.872009
s0_m0_c18_h06_t02,253431,nearest_demo_replay,0,0,0.180000,6,0,0,0.500000,0.756996,0.409683,2,1,1,1.000000,3,0.033125,0.044686,178,0.117631
