method,iteration,success,grasp,safety_stop,mean_chunks,object_goal_error,prefix_mse
ppo_no_prefix_loss,2,0.800000011920929,0.9750000238418579,0.0,13.8125,0.17294824123382568,0.10869576036930084
ppo_no_prefix_loss,3,0.981249988079071,0.981249988079071,0.0062500000931322575,11.412500381469727,0.16039162874221802,0.10554558038711548
ppo_no_prefix_loss,4,0.981249988079071,0.981249988079071,0.012500000186264515,10.918749809265137,0.1493319869041443,0.1075039878487587
ppo_no_prefix_loss,5,0.9937499761581421,0.9937499761581421,0.0,10.65625,0.13588669896125793,0.10869312286376953
ppo_no_prefix_loss,6,0.987500011920929,0.987500011920929,0.0062500000931322575,10.5,0.12870772182941437,0.10903970897197723
ppo_no_prefix_loss,7,0.981249988079071,0.981249988079071,0.0,10.5,0.12724140286445618,0.10765744745731354
ppo_no_prefix_loss,8,0.956250011920929,0.956250011920929,0.0062500000931322575,10.668749809265137,0.1410500705242157,0.1114637553691864
ppo_no_prefix_loss,9,0.987500011920929,0.987500011920929,0.0,10.481249809265137,0.11438734829425812,0.11098401248455048
ppo_no_prefix_loss,10,0.9937499761581421,0.9937499761581421,0.0,10.362500190734863,0.10198954492807388,0.10938399285078049
ppo_no_prefix_loss,11,0.981249988079071,0.987500011920929,0.0,10.162500381469727,0.10912026464939117,0.10821368545293808
ppo_no_prefix_loss,12,1.0,1.0,0.0,9.743749618530273,0.09196142852306366,0.10764914751052856
ppo_no_prefix_loss,13,0.9937499761581421,0.9937499761581421,0.0,9.631250381469727,0.08819442987442017,0.10679196566343307
ppo_no_prefix_loss,14,1.0,1.0,0.0,9.443750381469727,0.08220608532428741,0.107834592461586
ppo_no_prefix_loss,15,1.0,1.0,0.0,9.087499618530273,0.07478974759578705,0.10816650092601776
ppo_no_prefix_loss,16,0.981249988079071,0.981249988079071,0.0,9.456250190734863,0.09136328846216202,0.1109805554151535
ppo_no_prefix_loss,17,0.987500011920929,0.987500011920929,0.0,9.306249618530273,0.09180392324924469,0.112517349421978
ppo_no_prefix_loss,18,0.9937499761581421,0.9937499761581421,0.0,9.068750381469727,0.08266103267669678,0.11270087212324142
ppo_no_prefix_loss,19,1.0,1.0,0.0,9.018750190734863,0.07269008457660675,0.1119309738278389
ppo_no_prefix_loss,20,0.9937499761581421,0.9937499761581421,0.0,9.149999618530273,0.08235529065132141,0.11321728676557541
ppo_no_prefix_loss,21,0.987500011920929,0.987500011920929,0.0,9.131250381469727,0.08549635112285614,0.11524058133363724
ppo_no_prefix_loss,22,0.9750000238418579,0.9750000238418579,0.0,9.293749809265137,0.10680284351110458,0.11688263714313507
ppo_no_prefix_loss,23,0.9937499761581421,0.9937499761581421,0.0,8.975000381469727,0.09096109122037888,0.12006622552871704
ppo_no_prefix_loss,24,0.9937499761581421,0.9937499761581421,0.0,8.918749809265137,0.09381429851055145,0.12114536762237549
ppo_no_prefix_loss,25,0.981249988079071,0.981249988079071,0.0,9.056249618530273,0.1052907332777977,0.1253032386302948
ppo_no_prefix_loss,26,1.0,1.0,0.0,8.837499618530273,0.09203454107046127,0.12480819225311279
ppo_no_prefix_loss,27,0.9937499761581421,0.9937499761581421,0.0,8.8125,0.09674831479787827,0.12613430619239807
ppo_no_prefix_loss,28,0.9937499761581421,0.9937499761581421,0.0,8.699999809265137,0.09654223918914795,0.12757940590381622
ppo_no_prefix_loss,29,1.0,1.0,0.0,8.568750381469727,0.08693929016590118,0.1321602165699005
ppo_no_prefix_loss,30,1.0,1.0,0.0,8.693750381469727,0.08149989694356918,0.13336649537086487
ppo_no_prefix_loss,31,0.9937499761581421,0.9937499761581421,0.0,8.643750190734863,0.08300171047449112,0.13238035142421722
ppo_no_prefix_loss,32,0.9937499761581421,0.9937499761581421,0.0,8.756250381469727,0.08879970014095306,0.13074134290218353
ppo_no_prefix_loss,33,1.0,1.0,0.0,8.512499809265137,0.09044958651065826,0.12975142896175385
ppo_no_prefix_loss,34,1.0,1.0,0.0,8.618749618530273,0.09588371217250824,0.13238608837127686
ppo_with_prefix_loss,0,0.0,0.9937499761581421,0.0,22.0,0.18821731209754944,0.10345461219549179
ppo_with_prefix_loss,1,0.0,1.0,0.0,22.0,0.17113599181175232,0.10133367031812668
ppo_with_prefix_loss,2,0.0,0.981249988079071,0.0,22.0,0.17956757545471191,0.09982520341873169
ppo_with_prefix_loss,3,0.0062500000931322575,0.987500011920929,0.0,21.931249618530273,0.16349104046821594,0.09642171859741211
ppo_with_prefix_loss,4,0.9937499761581421,0.9937499761581421,0.0,11.068750381469727,0.14447316527366638,0.08928532153367996
ppo_with_prefix_loss,5,0.9937499761581421,0.9937499761581421,0.0,10.375,0.133473202586174,0.08534152805805206
ppo_with_prefix_loss,6,1.0,1.0,0.0,10.137499809265137,0.11769070476293564,0.07877886295318604
ppo_with_prefix_loss,7,0.9937499761581421,0.9937499761581421,0.0,10.162500381469727,0.1173442155122757,0.075405552983284
ppo_with_prefix_loss,8,0.987500011920929,0.987500011920929,0.0,10.34375,0.11231144517660141,0.0739186704158783
ppo_with_prefix_loss,9,0.9750000238418579,0.9750000238418579,0.0,10.425000190734863,0.11920472234487534,0.07430698722600937
ppo_with_prefix_loss,10,0.9937499761581421,0.9937499761581421,0.0,9.96875,0.10241711139678955,0.07217274606227875
ppo_with_prefix_loss,11,1.0,1.0,0.0,9.756250381469727,0.0931265577673912,0.06903436034917831
ppo_with_prefix_loss,12,1.0,1.0,0.0,9.4375,0.09487351775169373,0.0683102235198021
ppo_with_prefix_loss,13,1.0,1.0,0.0,9.300000190734863,0.09517940133810043,0.06682180613279343
ppo_with_prefix_loss,14,1.0,1.0,0.0,9.068750381469727,0.09752633422613144,0.06222250312566757
ppo_with_prefix_loss,15,0.981249988079071,0.981249988079071,0.0,9.268750190734863,0.11522413790225983,0.06252796202898026
ppo_with_prefix_loss,16,1.0,1.0,0.0,8.981249809265137,0.10250810533761978,0.060699377208948135
ppo_with_prefix_loss,17,1.0,1.0,0.0,9.03125,0.0932251587510109,0.05904781073331833
ppo_with_prefix_loss,18,0.987500011920929,0.987500011920929,0.0,8.981249809265137,0.09167177230119705,0.057018209248781204
ppo_with_prefix_loss,19,1.0,1.0,0.0,8.78125,0.07978951930999756,0.05448209494352341
ppo_with_prefix_loss,20,1.0,1.0,0.0,8.881250381469727,0.07905353605747223,0.05416121333837509
ppo_with_prefix_loss,21,0.9937499761581421,0.9937499761581421,0.0,8.8125,0.08587956428527832,0.051671937108039856
ppo_with_prefix_loss,22,1.0,1.0,0.0,8.699999809265137,0.08438533544540405,0.048343807458877563
ppo_with_prefix_loss,23,1.0,1.0,0.0,8.725000381469727,0.08557530492544174,0.04571058228611946
ppo_with_prefix_loss,24,1.0,1.0,0.0,8.675000190734863,0.08287640661001205,0.043595943599939346
ppo_with_prefix_loss,25,0.9937499761581421,0.9937499761581421,0.0,8.78125,0.08928310871124268,0.04180935025215149
ppo_with_prefix_loss,26,0.9937499761581421,0.9937499761581421,0.0,8.8125,0.09266413003206253,0.04077128320932388
ppo_with_prefix_loss,27,0.9937499761581421,0.9937499761581421,0.0,8.71875,0.08599361777305603,0.0383935309946537
ppo_with_prefix_loss,28,1.0,1.0,0.0,8.693750381469727,0.07253122329711914,0.038759566843509674
ppo_with_prefix_loss,29,1.0,1.0,0.0,8.6875,0.06660251319408417,0.03761538490653038
ppo_with_prefix_loss,30,1.0,1.0,0.0,8.725000381469727,0.06234952062368393,0.03694060444831848
ppo_with_prefix_loss,31,1.0,1.0,0.0,8.662500381469727,0.06416261941194534,0.03673897683620453
ppo_with_prefix_loss,32,1.0,1.0,0.0,8.668749809265137,0.0667760968208313,0.03637921065092087
ppo_with_prefix_loss,33,1.0,1.0,0.0,8.581250190734863,0.06868212670087814,0.03583793342113495
ppo_with_prefix_loss,34,0.981249988079071,0.981249988079071,0.0,8.8125,0.08300009369850159,0.034881994128227234
