method,iteration,success,safety_stop,mean_chunks,final_error,idle_drift,prefix_mse
bc_reference,0,1.0,0.0,11.333333015441895,0.3393824100494385,0.09358037263154984,0.12008409947156906
bc_reference,0,1.0,0.0,11.333333015441895,0.3393824100494385,0.09358037263154984,0.12008409947156906
bc_reference,0,1.0,0.0,11.333333015441895,0.3393824100494385,0.09358037263154984,0.12008409947156906
bc_reference,0,1.0,0.0,11.333333015441895,0.3393824100494385,0.09358037263154984,0.12008409947156906
bc_reference,0,1.0,0.0,11.333333015441895,0.3393824100494385,0.09358037263154984,0.12008409947156906
bc_reference,0,1.0,0.0,11.333333015441895,0.3393824100494385,0.09358037263154984,0.12008409947156906
bc_reference,0,1.0,0.0,11.333333015441895,0.3393824100494385,0.09358037263154984,0.12008409947156906
bc_reference,0,1.0,0.0,11.333333015441895,0.3393824100494385,0.09358037263154984,0.12008409947156906
bc_reference,0,1.0,0.0,11.333333015441895,0.3393824100494385,0.09358037263154984,0.12008409947156906
bc_reference,0,1.0,0.0,11.333333015441895,0.3393824100494385,0.09358037263154984,0.12008409947156906
bc_reference,0,1.0,0.0,11.333333015441895,0.3393824100494385,0.09358037263154984,0.12008409947156906
bc_reference,0,1.0,0.0,11.333333015441895,0.3393824100494385,0.09358037263154984,0.12008409947156906
bc_reference,0,1.0,0.0,11.333333015441895,0.3393824100494385,0.09358037263154984,0.12008409947156906
bc_reference,0,1.0,0.0,11.333333015441895,0.3393824100494385,0.09358037263154984,0.12008409947156906
bc_reference,0,1.0,0.0,11.333333015441895,0.3393824100494385,0.09358037263154984,0.12008409947156906
bc_reference,0,1.0,0.0,11.333333015441895,0.3393824100494385,0.09358037263154984,0.12008409947156906
bc_reference,0,1.0,0.0,11.333333015441895,0.3393824100494385,0.09358037263154984,0.12008409947156906
bc_reference,0,1.0,0.0,11.333333015441895,0.3393824100494385,0.09358037263154984,0.12008409947156906
bc_reference,0,1.0,0.0,11.333333015441895,0.3393824100494385,0.09358037263154984,0.12008409947156906
bc_reference,0,1.0,0.0,11.333333015441895,0.3393824100494385,0.09358037263154984,0.12008409947156906
bc_reference,0,1.0,0.0,11.333333015441895,0.3393824100494385,0.09358037263154984,0.12008409947156906
bc_reference,0,1.0,0.0,11.333333015441895,0.3393824100494385,0.09358037263154984,0.12008409947156906
bc_reference,0,1.0,0.0,11.333333015441895,0.3393824100494385,0.09358037263154984,0.12008409947156906
bc_reference,0,1.0,0.0,11.333333015441895,0.3393824100494385,0.09358037263154984,0.12008409947156906
bc_reference,0,1.0,0.0,11.333333015441895,0.3393824100494385,0.09358037263154984,0.12008409947156906
bc_reference,0,1.0,0.0,11.333333015441895,0.3393824100494385,0.09358037263154984,0.12008409947156906
bc_reference,0,1.0,0.0,11.333333015441895,0.3393824100494385,0.09358037263154984,0.12008409947156906
bc_reference,0,1.0,0.0,11.333333015441895,0.3393824100494385,0.09358037263154984,0.12008409947156906
ppo_no_prefix_loss,0,1.0,0.0,11.34375,0.33953896164894104,0.09344780445098877,0.11994806677103043
ppo_no_prefix_loss,1,1.0,0.0,11.140625,0.3406310975551605,0.07834712415933609,0.11505919694900513
ppo_no_prefix_loss,2,1.0,0.0,11.21875,0.32214924693107605,0.04878949746489525,0.11526679992675781
ppo_no_prefix_loss,3,1.0,0.0,11.052083015441895,0.3135972321033478,0.029637090861797333,0.11000075191259384
ppo_no_prefix_loss,4,1.0,0.0,11.072916984558105,0.27916863560676575,0.02968595363199711,0.11311617493629456
ppo_no_prefix_loss,5,1.0,0.0,10.895833015441895,0.2700599133968353,0.011651030741631985,0.10656319558620453
ppo_no_prefix_loss,6,1.0,0.0,10.432291984558105,0.2720867395401001,0.006060371641069651,0.0987347960472107
ppo_no_prefix_loss,7,1.0,0.0,10.583333015441895,0.23535431921482086,0.025397880002856255,0.10192566365003586
ppo_no_prefix_loss,8,1.0,0.0,10.015625,0.223744735121727,0.013333797454833984,0.09370917081832886
ppo_no_prefix_loss,9,1.0,0.0,9.505208015441895,0.2158241719007492,0.002992183668538928,0.08716586977243423
ppo_no_prefix_loss,10,1.0,0.0,9.78125,0.1862816959619522,0.007210154552012682,0.09383466839790344
ppo_no_prefix_loss,11,1.0,0.0,9.541666984558105,0.18278031051158905,0.00392362754791975,0.09669247269630432
ppo_no_prefix_loss,12,1.0,0.0,9.973958015441895,0.16628287732601166,0.014426427893340588,0.10715759545564651
ppo_no_prefix_loss,13,1.0,0.0,9.770833015441895,0.15559892356395721,0.032710302621126175,0.10182051360607147
ppo_no_prefix_loss,14,1.0,0.0,9.072916984558105,0.1580289751291275,0.02558974362909794,0.09618353843688965
ppo_no_prefix_loss,15,1.0,0.0,9.161458015441895,0.14676497876644135,0.008978614583611488,0.09748955070972443
ppo_no_prefix_loss,16,1.0,0.0,9.770833015441895,0.12202001363039017,0.004338411148637533,0.10345769673585892
ppo_no_prefix_loss,17,1.0,0.0,9.104166984558105,0.11453843861818314,0.0064056385308504105,0.09448407590389252
ppo_no_prefix_loss,18,1.0,0.0,9.015625,0.10300346463918686,0.010138663463294506,0.09440560638904572
ppo_no_prefix_loss,19,1.0,0.0,8.994791984558105,0.09514755010604858,0.01037769578397274,0.09268692135810852
ppo_no_prefix_loss,20,1.0,0.0,8.921875,0.0877036526799202,0.007556216325610876,0.09071708470582962
ppo_no_prefix_loss,21,1.0,0.0,8.942708015441895,0.06625138968229294,0.006641538813710213,0.0929873138666153
ppo_no_prefix_loss,22,1.0,0.0,8.682291984558105,0.057947609573602676,0.012581266462802887,0.09469752013683319
ppo_no_prefix_loss,23,1.0,0.0,8.171875,0.06396842747926712,0.005455486010760069,0.09131401777267456
ppo_no_prefix_loss,24,1.0,0.0,8.067708015441895,0.05442146956920624,0.007854136638343334,0.09031793475151062
ppo_no_prefix_loss,25,1.0,0.0,8.0,0.05704919993877411,0.02247859537601471,0.08781713247299194
ppo_no_prefix_loss,26,1.0,0.0,8.0,0.04998421669006348,0.030311793088912964,0.0935821682214737
ppo_no_prefix_loss,27,1.0,0.0,8.098958015441895,0.029597723856568336,0.031670648604631424,0.09827443212270737
ppo_no_prefix_loss,28,1.0,0.0,8.0,0.027752665802836418,0.03204406797885895,0.09697803854942322
ppo_no_prefix_loss,29,1.0,0.0,8.0,0.016743293032050133,0.02592557668685913,0.0990530475974083
ppo_no_prefix_loss,30,1.0,0.0,7.989583492279053,0.021435080096125603,0.014799538068473339,0.09450333565473557
ppo_no_prefix_loss,31,1.0,0.0,7.567708492279053,0.021186230704188347,0.02515590749680996,0.09312686324119568
ppo_no_prefix_loss,32,1.0,0.0,7.765625,0.01410337258130312,0.02604651264846325,0.09359581023454666
ppo_no_prefix_loss,33,1.0,0.0,7.744791507720947,0.00908057950437069,0.025781160220503807,0.09556380659341812
ppo_no_prefix_loss,34,1.0,0.0,7.213541507720947,0.008107855916023254,0.030644625425338745,0.09751395136117935
ppo_no_prefix_loss,35,1.0,0.0,7.046875,0.005227840039879084,0.05074065923690796,0.10317513346672058
ppo_no_prefix_loss,36,1.0,0.0,7.03125,0.003690684214234352,0.0478016622364521,0.1075296700000763
ppo_no_prefix_loss,37,1.0,0.0,7.0,0.009068808518350124,0.05646740272641182,0.10886489599943161
ppo_no_prefix_loss,38,1.0,0.0,7.0,0.010125778615474701,0.05092686787247658,0.10743147134780884
ppo_no_prefix_loss,39,1.0,0.0,7.0,0.0006021105800755322,0.05625872313976288,0.1134263351559639
ppo_no_prefix_loss,40,1.0,0.0,7.0,0.005126830656081438,0.054224882274866104,0.11731420457363129
ppo_no_prefix_loss,41,1.0,0.0,7.0,0.002860097214579582,0.05766798183321953,0.11617003381252289
ppo_no_prefix_loss,42,1.0,0.0,7.0,0.0031146733090281487,0.05934875085949898,0.11976408213376999
ppo_with_prefix_loss,0,1.0,0.0,11.348958015441895,0.33942070603370667,0.09336274117231369,0.12003503739833832
ppo_with_prefix_loss,1,1.0,0.0,10.822916984558105,0.3528738021850586,0.08554815500974655,0.10051584988832474
ppo_with_prefix_loss,2,1.0,0.0,10.286458015441895,0.34517955780029297,0.07554972171783447,0.08662715554237366
ppo_with_prefix_loss,3,1.0,0.0,10.010416984558105,0.32225051522254944,0.04714788869023323,0.07726087421178818
ppo_with_prefix_loss,4,1.0,0.0,9.8125,0.3044308125972748,0.02304312400519848,0.06769445538520813
ppo_with_prefix_loss,5,1.0,0.0,9.088541984558105,0.29685238003730774,0.028915463015437126,0.05914146453142166
ppo_with_prefix_loss,6,1.0,0.0,9.041666984558105,0.2842804491519928,0.01829684153199196,0.055450063198804855
ppo_with_prefix_loss,7,1.0,0.0,9.0625,0.26249781250953674,0.03426128253340721,0.056435808539390564
ppo_with_prefix_loss,8,1.0,0.0,9.0,0.2469867467880249,0.030613021925091743,0.05090305209159851
ppo_with_prefix_loss,9,1.0,0.0,9.0,0.2412813901901245,0.02108319103717804,0.048453934490680695
ppo_with_prefix_loss,10,1.0,0.0,8.989583015441895,0.22868843376636505,0.03523552417755127,0.04841584339737892
ppo_with_prefix_loss,11,1.0,0.0,8.989583015441895,0.24015523493289948,0.034209467470645905,0.04511883854866028
ppo_with_prefix_loss,12,1.0,0.0,8.791666984558105,0.22898519039154053,0.004712235648185015,0.043488893657922745
ppo_with_prefix_loss,13,1.0,0.0,8.15625,0.21892638504505157,0.004101708997040987,0.03901929408311844
ppo_with_prefix_loss,14,1.0,0.0,8.645833015441895,0.20117171108722687,0.011740959249436855,0.041377659887075424
ppo_with_prefix_loss,15,1.0,0.0,8.515625,0.21302221715450287,0.01442782487720251,0.037775106728076935
ppo_with_prefix_loss,16,1.0,0.0,8.432291984558105,0.2207549661397934,0.01861516572535038,0.0367688424885273
ppo_with_prefix_loss,17,1.0,0.0,8.015625,0.23221278190612793,0.051897186785936356,0.03456644341349602
ppo_with_prefix_loss,18,1.0,0.0,8.0,0.23772116005420685,0.04913921654224396,0.0327920988202095
ppo_with_prefix_loss,19,1.0,0.0,8.0,0.21970264613628387,0.019532347097992897,0.032708946615457535
ppo_with_prefix_loss,20,1.0,0.0,8.0,0.19724543392658234,0.006577968131750822,0.034676000475883484
ppo_with_prefix_loss,21,1.0,0.0,8.0,0.18609416484832764,0.030108926817774773,0.03440576419234276
ppo_with_prefix_loss,22,1.0,0.0,8.0,0.17876650393009186,0.02204730547964573,0.0316668339073658
ppo_with_prefix_loss,23,1.0,0.0,7.994791507720947,0.17809654772281647,0.02032482624053955,0.02775040827691555
ppo_with_prefix_loss,24,1.0,0.0,7.932291507720947,0.1713697463274002,0.0020830233115702868,0.027344532310962677
ppo_with_prefix_loss,25,1.0,0.0,8.0,0.15433885157108307,0.012641352601349354,0.0292417723685503
ppo_with_prefix_loss,26,1.0,0.0,8.0,0.14181168377399445,0.006228093523532152,0.030837353318929672
ppo_with_prefix_loss,27,1.0,0.0,8.015625,0.13074393570423126,0.006575469393283129,0.03125268965959549
ppo_with_prefix_loss,28,1.0,0.0,8.0,0.130484938621521,0.0010540621588006616,0.025589607656002045
ppo_with_prefix_loss,29,1.0,0.0,8.0,0.12727925181388855,0.007258220110088587,0.024027429521083832
ppo_with_prefix_loss,30,1.0,0.0,8.0,0.11743763834238052,0.00790637731552124,0.025571908801794052
ppo_with_prefix_loss,31,1.0,0.0,8.0,0.10679423063993454,0.019214777275919914,0.02568148821592331
ppo_with_prefix_loss,32,1.0,0.0,8.0,0.10866964608430862,0.036833446472883224,0.02390744723379612
ppo_with_prefix_loss,33,1.0,0.0,7.984375,0.10122320801019669,0.016800621524453163,0.023762138560414314
ppo_with_prefix_loss,34,1.0,0.0,7.989583492279053,0.1009768545627594,0.009503965266048908,0.024268753826618195
ppo_with_prefix_loss,35,1.0,0.0,7.875,0.10513946413993835,0.019697826355695724,0.02461894042789936
ppo_with_prefix_loss,36,1.0,0.0,7.895833492279053,0.09778627008199692,0.03907422348856926,0.02619660273194313
ppo_with_prefix_loss,37,1.0,0.0,7.765625,0.09799119085073471,0.0291101336479187,0.02516692504286766
ppo_with_prefix_loss,38,1.0,0.0,7.895833492279053,0.08346045762300491,0.034228142350912094,0.025426475331187248
ppo_with_prefix_loss,39,1.0,0.0,7.645833492279053,0.08381405472755432,0.03475458174943924,0.026193682104349136
ppo_with_prefix_loss,40,1.0,0.0,7.453125,0.0795401856303215,0.031660646200180054,0.02675461955368519
ppo_with_prefix_loss,41,1.0,0.0,7.479166507720947,0.07504355162382126,0.04091666638851166,0.02888941392302513
ppo_with_prefix_loss,42,1.0,0.0,7.630208492279053,0.06758111715316772,0.05674612894654274,0.030541813001036644
