policy,episode,goal,policy_goal,refresh_every_steps,success,steps,settled_at,final_dist,min_dist,min_obstacle_margin,collision,mean_jerk
direct_32hz,50,2,2,1,1.0,13.0,13.0,0.032044194638729095,0.032044194638729095,0.06296054005622864,0.0,0.004391227848827839
direct_32hz,51,3,3,1,0.0,15.0,15.0,0.022027522325515747,0.022027522325515747,-0.01880396425724029,1.0,0.008196278475224972
direct_32hz,52,0,0,1,1.0,15.0,15.0,0.052451714873313904,0.052451714873313904,0.04615116596221924,0.0,0.007636482827365398
direct_32hz,53,1,1,1,1.0,13.0,12.0,0.027900971472263336,0.027900971472263336,0.08325332880020142,0.0,0.007215538527816534
direct_32hz,54,2,2,1,1.0,15.0,14.0,0.0484391413629055,0.0484391413629055,0.07805645942687989,0.0,0.0051022907719016075
direct_32hz,55,3,3,1,1.0,15.0,15.0,0.004644865170121193,0.004644865170121193,0.08729261636734009,0.0,0.004259962122887373
direct_32hz,56,0,0,1,1.0,15.0,15.0,0.04559779912233353,0.04559779912233353,0.06389734625816346,0.0,0.0048803966492414474
direct_32hz,57,1,1,1,1.0,16.0,14.0,0.048175033181905746,0.048175033181905746,0.0669657039642334,0.0,0.008552897721529007
direct_32hz,58,2,2,1,1.0,13.0,12.0,0.05095149576663971,0.05095149576663971,0.0592038381099701,0.0,0.007983352057635784
direct_32hz,59,3,3,1,1.0,16.0,15.0,0.05049476400017738,0.05049476400017738,0.04519543528556824,0.0,0.006138029042631388
direct_32hz,60,0,0,1,1.0,14.0,13.0,0.018832650035619736,0.018832650035619736,0.01789787888526917,0.0,0.0069926888681948185
direct_32hz,61,1,1,1,1.0,24.0,14.0,0.037875618785619736,0.037875618785619736,0.08899853110313416,0.0,0.007711604703217745
direct_32hz,62,2,2,1,1.0,12.0,11.0,0.029589444398880005,0.029589444398880005,0.13849822163581849,0.0,0.003216041252017021
direct_32hz,63,3,3,1,1.0,15.0,13.0,0.051393695175647736,0.051393695175647736,0.042912398576736455,0.0,0.007039371412247419
direct_32hz,64,0,0,1,0.0,16.0,15.0,0.038561515510082245,0.038561515510082245,-0.0055992853641509965,1.0,0.0068617044016718864
direct_32hz,65,1,1,1,1.0,15.0,14.0,0.03609659895300865,0.03609659895300865,0.07036826491355896,0.0,0.00805703829973936
direct_32hz,66,2,2,1,1.0,17.0,17.0,0.04532505199313164,0.04532505199313164,0.10445228695869446,0.0,0.006199100520461798
direct_32hz,67,3,3,1,1.0,15.0,12.0,0.04718736186623573,0.04718736186623573,0.04229987144470215,0.0,0.0047333273105323315
direct_32hz,68,0,0,1,1.0,18.0,14.0,0.02890683338046074,0.02890683338046074,0.017881159782409672,0.0,0.013915607705712318
direct_32hz,69,1,1,1,1.0,13.0,12.0,0.0479220449924469,0.0479220449924469,0.0322478461265564,0.0,0.0063707176595926285
direct_32hz,70,2,2,1,1.0,15.0,14.0,0.04693244770169258,0.04693244770169258,0.04341352462768555,0.0,0.007444507442414761
direct_32hz,71,3,3,1,1.0,19.0,15.0,0.04664666950702667,0.04664666950702667,0.13582465529441834,0.0,0.005580777768045664
direct_32hz,72,0,0,1,1.0,11.0,10.0,0.03996632993221283,0.03996632993221283,0.023758177757263188,0.0,0.006138533353805542
direct_32hz,73,1,1,1,1.0,14.0,14.0,0.051835015416145325,0.051835015416145325,0.05727577686309815,0.0,0.008329140022397041
direct_32hz,74,2,2,1,1.0,11.0,10.0,0.0015080389566719532,0.0015080389566719532,0.03596142411231995,0.0,0.005202187225222588
direct_32hz,75,3,3,1,1.0,15.0,15.0,0.028018666431307793,0.028018666431307793,0.1187966811656952,0.0,0.003836638992652297
direct_32hz,76,0,0,1,1.0,11.0,10.0,0.03072040155529976,0.03072040155529976,0.06982669711112977,0.0,0.004146464169025421
direct_32hz,77,1,1,1,1.0,20.0,11.0,0.03527381643652916,0.03527381643652916,0.04277566552162171,0.0,0.008812788873910904
direct_32hz,78,2,2,1,0.0,13.0,13.0,0.038626547902822495,0.038626547902822495,-0.008081088662147518,1.0,0.008901786059141159
direct_32hz,79,3,3,1,1.0,13.0,10.0,0.051689937710762024,0.051689937710762024,0.07351130723953248,0.0,0.004474415443837643
direct_32hz,80,0,0,1,1.0,14.0,14.0,0.017392190173268318,0.017392190173268318,0.09675771474838257,0.0,0.005769208539277315
direct_32hz,81,1,1,1,1.0,22.0,18.0,0.04811827465891838,0.04811827465891838,0.019736145734786992,0.0,0.012076273560523987
direct_32hz,82,2,2,1,1.0,14.0,14.0,0.010266512632369995,0.010266512632369995,0.06742316961288453,0.0,0.003983902279287577
direct_32hz,83,3,3,1,1.0,15.0,14.0,0.049090899527072906,0.049090899527072906,0.09624085307121277,0.0,0.004873957019299269
direct_32hz,84,0,0,1,1.0,14.0,12.0,0.04347354918718338,0.04347354918718338,0.12645528197288514,0.0,0.006246168166399002
direct_32hz,85,1,1,1,1.0,17.0,14.0,0.049372706562280655,0.049372706562280655,0.0505315113067627,0.0,0.009434954263269901
direct_32hz,86,2,2,1,1.0,12.0,12.0,0.03983546048402786,0.03983546048402786,0.021477435827255253,0.0,0.0038711142260581255
direct_32hz,87,3,3,1,1.0,17.0,14.0,0.04165127873420715,0.04165127873420715,0.04774871945381165,0.0,0.006449826527386904
direct_32hz,88,0,0,1,1.0,14.0,13.0,0.02928151562809944,0.02928151562809944,0.11779195547103882,0.0,0.006476065143942833
direct_32hz,89,1,1,1,1.0,19.0,18.0,0.04484999552369118,0.04484999552369118,0.05406442761421204,0.0,0.008905239403247833
direct_32hz,90,2,2,1,1.0,13.0,12.0,0.04002957418560982,0.04002957418560982,0.03385717153549195,0.0,0.008273598738014698
direct_32hz,91,3,3,1,1.0,13.0,12.0,0.039252299815416336,0.039252299815416336,0.08560872554779053,0.0,0.005565602332353592
direct_32hz,92,0,0,1,1.0,16.0,15.0,0.03288464993238449,0.03288464993238449,0.03862128138542176,0.0,0.00738806277513504
direct_32hz,93,1,1,1,1.0,20.0,19.0,0.03940287232398987,0.03940287232398987,0.04148734092712403,0.0,0.007474811747670174
direct_32hz,94,2,2,1,1.0,12.0,12.0,0.02961132302880287,0.02961132302880287,0.07589382410049439,0.0,0.005857048090547323
direct_32hz,95,3,3,1,0.0,14.0,13.0,0.030997199937701225,0.030997199937701225,-0.04620891332626342,1.0,0.006112825125455856
direct_32hz,96,0,0,1,1.0,14.0,13.0,0.0376155860722065,0.0376155860722065,0.030361388921737675,0.0,0.012076199986040592
direct_32hz,97,1,1,1,1.0,22.0,19.0,0.02214459702372551,0.02214459702372551,0.08827767252922059,0.0,0.009955279529094696
direct_32hz,98,2,2,1,1.0,11.0,10.0,0.03299403190612793,0.03299403190612793,0.08474424958229065,0.0,0.004498528316617012
direct_32hz,99,3,3,1,0.0,13.0,12.0,0.016694320365786552,0.016694320365786552,-0.07122292637825012,1.0,0.005513363052159548
direct_32hz,100,0,0,1,1.0,11.0,10.0,0.007403850555419922,0.007403850555419922,0.03280568599700928,0.0,0.011869193986058235
direct_32hz,101,1,1,1,1.0,19.0,18.0,0.050663337111473083,0.050663337111473083,0.06810155987739563,0.0,0.011442206799983978
direct_32hz,102,2,2,1,1.0,13.0,12.0,0.02578921988606453,0.02578921988606453,0.04978433728218079,0.0,0.005603496916592121
direct_32hz,103,3,3,1,1.0,13.0,12.0,0.05259734019637108,0.05259734019637108,0.002211977839469914,0.0,0.010165523737668991
direct_32hz,104,0,0,1,1.0,15.0,12.0,0.03931829333305359,0.03931829333305359,0.006465111970901494,0.0,0.012198386713862419
direct_32hz,105,1,1,1,1.0,14.0,14.0,0.04079170152544975,0.04079170152544975,0.06491235375404358,0.0,0.006716421339660883
direct_32hz,106,2,2,1,1.0,16.0,14.0,0.04931038245558739,0.04931038245558739,0.06193730711936951,0.0,0.008063930086791515
direct_32hz,107,3,3,1,1.0,16.0,14.0,0.03198031708598137,0.03198031708598137,0.043212388753890996,0.0,0.006170328706502914
direct_32hz,108,0,0,1,1.0,16.0,16.0,0.03814595192670822,0.03814595192670822,0.008219038248062138,0.0,0.009809250012040138
direct_32hz,109,1,1,1,1.0,16.0,15.0,0.045655764639377594,0.045655764639377594,0.0850539255142212,0.0,0.006324990186840296
direct_32hz,110,2,2,1,1.0,13.0,13.0,0.04224735125899315,0.04224735125899315,0.11179712891578675,0.0,0.004801952745765448
direct_32hz,111,3,3,1,1.0,15.0,15.0,0.03384597599506378,0.03384597599506378,0.07348594546318055,0.0,0.006897888612002134
direct_32hz,112,0,0,1,1.0,11.0,11.0,0.050337571650743484,0.050337571650743484,0.010238682031631474,0.0,0.008759457617998123
direct_32hz,113,1,1,1,1.0,14.0,12.0,0.04356406629085541,0.04356406629085541,0.03587425231933594,0.0,0.008939828723669052
direct_32hz,114,2,2,1,1.0,11.0,10.0,0.019793201237916946,0.019793201237916946,0.05267191410064698,0.0,0.004901045933365822
direct_32hz,115,3,3,1,1.0,15.0,15.0,0.027539702132344246,0.027539702132344246,0.07453266263008118,0.0,0.003319215029478073
direct_32hz,116,0,0,1,1.0,12.0,11.0,0.0427515022456646,0.0427515022456646,0.015855495929718022,0.0,0.0036140952724963427
direct_32hz,117,1,1,1,0.0,12.0,12.0,0.051625367254018784,0.051625367254018784,-0.02238234400749206,1.0,0.007661585696041584
direct_32hz,118,2,2,1,1.0,12.0,11.0,0.03671012073755264,0.03671012073755264,0.11345106840133667,0.0,0.006794390734285116
direct_32hz,119,3,3,1,1.0,16.0,15.0,0.026999302208423615,0.026999302208423615,0.1069277572631836,0.0,0.0061475252732634544
direct_32hz,120,0,0,1,1.0,14.0,14.0,0.052261099219322205,0.052261099219322205,0.00233836948871613,0.0,0.008674087934195995
direct_32hz,121,1,1,1,1.0,14.0,14.0,0.05172731354832649,0.05172731354832649,0.06736541271209717,0.0,0.00899267103523016
direct_32hz,122,2,2,1,1.0,13.0,12.0,0.04135910049080849,0.04135910049080849,0.0648721206188202,0.0,0.006881031207740307
direct_32hz,123,3,3,1,1.0,15.0,15.0,0.04164130240678787,0.04164130240678787,0.11008537292480469,0.0,0.0051109204068779945
direct_32hz,124,0,0,1,1.0,13.0,13.0,0.040910493582487106,0.040910493582487106,0.06474477529525757,0.0,0.006686605978757143
direct_32hz,125,1,1,1,0.0,14.0,12.0,0.050788938999176025,0.050788938999176025,-0.02766331553459167,1.0,0.009033623151481152
direct_32hz,126,2,2,1,1.0,13.0,12.0,0.013011546805500984,0.013011546805500984,0.013737474679946904,0.0,0.007037820294499397
direct_32hz,127,3,3,1,1.0,14.0,14.0,0.01793646067380905,0.01793646067380905,0.017961566448211674,0.0,0.009113685227930546
direct_32hz,128,0,0,1,1.0,14.0,13.0,0.03247382491827011,0.03247382491827011,0.007685725688934331,0.0,0.011145415715873241
direct_32hz,129,1,1,1,0.0,13.0,12.0,0.017168808728456497,0.017168808728456497,-0.001192773580551143,1.0,0.005889507010579109
direct_32hz,130,2,2,1,1.0,12.0,11.0,0.04129504784941673,0.04129504784941673,0.032927577495574956,0.0,0.006541369948536158
direct_32hz,131,3,3,1,1.0,14.0,13.0,0.03586435317993164,0.03586435317993164,0.06289947509765625,0.0,0.007053359877318144
direct_32hz,132,0,0,1,1.0,18.0,14.0,0.028463775292038918,0.028463775292038918,0.06988227844238282,0.0,0.016044413670897484
direct_32hz,133,1,1,1,1.0,25.0,21.0,0.05009905621409416,0.05009905621409416,0.0021734136343002364,0.0,0.009393048472702503
direct_32hz,134,2,2,1,0.0,13.0,13.0,0.03514489904046059,0.03514489904046059,-0.012617926001548763,1.0,0.006952023133635521
direct_32hz,135,3,3,1,1.0,15.0,15.0,0.04402695596218109,0.04402695596218109,0.034506236314773564,0.0,0.009352853521704674
direct_32hz,136,0,0,1,1.0,13.0,12.0,0.01162027008831501,0.01162027008831501,0.045638923645019536,0.0,0.0050924597308039665
direct_32hz,137,1,1,1,1.0,17.0,17.0,0.04238821566104889,0.04238821566104889,0.09026900410652161,0.0,0.007749789860099554
direct_32hz,138,2,2,1,1.0,11.0,11.0,0.0370163694024086,0.0370163694024086,0.05416647076606751,0.0,0.007362468168139458
direct_32hz,139,3,3,1,1.0,14.0,12.0,0.03889329731464386,0.03889329731464386,0.10147220373153687,0.0,0.004879955668002367
direct_32hz,140,0,0,1,1.0,14.0,13.0,0.01544507872313261,0.01544507872313261,0.05638438940048218,0.0,0.007502267137169838
direct_32hz,141,1,1,1,1.0,21.0,20.0,0.052236657589673996,0.052236657589673996,0.05786401510238648,0.0,0.009558859281241894
direct_32hz,142,2,2,1,1.0,12.0,12.0,0.02077583409845829,0.02077583409845829,0.016746436357498173,0.0,0.006704887840896845
direct_32hz,143,3,3,1,1.0,12.0,10.0,0.014544697478413582,0.014544697478413582,0.041807119846344,0.0,0.006434955634176731
direct_32hz,144,0,0,1,1.0,12.0,11.0,0.015620932914316654,0.015620932914316654,0.03958279371261597,0.0,0.004020893946290016
direct_32hz,145,1,1,1,1.0,13.0,12.0,0.044668830931186676,0.044668830931186676,0.1018635380268097,0.0,0.004158617928624153
direct_32hz,146,2,2,1,1.0,11.0,10.0,0.013685911893844604,0.013685911893844604,0.0930093276500702,0.0,0.005293389782309532
direct_32hz,147,3,3,1,0.0,14.0,11.0,0.05150352418422699,0.05150352418422699,-0.015045429468154903,1.0,0.005173470359295607
direct_32hz,148,0,0,1,1.0,14.0,14.0,0.05154179409146309,0.05154179409146309,0.037914996147155766,0.0,0.006665743421763182
direct_32hz,149,1,1,1,1.0,22.0,14.0,0.03442785516381264,0.03442785516381264,0.06924731016159058,0.0,0.010241837240755558
direct_32hz,150,2,2,1,1.0,29.0,24.0,0.031964920461177826,0.031964920461177826,0.09622565388679505,0.0,0.011671732179820538
direct_32hz,151,3,3,1,1.0,14.0,14.0,0.04350531846284866,0.04350531846284866,0.08422360301017762,0.0,0.00480367848649621
direct_32hz,152,0,0,1,1.0,9.0,9.0,0.050003912299871445,0.050003912299871445,0.040486489534378056,0.0,0.012599351815879345
direct_32hz,153,1,1,1,1.0,14.0,13.0,0.03674394637346268,0.03674394637346268,0.07183659553527832,0.0,0.011034672148525715
direct_32hz,154,2,2,1,1.0,13.0,13.0,0.031044069677591324,0.031044069677591324,0.06620842695236206,0.0,0.005361011251807213
direct_32hz,155,3,3,1,1.0,19.0,14.0,0.04184027388691902,0.04184027388691902,0.08741593837738038,0.0,0.00690383929759264
direct_32hz,156,0,0,1,1.0,14.0,13.0,0.023612799122929573,0.023612799122929573,0.04887655854225159,0.0,0.006265417207032442
direct_32hz,157,1,1,1,1.0,15.0,13.0,0.04985889419913292,0.04985889419913292,0.04296210885047913,0.0,0.006729814223945141
direct_32hz,158,2,2,1,1.0,14.0,12.0,0.012287981808185577,0.012287981808185577,0.039712046384811406,0.0,0.005164366215467453
direct_32hz,159,3,3,1,0.0,12.0,11.0,0.05167771875858307,0.05167771875858307,-0.014177243113517757,1.0,0.009517719969153404
direct_32hz,160,0,0,1,1.0,13.0,13.0,0.019901325926184654,0.019901325926184654,0.0013802546262741133,0.0,0.00917856115847826
direct_32hz,161,1,1,1,1.0,18.0,17.0,0.032114818692207336,0.032114818692207336,0.05846298217773438,0.0,0.007927969098091125
direct_32hz,162,2,2,1,1.0,12.0,12.0,0.0383906215429306,0.0383906215429306,0.09600311994552613,0.0,0.0046637156046926975
direct_32hz,163,3,3,1,1.0,15.0,15.0,0.04876331612467766,0.04876331612467766,0.0708823847770691,0.0,0.0034697470255196095
direct_32hz,164,0,0,1,1.0,14.0,13.0,0.04608433321118355,0.04608433321118355,0.04280511021614075,0.0,0.007502556312829256
direct_32hz,165,1,1,1,1.0,14.0,14.0,0.05065622925758362,0.05065622925758362,0.011895005702972417,0.0,0.004656482022255659
direct_32hz,166,2,2,1,1.0,10.0,10.0,0.03718867152929306,0.03718867152929306,0.046406273841857915,0.0,0.005638438276946545
direct_32hz,167,3,3,1,1.0,17.0,16.0,0.035673778504133224,0.035673778504133224,0.09807968616485596,0.0,0.0052935718558728695
direct_32hz,168,0,0,1,1.0,13.0,13.0,0.031345222145318985,0.031345222145318985,0.046936039924621586,0.0,0.007433855440467596
direct_32hz,169,1,1,1,1.0,12.0,12.0,0.05134723708033562,0.05134723708033562,0.019939129352569585,0.0,0.006738540716469288
direct_32hz,170,2,2,1,1.0,14.0,13.0,0.04095394164323807,0.04095394164323807,0.07129046797752381,0.0,0.005087003111839294
direct_32hz,171,3,3,1,1.0,13.0,12.0,0.035084642469882965,0.035084642469882965,0.1323648738861084,0.0,0.0037576640024781227
direct_32hz,172,0,0,1,1.0,15.0,15.0,0.03640880063176155,0.03640880063176155,0.12456602334976197,0.0,0.0033793956972658634
direct_32hz,173,1,1,1,1.0,18.0,13.0,0.045810408890247345,0.045810408890247345,0.040687208175659184,0.0,0.007787709590047598
direct_32hz,174,2,2,1,1.0,15.0,15.0,0.04177152365446091,0.04177152365446091,0.04493824124336243,0.0,0.007516934536397457
direct_32hz,175,3,3,1,1.0,15.0,15.0,0.03709370270371437,0.03709370270371437,0.08439192652702332,0.0,0.0037633602041751146
direct_32hz,176,0,0,1,1.0,16.0,15.0,0.05153338611125946,0.05153338611125946,0.05978727817535401,0.0,0.009695147164165974
direct_32hz,177,1,1,1,1.0,19.0,18.0,0.03847183659672737,0.03847183659672737,0.08245900750160218,0.0,0.006210977211594582
direct_32hz,178,2,2,1,0.0,13.0,13.0,0.05117369815707207,0.05117369815707207,-0.013680870532989498,1.0,0.008229491300880909
direct_32hz,179,3,3,1,1.0,22.0,15.0,0.04519530013203621,0.04519530013203621,0.04298216581344605,0.0,0.008494780398905277
direct_32hz,180,0,0,1,1.0,13.0,13.0,0.019928356632590294,0.019928356632590294,0.09330046653747559,0.0,0.00925857201218605
direct_32hz,181,1,1,1,1.0,12.0,11.0,0.053524862974882126,0.053524862974882126,0.0488777506351471,0.0,0.005667363293468952
direct_32hz,182,2,2,1,1.0,14.0,13.0,0.03918260335922241,0.03918260335922241,0.075212721824646,0.0,0.006926002446562052
direct_32hz,183,3,3,1,1.0,19.0,13.0,0.03419863060116768,0.03419863060116768,0.05691650986671448,0.0,0.00542045384645462
direct_32hz,184,0,0,1,1.0,14.0,13.0,0.03592124581336975,0.03592124581336975,0.09437942981719971,0.0,0.005411394406110048
direct_32hz,185,1,1,1,1.0,14.0,13.0,0.013805815018713474,0.013805815018713474,0.013094489574432377,0.0,0.007755312602967024
direct_32hz,186,2,2,1,1.0,13.0,12.0,0.004287154879420996,0.004287154879420996,0.06847507238388062,0.0,0.007584199775010347
direct_32hz,187,3,3,1,1.0,15.0,15.0,0.03553253784775734,0.03553253784775734,0.08547401905059815,0.0,0.003028737846761942
direct_32hz,188,0,0,1,1.0,16.0,14.0,0.05246758460998535,0.05246758460998535,0.079555903673172,0.0,0.008577489294111729
direct_32hz,189,1,1,1,1.0,23.0,20.0,0.044141724705696106,0.044141724705696106,0.025110338926315312,0.0,0.008266297169029713
direct_32hz,190,2,2,1,1.0,13.0,12.0,0.03458040580153465,0.03458040580153465,0.004102085828781132,0.0,0.006514793261885643
direct_32hz,191,3,3,1,1.0,14.0,13.0,0.04392693564295769,0.04392693564295769,0.021100198030471806,0.0,0.005766385700553656
direct_32hz,192,0,0,1,1.0,12.0,12.0,0.03477930650115013,0.03477930650115013,0.016031448841094975,0.0,0.007762850262224674
direct_32hz,193,1,1,1,1.0,22.0,18.0,0.04250522330403328,0.04250522330403328,0.05703497409820557,0.0,0.011022736318409443
direct_32hz,194,2,2,1,1.0,19.0,14.0,0.04405749961733818,0.04405749961733818,0.044054483175277714,0.0,0.009601385332643986
direct_32hz,195,3,3,1,0.0,17.0,15.0,0.03320125490427017,0.03320125490427017,-0.012369493842124935,1.0,0.010547442361712456
direct_32hz,196,0,0,1,1.0,12.0,12.0,0.035295531153678894,0.035295531153678894,0.05817884683609009,0.0,0.005338353104889393
direct_32hz,197,1,1,1,1.0,18.0,13.0,0.04812408611178398,0.04812408611178398,0.05973271012306214,0.0,0.00950433686375618
direct_32hz,198,2,2,1,1.0,17.0,16.0,0.03954016789793968,0.03954016789793968,0.04235271096229554,0.0,0.00739713991060853
direct_32hz,199,3,3,1,1.0,15.0,15.0,0.015329559333622456,0.015329559333622456,0.08419597625732422,0.0,0.007246270310133696
direct_throttled_11hz,0,0,0,3,1.0,16.0,16.0,0.05397852137684822,0.05397852137684822,0.03368282794952393,0.0,0.0034471338149160147
direct_throttled_11hz,1,1,1,3,1.0,12.0,12.0,0.043174464255571365,0.043174464255571365,0.060144757032394414,0.0,0.002728827763348818
direct_throttled_11hz,2,2,2,3,1.0,13.0,13.0,0.04233258590102196,0.04233258590102196,0.06260985612869263,0.0,0.0036590704694390297
direct_throttled_11hz,3,3,3,3,1.0,17.0,14.0,0.03740580007433891,0.03740580007433891,0.004089390039443974,0.0,0.005826436448842287
direct_throttled_11hz,4,0,0,3,1.0,15.0,15.0,0.04272574186325073,0.04272574186325073,0.06193656206130982,0.0,0.008444818668067455
direct_throttled_11hz,5,1,1,3,1.0,19.0,14.0,0.035172026604413986,0.035172026604413986,0.065721755027771,0.0,0.008811278268694878
