policy,episode,goal,policy_goal,refresh_every_steps,success,steps,settled_at,final_dist,min_dist,min_obstacle_margin,collision,mean_jerk
direct_throttled_11hz,6,2,2,3,1.0,11.0,10.0,0.028172075748443604,0.028172075748443604,0.03233278274536133,0.0,0.00547453761100769
direct_throttled_11hz,7,3,3,3,1.0,23.0,15.0,0.046385884284973145,0.046385884284973145,0.06873506784439087,0.0,0.007878870703279972
direct_throttled_11hz,8,0,0,3,1.0,13.0,9.0,0.029314842075109482,0.029314842075109482,0.028411631584167485,0.0,0.0065496028400957584
direct_throttled_11hz,9,1,1,3,0.0,34.0,34.0,0.18086974322795868,0.07613930106163025,0.07463622570037842,0.0,0.014149326831102371
direct_throttled_11hz,10,2,2,3,1.0,12.0,12.0,0.05099528282880783,0.05099528282880783,0.045619552135467534,0.0,0.003212879877537489
direct_throttled_11hz,11,3,3,3,1.0,9.0,9.0,0.04245874285697937,0.04245874285697937,0.06674042820930481,0.0,0.005863660015165806
direct_throttled_11hz,12,0,0,3,1.0,14.0,14.0,0.04970661550760269,0.04970661550760269,0.00793466448783875,0.0,0.01052797120064497
direct_throttled_11hz,13,1,1,3,1.0,15.0,14.0,0.029572023078799248,0.029572023078799248,0.02120659232139588,0.0,0.010736433789134026
direct_throttled_11hz,14,2,2,3,1.0,12.0,11.0,0.006602536886930466,0.006602536886930466,0.052434121370315556,0.0,0.0049093132838606834
direct_throttled_11hz,15,3,3,3,1.0,15.0,15.0,0.031111501157283783,0.031111501157283783,0.0348134982585907,0.0,0.006246923469007015
direct_throttled_11hz,16,0,0,3,0.0,34.0,13.0,0.2408318817615509,0.058047693222761154,0.0264667022228241,0.0,0.016709167510271072
direct_throttled_11hz,17,1,1,3,1.0,20.0,18.0,0.03945393115282059,0.03945393115282059,0.06472632765769959,0.0,0.007745583076030016
direct_throttled_11hz,18,2,2,3,1.0,13.0,12.0,0.03485797718167305,0.03485797718167305,0.033137207031250004,0.0,0.008216784335672855
direct_throttled_11hz,19,3,3,3,1.0,17.0,16.0,0.043403204530477524,0.043403204530477524,0.15612471580505372,0.0,0.0038434092421084642
direct_throttled_11hz,20,0,0,3,1.0,13.0,13.0,0.035718902945518494,0.035718902945518494,0.05104780673980713,0.0,0.00898844562470913
direct_throttled_11hz,21,1,1,3,1.0,16.0,15.0,0.02844834327697754,0.02844834327697754,0.054469232559204106,0.0,0.0066195158287882805
direct_throttled_11hz,22,2,2,3,1.0,15.0,11.0,0.04909540340304375,0.04909540340304375,0.056876515150070195,0.0,0.01650790311396122
direct_throttled_11hz,23,3,3,3,1.0,14.0,13.0,0.04925520345568657,0.04925520345568657,0.030620281696319585,0.0,0.007540931459516287
direct_throttled_11hz,24,0,0,3,1.0,12.0,12.0,0.05153033509850502,0.05153033509850502,0.037021224498748784,0.0,0.00827002339065075
direct_throttled_11hz,25,1,1,3,1.0,14.0,14.0,0.04889574274420738,0.04889574274420738,0.05622447013854981,0.0,0.006079571787267923
direct_throttled_11hz,26,2,2,3,1.0,13.0,13.0,0.02589428797364235,0.02589428797364235,0.012027745246887211,0.0,0.008747092448174953
direct_throttled_11hz,27,3,3,3,1.0,15.0,14.0,0.03133302554488182,0.03133302554488182,0.11009037971496582,0.0,0.003952975384891033
direct_throttled_11hz,28,0,0,3,1.0,13.0,12.0,0.021970123052597046,0.021970123052597046,0.08043355226516724,0.0,0.0048527466133236885
direct_throttled_11hz,29,1,1,3,0.0,13.0,12.0,0.028903577476739883,0.028903577476739883,-0.002418453693389888,1.0,0.007572190370410681
direct_throttled_11hz,30,2,2,3,0.0,13.0,12.0,0.031393084675073624,0.031393084675073624,-0.017059664130210872,1.0,0.0067937313579022884
direct_throttled_11hz,31,3,3,3,1.0,17.0,14.0,0.03223543241620064,0.03223543241620064,0.0732317316532135,0.0,0.007938355207443237
direct_throttled_11hz,32,0,0,3,1.0,16.0,15.0,0.04516100138425827,0.04516100138425827,0.1191573190689087,0.0,0.010839871130883694
direct_throttled_11hz,33,1,1,3,1.0,12.0,12.0,0.04062119126319885,0.04062119126319885,0.02836397767066956,0.0,0.003564911661669612
direct_throttled_11hz,34,2,2,3,1.0,13.0,12.0,0.03909335285425186,0.03909335285425186,0.07768849015235901,0.0,0.005230635870248079
direct_throttled_11hz,35,3,3,3,1.0,10.0,9.0,0.03748226910829544,0.03748226910829544,0.05046928405761719,0.0,0.007490924559533596
direct_throttled_11hz,36,0,0,3,1.0,14.0,10.0,0.021815543994307518,0.021815543994307518,0.08968005061149598,0.0,0.011904195882380009
direct_throttled_11hz,37,1,1,3,1.0,11.0,11.0,0.04273098707199097,0.04273098707199097,0.01639357686042786,0.0,0.008648470044136047
direct_throttled_11hz,38,2,2,3,1.0,11.0,11.0,0.015312699601054192,0.015312699601054192,0.03235179662704468,0.0,0.006052656099200249
direct_throttled_11hz,39,3,3,3,1.0,14.0,13.0,0.04169738292694092,0.04169738292694092,0.02698901772499085,0.0,0.004819977562874556
direct_throttled_11hz,40,0,0,3,1.0,13.0,13.0,0.040247347205877304,0.040247347205877304,0.06421012163162232,0.0,0.005338374990969896
direct_throttled_11hz,41,1,1,3,1.0,14.0,13.0,0.04555737227201462,0.04555737227201462,0.038408224582672124,0.0,0.006373898591846228
direct_throttled_11hz,42,2,2,3,1.0,15.0,15.0,0.04797762632369995,0.04797762632369995,0.0953644859790802,0.0,0.0036555598489940166
direct_throttled_11hz,43,3,3,3,0.0,15.0,15.0,0.021407824009656906,0.021407824009656906,-0.007959480285644527,1.0,0.006793538574129343
direct_throttled_11hz,44,0,0,3,1.0,15.0,15.0,0.023422421887516975,0.023422421887516975,0.026336197853088383,0.0,0.008699689991772175
direct_throttled_11hz,45,1,1,3,1.0,13.0,12.0,0.04746803641319275,0.04746803641319275,0.10790306806564331,0.0,0.004913379438221455
direct_throttled_11hz,46,2,2,3,1.0,19.0,18.0,0.04277997836470604,0.04277997836470604,0.03107110142707825,0.0,0.007299590390175581
direct_throttled_11hz,47,3,3,3,1.0,14.0,13.0,0.005459343548864126,0.005459343548864126,0.010072146654129033,0.0,0.006263681221753359
direct_throttled_11hz,48,0,0,3,1.0,12.0,9.0,0.011253003031015396,0.011253003031015396,0.0693359124660492,0.0,0.0065502868965268135
direct_throttled_11hz,49,1,1,3,1.0,11.0,11.0,0.039933979511260986,0.039933979511260986,0.06621203303337098,0.0,0.0073426696471869946
direct_throttled_11hz,50,2,2,3,1.0,13.0,13.0,0.034889884293079376,0.034889884293079376,0.05073222994804383,0.0,0.004303990863263607
direct_throttled_11hz,51,3,3,3,0.0,15.0,15.0,0.026012467220425606,0.026012467220425606,-0.02551003813743591,1.0,0.00655245129019022
direct_throttled_11hz,52,0,0,3,1.0,16.0,15.0,0.05012234300374985,0.05012234300374985,0.047138934135437016,0.0,0.0062593999318778515
direct_throttled_11hz,53,1,1,3,1.0,13.0,12.0,0.017581192776560783,0.017581192776560783,0.07270226359367371,0.0,0.007442498579621315
direct_throttled_11hz,54,2,2,3,1.0,15.0,14.0,0.03388536348938942,0.03388536348938942,0.07132325053215027,0.0,0.003259083488956094
direct_throttled_11hz,55,3,3,3,1.0,15.0,15.0,0.009117191657423973,0.009117191657423973,0.09725907921791077,0.0,0.00589838856831193
direct_throttled_11hz,56,0,0,3,1.0,15.0,15.0,0.04867306724190712,0.04867306724190712,0.05988115549087525,0.0,0.005252259783446789
direct_throttled_11hz,57,1,1,3,1.0,14.0,13.0,0.04611542448401451,0.04611542448401451,0.06367704749107361,0.0,0.006935725454241037
direct_throttled_11hz,58,2,2,3,1.0,15.0,14.0,0.045842383056879044,0.045842383056879044,0.04982054710388184,0.0,0.016762614250183105
direct_throttled_11hz,59,3,3,3,1.0,16.0,15.0,0.05162753537297249,0.05162753537297249,0.04053670644760132,0.0,0.006896561477333307
direct_throttled_11hz,60,0,0,3,1.0,14.0,14.0,0.045438703149557114,0.045438703149557114,0.01226142525672913,0.0,0.013080631382763386
direct_throttled_11hz,61,1,1,3,1.0,14.0,14.0,0.05387616530060768,0.05387616530060768,0.09096614003181458,0.0,0.0069641671143472195
direct_throttled_11hz,62,2,2,3,1.0,12.0,11.0,0.034946244210004807,0.034946244210004807,0.13551608204841614,0.0,0.0012788232415914536
direct_throttled_11hz,63,3,3,3,1.0,24.0,15.0,0.037650831043720245,0.037650831043720245,0.0369511890411377,0.0,0.008134931325912476
direct_throttled_11hz,64,0,0,3,0.0,17.0,16.0,0.026456378400325775,0.026456378400325775,-0.022704343199729915,1.0,0.011439155787229538
direct_throttled_11hz,65,1,1,3,1.0,15.0,15.0,0.025212952867150307,0.025212952867150307,0.06621927499771119,0.0,0.007947659119963646
direct_throttled_11hz,66,2,2,3,1.0,17.0,17.0,0.053808897733688354,0.053808897733688354,0.10185817360877991,0.0,0.007082990370690823
direct_throttled_11hz,67,3,3,3,1.0,15.0,13.0,0.0492081455886364,0.0492081455886364,0.03403982996940613,0.0,0.006064348388463259
direct_throttled_11hz,68,0,0,3,1.0,15.0,14.0,0.04618746042251587,0.04618746042251587,0.006023918390274052,0.0,0.007496299222111702
direct_throttled_11hz,69,1,1,3,1.0,12.0,12.0,0.053781863301992416,0.053781863301992416,0.028750960826873784,0.0,0.0025045466609299183
direct_throttled_11hz,70,2,2,3,1.0,16.0,14.0,0.050576191395521164,0.050576191395521164,0.04012415289878846,0.0,0.010859673842787743
direct_throttled_11hz,71,3,3,3,1.0,20.0,19.0,0.05233629047870636,0.05233629047870636,0.14165390014648438,0.0,0.008822878822684288
direct_throttled_11hz,72,0,0,3,1.0,11.0,10.0,0.05250269174575806,0.05250269174575806,0.02254662394523621,0.0,0.008569600991904736
direct_throttled_11hz,73,1,1,3,1.0,14.0,14.0,0.04609566554427147,0.04609566554427147,0.05821338772773743,0.0,0.0054999906569719315
direct_throttled_11hz,74,2,2,3,1.0,11.0,10.0,0.01458812691271305,0.01458812691271305,0.022726153135299687,0.0,0.007457239553332329
direct_throttled_11hz,75,3,3,3,1.0,15.0,15.0,0.02505524829030037,0.02505524829030037,0.12332419037818909,0.0,0.004964632913470268
direct_throttled_11hz,76,0,0,3,1.0,11.0,10.0,0.028307154774665833,0.028307154774665833,0.06801319599151612,0.0,0.005816511809825897
direct_throttled_11hz,77,1,1,3,1.0,12.0,11.0,0.052711356431245804,0.052711356431245804,0.0445234227180481,0.0,0.0051126303151249886
direct_throttled_11hz,78,2,2,3,0.0,13.0,13.0,0.05267133191227913,0.05267133191227913,-0.020626972317695613,1.0,0.0061623589135706425
direct_throttled_11hz,79,3,3,3,1.0,14.0,10.0,0.030513543635606766,0.030513543635606766,0.07307518005371094,0.0,0.006176041904836893
direct_throttled_11hz,80,0,0,3,1.0,14.0,14.0,0.03371623530983925,0.03371623530983925,0.09137163043022156,0.0,0.007380217779427767
direct_throttled_11hz,81,1,1,3,1.0,13.0,12.0,0.048470694571733475,0.048470694571733475,0.016002868413925175,0.0,0.007325676269829273
direct_throttled_11hz,82,2,2,3,1.0,14.0,14.0,0.012959452345967293,0.012959452345967293,0.06483671545982361,0.0,0.0039532785303890705
direct_throttled_11hz,83,3,3,3,1.0,16.0,14.0,0.040090203285217285,0.040090203285217285,0.09646639704704285,0.0,0.008091616444289684
direct_throttled_11hz,84,0,0,3,1.0,14.0,12.0,0.048667240887880325,0.048667240887880325,0.13481584668159485,0.0,0.005427494179457426
direct_throttled_11hz,85,1,1,3,1.0,17.0,14.0,0.04420854523777962,0.04420854523777962,0.04173571348190308,0.0,0.005751257296651602
direct_throttled_11hz,86,2,2,3,1.0,16.0,12.0,0.0531192272901535,0.0531192272901535,0.014703189134597783,0.0,0.01738986000418663
direct_throttled_11hz,87,3,3,3,1.0,17.0,17.0,0.053086716681718826,0.053086716681718826,0.047493522167205815,0.0,0.007070043124258518
direct_throttled_11hz,88,0,0,3,1.0,14.0,13.0,0.01806926541030407,0.01806926541030407,0.11788782954216004,0.0,0.004355715587735176
direct_throttled_11hz,89,1,1,3,1.0,19.0,13.0,0.051610492169857025,0.051610492169857025,0.041355227231979375,0.0,0.012656438164412975
direct_throttled_11hz,90,2,2,3,1.0,17.0,12.0,0.03902480751276016,0.03902480751276016,0.0309145200252533,0.0,0.016093051061034203
direct_throttled_11hz,91,3,3,3,1.0,13.0,12.0,0.030635004863142967,0.030635004863142967,0.08998534560203553,0.0,0.004775055218487978
direct_throttled_11hz,92,0,0,3,1.0,16.0,16.0,0.049828432500362396,0.049828432500362396,0.028303121328353886,0.0,0.006115936674177647
direct_throttled_11hz,93,1,1,3,1.0,19.0,19.0,0.05313337966799736,0.05313337966799736,0.033456598520278935,0.0,0.009585699066519737
direct_throttled_11hz,94,2,2,3,1.0,12.0,12.0,0.03918147087097168,0.03918147087097168,0.07420284032821656,0.0,0.003219554666429758
direct_throttled_11hz,95,3,3,3,0.0,14.0,13.0,0.032957956194877625,0.032957956194877625,-0.050241465568542476,1.0,0.00829422939568758
direct_throttled_11hz,96,0,0,3,1.0,14.0,14.0,0.05366390943527222,0.05366390943527222,0.02766749739646912,0.0,0.014375465922057629
direct_throttled_11hz,97,1,1,3,1.0,19.0,14.0,0.04842932149767876,0.04842932149767876,0.08461735129356385,0.0,0.008837604895234108
direct_throttled_11hz,98,2,2,3,1.0,11.0,10.0,0.03361422196030617,0.03361422196030617,0.079197918176651,0.0,0.005495352204889059
direct_throttled_11hz,99,3,3,3,0.0,12.0,12.0,0.041953153908252716,0.041953153908252716,-0.08325182914733886,1.0,0.007160163018852472
direct_throttled_11hz,100,0,0,3,1.0,11.0,10.0,0.0141069320961833,0.0141069320961833,0.039644961357116704,0.0,0.01210007444024086
direct_throttled_11hz,101,1,1,3,1.0,23.0,18.0,0.01267215982079506,0.01267215982079506,0.06850982189178467,0.0,0.01061508059501648
direct_throttled_11hz,102,2,2,3,1.0,13.0,12.0,0.031504709273576736,0.031504709273576736,0.043096785545349126,0.0,0.009005066007375717
direct_throttled_11hz,103,3,3,3,1.0,14.0,12.0,0.03636609762907028,0.03636609762907028,0.006008778810501103,0.0,0.005770200397819281
direct_throttled_11hz,104,0,0,3,0.0,16.0,14.0,0.03197113797068596,0.03197113797068596,-0.0023174983263015703,1.0,0.01538113784044981
direct_throttled_11hz,105,1,1,3,1.0,15.0,14.0,0.023773256689310074,0.023773256689310074,0.05645686864852906,0.0,0.006168407388031483
direct_throttled_11hz,106,2,2,3,1.0,17.0,15.0,0.028216930106282234,0.028216930106282234,0.05533788084983826,0.0,0.007342656143009663
direct_throttled_11hz,107,3,3,3,1.0,16.0,13.0,0.03584892302751541,0.03584892302751541,0.034232203960418706,0.0,0.006422932259738445
direct_throttled_11hz,108,0,0,3,0.0,16.0,15.0,0.030026787891983986,0.030026787891983986,-0.004794935584068294,1.0,0.006729138549417257
direct_throttled_11hz,109,1,1,3,1.0,16.0,16.0,0.05103946477174759,0.05103946477174759,0.08662966370582581,0.0,0.007295444142073393
direct_throttled_11hz,110,2,2,3,1.0,13.0,13.0,0.04075416177511215,0.04075416177511215,0.11456841707229615,0.0,0.0030130764935165644
direct_throttled_11hz,111,3,3,3,1.0,15.0,15.0,0.052546177059412,0.052546177059412,0.0627836036682129,0.0,0.006380744744092226
direct_throttled_11hz,112,0,0,3,1.0,14.0,11.0,0.05130186304450035,0.05130186304450035,0.011665468215942387,0.0,0.013472133316099644
direct_throttled_11hz,113,1,1,3,1.0,12.0,12.0,0.04892386496067047,0.04892386496067047,0.02886686205863953,0.0,0.003765057073906064
direct_throttled_11hz,114,2,2,3,1.0,11.0,10.0,0.031037187203764915,0.031037187203764915,0.03852901339530945,0.0,0.00786525197327137
direct_throttled_11hz,115,3,3,3,1.0,15.0,15.0,0.0368654727935791,0.0368654727935791,0.07090265035629273,0.0,0.0049546221271157265
direct_throttled_11hz,116,0,0,3,1.0,13.0,12.0,0.0193244107067585,0.0193244107067585,0.012978558540344243,0.0,0.009664725512266159
direct_throttled_11hz,117,1,1,3,0.0,12.0,12.0,0.022917620837688446,0.022917620837688446,-0.030298451781272884,1.0,0.0049277725629508495
direct_throttled_11hz,118,2,2,3,1.0,12.0,11.0,0.04566025361418724,0.04566025361418724,0.11963055014610291,0.0,0.0024196323938667774
direct_throttled_11hz,119,3,3,3,1.0,16.0,16.0,0.038504708558321,0.038504708558321,0.10980606555938721,0.0,0.00658230809494853
direct_throttled_11hz,120,0,0,3,0.0,20.0,14.0,0.031628478318452835,0.031628478318452835,-0.006580526828765865,1.0,0.020540418103337288
direct_throttled_11hz,121,1,1,3,1.0,14.0,14.0,0.05202551931142807,0.05202551931142807,0.06512937426567078,0.0,0.005690764170140028
direct_throttled_11hz,122,2,2,3,1.0,14.0,13.0,0.023091621696949005,0.023091621696949005,0.058050518035888676,0.0,0.005770614370703697
direct_throttled_11hz,123,3,3,3,1.0,15.0,15.0,0.04815560206770897,0.04815560206770897,0.11129183053970337,0.0,0.0036957557313144207
direct_throttled_11hz,124,0,0,3,1.0,14.0,13.0,0.017580721527338028,0.017580721527338028,0.07163128733634949,0.0,0.007859883829951286
direct_throttled_11hz,125,1,1,3,0.0,14.0,12.0,0.03485766053199768,0.03485766053199768,-0.040717000961303706,1.0,0.01044892892241478
direct_throttled_11hz,126,2,2,3,1.0,13.0,13.0,0.023329349234700203,0.023329349234700203,0.00022702395915985552,0.0,0.007303747348487377
direct_throttled_11hz,127,3,3,3,1.0,14.0,14.0,0.03710213303565979,0.03710213303565979,0.011634563207626347,0.0,0.00891578383743763
direct_throttled_11hz,128,0,0,3,0.0,15.0,15.0,0.010597532615065575,0.010597532615065575,-0.00691434264183044,1.0,0.016030680388212204
direct_throttled_11hz,129,1,1,3,0.0,12.0,11.0,0.05306204780936241,0.05306204780936241,-0.007144640088081355,1.0,0.007607939187437296
direct_throttled_11hz,130,2,2,3,1.0,25.0,12.0,0.044998057186603546,0.044998057186603546,0.03442711114883423,0.0,0.028045402839779854
direct_throttled_11hz,131,3,3,3,1.0,14.0,14.0,0.04649896174669266,0.04649896174669266,0.06152210116386414,0.0,0.00516287749633193
direct_throttled_11hz,132,0,0,3,1.0,17.0,14.0,0.0490405336022377,0.0490405336022377,0.06231353163719178,0.0,0.01323824655264616
direct_throttled_11hz,133,1,1,3,0.0,26.0,23.0,0.0512455552816391,0.0512455552816391,-0.010958487987518306,1.0,0.009037257172167301
direct_throttled_11hz,134,2,2,3,0.0,13.0,13.0,0.05013975873589516,0.05013975873589516,-0.015743325352668758,1.0,0.00643646577373147
direct_throttled_11hz,135,3,3,3,1.0,15.0,14.0,0.03415701165795326,0.03415701165795326,0.027525995969772343,0.0,0.004523231647908688
direct_throttled_11hz,136,0,0,3,1.0,13.0,13.0,0.03877345472574234,0.03877345472574234,0.04104468703269959,0.0,0.011428412981331348
direct_throttled_11hz,137,1,1,3,1.0,17.0,16.0,0.03296488896012306,0.03296488896012306,0.11128008842468262,0.0,0.0075341095216572285
direct_throttled_11hz,138,2,2,3,1.0,11.0,11.0,0.05266468599438667,0.05266468599438667,0.05051699757575989,0.0,0.0020981160923838615
direct_throttled_11hz,139,3,3,3,1.0,13.0,12.0,0.053133927285671234,0.053133927285671234,0.10325542569160462,0.0,0.005252980161458254
direct_throttled_11hz,140,0,0,3,1.0,14.0,14.0,0.03561091795563698,0.03561091795563698,0.05518967390060425,0.0,0.008798763155937195
direct_throttled_11hz,141,1,1,3,1.0,22.0,21.0,0.041453249752521515,0.041453249752521515,0.06251320719718934,0.0,0.010071845725178719
direct_throttled_11hz,142,2,2,3,1.0,12.0,12.0,0.028676755726337433,0.028676755726337433,0.012487684488296513,0.0,0.007476906292140484
direct_throttled_11hz,143,3,3,3,1.0,12.0,10.0,0.01679222472012043,0.01679222472012043,0.04815945506095887,0.0,0.007234790362417698
direct_throttled_11hz,144,0,0,3,1.0,12.0,11.0,0.03489850088953972,0.03489850088953972,0.031535302400588994,0.0,0.0049989474937319756
direct_throttled_11hz,145,1,1,3,1.0,14.0,13.0,0.04870307818055153,0.04870307818055153,0.10567704319953919,0.0,0.005253565963357687
direct_throttled_11hz,146,2,2,3,1.0,11.0,10.0,0.016794566065073013,0.016794566065073013,0.09300506591796875,0.0,0.0022965483367443085
direct_throttled_11hz,147,3,3,3,0.0,14.0,11.0,0.05372549220919609,0.05372549220919609,-0.016749317646026607,1.0,0.0055330898612737656
direct_throttled_11hz,148,0,0,3,1.0,15.0,14.0,0.04245929419994354,0.04245929419994354,0.02318102598190308,0.0,0.005605918820947409
direct_throttled_11hz,149,1,1,3,1.0,14.0,13.0,0.02823711559176445,0.02823711559176445,0.05447370290756226,0.0,0.007896704599261284
direct_throttled_11hz,150,2,2,3,1.0,29.0,24.0,0.04040420055389404,0.04040420055389404,0.09512475609779358,0.0,0.009151513688266277
direct_throttled_11hz,151,3,3,3,1.0,14.0,14.0,0.032770611345767975,0.032770611345767975,0.09270936727523804,0.0,0.003732476383447647
direct_throttled_11hz,152,0,0,3,1.0,12.0,11.0,0.042791131883859634,0.042791131883859634,0.04793131828308106,0.0,0.010274680331349373
direct_throttled_11hz,153,1,1,3,1.0,14.0,14.0,0.04944366216659546,0.04944366216659546,0.06995124101638794,0.0,0.00682314345613122
direct_throttled_11hz,154,2,2,3,1.0,13.0,13.0,0.035898357629776,0.035898357629776,0.05938730120658875,0.0,0.004802968818694353
direct_throttled_11hz,155,3,3,3,1.0,19.0,15.0,0.036561839282512665,0.036561839282512665,0.0911491858959198,0.0,0.008606741204857826
direct_throttled_11hz,156,0,0,3,1.0,14.0,13.0,0.03465813025832176,0.03465813025832176,0.04533443331718445,0.0,0.006244303192943335
direct_throttled_11hz,157,1,1,3,1.0,14.0,13.0,0.04499920457601547,0.04499920457601547,0.0354020643234253,0.0,0.009133948013186455
direct_throttled_11hz,158,2,2,3,1.0,14.0,12.0,0.013438750989735126,0.013438750989735126,0.027402733564376835,0.0,0.006699855905026197
direct_throttled_11hz,159,3,3,3,0.0,13.0,12.0,0.044864729046821594,0.044864729046821594,-0.016397128701210018,1.0,0.007997090928256512
direct_throttled_11hz,160,0,0,3,0.0,13.0,13.0,0.04952065646648407,0.04952065646648407,-0.007335345149040218,1.0,0.009436280466616154
direct_throttled_11hz,161,1,1,3,1.0,17.0,16.0,0.034684810787439346,0.034684810787439346,0.05351412773132325,0.0,0.007682343013584614
direct_throttled_11hz,162,2,2,3,1.0,12.0,12.0,0.032140400260686874,0.032140400260686874,0.0890175747871399,0.0,0.0024403121788054705
direct_throttled_11hz,163,3,3,3,1.0,15.0,15.0,0.04326565936207771,0.04326565936207771,0.06794813752174378,0.0,0.004985765088349581
direct_throttled_11hz,164,0,0,3,1.0,15.0,14.0,0.053064413368701935,0.053064413368701935,0.04073161363601685,0.0,0.010023793205618858
direct_throttled_11hz,165,1,1,3,1.0,15.0,14.0,0.017762769013643265,0.017762769013643265,0.0028578090667724654,0.0,0.006643176544457674
direct_throttled_11hz,166,2,2,3,1.0,10.0,10.0,0.040296539664268494,0.040296539664268494,0.041134213209152226,0.0,0.006243487354367971
direct_throttled_11hz,167,3,3,3,1.0,17.0,16.0,0.04332131892442703,0.04332131892442703,0.09339017152786255,0.0,0.005248046945780516
direct_throttled_11hz,168,0,0,3,1.0,14.0,13.0,0.01286463811993599,0.01286463811993599,0.024731253385543828,0.0,0.015403322875499725
direct_throttled_11hz,169,1,1,3,1.0,12.0,12.0,0.041177839040756226,0.041177839040756226,0.01760277628898621,0.0,0.006803086493164301
direct_throttled_11hz,170,2,2,3,1.0,14.0,13.0,0.039821986109018326,0.039821986109018326,0.07202765822410584,0.0,0.0028536461759358644
direct_throttled_11hz,171,3,3,3,1.0,12.0,12.0,0.0536823645234108,0.0536823645234108,0.1341002631187439,0.0,0.00520189106464386
direct_throttled_11hz,172,0,0,3,0.0,34.0,15.0,0.2408318817615509,0.056585829704999924,0.1231221604347229,0.0,0.013259924948215485
direct_throttled_11hz,173,1,1,3,1.0,13.0,13.0,0.042047396302223206,0.042047396302223206,0.038172488212585454,0.0,0.005540549289435148
direct_throttled_11hz,174,2,2,3,1.0,15.0,15.0,0.04995022714138031,0.04995022714138031,0.03502750873565674,0.0,0.006182416807860136
direct_throttled_11hz,175,3,3,3,1.0,15.0,15.0,0.02753077633678913,0.02753077633678913,0.08108461380004883,0.0,0.003785955486819148
direct_throttled_11hz,176,0,0,3,1.0,18.0,15.0,0.037016693502664566,0.037016693502664566,0.0540906834602356,0.0,0.00947359949350357
direct_throttled_11hz,177,1,1,3,1.0,19.0,18.0,0.04533562809228897,0.04533562809228897,0.07715127348899842,0.0,0.006721983198076487
direct_throttled_11hz,178,2,2,3,0.0,13.0,13.0,0.052536774426698685,0.052536774426698685,-0.03229814291000366,1.0,0.006639544386416674
direct_throttled_11hz,179,3,3,3,1.0,22.0,16.0,0.046007879078388214,0.046007879078388214,0.03129858255386353,0.0,0.010243566706776619
direct_throttled_11hz,180,0,0,3,1.0,13.0,13.0,0.05175887793302536,0.05175887793302536,0.08958861708641053,0.0,0.010299387387931347
direct_throttled_11hz,181,1,1,3,1.0,12.0,11.0,0.04883310943841934,0.04883310943841934,0.048212383985519414,0.0,0.005725450813770294
direct_throttled_11hz,182,2,2,3,1.0,14.0,13.0,0.031234726309776306,0.031234726309776306,0.08011582970619202,0.0,0.009258446283638477
direct_throttled_11hz,183,3,3,3,1.0,19.0,13.0,0.04472143203020096,0.04472143203020096,0.05963528633117676,0.0,0.008722745813429356
direct_throttled_11hz,184,0,0,3,1.0,15.0,14.0,0.01255843322724104,0.01255843322724104,0.09173623204231263,0.0,0.008159736171364784
direct_throttled_11hz,185,1,1,3,1.0,13.0,12.0,0.026122471317648888,0.026122471317648888,0.014481698274612431,0.0,0.006164206191897392
direct_throttled_11hz,186,2,2,3,1.0,13.0,12.0,0.005307722836732864,0.005307722836732864,0.0658554482460022,0.0,0.006788288243114948
direct_throttled_11hz,187,3,3,3,1.0,15.0,15.0,0.025560185313224792,0.025560185313224792,0.08961353182792664,0.0,0.0028033761773258448
direct_throttled_11hz,188,0,0,3,1.0,14.0,14.0,0.04804467037320137,0.04804467037320137,0.0754839825630188,0.0,0.002835758961737156
direct_throttled_11hz,189,1,1,3,1.0,23.0,20.0,0.05122862383723259,0.05122862383723259,0.016596262454986577,0.0,0.005676015745848417
direct_throttled_11hz,190,2,2,3,0.0,13.0,12.0,0.030352246016263962,0.030352246016263962,-0.011643226146697994,1.0,0.006249954923987389
direct_throttled_11hz,191,3,3,3,1.0,14.0,14.0,0.053169574588537216,0.053169574588537216,0.018396859169006352,0.0,0.00724635599181056
direct_throttled_11hz,192,0,0,3,1.0,12.0,12.0,0.049981966614723206,0.049981966614723206,0.01482478260993958,0.0,0.004620913881808519
direct_throttled_11hz,193,1,1,3,1.0,19.0,18.0,0.05369173735380173,0.05369173735380173,0.06402591347694397,0.0,0.008254898712038994
direct_throttled_11hz,194,2,2,3,1.0,17.0,14.0,0.04693644121289253,0.04693644121289253,0.04578450798988343,0.0,0.008820143528282642
direct_throttled_11hz,195,3,3,3,0.0,17.0,15.0,0.031144043430685997,0.031144043430685997,-0.010747830271720882,1.0,0.007687704171985388
direct_throttled_11hz,196,0,0,3,1.0,12.0,12.0,0.051440633833408356,0.051440633833408356,0.05160320281982422,0.0,0.010592144913971424
direct_throttled_11hz,197,1,1,3,1.0,14.0,13.0,0.052813027054071426,0.052813027054071426,0.05272040247917176,0.0,0.0075403242371976376
direct_throttled_11hz,198,2,2,3,1.0,17.0,17.0,0.050531402230262756,0.050531402230262756,0.025409882068634038,0.0,0.01117856614291668
direct_throttled_11hz,199,3,3,3,1.0,15.0,15.0,0.030259110033512115,0.030259110033512115,0.08949935913085938,0.0,0.00705935712903738
llm_bottleneck_11hz,0,0,0,3,1.0,17.0,16.0,0.03234098479151726,0.03234098479151726,0.04684430837631226,0.0,0.00794960092753172
