method,label,rate,regime,episode,success,failure,cycle_duration_s,force_closure_margin,force_closure,dynamic_grip_margin,alignment_mm,orientation_deg,speed_error,peak_contact_force_n,insertion_depth_mm,settle_error_deg,release_force_n,action_rmse,stage_acquisition,stage_lift,stage_reorientation,stage_preinsert,stage_insertion,stage_release,stage_settling
scripted_expert,Scripted expert,0.5,demonstrated_anchor,10,1,success,21.9,0.22448677534855294,1,0.0,0.009880757252348368,1.2887559417183665,0.0035868351525050746,1.5266908075328018,59.54243371729268,1.2923130143292119,2.42861286636753e-16,0.0,1,1,1,1,1,1,1
scripted_expert,Scripted expert,0.5,demonstrated_anchor,11,1,success,21.9,0.19124089240812864,1,0.0,0.8629098257746836,0.6978280771235612,0.0036541786629227246,1.6455409575492994,58.719572887656234,1.0084756144024474,2.42861286636753e-16,0.0,1,1,1,1,1,1,1
scripted_expert,Scripted expert,0.5,demonstrated_anchor,12,1,success,21.9,0.19627606761302507,1,0.0,0.8402772783671775,0.10631728959954458,0.003826159494971171,1.447152583428229,58.947484452556104,0.4088171098117284,2.0469737016526324e-16,0.0,1,1,1,1,1,1,1
scripted_expert,Scripted expert,0.5,demonstrated_anchor,13,1,success,21.9,0.24965957596019928,1,0.0,0.06698181403098362,0.1512970907222098,0.003499647921833049,1.8225768117690702,59.86083155168142,0.1754105437733639,2.3592239273284576e-16,0.0,1,1,1,1,1,1,1
scripted_expert,Scripted expert,0.5,demonstrated_anchor,14,1,success,21.9,0.24412456085597792,1,0.0,0.2388435176455787,0.6532183247028515,0.003552764245502993,1.6181656768951387,59.48383274351078,0.7392019910552597,2.2898349882893854e-16,0.0,1,1,1,1,1,1,1
scripted_expert,Scripted expert,0.5,demonstrated_anchor,15,1,success,21.9,0.27644068526909055,1,0.0,0.3789518961479316,0.6576128264058398,0.004650295342116029,2.1536503123681774,59.31190374342605,0.7940355090190953,2.3592239273284576e-16,0.0,1,1,1,1,1,1,1
scripted_expert,Scripted expert,0.5,demonstrated_anchor,16,1,success,21.9,0.24794417924815482,1,0.0,0.028413892754521365,0.6911209314585869,0.0038029062508201372,1.4725765605252488,59.72293610887193,0.7013499328502146,2.0816681711721685e-16,0.0,1,1,1,1,1,1,1
scripted_expert,Scripted expert,0.5,demonstrated_anchor,17,1,success,21.9,0.27133038224291195,1,0.0,0.2019502170829222,0.11846631152522837,0.0035893821183481944,1.591522607112608,59.70984349113339,0.19116838967508037,2.393918396847994e-16,0.0,1,1,1,1,1,1,1
scripted_expert,Scripted expert,0.5,demonstrated_anchor,18,1,success,21.9,0.2584366931165753,1,0.0,0.08831801405972659,0.5975565418934676,0.0035244302597542965,1.778793291852681,59.68344785533906,0.6293510269549693,2.1510571102112408e-16,0.0,1,1,1,1,1,1,1
scripted_expert,Scripted expert,0.5,demonstrated_anchor,19,1,success,21.9,0.22964729272165463,1,0.0,1.4188760454122542,0.5934440280242537,0.004022936416405998,2.0696205399826852,58.0871296095026,1.1042394043726653,2.393918396847994e-16,0.0,1,1,1,1,1,1,1
scripted_expert,Scripted expert,0.5,demonstrated_anchor,20,1,success,21.9,0.25735138787474166,1,0.0,0.12309498368010131,1.461144654462421,0.004306836426598681,1.8323350995756982,59.3464524805708,1.5054588485872573,2.0816681711721685e-16,0.0,1,1,1,1,1,1,1
scripted_expert,Scripted expert,0.5,demonstrated_anchor,21,1,success,21.9,0.2795176096819263,1,0.0,0.23271096410086475,0.04404260451728117,0.0040546171629901595,0.9695901049608088,59.697257661500814,0.12781855159359248,2.0816681711721685e-16,0.0,1,1,1,1,1,1,1
scripted_expert,Scripted expert,0.5,demonstrated_anchor,22,1,success,21.9,0.24888709711952445,1,0.0,1.1587909240881342,0.06439459391059023,0.003438433923459272,1.8590301671087732,58.580336017925376,0.48155932658231854,2.220446049250313e-16,0.0,1,1,1,1,1,1,1
scripted_expert,Scripted expert,0.5,demonstrated_anchor,23,1,success,21.9,0.2486258854128519,1,0.0,1.0081433222880019,0.33960026247482683,0.0036848401649711704,2.4888698364606614,58.667025759666515,0.7025318584985074,2.2898349882893854e-16,0.0,1,1,1,1,1,1,1
scripted_expert,Scripted expert,0.5,demonstrated_anchor,24,1,success,21.9,0.18790603395282318,1,0.0,0.4747325871950181,0.5893266345180764,0.004180747562965048,1.4543457482612991,59.2211702697476,0.760230365908283,2.0469737016526324e-16,0.0,1,1,1,1,1,1,1
scripted_expert,Scripted expert,0.5,demonstrated_anchor,25,1,success,21.9,0.15630677310514596,1,0.0,1.1115878591830266,0.06290687114735116,0.0037529595535309435,1.8740962484243835,58.63682501772786,0.4630785004532407,2.0469737016526324e-16,0.0,1,1,1,1,1,1,1
scripted_expert,Scripted expert,0.5,demonstrated_anchor,26,1,success,21.9,0.25633953333270676,1,0.0,0.06344523503506515,0.5117459362421319,0.004534116901470653,1.3887905736892392,59.74035045414251,0.5345862208547554,2.42861286636753e-16,0.0,1,1,1,1,1,1,1
scripted_expert,Scripted expert,0.5,demonstrated_anchor,27,1,success,21.9,0.20017823694394787,1,0.0,1.4649409865855318,0.575147681138822,0.0038165228767793047,2.420238928078531,58.03850590646893,1.1025264363096134,2.1163626406917047e-16,0.0,1,1,1,1,1,1,1
scripted_expert,Scripted expert,0.5,demonstrated_anchor,28,1,success,21.9,0.22344645731150065,1,0.0,0.9916603454861557,0.5368986421584999,0.003445628992963967,2.1135820287603275,58.6202262261975,0.893896366533516,2.1510571102112408e-16,0.0,1,1,1,1,1,1,1
scripted_expert,Scripted expert,0.5,demonstrated_anchor,29,1,success,21.9,0.22362082804653913,1,0.0,0.6207687204039158,0.1682426104399851,0.0042222501478648145,2.60238888295719,59.189008322655184,0.3917193497853948,2.42861286636753e-16,0.0,1,1,1,1,1,1,1
scripted_expert,Scripted expert,0.5,demonstrated_anchor,30,1,success,21.9,0.27993228969251677,1,0.0,0.5143720154247362,0.989936677084033,0.0034628814420638587,1.6636283057081993,59.03890306025341,1.175110602636938,2.220446049250313e-16,0.0,1,1,1,1,1,1,1
scripted_expert,Scripted expert,0.5,demonstrated_anchor,31,1,success,21.9,0.2799252341535492,1,0.0,0.8826941057991754,1.0485882855314845,0.003698847033952679,2.126443100851596,58.57647947718898,1.3663581636191877,2.3245294578089215e-16,0.0,1,1,1,1,1,1,1
scripted_expert,Scripted expert,0.5,demonstrated_anchor,32,1,success,21.9,0.24441548477733807,1,0.0,0.16499336206585333,0.3136396008427371,0.004395093993990518,1.8367822089432073,59.68614080384707,0.37303721118644434,2.1163626406917047e-16,0.0,1,1,1,1,1,1,1
scripted_expert,Scripted expert,0.5,demonstrated_anchor,33,1,success,21.9,0.24529993980014897,1,0.0,0.3743567232068112,0.0995195813182022,0.0038716592106906034,1.5679440275270617,59.508804790161186,0.23428800167265423,2.5673907444456745e-16,0.0,1,1,1,1,1,1,1
scripted_expert,Scripted expert,0.5,demonstrated_anchor,34,1,success,21.9,0.26638669147218796,1,0.0,0.4711809573163624,0.176641854326425,0.004330749021492553,1.6737254653656297,59.36543004780424,0.34626699896031543,2.5326962749261384e-16,0.0,1,1,1,1,1,1,1
scripted_expert,Scripted expert,0.5,demonstrated_anchor,35,1,success,21.9,0.2634941831813208,1,0.0,0.570875394925347,0.6901853876907772,0.003962813991149172,1.7161288549759675,59.07196458489331,0.8957005298639021,2.498001805406602e-16,0.0,1,1,1,1,1,1,1
scripted_expert,Scripted expert,0.5,demonstrated_anchor,36,1,success,21.9,0.23473695808172906,1,0.0,0.18733038457663406,0.8106447704765329,0.0034177151091928093,1.1884188560530577,59.49240711481671,0.8780837089241212,2.3592239273284576e-16,0.0,1,1,1,1,1,1,1
scripted_expert,Scripted expert,0.5,demonstrated_anchor,37,1,success,21.9,0.218605537152276,1,0.0,0.4578956857001309,0.3067697049086471,0.0038716077258176274,2.126556369421453,59.338093101266686,0.47161215176069415,2.42861286636753e-16,0.0,1,1,1,1,1,1,1
scripted_expert,Scripted expert,0.5,demonstrated_anchor,38,1,success,21.9,0.25379775535705756,1,0.0,0.28758682031280064,0.28585443925987236,0.0035221969181258306,1.6331536247185352,59.55030869274822,0.38938569457248057,2.3592239273284576e-16,0.0,1,1,1,1,1,1,1
scripted_expert,Scripted expert,0.5,demonstrated_anchor,39,1,success,21.9,0.1895512142095374,1,0.0,1.1582257315687687,0.07552866367908488,0.003884029503669173,1.8224764752918663,58.57629291450888,0.49248992704384165,2.0816681711721685e-16,0.0,1,1,1,1,1,1,1
scripted_expert,Scripted expert,0.5,demonstrated_anchor,40,1,success,21.9,0.2398141174389281,1,0.0,0.46968261062017347,0.8540722681128982,0.0036318303637239424,1.8632353467558738,59.138369452333585,1.0231580079361606,2.1510571102112408e-16,0.0,1,1,1,1,1,1,1
scripted_expert,Scripted expert,0.5,demonstrated_anchor,41,1,success,21.9,0.26744406422084777,1,0.0,0.7123677082051513,0.5387763335949215,0.0041310667803456935,1.4332869188623385,58.95329955649282,0.7952287085487759,2.3592239273284576e-16,0.0,1,1,1,1,1,1,1
scripted_expert,Scripted expert,0.5,demonstrated_anchor,42,1,success,21.9,0.27708430295072084,1,0.0,0.06882052738866339,0.7374729303725263,0.003692972278268314,1.205314167415538,59.65891932902258,0.762248320232445,2.42861286636753e-16,0.0,1,1,1,1,1,1,1
scripted_expert,Scripted expert,0.5,demonstrated_anchor,43,1,success,21.9,0.21604773786529424,1,0.0,0.9767830064048443,1.1093922062568382,0.0036015608438562108,2.602233170268403,58.44310376441476,1.461034088562582,2.185751579730777e-16,0.0,1,1,1,1,1,1,1
scripted_expert,Scripted expert,0.5,demonstrated_anchor,44,1,success,21.9,0.27073224714777816,1,0.0,0.9040775313926407,0.39195061296277,0.004484188560297975,1.9433110411927288,58.77242695794486,0.7174185242641207,2.0816681711721685e-16,0.0,1,1,1,1,1,1,1
scripted_expert,Scripted expert,0.5,demonstrated_anchor,45,1,success,21.9,0.22051596937903092,1,0.0,0.08702707716001545,0.029094936531865873,0.0044051598099114075,1.428243352449544,59.87642439338633,0.060424684309471434,2.220446049250313e-16,0.0,1,1,1,1,1,1,1
scripted_expert,Scripted expert,0.5,demonstrated_anchor,46,1,success,21.9,0.25498692864303524,1,0.0,0.6078924251238658,0.531564287977156,0.004259658457528848,1.9569835558023383,59.08085194917831,0.7504055610217477,2.42861286636753e-16,0.0,1,1,1,1,1,1,1
scripted_expert,Scripted expert,0.5,demonstrated_anchor,47,1,success,21.9,0.24844073294402752,1,0.0,0.1757018619430376,0.28166299883006574,0.003746065354178707,1.8373028354216923,59.68552560882236,0.3449156691295593,2.463307335887066e-16,0.0,1,1,1,1,1,1,1
scripted_expert,Scripted expert,0.5,demonstrated_anchor,48,1,success,21.9,0.2501584865300998,1,0.0,0.7332467590335975,0.8281465956225504,0.003661042349560162,2.323299383620045,58.83084585771394,1.0921154288746455,2.498001805406602e-16,0.0,1,1,1,1,1,1,1
scripted_expert,Scripted expert,0.5,demonstrated_anchor,49,1,success,21.9,0.206245432395173,1,0.0,0.12149537168038547,0.3238443852848526,0.0043039749254421,1.4165509796629574,59.735060115643265,0.36758271908979134,2.1510571102112408e-16,0.0,1,1,1,1,1,1,1
scripted_expert,Scripted expert,0.5,demonstrated_anchor,50,1,success,21.9,0.24294136799380853,1,0.0,2.1437306684627435,0.5584655591300466,0.003847472855927181,2.622565429714734,57.22956521474304,1.3302085997766342,2.393918396847994e-16,0.0,1,1,1,1,1,1,1
scripted_expert,Scripted expert,0.5,demonstrated_anchor,51,1,success,21.9,0.14873765546366993,1,0.0,0.19848526823737297,0.6962733357333318,0.0040083364804982535,1.5293869287552602,59.51666723735677,0.7677280322987861,2.1510571102112408e-16,0.0,1,1,1,1,1,1,1
scripted_expert,Scripted expert,0.5,demonstrated_anchor,52,1,success,21.9,0.18781198545690536,1,0.0,0.278997301588914,0.18335034128039426,0.0034098219412859176,1.740015533563725,59.595703495981276,0.28378936985240333,2.220446049250313e-16,0.0,1,1,1,1,1,1,1
scripted_expert,Scripted expert,0.5,demonstrated_anchor,53,1,success,21.9,0.16390434624623595,1,0.0,0.05626458282159261,0.1446473796491102,0.0037485987356076778,1.5090922608657251,59.875430334188614,0.16490262946488354,2.3592239273284576e-16,0.0,1,1,1,1,1,1,1
scripted_expert,Scripted expert,0.5,demonstrated_anchor,54,1,success,21.9,0.27857396825104364,1,0.0,0.44873536846119194,0.46949336477909626,0.004080948392604089,1.8466724036085536,59.293319822197205,0.6310380974251253,2.0816681711721685e-16,0.0,1,1,1,1,1,1,1
scripted_expert,Scripted expert,0.5,demonstrated_anchor,55,1,success,21.9,0.1817613454928953,1,0.0,0.8938458351625594,0.4218624393363546,0.003452301181379458,2.3063595834613775,58.776701935949674,0.743646939994876,2.498001805406602e-16,0.0,1,1,1,1,1,1,1
scripted_expert,Scripted expert,0.5,demonstrated_anchor,56,1,success,21.9,0.1757130501595216,1,0.0,0.8495664669595754,1.4842470930881002,0.003521792596492934,1.8538093531613014,58.46848046354593,1.7900910211935472,2.1510571102112408e-16,0.0,1,1,1,1,1,1,1
scripted_expert,Scripted expert,0.5,demonstrated_anchor,57,1,success,21.9,0.2216952891078725,1,0.0,0.24516120898894983,0.7760230705721587,0.0033976557619948555,0.920468415199001,59.43482362811854,0.8642811058081806,2.0469737016526324e-16,0.0,1,1,1,1,1,1,1
scripted_expert,Scripted expert,0.5,demonstrated_anchor,58,1,success,21.9,0.19597055640773262,1,0.0,1.0615188702513427,0.5962676841270027,0.004017165026365621,2.3876299257831843,58.51501029653984,0.9784144774174861,2.463307335887066e-16,0.0,1,1,1,1,1,1,1
scripted_expert,Scripted expert,0.5,demonstrated_anchor,59,1,success,21.9,0.210692013277254,1,0.0,0.42592167352719434,0.6864204211993308,0.003736437718378338,1.3597342507531873,59.247664529351006,0.8397522236691207,2.2898349882893854e-16,0.0,1,1,1,1,1,1,1
scripted_expert,Scripted expert,0.5,demonstrated_anchor,60,1,success,21.9,0.23435753193251085,1,0.0,1.0686296279218817,0.24910232954085978,0.0036385479628124884,1.7018256048568103,58.625308703727946,0.6338089955927372,2.255140518769849e-16,0.0,1,1,1,1,1,1,1
scripted_expert,Scripted expert,0.5,demonstrated_anchor,61,1,success,21.9,0.2089311063352019,1,0.0,0.18963565624051557,1.1896910636036377,0.00355406189901597,1.829299390399274,59.360478720898215,1.2579598998502233,2.3592239273284576e-16,0.0,1,1,1,1,1,1,1
scripted_expert,Scripted expert,0.5,demonstrated_anchor,62,1,success,21.9,0.24054001468044633,1,0.0,0.34431170250382453,0.2758245242183089,0.004474070840775779,1.4139607716614409,59.483650069995555,0.3997767371196857,2.2898349882893854e-16,0.0,1,1,1,1,1,1,1
scripted_expert,Scripted expert,0.5,demonstrated_anchor,63,1,success,21.9,0.22341063831135233,1,0.0,0.650418358561405,0.10395970049052693,0.004222273745665195,1.5685338456339157,59.17528489669364,0.3381103095726327,2.0469737016526324e-16,0.0,1,1,1,1,1,1,1
scripted_expert,Scripted expert,0.5,demonstrated_anchor,64,1,success,21.9,0.22429214244509252,1,0.0,1.750576720763119,0.9250185472345158,0.0036176810601690756,2.1977521111422225,57.57720449879817,1.5552261667092386,2.1510571102112408e-16,0.0,1,1,1,1,1,1,1
scripted_expert,Scripted expert,0.5,demonstrated_anchor,65,1,success,21.9,0.26947024709626477,1,0.0,0.2657645843465981,0.8632488233353863,0.00416711480723142,2.033137597253573,59.37882695775486,0.9589240737001616,2.220446049250313e-16,0.0,1,1,1,1,1,1,1
scripted_expert,Scripted expert,0.5,demonstrated_anchor,66,1,success,21.9,0.22188180629354898,1,0.0,0.07095837033405857,0.3560786980676464,0.0034389217823487805,1.6314122603118124,59.7865614625132,0.3816237113879075,2.498001805406602e-16,0.0,1,1,1,1,1,1,1
scripted_expert,Scripted expert,0.5,demonstrated_anchor,67,1,success,21.9,0.19352719092891996,1,0.0,0.5828302165997226,0.1875382880642883,0.004209327923707651,1.9647952442516774,59.22800113349869,0.39735716604018845,2.2898349882893854e-16,0.0,1,1,1,1,1,1,1
scripted_expert,Scripted expert,0.5,demonstrated_anchor,68,1,success,21.9,0.20216793124772586,1,0.0,0.20402138256705912,0.2945376579751003,0.004573653115026888,1.160131445999268,59.64542686566644,0.36798535569924157,2.0816681711721685e-16,0.0,1,1,1,1,1,1,1
scripted_expert,Scripted expert,0.5,demonstrated_anchor,69,1,success,21.9,0.2134345933137794,1,0.0,0.4253438925903258,0.25148297877531905,0.0035394968120002757,1.4961843943053483,59.3966501728028,0.40460678010783635,2.3245294578089215e-16,0.0,1,1,1,1,1,1,1
scripted_expert,Scripted expert,0.5,demonstrated_anchor,70,1,success,21.9,0.2664336033492543,1,0.0,0.17637950935849533,0.3318534042417337,0.004156665891111078,1.4378699167240503,59.66678543295628,0.395350027610792,2.220446049250313e-16,0.0,1,1,1,1,1,1,1
scripted_expert,Scripted expert,0.5,demonstrated_anchor,71,1,success,21.9,0.25249458624093873,1,0.0,0.84782373456282,0.49300639046274985,0.004514221809290175,1.9694930694380675,58.80550947996777,0.7982229349053651,2.3245294578089215e-16,0.0,1,1,1,1,1,1,1
scripted_expert,Scripted expert,0.5,demonstrated_anchor,72,1,success,21.9,0.25477277305375695,1,0.0,0.04732859106881961,0.011453844683236306,0.0035092802638039267,1.573656778734299,59.93194189497113,0.028492137468011366,2.0816681711721685e-16,0.0,1,1,1,1,1,1,1
scripted_expert,Scripted expert,0.5,demonstrated_anchor,73,1,success,21.9,0.26043686968331664,1,0.0,0.1136971268738365,0.07455804877871765,0.0036241321209340427,1.6714938620340354,59.83060303371267,0.11548901445329879,2.3245294578089215e-16,0.0,1,1,1,1,1,1,1
scripted_expert,Scripted expert,0.5,demonstrated_anchor,74,1,success,21.9,0.21296181638554568,1,0.0,0.14994575515958178,0.9813153476238767,0.004445599253820487,2.0272179901264504,59.47708211718336,1.0352958194813262,2.185751579730777e-16,0.0,1,1,1,1,1,1,1
scripted_expert,Scripted expert,0.5,demonstrated_anchor,75,1,success,21.9,0.27262343407830036,1,0.0,1.612936202649431,0.40973041265900956,0.0037885765833381435,1.8153170534882452,57.917212205691605,0.9903874456128047,2.1510571102112408e-16,0.0,1,1,1,1,1,1,1
scripted_expert,Scripted expert,0.5,demonstrated_anchor,76,1,success,21.9,0.2453000597332804,1,0.0,0.9307113757381188,0.81732165605323,0.0033969625579340357,1.4732986754576156,58.59812336468449,1.1523777513189528,2.3592239273284576e-16,0.0,1,1,1,1,1,1,1
scripted_expert,Scripted expert,0.5,demonstrated_anchor,77,1,success,21.9,0.19218384817868103,1,0.0,1.0315578408727641,0.7298675410734021,0.004275010302325466,2.320164933974074,58.50499810535284,1.1012283637875973,2.255140518769849e-16,0.0,1,1,1,1,1,1,1
scripted_expert,Scripted expert,0.5,demonstrated_anchor,78,1,success,21.9,0.25574569913966777,1,0.0,0.37848104705194324,0.20969265720709407,0.0042353462992957835,2.004292083022012,59.46563301285873,0.3459458341457936,2.5326962749261384e-16,0.0,1,1,1,1,1,1,1
scripted_expert,Scripted expert,0.5,demonstrated_anchor,79,1,success,21.9,0.24363723492973907,1,0.0,0.36013082851016,0.9382111109166446,0.0038622088560018586,1.5193736042556487,59.24074058947854,1.0678582091803022,2.255140518769849e-16,0.0,1,1,1,1,1,1,1
scripted_expert,Scripted expert,0.5,demonstrated_anchor,80,1,success,21.9,0.23783023957796123,1,0.0,0.1656234216444893,0.8616133942776731,0.004277080215239537,1.9162208634271514,59.4993214715202,0.9212378260696893,2.5673907444456745e-16,0.0,1,1,1,1,1,1,1
scripted_expert,Scripted expert,0.5,demonstrated_anchor,81,1,success,21.9,0.19095588743639952,1,0.0,1.5688006155830798,0.49356219584986694,0.004194800751504801,2.45874848710132,57.940819033133195,1.0583304174597756,2.185751579730777e-16,0.0,1,1,1,1,1,1,1
scripted_expert,Scripted expert,0.5,demonstrated_anchor,82,1,success,21.9,0.2028357947124025,1,0.0,0.9001709224294818,0.7995147882269072,0.0036381950836658072,1.9710996653936292,58.64031965541177,1.1235763203015208,2.463307335887066e-16,0.0,1,1,1,1,1,1,1
scripted_expert,Scripted expert,0.5,demonstrated_anchor,83,1,success,21.9,0.22194479653449728,1,0.0,0.25905942793489467,0.4895517494313239,0.004155894248204506,1.786677625669956,59.51395371375025,0.5828131434878859,2.0816681711721685e-16,0.0,1,1,1,1,1,1,1
scripted_expert,Scripted expert,0.5,demonstrated_anchor,84,1,success,21.9,0.23736894425435806,1,0.0,0.00607073869627312,0.6496048654849185,0.0034585512099819526,1.3294165638148574,59.76458650175864,0.6517903314155767,2.185751579730777e-16,0.0,1,1,1,1,1,1,1
scripted_expert,Scripted expert,0.5,demonstrated_anchor,85,1,success,21.9,0.2591135551661292,1,0.0,1.0938264265793198,0.17597146826641302,0.0037187685675304505,2.5511766976497565,58.61976857490242,0.5697489818349681,2.185751579730777e-16,0.0,1,1,1,1,1,1,1
scripted_expert,Scripted expert,0.5,demonstrated_anchor,86,1,success,21.9,0.2797680271499922,1,0.0,0.01723894600842029,0.6145861756042121,0.0038931770814445987,1.9536275129493084,59.762178293213424,0.6207921961672435,2.255140518769849e-16,0.0,1,1,1,1,1,1,1
scripted_expert,Scripted expert,0.5,demonstrated_anchor,87,1,success,21.9,0.24595008957126357,1,0.0,0.7043426056228344,1.0956327273510706,0.004354602852017941,1.7792531773285523,58.773129079963994,1.349196065375291,2.1510571102112408e-16,0.0,1,1,1,1,1,1,1
scripted_expert,Scripted expert,0.5,demonstrated_anchor,88,1,success,21.9,0.2173393611434054,1,0.0,0.7721949502602944,0.013209957356941202,0.0036970890487696417,2.1836671077328003,59.061110787183864,0.29120013945064716,2.0816681711721685e-16,0.0,1,1,1,1,1,1,1
scripted_expert,Scripted expert,0.5,demonstrated_anchor,89,1,success,21.9,0.21868800948359363,1,0.0,0.5802800501983667,0.2415306649013391,0.004076638721087322,2.324207028333977,59.21298257238122,0.4504314829727511,2.0816681711721685e-16,0.0,1,1,1,1,1,1,1
scripted_expert,Scripted expert,0.5,demonstrated_anchor,90,1,success,21.9,0.2669519541325047,1,0.0,0.5502152345864161,0.5200836920557346,0.003734107684451149,2.393538240775774,59.15507163706,0.7181611765068443,2.42861286636753e-16,0.0,1,1,1,1,1,1,1
scripted_expert,Scripted expert,0.5,demonstrated_anchor,91,1,success,21.9,0.24329444282988977,1,0.0,1.2995976043144262,0.5926618478554198,0.0036629221352443286,1.9948581633105962,58.23128571006784,1.0605169854086132,2.42861286636753e-16,0.0,1,1,1,1,1,1,1
scripted_expert,Scripted expert,0.5,demonstrated_anchor,92,1,success,21.9,0.26770803884122385,1,0.0,0.6800035031596828,0.1596645728544616,0.004531086611978874,1.6782522778433873,59.12019455955271,0.4044658339919474,2.0816681711721685e-16,0.0,1,1,1,1,1,1,1
scripted_expert,Scripted expert,0.5,demonstrated_anchor,93,1,success,21.9,0.27297705127925687,1,0.0,0.6346616070936694,1.1264852237128802,0.004201874474151213,1.530609847226022,58.8465771590295,1.354963402266601,2.2898349882893854e-16,0.0,1,1,1,1,1,1,1
scripted_expert,Scripted expert,0.5,demonstrated_anchor,94,1,success,21.9,0.27243452293005066,1,0.0,0.8454418591272147,0.6288956996816236,0.0037775682592455784,1.8480502031197252,58.76371233781117,0.9332547689674209,2.2898349882893854e-16,0.0,1,1,1,1,1,1,1
scripted_expert,Scripted expert,0.5,demonstrated_anchor,95,1,success,21.9,0.19864354264570058,1,0.0,1.264022668627908,0.04334055896279182,0.0036549300684400876,2.0167305372730624,58.46076165445544,0.49838871966883863,2.185751579730777e-16,0.0,1,1,1,1,1,1,1
scripted_expert,Scripted expert,0.5,demonstrated_anchor,96,1,success,21.9,0.2294193722676354,1,0.0,0.5601008517655336,0.15237876313131618,0.004670223787800354,2.318848402754047,59.26626272846233,0.3540150697669083,2.185751579730777e-16,0.0,1,1,1,1,1,1,1
scripted_expert,Scripted expert,0.5,demonstrated_anchor,97,1,success,21.9,0.22437721579804076,1,0.0,0.9776615625002469,0.5550906434808113,0.0037443012930784003,2.004429499305591,58.63021227350077,0.9070488059809001,2.220446049250313e-16,0.0,1,1,1,1,1,1,1
scripted_expert,Scripted expert,0.5,demonstrated_anchor,98,1,success,21.9,0.27925228139540875,1,0.0,0.20137939271137834,0.2418600027611053,0.0041535079052507085,1.5304775411696447,59.66738996120654,0.3143565841372015,2.393918396847994e-16,0.0,1,1,1,1,1,1,1
scripted_expert,Scripted expert,0.5,demonstrated_anchor,99,1,success,21.9,0.17551803295890409,1,0.0,0.21867663037389826,1.0744343596197328,0.004275057046215225,1.8282256192988176,59.36330274148356,1.1531579465543362,2.498001805406602e-16,0.0,1,1,1,1,1,1,1
scripted_expert,Scripted expert,0.5,demonstrated_anchor,100,1,success,21.9,0.26842833720861786,1,0.0,1.370598660522501,0.309404755724422,0.003974552805729115,2.0066685105053543,58.241737429534666,0.8028202735125223,2.255140518769849e-16,0.0,1,1,1,1,1,1,1
