method,severity,trial,schedule_fingerprint,success,tracking_rmse,tail_rmse,final_error,policy_rmse,action_jerk,control_effort,latent_rmse,mean_inference_loss
history_h4,0.5,21,555c262614031dd7,1.0,0.3363753316743548,0.20648632171503745,0.22492469167465146,0.25806237264040766,0.1157910548933622,0.7781522941944875,nan,nan
history_h16,0.5,21,555c262614031dd7,1.0,0.3109477464848799,0.18617047111020465,0.21044089415766365,0.20197875491210157,0.10923850115948584,0.7486820369601885,nan,nan
history_h16_chunk4,0.5,21,555c262614031dd7,1.0,0.3421360972877472,0.2249685252927752,0.2246936853448851,0.2747063222488376,0.09142209613803451,0.6358867158254439,nan,nan
oracle,0.5,22,e04f8f4528a395a0,1.0,0.2421148361214652,0.06273977728095916,0.03330191421226658,0.0,0.09168702099460747,0.681282294882942,0.0,nan
open_loop,0.5,22,e04f8f4528a395a0,0.0,2.3527363868286306,4.317153154238921,5.456669985708998,1.702992229504731,0.07539365442064924,0.5269365534446809,1.2732247823149414,0.0
pred_error_w8,0.5,22,e04f8f4528a395a0,1.0,0.2449338905649104,0.07165530374320533,0.06139943854562979,0.10107389251312099,0.14735334687552754,0.6932048025615282,0.03117295434532105,5.038594144996935e-05
history_h4,0.5,22,e04f8f4528a395a0,1.0,0.27847670223047216,0.08742692323922309,0.08332232665212658,0.20282444078253606,0.11610157050034456,0.6947938811965263,nan,nan
history_h16,0.5,22,e04f8f4528a395a0,1.0,0.2619152890227328,0.08614754806002843,0.07977068102740503,0.15979090627298298,0.10622536649735685,0.6675063236177039,nan,nan
history_h16_chunk4,0.5,22,e04f8f4528a395a0,1.0,0.3015618473330397,0.10779099875343869,0.1256523319714855,0.33286822032494207,0.10080312401374136,0.574442943595888,nan,nan
oracle,0.5,23,1549bc51f2a5ed7a,1.0,0.2085067240644302,0.07175243860604368,0.03135090058112899,0.0,0.06359644950912911,0.4877243782684771,0.0,nan
open_loop,0.5,23,1549bc51f2a5ed7a,0.0,1.5025152899170315,2.373454721722087,2.9017848010688936,1.9574415500032432,0.057824777987078226,0.4113371573130668,0.7128278839103649,0.0
pred_error_w8,0.5,23,1549bc51f2a5ed7a,1.0,0.23016518888101295,0.1264681771725463,0.09043719528618244,0.327404921951292,0.14530398866556227,0.5351433539596279,0.05530449140926156,3.7130435590182907e-05
history_h4,0.5,23,1549bc51f2a5ed7a,1.0,0.25356826792569204,0.12863236794599286,0.07820867777845208,0.3607390901644601,0.11336419897650307,0.5811018514452797,nan,nan
history_h16,0.5,23,1549bc51f2a5ed7a,1.0,0.2537107632120229,0.13422442373782031,0.09345678260362922,0.3892975326055353,0.10452789961634591,0.5844984389103234,nan,nan
history_h16_chunk4,0.5,23,1549bc51f2a5ed7a,1.0,0.3093149926903713,0.17245496759629786,0.08727185182728858,0.4840103024019971,0.10570282907218773,0.5362881448668376,nan,nan
oracle,0.5,24,7ce23d190be4bdac,1.0,0.2297094881216235,0.07635016259762274,0.0113740285874524,0.0,0.06326476639703087,0.49426753659343053,0.0,nan
open_loop,0.5,24,7ce23d190be4bdac,0.0,1.4889032577269845,1.4440760375356012,0.8159712103379844,2.094813910536819,0.0605106162091362,0.4474612797507184,0.7662428382227993,0.0
pred_error_w8,0.5,24,7ce23d190be4bdac,1.0,0.23657254524829952,0.06992107101814393,0.01863191145954657,0.1323055466407999,0.12921716380091447,0.49650218811969205,0.03661287112478772,3.0336307849313057e-05
history_h4,0.5,24,7ce23d190be4bdac,1.0,0.2593237857480616,0.09469351803920018,0.024663226108616154,0.25627010457136196,0.1008343868350297,0.5581110438228144,nan,nan
history_h16,0.5,24,7ce23d190be4bdac,1.0,0.2515631238192047,0.08296912230254999,0.007839517474621527,0.21843730812593404,0.09178321667386366,0.5535542218350322,nan,nan
history_h16_chunk4,0.5,24,7ce23d190be4bdac,1.0,0.3135075279017164,0.14270741432583597,0.002919597267528662,0.3597669266059067,0.09447488896211509,0.4860809957393639,nan,nan
oracle,0.5,25,b19d65c34c50470a,1.0,0.21148157629845343,0.0847811882224509,0.0683284688769028,0.0,0.09605976128119284,0.6471303705714753,0.0,nan
open_loop,0.5,25,b19d65c34c50470a,0.0,1.116103739204604,1.6565306829500281,1.3324259071377371,1.9539480199114114,0.07751553164273106,0.45911792925527856,1.0502325862540653,0.0
pred_error_w8,0.5,25,b19d65c34c50470a,1.0,0.22244404454596095,0.13265629924132016,0.03687274428872378,0.15778223072147263,0.14607473343632413,0.6522876158603486,0.037174498203760314,2.648475045789563e-05
history_h4,0.5,25,b19d65c34c50470a,1.0,0.2496877033746821,0.17198113705680407,0.029762857415449595,0.2576145433488813,0.10619267391589535,0.6353057307458486,nan,nan
history_h16,0.5,25,b19d65c34c50470a,1.0,0.23036630643136605,0.16095471424813731,0.02588946307338702,0.23090706454134732,0.09799103337206862,0.603391288780143,nan,nan
history_h16_chunk4,0.5,25,b19d65c34c50470a,1.0,0.2638084423852444,0.23391532678654778,0.028299409000742237,0.3941193324192595,0.09115129381696538,0.5601410459341419,nan,nan
oracle,0.5,26,127231529a48c5cd,1.0,0.28235939611257205,0.12232514939148026,0.06293193887005799,0.0,0.07485393252707984,0.5655124192742856,0.0,nan
open_loop,0.5,26,127231529a48c5cd,0.0,8.324268993185846,13.529682913190602,16.82234716716478,3.062035737238378,0.060424050271973374,0.4246141778880539,3.0738009813639016,0.0
pred_error_w8,0.5,26,127231529a48c5cd,1.0,0.2963146268054597,0.18690108705038536,0.12254996789789896,0.18357573625795326,0.1468616357622434,0.5914923854428376,0.03495907284186873,3.542037265221935e-05
history_h4,0.5,26,127231529a48c5cd,1.0,0.3281498513242154,0.2552023829365054,0.1335123328715948,0.32931445833081446,0.1242247821734866,0.7228775601392795,nan,nan
history_h16,0.5,26,127231529a48c5cd,1.0,0.30991489245079923,0.2219517630708704,0.13596970302197775,0.2761176597716038,0.11665424899046391,0.6993061381238393,nan,nan
history_h16_chunk4,0.5,26,127231529a48c5cd,1.0,0.3565520705736055,0.28786056522442377,0.11384401962187063,0.39097961465714065,0.10225373786685098,0.6082211701378406,nan,nan
oracle,0.5,27,20a9e25865395cf4,1.0,0.24709419888065098,0.1556961211218551,0.1704333557666704,0.0,0.0715931961266195,0.5881485481927388,0.0,nan
open_loop,0.5,27,20a9e25865395cf4,0.0,2.3240657980841037,4.298965392877364,6.842956212854162,1.8891894144374408,0.06085532084912817,0.415737871800055,2.349938055414935,0.0
pred_error_w8,0.5,27,20a9e25865395cf4,1.0,0.25852073941622733,0.17968952079414818,0.1880833625964904,0.1188691810194509,0.14799373676576347,0.6095404965492257,0.03136761271593789,3.8345103616628576e-05
history_h4,0.5,27,20a9e25865395cf4,1.0,0.2840955855630605,0.21196145477967393,0.19811688040365638,0.22224215622931168,0.10408480336426373,0.6515479176993726,nan,nan
history_h16,0.5,27,20a9e25865395cf4,1.0,0.2694527337747952,0.20626373548121998,0.21602150868983472,0.19159830833683028,0.10561194897909455,0.6598672346088159,nan,nan
history_h16_chunk4,0.5,27,20a9e25865395cf4,1.0,0.30279151959212125,0.2482260359017335,0.24596378388936202,0.2879335161348606,0.08538747700264329,0.5802767963232061,nan,nan
oracle,0.5,28,c40534a3f74430ed,1.0,0.26830200662198367,0.10269078852863855,0.045941445433883454,0.0,0.08490099567732912,0.6585605350212186,0.0,nan
open_loop,0.5,28,c40534a3f74430ed,0.0,0.7207074031776323,1.084269180144451,0.8659761185548132,1.730029437906609,0.08236125611949137,0.5818892795296632,0.782024209571834,0.0
pred_error_w8,0.5,28,c40534a3f74430ed,1.0,0.274493201100611,0.11551537042412062,0.03343580054149209,0.11093537168821693,0.14145563275319217,0.6578361924364428,0.028939660199340564,2.394642898288169e-05
history_h4,0.5,28,c40534a3f74430ed,1.0,0.2972761577233888,0.12796781992015974,0.08005612381012417,0.2131429708008789,0.11500000464669437,0.6713044421949128,nan,nan
history_h16,0.5,28,c40534a3f74430ed,1.0,0.2895992672807191,0.12525185258964924,0.046393969663000134,0.17012185707600996,0.10470696081608889,0.6612437304928593,nan,nan
history_h16_chunk4,0.5,28,c40534a3f74430ed,1.0,0.3505662527033669,0.1538467852422854,0.09637603101111991,0.34060363315123626,0.11082653533506667,0.6123014677692815,nan,nan
oracle,0.5,29,37fa74cb809fcf8a,1.0,0.0744937803259294,0.0631925047588603,0.03959018674937642,0.0,0.03913070843637631,0.29903418936374143,0.0,nan
open_loop,0.5,29,37fa74cb809fcf8a,0.0,1.457569474091183,2.2703952111811714,2.7965655652936015,2.186961262341408,0.018314364862204748,0.16542727629235687,0.7181987419369447,0.0
pred_error_w8,0.5,29,37fa74cb809fcf8a,1.0,0.07744757751593957,0.05789845774208444,0.12374916407095071,0.2033144298325851,0.12455220739046648,0.32279583691340835,0.030562098433221944,1.9708939684066966e-05
history_h4,0.5,29,37fa74cb809fcf8a,1.0,0.11398694356309254,0.07789649004041338,0.1427941842612812,0.2309579874351384,0.06590660013192336,0.3578889831704738,nan,nan
history_h16,0.5,29,37fa74cb809fcf8a,1.0,0.10040978889947201,0.07030617273185866,0.11877099219322051,0.200352719699412,0.05696035484316497,0.3453759913697042,nan,nan
history_h16_chunk4,0.5,29,37fa74cb809fcf8a,1.0,0.13733605777213187,0.07765021522035526,0.14674359292040684,0.2858006147162888,0.0648524877657597,0.37745827317701675,nan,nan
oracle,0.5,30,d8ee528075a6dab8,1.0,0.10801796607065235,0.06566083993806876,0.12148726332510229,0.0,0.04535490091924074,0.3430222888592763,0.0,nan
open_loop,0.5,30,d8ee528075a6dab8,0.0,1.948332875410406,3.41793100190531,4.127663421764567,2.0665666369264235,0.03707161799722429,0.2067982837670547,0.813614974339093,0.0
pred_error_w8,0.5,30,d8ee528075a6dab8,1.0,0.12206285773703124,0.09429231619623885,0.16925045880271128,0.11591685131411043,0.12833775672961356,0.3848330644529103,0.029677401899140306,2.2446425397683765e-05
history_h4,0.5,30,d8ee528075a6dab8,1.0,0.13925730637420144,0.12962480841262342,0.2324228558399275,0.16383269777745868,0.06784037143837666,0.3884436956898898,nan,nan
history_h16,0.5,30,d8ee528075a6dab8,1.0,0.13371606507649433,0.11671795293972875,0.2104961066247828,0.14160471399309774,0.060871524982341,0.39122322678720894,nan,nan
history_h16_chunk4,0.5,30,d8ee528075a6dab8,1.0,0.1566901038654708,0.16042117189098024,0.27761074095133687,0.23791363320000886,0.06375676403257782,0.4018893636951194,nan,nan
oracle,0.5,31,9f0e7c870b0cd0e3,1.0,0.13036481502731878,0.08822349033165225,0.03448970930248629,0.0,0.050737903783690086,0.4471066367042502,0.0,nan
open_loop,0.5,31,9f0e7c870b0cd0e3,0.0,2.312681217323813,2.0882251747200704,0.2082361199686269,1.969847609154031,0.041791755495131595,0.3118955748479026,1.6687055642193003,0.0
pred_error_w8,0.5,31,9f0e7c870b0cd0e3,1.0,0.12562517629774422,0.06014519970164155,0.09847373521188119,0.18182299091948068,0.13171324327042322,0.46093126668012624,0.03182570844517856,2.8943473421379468e-05
history_h4,0.5,31,9f0e7c870b0cd0e3,1.0,0.15620684973011753,0.08659404821862306,0.09130064342075794,0.20102067160826703,0.07904050504489485,0.4550894075053289,nan,nan
history_h16,0.5,31,9f0e7c870b0cd0e3,1.0,0.15073575245248944,0.08179297730228956,0.10372222005580656,0.19690493915585858,0.06947826800077499,0.45955811642652766,nan,nan
history_h16_chunk4,0.5,31,9f0e7c870b0cd0e3,1.0,0.19427021116534415,0.12853832226478995,0.16151750699218592,0.3218489055598874,0.07610254203107845,0.4557487947140028,nan,nan
oracle,0.5,32,f60c21e923b91637,1.0,0.24590843139691204,0.06797225865909025,0.038502821782473884,0.0,0.08021687166756628,0.5936993443639267,0.0,nan
open_loop,0.5,32,f60c21e923b91637,0.0,1.0192897536641914,1.1074137174441667,2.0997386353947984,2.035046479912781,0.08094877908959326,0.5686062249623964,0.8175131617299147,0.0
pred_error_w8,0.5,32,f60c21e923b91637,1.0,0.24643505827559462,0.07367815266262329,0.02338025498749219,0.10021488191189187,0.140583498662459,0.604849621850184,0.03193395852491046,8.964459677595497e-05
history_h4,0.5,32,f60c21e923b91637,1.0,0.27587980988734884,0.09443759167821858,0.0162419020379585,0.20874481796123137,0.11154671799680453,0.6074741877721122,nan,nan
history_h16,0.5,32,f60c21e923b91637,1.0,0.264504209706717,0.07946278957956504,0.03431017891761745,0.15150611736932784,0.09781459518979624,0.5832434449992453,nan,nan
history_h16_chunk4,0.5,32,f60c21e923b91637,1.0,0.31904561435582685,0.11335730073376084,0.0755373679580198,0.3438547730437278,0.09685277882574198,0.5029603107181447,nan,nan
oracle,0.5,33,6a1f03ca4630ae30,1.0,0.21955051415433366,0.1024121270131768,0.23689670329407608,0.0,0.07531373364452588,0.6169569045308314,0.0,nan
open_loop,0.5,33,6a1f03ca4630ae30,0.0,6.097225439314356,10.198956684906635,11.987419232970446,2.7871140065337445,0.0714676704852354,0.5009483724278556,2.2044072115117292,0.0
pred_error_w8,0.5,33,6a1f03ca4630ae30,1.0,0.2253065635742796,0.11399839467238215,0.2617346837535286,0.10185187560806541,0.13352792111405265,0.6388050595092926,0.026471798543546473,2.065438983700945e-05
history_h4,0.5,33,6a1f03ca4630ae30,1.0,0.2596385116481174,0.14260497870870695,0.2962909295634759,0.217675097724586,0.10731232660105745,0.6446943637600892,nan,nan
history_h16,0.5,33,6a1f03ca4630ae30,1.0,0.2516480454889672,0.13315588103255394,0.2924575287044231,0.19046813040063512,0.0985715058566446,0.6446019841117372,nan,nan
history_h16_chunk4,0.5,33,6a1f03ca4630ae30,1.0,0.28878063997198655,0.15809375213231033,0.36470289618422047,0.34263684475842815,0.09891918792997383,0.566367063205808,nan,nan
oracle,0.5,34,03b1828c8db38a51,1.0,0.14328235137846726,0.10249858738514149,0.04436458652570474,0.0,0.05997501903310636,0.4631168714548796,0.0,nan
open_loop,0.5,34,03b1828c8db38a51,0.0,2.55936751967364,4.727072181691739,6.398252665143919,1.7900708338214095,0.044775715580457495,0.261621501567831,1.8498347430737772,0.0
pred_error_w8,0.5,34,03b1828c8db38a51,1.0,0.14008054985979948,0.10198060053851905,0.11043649756807161,0.1727004753541876,0.13925760889912453,0.5113851131631575,0.035502478484405645,3.1749212226400737e-05
history_h4,0.5,34,03b1828c8db38a51,1.0,0.1672733992381702,0.12735127185313297,0.14352568281968647,0.2098426612172228,0.08529320416305335,0.5339162928649076,nan,nan
history_h16,0.5,34,03b1828c8db38a51,1.0,0.15146425713303135,0.1179808050397252,0.11824015478230443,0.1841930107350163,0.07902426920717699,0.5189558563406833,nan,nan
history_h16_chunk4,0.5,34,03b1828c8db38a51,1.0,0.1823348411858966,0.1608710744525759,0.1729892558360313,0.26132845585552555,0.07680058195645766,0.513401060775446,nan,nan
oracle,0.5,35,cb312e002e038a26,1.0,0.08728938306950723,0.09849046662133454,0.05361698747971522,0.0,0.03511158564241417,0.34266616866433347,0.0,nan
open_loop,0.5,35,cb312e002e038a26,0.0,6.414882289314147,10.876235022035289,13.835080924458435,2.493341774497428,0.005795118110875343,0.09535542230274303,2.3879606484384763,0.0
pred_error_w8,0.5,35,cb312e002e038a26,1.0,0.09448246497180915,0.09889727193381524,0.06687885835591656,0.10726640203346043,0.11587032143993627,0.3653243527211239,0.033220988794265154,4.295055461504457e-05
history_h4,0.5,35,cb312e002e038a26,1.0,0.11674493579636233,0.1226674179223214,0.09175537489579932,0.13808253397718442,0.05824137886456861,0.36274665767990855,nan,nan
history_h16,0.5,35,cb312e002e038a26,1.0,0.10616540677068578,0.10918651303185115,0.084271035784659,0.12099713116763232,0.05068510771674324,0.3735007816658672,nan,nan
history_h16_chunk4,0.5,35,cb312e002e038a26,1.0,0.13493445751333571,0.11564775014996179,0.09346248363583909,0.20463335244672365,0.05744085479747789,0.3858077498119388,nan,nan
oracle,0.5,36,f37e92eb2ef43d24,1.0,0.10059428637693857,0.06646154659239074,0.026181547284654272,0.0,0.04321683929584271,0.36506896932825517,0.0,nan
open_loop,0.5,36,f37e92eb2ef43d24,0.0,1.5134433708236543,2.293167185290287,3.2320386145248303,2.088887181577479,0.024937608297538043,0.14338297995808066,0.5962648372277578,0.0
pred_error_w8,0.5,36,f37e92eb2ef43d24,1.0,0.09880364785204654,0.06623183199671726,0.04840051361795261,0.13301517403325605,0.13778288978473188,0.40378690080072077,0.03263589324663166,4.323742901212233e-05
history_h4,0.5,36,f37e92eb2ef43d24,1.0,0.11610443087630591,0.09332965772151126,0.04332635810649865,0.13732948578029813,0.06923671256340971,0.39711328827151854,nan,nan
history_h16,0.5,36,f37e92eb2ef43d24,1.0,0.11314589202154983,0.07857121697670742,0.0435501588505538,0.11917121363941519,0.05895488022496906,0.4021781054161141,nan,nan
history_h16_chunk4,0.5,36,f37e92eb2ef43d24,1.0,0.15569600331147468,0.10551707059769373,0.058135012798476104,0.2191740331750356,0.061158388187803996,0.4152573954439724,nan,nan
oracle,0.5,37,819967f8886405d6,1.0,0.11136322274563311,0.05348218392491411,0.019332242977921688,0.0,0.040775721952437644,0.3893540666563646,0.0,nan
open_loop,0.5,37,819967f8886405d6,0.0,4.970270498064906,8.40823163478416,9.89763278919374,2.2504240571935643,0.03327758724264446,0.24117093294672368,1.9482651659901795,0.0
pred_error_w8,0.5,37,819967f8886405d6,1.0,0.16407327116633083,0.13068419523603395,0.10687876937098828,0.2722135738988791,0.1449402053492205,0.44395116812530666,0.04506020692121711,5.0779474859623346e-05
history_h4,0.5,37,819967f8886405d6,1.0,0.1818772818875996,0.12799973386963992,0.09441887587946063,0.29657739962295654,0.07798169592792317,0.42026855989458417,nan,nan
history_h16,0.5,37,819967f8886405d6,1.0,0.17863228665618935,0.13570573977357026,0.11301662779967536,0.30274143802861603,0.0660626169555285,0.4285125592396518,nan,nan
history_h16_chunk4,0.5,37,819967f8886405d6,1.0,0.2088803355619202,0.1334639088975281,0.10544684240189905,0.3845304546302632,0.07233260365388593,0.4339391486571698,nan,nan
oracle,0.5,38,a0077d20fba1f80f,1.0,0.11549145017233194,0.11884985474431377,0.15551868961612048,0.0,0.04184068499927851,0.43983920794166775,0.0,nan
open_loop,0.5,38,a0077d20fba1f80f,0.0,1.911097622209901,3.604584961229955,5.735880129012901,1.5958094331235344,0.016446366827301977,0.1185245800930451,0.9337235961074555,0.0
pred_error_w8,0.5,38,a0077d20fba1f80f,1.0,0.13205185821207407,0.15990275828478692,0.20886432912137387,0.1485546467323187,0.12018079891099889,0.44584145654129864,0.0320904444328767,2.877660181406078e-05
history_h4,0.5,38,a0077d20fba1f80f,1.0,0.14812878590511616,0.17423584003574807,0.22527419280141991,0.16931239021143488,0.06648383889649319,0.4522437235367491,nan,nan
history_h16,0.5,38,a0077d20fba1f80f,1.0,0.13871585238866432,0.16950312116829763,0.21462839161354985,0.16352314714087604,0.05967800236282223,0.4564992680483908,nan,nan
history_h16_chunk4,0.5,38,a0077d20fba1f80f,1.0,0.17152401109304757,0.1901384212462296,0.22477362238588583,0.23869682079334303,0.06547934729596007,0.4847734346785938,nan,nan
oracle,0.5,39,70d19105c4a33dd2,1.0,0.26164601375663077,0.11823812261708547,0.03457046691287324,0.0,0.07111893077557743,0.5247715327699273,0.0,nan
open_loop,0.5,39,70d19105c4a33dd2,0.0,2.7615301328609867,4.258798369740349,3.6602815086933296,2.0057691631001675,0.060067260651048546,0.41779898025269935,0.990191225744486,0.0
pred_error_w8,0.5,39,70d19105c4a33dd2,1.0,0.26398606461050655,0.12321980522511163,0.006725877787466139,0.10381709565045555,0.1344839842165992,0.5456994931359734,0.03151717878641359,2.425826635096906e-05
history_h4,0.5,39,70d19105c4a33dd2,1.0,0.2843924241088992,0.1811182883534854,0.01453871379075089,0.21577312025279485,0.1128217457812811,0.640395837874158,nan,nan
history_h16,0.5,39,70d19105c4a33dd2,1.0,0.26940270772408625,0.14080131880854857,0.0138189891665359,0.17523763435352552,0.10509289298455664,0.6208175601908545,nan,nan
history_h16_chunk4,0.5,39,70d19105c4a33dd2,1.0,0.3068546371473688,0.21746022725970296,0.02770600558835934,0.28447032572783715,0.0904974113300845,0.5516297591115537,nan,nan
oracle,0.5,40,04b3bbe26c3d3b1e,1.0,0.25326661835206854,0.08254053566244697,0.07481977611538504,0.0,0.08676467774755393,0.6462277612867265,0.0,nan
open_loop,0.5,40,04b3bbe26c3d3b1e,0.0,2.4429774011040672,4.12032216077546,4.884844335717713,2.1246280937806388,0.08019687307379843,0.5626117929082005,1.0495390833126341,0.0
pred_error_w8,0.5,40,04b3bbe26c3d3b1e,1.0,0.26280832956499045,0.11109842610886142,0.1836354531089901,0.2940104564616654,0.13791501863359698,0.6762718683030365,0.04039908875292869,2.544347420386367e-05
history_h4,0.5,40,04b3bbe26c3d3b1e,1.0,0.29563282031564886,0.15101310632308013,0.23943309586598538,0.365167996621891,0.12014648993213578,0.6892606486846696,nan,nan
history_h16,0.5,40,04b3bbe26c3d3b1e,1.0,0.28028231036364765,0.12085067316729929,0.1965979890166114,0.32076970242156794,0.10652296501350762,0.6606555642588637,nan,nan
history_h16_chunk4,0.5,40,04b3bbe26c3d3b1e,1.0,0.33114749226472967,0.1584156600066375,0.28390112350383045,0.46923009984007985,0.10583944266691737,0.5698163233722043,nan,nan
oracle,0.5,41,92642c329d1607e7,1.0,0.2759193769282291,0.07845713025018375,0.12255046040787487,0.0,0.07349246861510587,0.5380892186934112,0.0,nan
open_loop,0.5,41,92642c329d1607e7,0.0,1.9151559761356598,3.270196066878527,2.7263861287187714,1.7076315365083885,0.06133351568727383,0.4321227084891245,0.7348332263662928,0.0
pred_error_w8,0.5,41,92642c329d1607e7,1.0,0.28396030855020615,0.1510491249092686,0.1850599678470095,0.1952886914517621,0.1251319913363221,0.5232076136303598,0.03559467256764933,2.6322490448971393e-05
history_h4,0.5,41,92642c329d1607e7,1.0,0.30159203624421843,0.18625914972663513,0.2289159411430184,0.286574246363717,0.11225495270003406,0.6402331337359318,nan,nan
history_h16,0.5,41,92642c329d1607e7,1.0,0.285180483145889,0.16683264403783235,0.20536008263846117,0.25046451187253055,0.10564278302183558,0.6154585496189162,nan,nan
history_h16_chunk4,0.5,41,92642c329d1607e7,1.0,0.3220366315497797,0.231294976536157,0.27236214786950264,0.36494029268328515,0.09153738233996249,0.5206078765091606,nan,nan
oracle,0.5,42,e5cebebf001c17a8,1.0,0.15748252619346348,0.08964346907845601,0.04040265877389704,0.0,0.07783918905512043,0.5389704485205283,0.0,nan
open_loop,0.5,42,e5cebebf001c17a8,0.0,4.800873545244972,8.017824363739265,9.760478079878371,2.7570159856806375,0.05678075826646878,0.3210536872895307,1.9937722907480946,0.0
pred_error_w8,0.5,42,e5cebebf001c17a8,1.0,0.15331410845522114,0.08409941881142523,0.07086401862625724,0.2838760213860957,0.15666372630104203,0.5571264542166935,0.03996665991570424,3.329023051877812e-05
history_h4,0.5,42,e5cebebf001c17a8,1.0,0.17297791447682553,0.09993892002487435,0.06141381963679926,0.26701250798093096,0.08920105569334404,0.5097441460113555,nan,nan
history_h16,0.5,42,e5cebebf001c17a8,1.0,0.15862646146914122,0.08610893216046252,0.054195604349978055,0.2422445588081074,0.07894801832265742,0.505277628542013,nan,nan
history_h16_chunk4,0.5,42,e5cebebf001c17a8,1.0,0.16997311432889214,0.11249438225297367,0.09379237116190708,0.2788926965407073,0.06414823433660156,0.4699226110804535,nan,nan
oracle,0.5,43,4077ff852bc8e1d8,1.0,0.1769117481329061,0.0687739466028023,0.04605076198246216,0.0,0.06167299063760385,0.46028080995339504,0.0,nan
open_loop,0.5,43,4077ff852bc8e1d8,0.0,3.7031741383263057,5.779017747905788,6.188491370668048,2.5510694414567436,0.05358665066361687,0.3638921610878085,1.3337591869641459,0.0
pred_error_w8,0.5,43,4077ff852bc8e1d8,1.0,0.1973173562324453,0.10359986059689145,0.015993940509071436,0.2248260586094079,0.1356255307557448,0.502184865444426,0.03758704539733657,2.8597637702344805e-05
history_h4,0.5,43,4077ff852bc8e1d8,1.0,0.23238323755909462,0.13732640632539475,0.040306286625238386,0.32203053051049946,0.09125738699746617,0.5115256324926869,nan,nan
history_h16,0.5,43,4077ff852bc8e1d8,1.0,0.22838861252053777,0.12503385000863768,0.0358121438143737,0.3133638136243133,0.08262397551480515,0.513103060506935,nan,nan
history_h16_chunk4,0.5,43,4077ff852bc8e1d8,1.0,0.2705734865264622,0.16747544543615767,0.04046865263579136,0.406743640439195,0.08330706353575212,0.46799485073207414,nan,nan
oracle,0.5,44,ed5276484fd03dd2,1.0,0.09921091838135968,0.040160828982211315,0.06472710212916155,0.0,0.03376149021438374,0.36941533655947156,0.0,nan
open_loop,0.5,44,ed5276484fd03dd2,0.0,3.942281165675367,6.500090085123946,7.643248631334001,2.6551427201626954,0.02114239825645834,0.17538318798901692,1.7997663848549679,0.0
pred_error_w8,0.5,44,ed5276484fd03dd2,1.0,0.12243912320867854,0.10277397292753783,0.03331641332671609,0.24830412801565402,0.1238996808201728,0.4078712956259581,0.03923028440103564,2.5778127539020763e-05
history_h4,0.5,44,ed5276484fd03dd2,1.0,0.15912314510945505,0.08988538364583692,0.007202121955982577,0.26452280242999543,0.06656354549841406,0.4114687663994912,nan,nan
history_h16,0.5,44,ed5276484fd03dd2,1.0,0.14669605719752507,0.08861452132126309,0.0017202076591207316,0.24282312599314437,0.05311085995389567,0.40665749275223984,nan,nan
history_h16_chunk4,0.5,44,ed5276484fd03dd2,1.0,0.1972667567225754,0.11914121047508133,0.003313837704235212,0.3631621879066345,0.06107484206604988,0.43150477866777426,nan,nan
oracle,0.5,45,c9697620b05b9daa,1.0,0.2256818844036874,0.1324786422003407,0.08867416187443555,0.0,0.07299624880611377,0.581026453413883,0.0,nan
open_loop,0.5,45,c9697620b05b9daa,0.0,1.4234129212863054,2.5996706030505,4.602911897338175,1.8055986015458574,0.05844339426946793,0.41937822587703083,1.0785503387605901,0.0
pred_error_w8,0.5,45,c9697620b05b9daa,1.0,0.2414566940969459,0.16703228715954058,0.12688996142567688,0.12873323427365455,0.1367389151126362,0.6034262402991681,0.036591635736600146,3.953238923937069e-05
history_h4,0.5,45,c9697620b05b9daa,1.0,0.2758658118730635,0.21699054638360876,0.13841927409004073,0.27915982625188396,0.11178793493007383,0.6731028387905706,nan,nan
history_h16,0.5,45,c9697620b05b9daa,1.0,0.26298389194571714,0.19257675290687462,0.13941588018890894,0.23836573387308976,0.1030399762763546,0.6631944636375909,nan,nan
history_h16_chunk4,0.5,45,c9697620b05b9daa,1.0,0.3200856115259266,0.2707511298250366,0.1466253344971884,0.3797309871870583,0.1067129864678457,0.625530976384533,nan,nan
oracle,0.5,46,566ca093cc0eeb33,1.0,0.0926820910226021,0.05127246354935012,0.006921074178194431,0.0,0.04662792584933043,0.3324333792169603,0.0,nan
open_loop,0.5,46,566ca093cc0eeb33,0.0,3.573083756955369,6.262317548182361,8.12492301269247,2.1629416183412515,0.03128502977173741,0.2226249324630012,1.6554507877586326,0.0
pred_error_w8,0.5,46,566ca093cc0eeb33,1.0,0.10076614946920143,0.0447534100856636,0.006527241803447215,0.10711567688550672,0.1311338210788957,0.3549041625150068,0.03569138776420494,2.451650611611062e-05
history_h4,0.5,46,566ca093cc0eeb33,1.0,0.13421985474069306,0.07322069167787526,0.017842324086067674,0.19573648921581993,0.06996141181291793,0.34430260265316864,nan,nan
history_h16,0.5,46,566ca093cc0eeb33,1.0,0.12112308903500554,0.04886446134007697,0.010477283444302543,0.16411258665408468,0.05999027392964159,0.3516292223966695,nan,nan
history_h16_chunk4,0.5,46,566ca093cc0eeb33,1.0,0.16411345200598876,0.0880044920935234,0.003358638532545921,0.29952655843529047,0.0700418498694734,0.38262397850005264,nan,nan
oracle,0.5,47,bd3e4f130f3900fd,1.0,0.07372937754306166,0.04462985701143182,0.026623609973028373,0.0,0.04736994360455422,0.25211178378031146,0.0,nan
