seed,method,buffer_size,train_stage,selected_count,anchor_concentration,mean_anchor_score,selected_early_fraction,selected_near_center_fraction,overlap_fraction,conflict_fraction,disagreement_threshold
19,random,12,3,12,0.0,4.205739974975586,0.4166666666666667,0.5833333333333334,0.576530612244898,0.04081632653061224,0.913727879524231
19,random,32,1,32,0.125,1.2399938106536865,0.40625,0.53125,0.6326530612244898,0.6054421768707483,0.05777537077665329
19,random,32,2,32,0.1875,1.6980018615722656,0.46875,0.59375,0.3877551020408163,0.3877551020408163,0.14991998672485352
19,random,32,3,32,0.0625,3.4737014770507812,0.53125,0.46875,0.3010204081632653,0.2465986394557823,0.24733251333236694
19,random,96,1,96,0.09375,1.4405789375305176,0.3645833333333333,0.4375,0.6326530612244898,0.6156462585034014,0.03631298243999481
19,random,96,2,96,0.14583333333333334,1.9070712327957153,0.4895833333333333,0.6041666666666666,0.42857142857142855,0.42857142857142855,0.17549988627433777
19,random,96,3,96,0.09375,2.872326135635376,0.3854166666666667,0.5,0.7687074829931972,0.3333333333333333,0.2644193172454834
19,random,288,1,288,0.10069444444444445,1.5885019302368164,0.3715277777777778,0.4131944444444444,0.5918367346938775,0.5629251700680272,0.06717836856842041
19,random,288,2,288,0.12152777777777778,2.122112512588501,0.3715277777777778,0.4444444444444444,0.4421768707482993,0.4421768707482993,0.21567943692207336
19,random,288,3,288,0.11805555555555555,2.8888492584228516,0.4097222222222222,0.4791666666666667,0.7312925170068028,0.21598639455782312,0.32642242312431335
19,loss_hard,12,1,12,0.0,1.214664340019226,1.0,0.0,0.6326530612244898,0.6020408163265306,0.06689433008432388
19,loss_hard,12,2,12,0.0,2.5611672401428223,1.0,1.0,0.5425170068027211,0.1717687074829932,1.4881234169006348
19,loss_hard,12,3,12,0.0,2.4781689643859863,1.0,0.6666666666666666,0.6904761904761905,0.09693877551020408,1.5102053880691528
19,loss_hard,32,1,32,0.0,1.3624098300933838,1.0,0.0,0.6122448979591837,0.5867346938775511,0.05254507064819336
19,loss_hard,32,2,32,0.03125,2.1696372032165527,1.0,1.0,0.5901360544217688,0.33503401360544216,1.4128954410552979
19,loss_hard,32,3,32,1.0,2.0325841903686523,1.0,1.0,0.25,0.13945578231292516,1.5020828247070312
19,loss_hard,96,1,96,0.0,1.3989204168319702,1.0,0.2604166666666667,0.6122448979591837,0.5952380952380952,0.04215996339917183
19,loss_hard,96,2,96,0.19791666666666666,1.3067982196807861,1.0,1.0,0.5697278911564626,0.3078231292517007,1.483215093612671
19,loss_hard,96,3,96,1.0,2.1016576290130615,1.0,1.0,0.33163265306122447,0.10374149659863946,1.612861156463623
19,loss_hard,288,1,288,0.08333333333333333,0.9918365478515625,0.6701388888888888,0.5833333333333334,0.6530612244897959,0.6275510204081632,0.04777791351079941
19,loss_hard,288,2,288,0.40625,1.0161405801773071,0.6284722222222222,0.84375,0.5306122448979592,0.5289115646258503,0.32260531187057495
19,loss_hard,288,3,288,0.07291666666666667,2.976557731628418,1.0,0.5138888888888888,0.34523809523809523,0.2108843537414966,0.42693042755126953
19,diversity,12,1,12,0.16666666666666666,1.1990998983383179,0.4166666666666667,0.5,0.6530612244897959,0.6190476190476191,0.06966764479875565
19,diversity,12,2,12,0.16666666666666666,1.61187744140625,0.4166666666666667,0.5833333333333334,0.8163265306122449,0.7568027210884354,0.16643649339675903
19,diversity,12,3,12,0.16666666666666666,3.104231834411621,0.3333333333333333,0.5,0.29931972789115646,0.27040816326530615,0.3355908691883087
19,diversity,32,1,32,0.15625,1.1226046085357666,0.40625,0.65625,0.6122448979591837,0.5782312925170068,0.07831190526485443
19,diversity,32,2,32,0.15625,1.7630597352981567,0.40625,0.53125,0.6547619047619048,0.6547619047619048,0.1481054127216339
19,diversity,32,3,32,0.1875,2.8896312713623047,0.40625,0.65625,0.2976190476190476,0.25170068027210885,0.3014150559902191
19,diversity,96,1,96,0.20833333333333334,1.0048710107803345,0.5416666666666666,0.5729166666666666,0.6530612244897959,0.641156462585034,0.06037759780883789
19,diversity,96,2,96,0.10416666666666667,1.9907017946243286,0.4895833333333333,0.5520833333333334,0.45408163265306123,0.45068027210884354,0.15430617332458496
19,diversity,96,3,96,0.17708333333333334,2.6123366355895996,0.4895833333333333,0.6666666666666666,0.26360544217687076,0.18197278911564627,0.30522915720939636
19,diversity,288,1,288,0.1527777777777778,1.1507984399795532,0.4409722222222222,0.53125,0.6530612244897959,0.6190476190476191,0.09731592237949371
