seed,method,buffer_size,train_stage,eval_task,success,tracking_rmse,branch_error,final_error,on_policy_action_mse,runtime_seconds
18,loss_hard,12,3,0,0.0,2.6047481988304626,1.8503792292745973,4.928442002956774,15.75777536363724,2.732445014989935
18,loss_hard,12,3,1,0.0,2.630264005702742,2.855201372326764,3.838811609101894,13.990427163274516,2.732445014989935
18,loss_hard,12,3,2,0.0,0.7697586670507176,0.39387768274413815,1.6239476392177468,4.626188649700545,2.732445014989935
18,loss_hard,12,3,3,0.8125,0.10436914998779526,0.11392691672768451,0.0847928996682918,0.23218173187305233,2.732445014989935
18,loss_hard,32,0,0,1.0,0.06547874276529776,0.06210494467847033,0.018251843609763955,0.04189533564302367,2.6846560769772623
18,loss_hard,32,1,0,0.0,1.7511185305218029,0.631352532573994,3.9376274691643376,10.506480143298777,2.6846560769772623
18,loss_hard,32,1,1,0.75,0.0908480631240918,0.07900814033798564,0.13630696124935843,0.14825614237607618,2.6846560769772623
18,loss_hard,32,2,0,0.0,2.0315483465890596,2.4309046547179856,2.3789759419830334,9.964997523159838,2.6846560769772623
18,loss_hard,32,2,1,0.0,1.1138827479733888,0.5604969060705577,2.11927240819955,5.212609459863486,2.6846560769772623
18,loss_hard,32,2,2,0.125,0.6184350922858185,0.5429977074308858,0.9302023562552946,3.619549990466778,2.6846560769772623
18,loss_hard,32,3,0,0.0,3.139839440403293,2.0870575652858436,6.075057691170849,19.260869750095807,2.6846560769772623
18,loss_hard,32,3,1,0.0,3.403372441161177,3.312581621044728,5.525541954310089,19.397405655729944,2.6846560769772623
18,loss_hard,32,3,2,0.0,1.7178356093098333,0.6609237256090721,3.86461119463356,11.049485114960058,2.6846560769772623
18,loss_hard,32,3,3,0.8125,0.08237136063718736,0.07497249353782282,0.09593831254846355,0.12288338534813194,2.6846560769772623
18,loss_hard,96,0,0,1.0,0.050388580475636185,0.037379281794229696,0.008810837140290177,0.024407481652815966,2.6880239640013315
18,loss_hard,96,1,0,0.0,1.2540941584404663,0.4119049230246057,2.8099664462758414,6.948622926022374,2.6880239640013315
18,loss_hard,96,1,1,1.0,0.059755556470783344,0.04764189435931105,0.05514702044191723,0.0450605150863851,2.6880239640013315
18,loss_hard,96,2,0,0.0,1.48984707268716,1.9790848394920866,1.2737590518571489,7.441940679953383,2.6880239640013315
18,loss_hard,96,2,1,0.0,0.6536418460945284,0.2540583707459495,1.2210780129778964,2.9366978578159975,2.6880239640013315
18,loss_hard,96,2,2,0.0,1.0786912109606708,0.8778062271336091,1.7927153438385575,6.301339136288533,2.6880239640013315
18,loss_hard,96,3,0,0.0,1.9699837733138974,1.3441094552194885,3.7713902421323766,11.476485954678223,2.6880239640013315
18,loss_hard,96,3,1,0.0,2.2032170699087654,2.525362984123121,2.9690389018640317,11.523891193122695,2.6880239640013315
18,loss_hard,96,3,2,0.0,0.8044172296605014,0.36612219999006196,1.691990726985766,4.731667489431743,2.6880239640013315
18,loss_hard,96,3,3,0.625,0.15643301200894072,0.1666699634846347,0.16913119557535283,0.437719397619988,2.6880239640013315
18,loss_hard,288,0,0,1.0,0.050518300406967656,0.04013142039974205,0.014628355382319137,0.022564500594481764,2.7321754659933504
18,loss_hard,288,1,0,0.1875,0.3329516815291641,0.4262881125728517,0.04868039289961529,1.4470077218427124,2.7321754659933504
18,loss_hard,288,1,1,0.84375,0.10682055406137242,0.11759724264240104,0.01940928893693919,0.18770944005631252,2.7321754659933504
18,loss_hard,288,2,0,0.0,1.595851116869647,2.1926229689335264,1.0769830551605881,7.298743675733248,2.7321754659933504
18,loss_hard,288,2,1,0.5625,0.2730412608769245,0.35129750394913783,0.0445691460897583,0.9907659714596884,2.7321754659933504
18,loss_hard,288,2,2,0.53125,0.24267879653939695,0.3331408130962958,0.007671683926788249,0.8344556678922055,2.7321754659933504
18,loss_hard,288,3,0,0.0,0.3763787791782741,0.20249506012463767,0.4737973193288974,1.4908590424063872,2.7321754659933504
18,loss_hard,288,3,1,0.0,1.2511561747865356,1.8609219011752334,0.3819438575908766,5.618726717997088,2.7321754659933504
18,loss_hard,288,3,2,0.25,0.2656101489171945,0.228834480355584,0.19558483230933887,0.8998409948443117,2.7321754659933504
18,loss_hard,288,3,3,0.9375,0.06783336992720523,0.07272658982288448,0.009161475962637586,0.0864937734478905,2.7321754659933504
18,diversity,12,0,0,1.0,0.050006165828037824,0.03755872645192514,0.02143299236030344,0.02445527459421047,2.713232850015629
18,diversity,12,1,0,1.0,0.0847554439008566,0.08390830783024221,0.004570242024615146,0.08881285818085756,2.713232850015629
18,diversity,12,1,1,0.84375,0.10011973676055172,0.1273245567441112,0.023064700568383646,0.18360615306016784,2.713232850015629
18,diversity,12,2,0,0.0625,0.7880717367486978,1.3012667468225658,0.028681099924044447,3.48018742909431,2.713232850015629
18,diversity,12,2,1,0.46875,0.3750575819793408,0.598105058813922,0.01608956826376879,1.5065993082676514,2.713232850015629
18,diversity,12,2,2,0.28125,0.4065642808888008,0.5996255887911044,0.010420901837190088,1.7371813862913608,2.713232850015629
18,diversity,12,3,0,0.875,0.15179418506391404,0.16529431026497152,0.0047666374799771715,0.41358163620891963,2.713232850015629
18,diversity,12,3,1,0.125,0.7322060865661069,1.1752029215144915,0.004208214680520973,3.1889041150386337,2.713232850015629
18,diversity,12,3,2,0.1875,0.48188190796182395,0.765011913211099,0.0026845567444854475,2.2665205834540068,2.713232850015629
18,diversity,12,3,3,0.78125,0.12937817746585606,0.19832887881305275,0.009646117043044175,0.43478097983792,2.713232850015629
18,diversity,32,0,0,1.0,0.050462836208508006,0.037023568516114866,0.027167202313528628,0.02469906413210518,2.703260109992698
18,diversity,32,1,0,1.0,0.06898077178123359,0.056432626655834026,0.036118172795202394,0.06191411642716822,2.703260109992698
18,diversity,32,1,1,0.84375,0.11524582362058455,0.1496718473099422,0.013320554231270902,0.23379913480301487,2.703260109992698
18,diversity,32,2,0,0.65625,0.24284064090857554,0.3564989440406041,0.014490428238543457,0.8261135335071241,2.703260109992698
18,diversity,32,2,1,0.1875,0.6716873469325345,1.0877097773897635,0.005351504416662817,2.902031105452927,2.703260109992698
18,diversity,32,2,2,0.375,0.3461435814366827,0.5391639000550352,0.007428001512349423,1.381485546758355,2.703260109992698
18,diversity,32,3,0,0.59375,0.30673905904684384,0.45714396298523724,0.015526275604013639,1.0960196075378141,2.703260109992698
18,diversity,32,3,1,0.5625,0.39719133708029647,0.6135284101932807,0.02039038671989192,1.5502078535034765,2.703260109992698
18,diversity,32,3,2,0.09375,0.6466243800963782,1.0210999349241079,0.015989378915943694,2.9549018634331397,2.703260109992698
18,diversity,32,3,3,0.625,0.34824536902944586,0.5306855995105045,0.01405629458271504,1.3580435497675376,2.703260109992698
18,diversity,96,0,0,1.0,0.053081863649714955,0.041393940947061364,0.025206460472272256,0.026905766340668852,2.7220997360127512
18,diversity,96,1,0,1.0,0.05803593108063144,0.05059922028960652,0.0032576414425796243,0.0340397146953451,2.7220997360127512
18,diversity,96,1,1,0.75,0.11298570033629421,0.15655684476548987,0.021144209615266283,0.22566968095459583,2.7220997360127512
18,diversity,96,2,0,0.75,0.14633259559604403,0.1999993661628468,0.01912184790872945,0.3797410939095762,2.7220997360127512
18,diversity,96,2,1,0.5625,0.32140379679254677,0.49743767265966843,0.006307265185814252,1.2082998299998295,2.7220997360127512
18,diversity,96,2,2,0.15625,0.5111778181545299,0.7501510008415512,0.04386745636851969,2.440498456699746,2.7220997360127512
18,diversity,96,3,0,0.9375,0.07558512176088042,0.09061790822083796,0.006671235373553085,0.11451814370606272,2.7220997360127512
18,diversity,96,3,1,0.84375,0.09601380415832417,0.12475770836584649,0.00909724862321087,0.2283442896469554,2.7220997360127512
18,diversity,96,3,2,0.15625,0.4480129170334777,0.6879545151300098,0.021909200940078467,2.1674625028871195,2.7220997360127512
18,diversity,96,3,3,0.75,0.222829996525702,0.32268165258258585,0.047686985844625586,0.9542486380113517,2.7220997360127512
18,diversity,288,0,0,1.0,0.05261032071944266,0.043329956833580076,0.013131411763642974,0.03013668867089912,2.775548887992045
18,diversity,288,1,0,0.9375,0.10311788844300394,0.11280147515280055,0.018383029525419047,0.1659981078840752,2.775548887992045
18,diversity,288,1,1,0.875,0.08146494527047837,0.09983428903171038,0.01655281609170695,0.1347785965250638,2.775548887992045
18,diversity,288,2,0,0.1875,0.4391213205532932,0.6554209453683413,0.016909185342429005,1.7831475947083952,2.775548887992045
18,diversity,288,2,1,0.34375,0.666326338194795,1.049222442000989,0.010428322495422897,2.7412569129267648,2.775548887992045
18,diversity,288,2,2,0.15625,0.48194047259504647,0.7409127382686433,0.012670316533375017,2.166824023122583,2.775548887992045
18,diversity,288,3,0,0.3125,0.3705468753002885,0.5414480636403729,0.009903587525868413,1.4698414296841218,2.775548887992045
18,diversity,288,3,1,0.5625,0.3814384715840138,0.5866870099740258,0.014360387861733714,1.5012100198766944,2.775548887992045
18,diversity,288,3,2,0.125,0.5171134038181544,0.8243003084241114,0.020477364616906125,2.359433339446749,2.775548887992045
18,diversity,288,3,3,0.78125,0.1828128057494474,0.28002365529376794,0.0152732126982258,0.7210108346257695,2.775548887992045
18,anchors,12,0,0,1.0,0.05311246661503132,0.04558755139281793,0.012726804557378318,0.025549169293472743,2.751720655011013
18,anchors,12,1,0,0.9375,0.11736703459268809,0.11641192896247898,0.09031073426168199,0.23291354793860286,2.751720655011013
18,anchors,12,1,1,0.78125,0.1275438089591293,0.159418275780968,0.04046976918896289,0.2664401153478775,2.751720655011013
18,anchors,12,2,0,0.6875,0.2354803871370677,0.310898805705625,0.11902428410057125,0.7591273250680364,2.751720655011013
18,anchors,12,2,1,0.03125,0.9367679746637965,1.4346865221599443,0.12135906358916035,3.96009787361363,2.751720655011013
18,anchors,12,2,2,0.15625,0.6796393485267229,0.9037721350441517,0.3589488147331299,3.16982538924591,2.751720655011013
18,anchors,12,3,0,0.0,1.047670259153835,1.6754884321773242,0.0263408589323334,4.351308742796668,2.751720655011013
18,anchors,12,3,1,0.65625,0.28054250523612456,0.4199088125809509,0.01795849162334845,1.03192596216762,2.751720655011013
18,anchors,12,3,2,0.40625,0.3252729309117909,0.4709573396688791,0.008429651515182969,1.2563623979107876,2.751720655011013
18,anchors,12,3,3,0.65625,0.23321078642712417,0.33900909213710045,0.024664382390520226,0.903862499855849,2.751720655011013
18,anchors,32,0,0,1.0,0.05275537646774471,0.04434827171288752,0.016007771944050578,0.02572349370486747,2.7170342880126555
18,anchors,32,1,0,0.0625,0.5447230998171393,0.6349822360591633,0.40195919629267796,2.903393027267108,2.7170342880126555
18,anchors,32,1,1,0.96875,0.10132925023172865,0.09749094654150178,0.016341938008763005,0.16951000488035672,2.7170342880126555
18,anchors,32,2,0,0.25,0.8469066432192348,1.2654447971692582,0.2911876769733409,3.7978356280800227,2.7170342880126555
18,anchors,32,2,1,0.25,0.5659616436260216,0.8873684846964494,0.01462611602729927,2.3961180038609307,2.7170342880126555
18,anchors,32,2,2,0.59375,0.2638055432416545,0.3580975992753606,0.0073336146668433345,0.9048604777418983,2.7170342880126555
18,anchors,32,3,0,0.875,0.1908456195920935,0.17646558497908849,0.02243493533111285,0.5411431200783694,2.7170342880126555
18,anchors,32,3,1,0.09375,0.8882780228376563,1.4207500792721988,0.011747401324291315,3.7464392041134924,2.7170342880126555
18,anchors,32,3,2,0.5,0.34640869126960533,0.5175718907017002,0.007551718226893305,1.3645943965749368,2.7170342880126555
18,anchors,32,3,3,0.625,0.21592118637070476,0.3099593042736226,0.01340039685128003,0.7969955989551325,2.7170342880126555
18,anchors,96,0,0,1.0,0.0479105118665501,0.03370525924316703,0.007161722391178613,0.01993748203024123,2.710156448010821
18,anchors,96,1,0,0.8125,0.1555962495396206,0.18749000173945185,0.033383870481158096,0.40142308077190725,2.710156448010821
18,anchors,96,1,1,0.96875,0.07658461624073526,0.06567496097402509,0.00854291843780589,0.10465329711940294,2.710156448010821
18,anchors,96,2,0,0.4375,0.5521619900945268,0.8607391330496508,0.012679353349440236,2.2092164614593437,2.710156448010821
18,anchors,96,2,1,0.34375,0.6574052874501455,1.0259229332570403,0.011091202943993468,2.691561755758996,2.710156448010821
18,anchors,96,2,2,0.3125,0.5011650843877388,0.7563540304158672,0.013747572315448955,2.078426762699801,2.710156448010821
18,anchors,96,3,0,0.875,0.20743782286567794,0.27643299267747995,0.00927935867444123,0.6377379515768141,2.710156448010821
18,anchors,96,3,1,0.21875,0.7309823175340004,1.1762935276134237,0.006654807104850482,3.0707734668640647,2.710156448010821
18,anchors,96,3,2,0.4375,0.50217447260988,0.8000168736931355,0.007333234142076553,2.2634039264867747,2.710156448010821
18,anchors,96,3,3,0.71875,0.20774462257450116,0.3176137553887722,0.01625488757388241,0.8022344634900032,2.710156448010821
18,anchors,288,0,0,1.0,0.04770980276387172,0.03336738733119064,0.007396176440592605,0.020535906993310094,2.717701654008124
18,anchors,288,1,0,0.8125,0.13272770392103334,0.1597454221250789,0.018397187421946522,0.28626251607727826,2.717701654008124
18,anchors,288,1,1,0.90625,0.0854918156848618,0.09501025161119257,0.020762265730654178,0.13665650348839403,2.717701654008124
18,anchors,288,2,0,0.1875,0.4668867437038685,0.7096480108817466,0.00905198495169959,1.8823086874205845,2.717701654008124
18,anchors,288,2,1,0.21875,0.7810713334884605,1.2290422217513852,0.008501599976348521,3.1950888863889872,2.717701654008124
18,anchors,288,2,2,0.125,0.5251176159138828,0.7960677518553565,0.012802701317746999,2.339344899256005,2.717701654008124
18,anchors,288,3,0,0.46875,0.44947777978952924,0.6911229391523679,0.006620950616586799,1.8199222718369543,2.717701654008124
18,anchors,288,3,1,0.21875,0.710370361319629,1.1347605391564266,0.008330806798121999,2.9454077010807556,2.717701654008124
18,anchors,288,3,2,0.21875,0.458928453122074,0.7298998505581822,0.005579021510987207,2.006051902759295,2.717701654008124
18,anchors,288,3,3,0.65625,0.2086818088207746,0.3214894267364581,0.010997280385049931,0.8298504585402211,2.717701654008124
19,no_replay,0,0,0,1.0,0.06769168036473777,0.05249249975491674,0.04972784117609772,0.055023234879307464,2.2416708109958563
19,no_replay,0,1,0,0.0,1.0490731513774867,1.6907039759231317,0.24736982876074554,4.692625027526043,2.2416708109958563
19,no_replay,0,1,1,0.96875,0.056757031347219655,0.04229194927422757,0.07185507420668931,0.04067748118968852,2.2416708109958563
19,no_replay,0,2,0,0.09375,0.1781065484377438,0.08874056720145919,0.3006099045958785,0.49836869088204516,2.2416708109958563
19,no_replay,0,2,1,0.0,0.9692306549484393,1.5531213378724298,0.18126269739979242,4.384771667102012,2.2416708109958563
19,no_replay,0,2,2,1.0,0.07291578541886393,0.07029633189119044,0.061095596302846764,0.0754434856956131,2.2416708109958563
19,no_replay,0,3,0,0.0,1.1958404125931286,1.8223521172504458,0.5270537734211007,5.555104455231089,2.2416708109958563
19,no_replay,0,3,1,0.0,0.17868081335197875,0.059775003407987345,0.35905234718535733,0.5213353753071713,2.2416708109958563
19,no_replay,0,3,2,0.0,0.8519930757389512,1.3599287230403347,0.19486212334811676,4.197990478764252,2.2416708109958563
19,no_replay,0,3,3,1.0,0.04908682956155247,0.040115788114061815,0.033780740464874504,0.021837055740608603,2.2416708109958563
19,random,12,0,0,1.0,0.061058766441933345,0.05233875746459352,0.02021100753747024,0.04566388385304302,2.6895752949931193
19,random,12,1,0,0.15625,1.2447195307637258,1.0326325127083316,2.0377250795256616,6.650924995694071,2.6895752949931193
19,random,12,1,1,0.6875,0.17451000897068875,0.21738920253856825,0.04823916362080013,0.43790340645370396,2.6895752949931193
19,random,12,2,0,0.90625,0.12249748035047975,0.12360718490104983,0.018851788322901884,0.21212495296419934,2.6895752949931193
19,random,12,2,1,0.0,1.0159237458387471,1.648808318959049,0.018454058712081237,4.309550023613257,2.6895752949931193
19,random,12,2,2,0.90625,0.10162866142908679,0.12062816078880137,0.0018247152451770074,0.15823159306998263,2.6895752949931193
19,random,12,3,0,0.875,0.16159114819489137,0.12621048037210336,0.03226373574200283,0.3518265071612119,2.6895752949931193
19,random,12,3,1,0.0,1.0784951553886624,1.752092688889674,0.011701995002667182,4.711500618657156,2.6895752949931193
19,random,12,3,2,0.1875,0.5582441126843634,0.9334825980965085,0.01061632978488122,2.715287569318934,2.6895752949931193
19,random,12,3,3,1.0,0.025968244256182806,0.008936959718423867,0.007754790486306852,0.002186576702066582,2.6895752949931193
19,random,32,0,0,1.0,0.06288394147573402,0.05342400072697458,0.015974482023992598,0.04574483172521576,2.7424551459844224
19,random,32,1,0,0.125,1.0442555567643006,0.8712247025130329,1.6116381854635673,5.5482052950527425,2.7424551459844224
19,random,32,1,1,0.9375,0.11805698319328367,0.13578303963921462,0.029566849342512996,0.212170635849396,2.7424551459844224
19,random,32,2,0,0.0625,1.6687696340190352,1.513973540900661,2.3230682014505497,9.169174753998906,2.7424551459844224
19,random,32,2,1,0.3125,1.888734477326234,1.8257964453670064,2.965893294989358,10.684040453178794,2.7424551459844224
19,random,32,2,2,0.0,1.765948804724931,1.5797787496377826,2.6122161060199245,10.212052185197157,2.7424551459844224
19,random,32,3,0,0.03125,2.027278337906159,1.6992025457203472,3.1639125157913277,11.438516897018847,2.7424551459844224
19,random,32,3,1,0.1875,2.5873256712176858,2.5730422938879265,4.038081083592692,14.25338607618562,2.7424551459844224
19,random,32,3,2,0.03125,1.2215418217817404,1.0977447395923194,1.7822329813069016,7.003533721041737,2.7424551459844224
19,random,32,3,3,0.96875,0.03300994286975525,0.01784927639557006,0.0068979599119675244,0.03296604165462729,2.7424551459844224
19,random,96,0,0,1.0,0.06073260588477512,0.051054319468956694,0.01669122206280673,0.04243778635104771,2.724623341986444
19,random,96,1,0,0.09375,1.197362061492086,1.008836403510255,1.8717394646573355,6.3915185798279435,2.724623341986444
19,random,96,1,1,0.84375,0.14030742015348058,0.16994479037632665,0.018779967184966374,0.2945880148115685,2.724623341986444
19,random,96,2,0,0.125,1.081617371683357,1.135511662240642,1.1970142264187233,5.329299340263731,2.724623341986444
19,random,96,2,1,0.28125,1.2735377879833671,1.5235685789630744,1.4465067672031449,6.370080418117491,2.724623341986444
19,random,96,2,2,0.0625,1.0305126336982424,1.0274029243097285,1.302401922934234,5.555240925629176,2.724623341986444
19,random,96,3,0,0.15625,0.7238114003165788,0.9628527047202702,0.27396439113740473,3.1758069748542628,2.724623341986444
19,random,96,3,1,0.4375,0.652713238298961,1.002439820933894,0.05088680382395455,2.718470933310135,2.724623341986444
19,random,96,3,2,0.1875,0.4787088322718793,0.7723357407322137,0.018447957888879006,2.245737974569628,2.724623341986444
19,random,96,3,3,0.96875,0.0450401685401028,0.04544652153229362,0.004509479621429876,0.06559630553311639,2.724623341986444
19,random,288,0,0,1.0,0.0573957776806852,0.047902122952220384,0.01193322839884961,0.039827236744222436,2.795396896020975
19,random,288,1,0,0.0625,1.6297641661731128,1.2009104641553763,2.879771727975811,9.254103422163544,2.795396896020975
19,random,288,1,1,0.78125,0.162400058054136,0.1966434672007269,0.032815641484188994,0.3883300340672172,2.795396896020975
19,random,288,2,0,0.0625,1.0335200070396624,1.0481419649437782,1.1643506116498505,5.106668942760616,2.795396896020975
19,random,288,2,1,0.21875,1.3405465632456353,1.6639536478928285,1.3745162542500495,6.493374394381151,2.795396896020975
19,random,288,2,2,0.125,0.8737322530898527,0.8806558864680231,1.0582199782750217,4.638889391561575,2.795396896020975
19,random,288,3,0,0.0625,1.081534999242299,1.2301151679755753,0.9699446779894076,4.989480595046391,2.795396896020975
19,random,288,3,1,0.40625,0.888971681258721,1.1934113902236199,0.5789445527449373,4.009625047496968,2.795396896020975
19,random,288,3,2,0.1875,0.587350070347038,0.8672667283464206,0.15841878120804215,2.753516417504633,2.795396896020975
19,random,288,3,3,0.90625,0.0975972751254986,0.12033366474475557,0.00857630432490715,0.25372290580484863,2.795396896020975
19,loss_hard,12,0,0,1.0,0.06661954680129242,0.06081169581171121,0.013118729166641186,0.04495435697983461,2.71335201599868
19,loss_hard,12,1,0,0.0,2.4704295356065473,1.580143615334094,4.792672144158386,14.921353403369721,2.71335201599868
19,loss_hard,12,1,1,0.25,0.34516323939282356,0.4077343809369883,0.35717240299777386,1.6078053463848385,2.71335201599868
19,loss_hard,12,2,0,0.875,0.11639231103474337,0.14439170116993788,0.053930388527236736,0.19002677200423843,2.71335201599868
19,loss_hard,12,2,1,0.0,0.9052189547149885,1.4850577204841777,0.032413894799515106,4.104601721071324,2.71335201599868
19,loss_hard,12,2,2,1.0,0.05614848384685717,0.052590575672231604,0.029266213643142937,0.03692819194079809,2.71335201599868
19,loss_hard,12,3,0,0.0,0.7760106766041013,0.5145013622149439,1.281809320136201,3.520791467753973,2.71335201599868
19,loss_hard,12,3,1,0.0,0.3993845230501927,0.6236312607598613,0.13595260171249476,1.6409960856029708,2.71335201599868
19,loss_hard,12,3,2,0.0,0.7970677962580244,1.2770137206777648,0.17373915082409033,4.056182612032762,2.71335201599868
19,loss_hard,12,3,3,1.0,0.05670227197296516,0.04674006448772457,0.03815451849099073,0.03467918904845871,2.71335201599868
19,loss_hard,32,0,0,1.0,0.057079458158913084,0.04659312484681995,0.014028061048873953,0.03834102546535405,2.7049045559833758
19,loss_hard,32,1,0,0.0,2.3345108175618163,1.4564795433207498,4.613852076025905,14.10542448366358,2.7049045559833758
19,loss_hard,32,1,1,0.3125,0.26693973613233246,0.30578340420601857,0.27173506212459664,1.0733774812191867,2.7049045559833758
19,loss_hard,32,2,0,0.0,1.9711750685272746,1.6726165518824743,3.101982466143907,11.130994275595974,2.7049045559833758
19,loss_hard,32,2,1,0.0,0.48974526637882065,0.1701870173786949,0.8622223848792709,2.4097127884521976,2.7049045559833758
19,loss_hard,32,2,2,0.625,0.6485674353976514,0.36195202652715336,1.269880824944714,3.6770313661811183,2.7049045559833758
19,loss_hard,32,3,0,0.0,2.390565742951517,1.9147251658218396,4.144457506936272,13.576655151125081,2.7049045559833758
19,loss_hard,32,3,1,0.0,2.3624876752243895,2.9265347294839685,2.5362775014601304,10.680266972126716,2.7049045559833758
19,loss_hard,32,3,2,0.3125,0.294188787948931,0.2999442433906776,0.2979185549919513,1.3413781253670813,2.7049045559833758
19,loss_hard,32,3,3,0.75,0.13247593436936575,0.14561448168248262,0.13581916926434587,0.33067239264725456,2.7049045559833758
19,loss_hard,96,0,0,1.0,0.05934890963152453,0.04966717112549489,0.01442555354410843,0.039379017345466935,2.723060552001698
19,loss_hard,96,1,0,0.0,2.2438101953576344,1.4431301535144632,4.459305665789398,13.541051922088817,2.723060552001698
19,loss_hard,96,1,1,0.1875,0.3075119167933196,0.34223828785509586,0.37036268616483325,1.4349522391523266,2.723060552001698
19,loss_hard,96,2,0,0.0,2.1396263154748674,1.9950445754485304,3.145045375780584,11.780503376500633,2.723060552001698
19,loss_hard,96,2,1,0.0,0.6817312296305893,0.3904461853579334,1.155254857894331,3.4359066159103087,2.723060552001698
19,loss_hard,96,2,2,0.15625,1.0287115196427934,0.7128120482084455,1.822752071302395,5.829652101434691,2.723060552001698
19,loss_hard,96,3,0,0.0,1.9287337338734714,1.815007883280744,2.837224741230714,10.702200471180202,2.723060552001698
19,loss_hard,96,3,1,0.0,2.0806671176236864,2.821754075298517,1.5204610380278556,8.818325904520837,2.723060552001698
19,loss_hard,96,3,2,0.34375,0.20168579205690562,0.24248629546649586,0.13261861514342468,0.6363676326198608,2.723060552001698
19,loss_hard,96,3,3,0.9375,0.09711578563318524,0.11219875596003931,0.07480706561941602,0.15449738526193213,2.723060552001698
19,loss_hard,288,0,0,1.0,0.061838452116344166,0.052597763170186704,0.018619125259855124,0.045860817079003906,2.714725443016505
19,loss_hard,288,1,0,0.09375,1.1563396731185973,1.019938942235132,1.732647411312494,5.916309267768344,2.714725443016505
19,loss_hard,288,1,1,0.65625,0.18317066287703115,0.22826232746480773,0.05277924759177742,0.4718476189414446,2.714725443016505
19,loss_hard,288,2,0,0.03125,0.8807092878809863,1.2468741001317147,0.2892340172638087,3.7665161203037667,2.714725443016505
19,loss_hard,288,2,1,0.34375,0.8598471957208886,1.1421427240952537,0.5449783920501123,3.935280483010714,2.714725443016505
19,loss_hard,288,2,2,0.09375,0.6819414818052215,0.7764038709720011,0.6242526047240355,3.403590691498904,2.714725443016505
19,loss_hard,288,3,0,0.0,0.45900639932979026,0.1153642101802347,0.8721069697739972,2.0867764145933747,2.714725443016505
19,loss_hard,288,3,1,0.0,1.2167999338263074,1.762048610840424,0.6332233178340486,5.979956747523781,2.714725443016505
19,loss_hard,288,3,2,0.0,0.2300835814343803,0.10159895135167038,0.35336726504744054,0.7255951741877726,2.714725443016505
19,loss_hard,288,3,3,1.0,0.03180034655013623,0.027226459075035743,0.007008746597720476,0.005048973946859634,2.714725443016505
19,diversity,12,0,0,1.0,0.06429524710669035,0.05909028039237582,0.015989961626766636,0.044879869757694896,2.717402795999078
19,diversity,12,1,0,0.1875,1.080907527024498,0.9207573333601086,1.6422033017025806,5.672592671400199,2.717402795999078
19,diversity,12,1,1,0.875,0.13868319509242813,0.1680601222138367,0.020268575410228157,0.28526044487463903,2.717402795999078
19,diversity,12,2,0,0.1875,0.8636292313328197,1.1783359803899722,0.3510088389653196,3.7907403630668277,2.717402795999078
19,diversity,12,2,1,0.34375,0.843241245483972,1.1930855031585696,0.30500539612300986,3.664797855621905,2.717402795999078
19,diversity,12,2,2,0.125,0.6544779313738055,0.7791011614096462,0.5255789926950931,3.2332188454182083,2.717402795999078
19,diversity,12,3,0,0.78125,0.21064949396092625,0.26570354690276743,0.0346043044334549,0.6576441918942688,2.717402795999078
19,diversity,12,3,1,0.25,0.5754553651974017,0.9623554242697667,0.006486676884859726,2.6692108973394015,2.717402795999078
19,diversity,12,3,2,0.0,0.7755389810522432,1.2969903564300107,0.011442448938200362,3.83257182413442,2.717402795999078
19,diversity,12,3,3,1.0,0.024033562566145375,0.011065969674685025,0.007983628378952789,0.0007241951268298418,2.717402795999078
19,diversity,32,0,0,1.0,0.05907376609169965,0.04723751617878367,0.03345107642934111,0.03801901971304625,2.7309229189995676
19,diversity,32,1,0,0.15625,0.7802277130857422,0.7165440948129878,1.0421027039360966,3.8710056644028494,2.7309229189995676
19,diversity,32,1,1,0.9375,0.11183564560085374,0.1247967303987108,0.01858096781811973,0.18722130751531213,2.7309229189995676
19,diversity,32,2,0,0.03125,0.9614871674084424,1.1162592140244687,0.7712631687041739,4.394329970546949,2.7309229189995676
19,diversity,32,2,1,0.21875,1.101982843890342,1.4144205874222706,0.9892661761403779,5.360324442821429,2.7309229189995676
19,diversity,32,2,2,0.09375,0.7816322881096939,0.827159551138768,0.8633869483310377,4.013386845503662,2.7309229189995676
19,diversity,32,3,0,0.15625,0.8806732286173249,0.6845429132812924,1.2308626248994177,3.993787420669226,2.7309229189995676
19,diversity,32,3,1,0.15625,1.3891479446127808,1.721405274657017,1.477474220276251,7.007900302269584,2.7309229189995676
19,diversity,32,3,2,0.75,0.16334371818891133,0.24311762129136533,0.0028570163533602894,0.5463020656066073,2.7309229189995676
19,diversity,32,3,3,1.0,0.033765383805748256,0.023995190850158245,0.006693695322847836,0.009949893371407306,2.7309229189995676
19,diversity,96,0,0,1.0,0.07054644528959014,0.06674129951547852,0.029622909689218616,0.05832626642256893,2.712837025988847
19,diversity,96,1,0,0.125,0.8480155013036854,0.7513717247244914,1.2083817295319645,4.216616254687094,2.712837025988847
19,diversity,96,1,1,0.90625,0.12723260664083075,0.1531554963665312,0.02040266997651887,0.24260793239024608,2.712837025988847
19,diversity,96,2,0,0.125,0.9157684223717614,0.960836056698499,0.9798066651566273,4.393710500077309,2.712837025988847
19,diversity,96,2,1,0.21875,1.278767800676734,1.5448082249319641,1.4639946196717746,6.539681224684445,2.712837025988847
19,diversity,96,2,2,0.09375,0.9572212974118721,0.9403369859035705,1.2302611033071411,5.098040965025587,2.712837025988847
