model,horizon,history,scaling,capacity,episode,success,collision,goal_distance,tracking_rmse,max_state_divergence,ood_fraction,smoothness,on_policy_oracle_mse,query_count
H1_hist0_balanced_quadratic,1,0,balanced,quadratic,74,0.0,1.0,0.15931995544660002,0.23647336186945722,0.3643223903649537,0.5833333333333334,0.012944715562243516,0.11992684486719536,72.0
H1_hist0_balanced_quadratic,1,0,balanced,quadratic,75,0.0,0.0,0.17296993444980094,0.2690235206279923,0.34554424029617176,1.0,0.011489566203380016,0.13445603967187822,72.0
H1_hist0_balanced_quadratic,1,0,balanced,quadratic,76,0.0,1.0,0.35231222440829507,0.3281968316735905,0.5025507630301651,0.6527777777777778,0.011181615722466256,0.18805980553756763,72.0
H1_hist0_balanced_quadratic,1,0,balanced,quadratic,77,1.0,0.0,0.06624409281717036,0.07828990677556859,0.09295847328505644,0.0,0.012881589982312052,0.012429120400742049,72.0
H1_hist0_balanced_quadratic,1,0,balanced,quadratic,78,1.0,0.0,0.10139128173961935,0.083983403459391,0.11476870194020859,0.0,0.01231515715605457,0.017848510232582975,72.0
H1_hist0_balanced_quadratic,1,0,balanced,quadratic,79,0.0,0.0,0.24265653019274558,0.22532742596318003,0.37274049560673295,0.375,0.014018641578790483,0.057476222521677466,72.0
H1_hist0_balanced_quadratic,1,0,balanced,quadratic,80,1.0,0.0,0.13663704003428878,0.17850072578679715,0.3217137266916058,0.3333333333333333,0.012612697523365626,0.05923300580175106,72.0
H1_hist0_balanced_quadratic,1,0,balanced,quadratic,81,1.0,0.0,0.12295286825196598,0.1416817571734998,0.18172004998380548,0.013888888888888888,0.010786728530587337,0.04285295230877801,72.0
H1_hist0_balanced_quadratic,1,0,balanced,quadratic,82,1.0,0.0,0.11382126030342868,0.12123899853908623,0.16717471867209469,0.0,0.012198577417651697,0.031204996463895258,72.0
H1_hist0_balanced_quadratic,1,0,balanced,quadratic,83,0.0,0.0,0.21626339841273184,0.2011600373672434,0.31445491834240236,0.5,0.014610464832381312,0.05526623391375649,72.0
H1_hist0_balanced_quadratic,1,0,balanced,quadratic,84,1.0,0.0,0.05244277078571427,0.0741636682658122,0.1038619998195706,0.0,0.013844041314586896,0.011939993050580485,72.0
H1_hist0_balanced_quadratic,1,0,balanced,quadratic,85,0.0,0.0,0.6021256652888541,0.44926075149403666,0.6939925039518328,0.6527777777777778,0.014132271297207346,0.4444137859090486,72.0
H1_hist0_balanced_quadratic,1,0,balanced,quadratic,86,0.0,0.0,0.3020496589907542,0.2701900091445338,0.37591707643410127,0.6527777777777778,0.010225813308629466,0.08466920252328453,72.0
H1_hist0_balanced_quadratic,1,0,balanced,quadratic,87,1.0,0.0,0.10031637286865487,0.12099272731244719,0.20667919078789423,0.125,0.012681158429070308,0.025475603869773246,72.0
H1_hist0_balanced_quadratic,1,0,balanced,quadratic,88,0.0,0.0,0.23414893799617037,0.2078772222628612,0.3502533137684125,0.6527777777777778,0.012102726694194328,0.07106072177754223,72.0
H1_hist0_balanced_quadratic,1,0,balanced,quadratic,89,0.0,1.0,0.2899797645777852,0.29352311579880924,0.4043268543086423,0.6527777777777778,0.016280074625770052,0.16554862181321184,72.0
H1_hist0_balanced_quadratic,1,0,balanced,quadratic,90,0.0,0.0,0.2024630967794356,0.20718922410637047,0.4155710394176928,0.375,0.012149408333126666,0.06424147995526513,72.0
H1_hist0_balanced_quadratic,1,0,balanced,quadratic,91,0.0,0.0,0.16405877779423558,0.16099392101822868,0.21564158997891014,0.3472222222222222,0.011678148290243957,0.04705317926174403,72.0
H1_hist0_balanced_quadratic,1,0,balanced,quadratic,92,0.0,0.0,0.16728431559094825,0.1864172447969774,0.28011137827269056,0.375,0.01433113306175917,0.06083395842273884,72.0
H1_hist0_balanced_quadratic,1,0,balanced,quadratic,93,1.0,0.0,0.09904840362357843,0.12104365880364279,0.18023542782655916,0.013888888888888888,0.015724972099165225,0.027328605779496775,72.0
H1_hist0_balanced_quadratic,1,0,balanced,quadratic,94,0.0,1.0,0.24336236764780347,0.28062278248517775,0.4437374021797383,0.6527777777777778,0.013560926404062404,0.14288569904510498,72.0
H1_hist0_balanced_quadratic,1,0,balanced,quadratic,95,0.0,0.0,0.308808596639983,0.25860957723690053,0.46125487646880015,0.375,0.014446583670545842,0.06699048469518958,72.0
H1_hist0_clock_focus_linear,1,0,clock_focus,linear,0,0.0,0.0,0.20580721233195856,0.7013569425146703,1.0538668958203425,0.9305555555555556,0.016733076915293372,0.5021486448160056,72.0
H1_hist0_clock_focus_linear,1,0,clock_focus,linear,1,0.0,0.0,0.33186717127488913,0.5584730689781302,0.8674996546946107,0.9166666666666666,0.013857968522608972,0.5237293347122345,72.0
H1_hist0_clock_focus_linear,1,0,clock_focus,linear,2,0.0,1.0,0.2594266726717196,0.34081410354319525,0.4770708443882598,0.8055555555555556,0.017204125167160998,0.2618973490956791,72.0
H1_hist0_clock_focus_linear,1,0,clock_focus,linear,3,0.0,1.0,0.3218891975483497,0.3329552558227535,0.5046876044044067,0.6388888888888888,0.014234671466088013,0.3628899539906473,72.0
H1_hist0_clock_focus_linear,1,0,clock_focus,linear,4,0.0,1.0,0.6433612809445226,0.3459965813199027,0.6288698610132508,0.8888888888888888,0.016417301186183324,0.4438935396915234,72.0
H1_hist0_clock_focus_linear,1,0,clock_focus,linear,5,0.0,1.0,0.12308838903485153,0.3103998124947287,0.47053495198015893,0.6944444444444444,0.012964748153119163,0.23358566960046437,72.0
H1_hist0_clock_focus_linear,1,0,clock_focus,linear,6,0.0,1.0,0.9875954608487609,0.4461815967481276,0.9752284970645723,0.7916666666666666,0.020452963027918943,0.5952987985612158,72.0
H1_hist0_clock_focus_linear,1,0,clock_focus,linear,7,0.0,1.0,0.16255779305776902,0.2514364310269061,0.3633772163751914,0.7361111111111112,0.015634576283488386,0.1825395778900653,72.0
H1_hist0_clock_focus_linear,1,0,clock_focus,linear,8,0.0,1.0,0.18394650578715876,0.29012351345581344,0.4510623299007484,0.6388888888888888,0.017312109933751745,0.23901723188507562,72.0
H1_hist0_clock_focus_linear,1,0,clock_focus,linear,9,0.0,1.0,0.9655950339102174,0.4390492189133136,0.9553677836942301,0.8194444444444444,0.016063032371239395,0.5279273454016186,72.0
H1_hist0_clock_focus_linear,1,0,clock_focus,linear,10,0.0,1.0,0.21837737901915175,0.26381064814420196,0.4188215421477353,0.8333333333333334,0.019125793297344144,0.20354479353430102,72.0
H1_hist0_clock_focus_linear,1,0,clock_focus,linear,11,0.0,1.0,0.13415523704912186,0.3967451368119617,0.6223611811994935,0.8611111111111112,0.013906170087760635,0.30948041690655076,72.0
H1_hist0_clock_focus_linear,1,0,clock_focus,linear,12,0.0,0.0,0.6962998932650725,0.3062018505145591,0.6863682612911168,0.6527777777777778,0.01592194440950951,0.2938523649315887,72.0
H1_hist0_clock_focus_linear,1,0,clock_focus,linear,13,0.0,1.0,0.1711578733411982,0.21813860241632763,0.3129174840209739,0.5972222222222222,0.014428295298626857,0.12874234905130655,72.0
H1_hist0_clock_focus_linear,1,0,clock_focus,linear,14,0.0,1.0,0.6547602730691406,0.31806641741731884,0.645100956967672,0.8194444444444444,0.01496345520889428,0.3956465429864026,72.0
H1_hist0_clock_focus_linear,1,0,clock_focus,linear,15,0.0,0.0,0.34692621805278384,0.6285443207177239,0.9031633035177441,0.9444444444444444,0.014852334253602299,0.514688808595911,72.0
H1_hist0_clock_focus_linear,1,0,clock_focus,linear,16,0.0,1.0,0.5352861230314414,0.4336345593040647,0.7334338427672409,0.9027777777777778,0.020319631915246227,0.48267589304172653,72.0
H1_hist0_clock_focus_linear,1,0,clock_focus,linear,17,0.0,1.0,0.19940437526719546,0.3829007063038075,0.6095575276741583,0.8055555555555556,0.013530042839751904,0.35871266744652236,72.0
H1_hist0_clock_focus_linear,1,0,clock_focus,linear,18,0.0,1.0,0.22773195960330492,0.22116419786573333,0.32623582274797386,0.6388888888888888,0.018589101894811354,0.1484303577053008,72.0
H1_hist0_clock_focus_linear,1,0,clock_focus,linear,19,0.0,1.0,0.12220270037184496,0.4410273060439108,0.6899841126682398,0.8611111111111112,0.014807419081694626,0.3893965203874086,72.0
H1_hist0_clock_focus_linear,1,0,clock_focus,linear,20,0.0,1.0,0.5283270891801536,0.5311844223264846,0.8235742954593509,0.9305555555555556,0.02038498714679507,0.5878691635901323,72.0
H1_hist0_clock_focus_linear,1,0,clock_focus,linear,21,0.0,0.0,0.3460996816679794,0.5821860328243104,0.7999522511125136,0.8888888888888888,0.012769361099894018,0.451169761445116,72.0
H1_hist0_clock_focus_linear,1,0,clock_focus,linear,22,0.0,1.0,0.212558561240413,0.22023596140750137,0.3717105722018231,0.5138888888888888,0.014006238193200439,0.19910445240126556,72.0
H1_hist0_clock_focus_linear,1,0,clock_focus,linear,23,0.0,1.0,0.03663106675449951,0.2999304432635841,0.4677269502500209,0.6666666666666666,0.014281218438330075,0.19455225338492715,72.0
H1_hist0_clock_focus_linear,1,0,clock_focus,linear,24,0.0,1.0,0.5966533476094374,0.38302614508434035,0.5896703400575519,0.7361111111111112,0.014063758168201853,0.49111850729630785,72.0
H1_hist0_clock_focus_linear,1,0,clock_focus,linear,25,0.0,1.0,0.30348227451634074,0.32136053331307807,0.4327877293305655,0.7638888888888888,0.013877968155085438,0.2537684411958246,72.0
H1_hist0_clock_focus_linear,1,0,clock_focus,linear,26,0.0,1.0,0.14562862444415126,0.34398650658889685,0.5088329504742657,0.7222222222222222,0.014938354553403749,0.3037916435131529,72.0
H1_hist0_clock_focus_linear,1,0,clock_focus,linear,27,0.0,1.0,0.031085065735423405,0.3588054392674724,0.5803899065927303,0.8333333333333334,0.014699247908692103,0.28732504023237315,72.0
H1_hist0_clock_focus_linear,1,0,clock_focus,linear,28,0.0,1.0,0.595598855474934,0.4362839887146221,0.6443646039269888,0.9027777777777778,0.017972727953312458,0.5466558148564948,72.0
H1_hist0_clock_focus_linear,1,0,clock_focus,linear,29,0.0,0.0,0.7860815471147355,0.35300312353411883,0.7804010981312597,0.6805555555555556,0.012601397768295313,0.440550106899462,72.0
H1_hist0_clock_focus_linear,1,0,clock_focus,linear,30,0.0,1.0,0.21082205492535638,0.2861264227748276,0.4903636537466279,0.6944444444444444,0.012293376244620001,0.23411954292858825,72.0
H1_hist0_clock_focus_linear,1,0,clock_focus,linear,31,0.0,1.0,0.3155078267907279,0.2450355982699545,0.35687603158202474,0.6111111111111112,0.014203719740154186,0.26318227584917137,72.0
H1_hist0_clock_focus_linear,1,0,clock_focus,linear,32,0.0,0.0,0.6970329747244913,0.3231363464030988,0.6923584110249748,0.8472222222222222,0.01965390800271608,0.2636574607793408,72.0
H1_hist0_clock_focus_linear,1,0,clock_focus,linear,33,0.0,1.0,0.3322192183981527,0.34556834354821164,0.5865605634245152,0.75,0.015148112658318363,0.29411151857711637,72.0
H1_hist0_clock_focus_linear,1,0,clock_focus,linear,34,0.0,0.0,0.20188053914885834,0.13934424998646044,0.224868446568031,0.2361111111111111,0.015870673671069657,0.0983654276938891,72.0
H1_hist0_clock_focus_linear,1,0,clock_focus,linear,35,0.0,0.0,0.5750999854143163,0.44157891363744667,0.6242939528382019,1.0,0.018415031140964544,0.512801486261454,72.0
H1_hist0_clock_focus_linear,1,0,clock_focus,linear,36,0.0,0.0,0.9630501151937207,0.4930604862678333,0.9534562712274708,1.0,0.019915675424122176,0.4122252743731817,72.0
H1_hist0_clock_focus_linear,1,0,clock_focus,linear,37,0.0,1.0,0.34171833009468355,0.4904225867775404,0.7481264700117821,0.875,0.016189605882381487,0.41226659502370794,72.0
H1_hist0_clock_focus_linear,1,0,clock_focus,linear,38,0.0,1.0,0.15164258588838353,0.4146038565047897,0.6064885289739809,0.9027777777777778,0.014464787185986724,0.38245926984266376,72.0
H1_hist0_clock_focus_linear,1,0,clock_focus,linear,39,0.0,1.0,0.12951848727864354,0.21122163666883484,0.30222780962735524,0.5694444444444444,0.014929248621244073,0.11776163044948158,72.0
H1_hist0_clock_focus_linear,1,0,clock_focus,linear,40,0.0,1.0,0.3704793233533229,0.3619360625187879,0.4731150012471956,0.7916666666666666,0.018890572433853083,0.3638744752845937,72.0
H1_hist0_clock_focus_linear,1,0,clock_focus,linear,41,0.0,1.0,0.36564253522998547,0.2698363764128326,0.42007424720150344,0.6527777777777778,0.014217305563112455,0.24191192555646054,72.0
H1_hist0_clock_focus_linear,1,0,clock_focus,linear,42,0.0,1.0,0.3546739386551772,0.34872412516467094,0.585862411726128,0.7916666666666666,0.012079996187297977,0.2690087110117442,72.0
H1_hist0_clock_focus_linear,1,0,clock_focus,linear,43,0.0,1.0,0.06236476722998467,0.3990329111735747,0.6745076848809809,0.7916666666666666,0.016272550645974708,0.2431692999787953,72.0
H1_hist0_clock_focus_linear,1,0,clock_focus,linear,44,0.0,1.0,0.29680051788956113,0.3827748510818242,0.5114023768712365,0.8194444444444444,0.015160449131745926,0.2907533521882498,72.0
H1_hist0_clock_focus_linear,1,0,clock_focus,linear,45,0.0,1.0,0.36100869395430824,0.27495802762660515,0.3937995427721768,0.7083333333333334,0.01497538444812366,0.30208077640117853,72.0
H1_hist0_clock_focus_linear,1,0,clock_focus,linear,46,0.0,1.0,0.013945095394828529,0.3228002541174886,0.533609955545484,0.75,0.010614517969072673,0.23007226864232674,72.0
H1_hist0_clock_focus_linear,1,0,clock_focus,linear,47,0.0,1.0,0.214900411546771,0.38872314472213015,0.669314111738762,0.7777777777777778,0.01728031635823476,0.29891297293689434,72.0
H1_hist0_clock_focus_linear,1,0,clock_focus,linear,48,0.0,1.0,0.1017703732406241,0.40691559025224855,0.6205149767870208,0.7777777777777778,0.013789144887667993,0.41888935884325296,72.0
H1_hist0_clock_focus_linear,1,0,clock_focus,linear,49,0.0,0.0,0.434498376661994,0.25688112858098144,0.431110802545785,0.6666666666666666,0.01081607448130879,0.21884872961266497,72.0
H1_hist0_clock_focus_linear,1,0,clock_focus,linear,50,0.0,1.0,0.6117479950945347,0.3503665069427663,0.6016263262330791,0.8611111111111112,0.01583628621836853,0.3971510496642985,72.0
H1_hist0_clock_focus_linear,1,0,clock_focus,linear,51,0.0,1.0,0.020744425870632962,0.29242102976648665,0.42547164599930737,0.6944444444444444,0.013427241441551852,0.19851210077289705,72.0
H1_hist0_clock_focus_linear,1,0,clock_focus,linear,52,0.0,0.0,1.2627392815553986,0.6243658621654994,1.2559404643918382,0.6944444444444444,0.020790610963231322,0.6732820251997708,72.0
H1_hist0_clock_focus_linear,1,0,clock_focus,linear,53,0.0,1.0,0.5434780171026248,0.4905330902722944,0.6463326335301847,0.8472222222222222,0.01789003639926596,0.6583861986099497,72.0
H1_hist0_clock_focus_linear,1,0,clock_focus,linear,54,0.0,1.0,0.43273307219935675,0.4499383359712899,0.6406975639015451,0.7916666666666666,0.01501087262893658,0.5444637420719609,72.0
H1_hist0_clock_focus_linear,1,0,clock_focus,linear,55,1.0,0.0,0.10094294554919626,0.1906873684171083,0.28071187077661286,0.5555555555555556,0.012611414330964259,0.1279902091594909,72.0
H1_hist0_clock_focus_linear,1,0,clock_focus,linear,56,0.0,1.0,0.052505612621945814,0.24001603686587591,0.37207991839760673,0.5694444444444444,0.013663335944968644,0.1437618601204832,72.0
H1_hist0_clock_focus_linear,1,0,clock_focus,linear,57,0.0,0.0,0.24656096681974563,0.1937298705967096,0.37077083276227435,0.4583333333333333,0.013268420619800684,0.16332128823118902,72.0
H1_hist0_clock_focus_linear,1,0,clock_focus,linear,58,0.0,0.0,0.5530704832596363,0.6177453429224504,0.8811655766214043,0.8888888888888888,0.01578314819617364,0.5525306131246607,72.0
H1_hist0_clock_focus_linear,1,0,clock_focus,linear,59,0.0,1.0,0.3125107361220617,0.45261374059557063,0.6719506555651826,0.8888888888888888,0.012451794171979053,0.38182592664461323,72.0
H1_hist0_clock_focus_linear,1,0,clock_focus,linear,60,0.0,1.0,0.34807761341196275,0.21824051648421838,0.3573385184835331,0.5416666666666666,0.011636142869406908,0.2182806260048572,72.0
H1_hist0_clock_focus_linear,1,0,clock_focus,linear,61,0.0,1.0,0.22302766699894558,0.3863482402714161,0.6474099698217441,0.9861111111111112,0.021278557973463105,0.36871823309499707,72.0
H1_hist0_clock_focus_linear,1,0,clock_focus,linear,62,0.0,1.0,0.22447045196374021,0.39959383177113095,0.5540591005221229,0.8888888888888888,0.01169697486397945,0.3323313861938379,72.0
H1_hist0_clock_focus_linear,1,0,clock_focus,linear,63,0.0,0.0,0.7164966324556907,0.8096668806045354,1.2325933233955584,0.9305555555555556,0.018476014416772338,0.7744602398471466,72.0
H1_hist0_clock_focus_linear,1,0,clock_focus,linear,64,0.0,1.0,0.03581995040505977,0.32703414115196755,0.5011479264512808,0.7083333333333334,0.012237073908016668,0.2206979549747078,72.0
H1_hist0_clock_focus_linear,1,0,clock_focus,linear,65,0.0,1.0,0.4532208848619098,0.3646743567493758,0.6151915584901516,0.75,0.021097760690846346,0.4079968541098106,72.0
H1_hist0_clock_focus_linear,1,0,clock_focus,linear,66,0.0,1.0,0.49259951706411953,0.4608801672310797,0.639265215992621,0.7638888888888888,0.01237890778472733,0.35330174881644705,72.0
H1_hist0_clock_focus_linear,1,0,clock_focus,linear,67,0.0,1.0,0.39805852464671765,0.3308726529685334,0.49963426727839455,0.7222222222222222,0.01240626559108085,0.3874088173299522,72.0
H1_hist0_clock_focus_linear,1,0,clock_focus,linear,68,0.0,1.0,0.46725097111876557,0.5384516183254934,0.6896267201342116,1.0,0.016495129098405368,0.6271943805454312,72.0
H1_hist0_clock_focus_linear,1,0,clock_focus,linear,69,1.0,0.0,0.11026100070713114,0.22850477991821766,0.4309781363786535,0.5,0.016716535033507434,0.19355558140333196,72.0
H1_hist0_clock_focus_linear,1,0,clock_focus,linear,70,0.0,0.0,1.2474876360007845,0.5437174917711052,1.2357324895690094,0.6111111111111112,0.016555889577475617,0.6031830678100953,72.0
H1_hist0_clock_focus_linear,1,0,clock_focus,linear,71,0.0,1.0,0.4597728813234549,0.2648135249139653,0.46292118926371484,0.8055555555555556,0.012386835166677148,0.26800401323798606,72.0
H1_hist0_clock_focus_linear,1,0,clock_focus,linear,72,0.0,0.0,0.49350104345100393,0.6213682085240342,0.8254288543624673,1.0,0.014899881647790016,0.6761021355751508,72.0
H1_hist0_clock_focus_linear,1,0,clock_focus,linear,73,0.0,1.0,0.22871970138658382,0.2859741043849505,0.3845050662305723,0.8611111111111112,0.012677127492145788,0.27496307198910636,72.0
H1_hist0_clock_focus_linear,1,0,clock_focus,linear,74,0.0,1.0,0.23571638160015726,0.3350337536690689,0.6719715995282276,0.6388888888888888,0.019376388078440932,0.25091426130731054,72.0
H1_hist0_clock_focus_linear,1,0,clock_focus,linear,75,0.0,0.0,0.4412823201138415,0.16470653218888848,0.44051427525584846,0.20833333333333334,0.011403328969154117,0.17361403309304496,72.0
H1_hist0_clock_focus_linear,1,0,clock_focus,linear,76,0.0,0.0,0.34091531020693083,0.6562534702267636,0.964346467374803,0.9305555555555556,0.017838649421412358,0.4980787862589091,72.0
H1_hist0_clock_focus_linear,1,0,clock_focus,linear,77,0.0,1.0,0.11320635044791973,0.38240495867739227,0.5831774019726396,0.7638888888888888,0.013871377792706014,0.3619812452209331,72.0
H1_hist0_clock_focus_linear,1,0,clock_focus,linear,78,0.0,1.0,0.008287657374447659,0.2820561996269328,0.411816578088458,0.6944444444444444,0.010892114231680412,0.2055573580833837,72.0
H1_hist0_clock_focus_linear,1,0,clock_focus,linear,79,0.0,1.0,0.17869888298848624,0.34281472109260136,0.5071192758146955,0.8888888888888888,0.0151809854797314,0.31529684574643907,72.0
H1_hist0_clock_focus_linear,1,0,clock_focus,linear,80,0.0,1.0,0.32250607959037086,0.19449262753910804,0.32166612561098973,0.4166666666666667,0.014999944552378297,0.15243289285269754,72.0
H1_hist0_clock_focus_linear,1,0,clock_focus,linear,81,0.0,1.0,0.15215689644014185,0.29922635470978776,0.4371293845154948,0.7638888888888888,0.015042342438437337,0.22894220403563115,72.0
H1_hist0_clock_focus_linear,1,0,clock_focus,linear,82,0.0,1.0,0.4431231910219456,0.3673815008026298,0.5859286243935768,0.7083333333333334,0.013257093058629179,0.41387870573650454,72.0
H1_hist0_clock_focus_linear,1,0,clock_focus,linear,83,0.0,0.0,0.16885916615957422,0.22215011881399407,0.35789188483331147,0.7638888888888888,0.01804353151943058,0.16282268817618015,72.0
H1_hist0_clock_focus_linear,1,0,clock_focus,linear,84,0.0,1.0,0.022771099812490127,0.44035618060697534,0.6225225123887088,0.8472222222222222,0.015350175008944754,0.3677493006769568,72.0
H1_hist0_clock_focus_linear,1,0,clock_focus,linear,85,0.0,1.0,0.4903608357947376,0.3980424172134128,0.5221846705834043,0.7638888888888888,0.01791851858249156,0.48192250978649454,72.0
H1_hist0_clock_focus_linear,1,0,clock_focus,linear,86,0.0,0.0,0.850419577962052,0.8362386060218463,1.1930945282895413,0.9583333333333334,0.01777576758318722,0.7376781672252682,72.0
H1_hist0_clock_focus_linear,1,0,clock_focus,linear,87,0.0,1.0,0.20059147548841202,0.2037406960632603,0.3546101938199682,0.3611111111111111,0.012348290471120323,0.15321765595789497,72.0
H1_hist0_clock_focus_linear,1,0,clock_focus,linear,88,0.0,1.0,0.49829523844799334,0.585396110523218,0.8646552532017909,0.8888888888888888,0.01172126094047765,0.48223850703602383,72.0
H1_hist0_clock_focus_linear,1,0,clock_focus,linear,89,0.0,0.0,0.36250049784132427,0.5316813716290254,0.8583413629304819,0.9444444444444444,0.014224373860232271,0.4715409556780041,72.0
H1_hist0_clock_focus_linear,1,0,clock_focus,linear,90,0.0,1.0,0.1887609054635792,0.4043425584582187,0.7156860928319098,0.875,0.012579495311814263,0.29996118955484324,72.0
H1_hist0_clock_focus_linear,1,0,clock_focus,linear,91,0.0,0.0,0.574180632819933,0.26699429618008874,0.5692572828639755,0.6388888888888888,0.011808293466318955,0.2919654395099568,72.0
H1_hist0_clock_focus_linear,1,0,clock_focus,linear,92,0.0,0.0,0.217032414335109,0.5064180549695375,0.7597406446897029,0.8472222222222222,0.014557780796075316,0.4908709119452783,72.0
H1_hist0_clock_focus_linear,1,0,clock_focus,linear,93,0.0,1.0,0.138306344976535,0.26717489651708637,0.47654894703867945,0.4861111111111111,0.0164247230187806,0.1511269513488853,72.0
H1_hist0_clock_focus_linear,1,0,clock_focus,linear,94,0.0,1.0,0.28809303699020034,0.5037981828066108,0.7827031136298518,0.8611111111111112,0.012333702435723222,0.3504166211938565,72.0
H1_hist0_clock_focus_linear,1,0,clock_focus,linear,95,0.0,1.0,0.5651312402690025,0.38330411502760203,0.5615722808037642,0.9166666666666666,0.016785894584079065,0.5818254767445499,72.0
H1_hist0_clock_focus_quadratic,1,0,clock_focus,quadratic,0,0.0,1.0,0.30813391234614407,0.32583957567949146,0.48963164451995417,0.6527777777777778,0.011550088596852137,0.18255238635172955,72.0
H1_hist0_clock_focus_quadratic,1,0,clock_focus,quadratic,1,0.0,1.0,0.3138910758108887,0.29722944088193637,0.4551872289586639,0.6527777777777778,0.012824948179500811,0.2127237870330718,72.0
H1_hist0_clock_focus_quadratic,1,0,clock_focus,quadratic,2,0.0,0.0,0.38314648647001054,0.2947649922028876,0.45137553286166804,0.6527777777777778,0.014199602611810696,0.10065621180408452,72.0
H1_hist0_clock_focus_quadratic,1,0,clock_focus,quadratic,3,1.0,0.0,0.1569932002983934,0.15008875108145484,0.2805121370569225,0.375,0.01387316072296971,0.037230266294888265,72.0
H1_hist0_clock_focus_quadratic,1,0,clock_focus,quadratic,4,0.0,0.0,0.44426684653707404,0.29901802843403874,0.4809558844162363,0.4027777777777778,0.014082009296659091,0.21595327188827002,72.0
H1_hist0_clock_focus_quadratic,1,0,clock_focus,quadratic,5,1.0,0.0,0.1332072797531691,0.09758551506100785,0.1628847226401269,0.0,0.012166966837325061,0.024227342920817834,72.0
H1_hist0_clock_focus_quadratic,1,0,clock_focus,quadratic,6,0.0,0.0,0.5623522406710305,0.33707361312119827,0.577023140344267,0.375,0.01278754669839202,0.2865047350982878,72.0
H1_hist0_clock_focus_quadratic,1,0,clock_focus,quadratic,7,0.0,0.0,0.3147608138926499,0.21580776407401028,0.3239485265558555,0.5694444444444444,0.010926932612508813,0.1254794348573823,72.0
H1_hist0_clock_focus_quadratic,1,0,clock_focus,quadratic,8,0.0,0.0,0.19759585082406228,0.151005291500835,0.23050705101381397,0.375,0.012005214329457255,0.04993748627479709,72.0
H1_hist0_clock_focus_quadratic,1,0,clock_focus,quadratic,9,0.0,0.0,0.5018075535669383,0.34659496643007853,0.5291606298812706,0.6527777777777778,0.014500620599324372,0.31591782918668,72.0
H1_hist0_clock_focus_quadratic,1,0,clock_focus,quadratic,10,0.0,0.0,0.2848415298363301,0.2661314654277811,0.4146274487173861,0.6527777777777778,0.014837148167409827,0.0857489285647195,72.0
H1_hist0_clock_focus_quadratic,1,0,clock_focus,quadratic,11,0.0,1.0,0.08717859242608567,0.13443742751318832,0.2332417713245588,0.2777777777777778,0.011578713151683188,0.04109306340484599,72.0
H1_hist0_clock_focus_quadratic,1,0,clock_focus,quadratic,12,0.0,0.0,0.32783515894823645,0.26867380580324585,0.3482628830417304,0.6527777777777778,0.011996899705094717,0.11444198477733959,72.0
H1_hist0_clock_focus_quadratic,1,0,clock_focus,quadratic,13,0.0,0.0,0.31208243016331,0.2378071080214031,0.3450840518625252,0.6527777777777778,0.013841523321676154,0.13752598595464938,72.0
H1_hist0_clock_focus_quadratic,1,0,clock_focus,quadratic,14,0.0,0.0,0.35656658467891233,0.23770790112107726,0.35775826524712484,0.6527777777777778,0.014107583133461695,0.15392917830962494,72.0
H1_hist0_clock_focus_quadratic,1,0,clock_focus,quadratic,15,0.0,0.0,0.23468431707063983,0.19933200396502293,0.2737507834849068,0.6527777777777778,0.011787858561727982,0.0845019615268421,72.0
H1_hist0_clock_focus_quadratic,1,0,clock_focus,quadratic,16,0.0,0.0,0.5012409138277385,0.38826252886104823,0.5675226922057585,0.6527777777777778,0.015633308950612247,0.3646399963575811,72.0
H1_hist0_clock_focus_quadratic,1,0,clock_focus,quadratic,17,0.0,0.0,0.24011779592100088,0.1894540984310925,0.2851588857841487,0.375,0.014981465463794141,0.0870007849329894,72.0
H1_hist0_clock_focus_quadratic,1,0,clock_focus,quadratic,18,1.0,0.0,0.12684313334096609,0.13258060609283373,0.16607231053760416,0.0,0.013519014588663347,0.03773848147464088,72.0
H1_hist0_clock_focus_quadratic,1,0,clock_focus,quadratic,19,0.0,0.0,0.2957119855456217,0.24316361521058558,0.39666017246549035,0.375,0.01645553992042475,0.07084746140242523,72.0
H1_hist0_clock_focus_quadratic,1,0,clock_focus,quadratic,20,0.0,0.0,0.5663558641265549,0.3829279514108382,0.6016512528021699,0.6527777777777778,0.011981841039836346,0.34883112368138125,72.0
H1_hist0_clock_focus_quadratic,1,0,clock_focus,quadratic,21,0.0,1.0,0.24060190802725517,0.20582322920710908,0.27644729769334614,0.6527777777777778,0.013721774697866304,0.08914119368568098,72.0
H1_hist0_clock_focus_quadratic,1,0,clock_focus,quadratic,22,0.0,0.0,0.2128558096665976,0.27055347712484007,0.40366273785668666,0.6527777777777778,0.015068769681215904,0.08982685920452901,72.0
H1_hist0_clock_focus_quadratic,1,0,clock_focus,quadratic,23,1.0,0.0,0.1415070332441824,0.1482990161662547,0.25083945644851796,0.25,0.013031151254553746,0.04814956830205926,72.0
H1_hist0_clock_focus_quadratic,1,0,clock_focus,quadratic,24,0.0,0.0,0.2776003305821863,0.2101825111671946,0.36978383594859937,0.375,0.012434614670114792,0.08746354638759257,72.0
H1_hist0_clock_focus_quadratic,1,0,clock_focus,quadratic,25,0.0,0.0,0.4828624763709909,0.31265489894325216,0.49899491045499594,0.6527777777777778,0.014987469183127664,0.2566868159293655,72.0
