model,horizon,history,scaling,capacity,episode,success,collision,goal_distance,tracking_rmse,max_state_divergence,ood_fraction,smoothness,on_policy_oracle_mse,query_count
H1_hist0_state_focus_linear,1,0,state_focus,linear,64,0.0,1.0,0.04914779892214741,0.32354720359813005,0.5073014340711548,0.7083333333333334,0.012884336258589648,0.21909446082256726,72.0
H1_hist0_state_focus_linear,1,0,state_focus,linear,65,0.0,1.0,0.3901450561683264,0.3564235734828844,0.6065750918748047,0.7222222222222222,0.016479102323032322,0.3776475611314218,72.0
H1_hist0_state_focus_linear,1,0,state_focus,linear,66,0.0,1.0,0.45215087417547956,0.4457809774302372,0.6283497596248833,0.7777777777777778,0.012817403575893364,0.32654527523909965,72.0
H1_hist0_state_focus_linear,1,0,state_focus,linear,67,0.0,1.0,0.42268277002112575,0.31652546208940713,0.47644826586593564,0.7083333333333334,0.013289446496316608,0.37608842437765155,72.0
H1_hist0_state_focus_linear,1,0,state_focus,linear,68,0.0,1.0,0.5457021501492186,0.5730377612521848,0.7434468046562344,1.0,0.013029131530879734,0.7298861168935553,72.0
H1_hist0_state_focus_linear,1,0,state_focus,linear,69,0.0,0.0,0.1840732840347931,0.22204741003183373,0.4488012136573731,0.3888888888888889,0.011646395421452902,0.20673162162279757,72.0
H1_hist0_state_focus_linear,1,0,state_focus,linear,70,0.0,0.0,1.1911202794064413,0.52494195624934,1.1836459774334702,0.5972222222222222,0.015355059690824272,0.5826351537523091,72.0
H1_hist0_state_focus_linear,1,0,state_focus,linear,71,0.0,1.0,0.46277353063719806,0.26361141410315736,0.46318386808032314,0.8194444444444444,0.01178098993779579,0.2639222576661445,72.0
H1_hist0_state_focus_linear,1,0,state_focus,linear,72,0.0,1.0,0.38627319007047045,0.5468035629644679,0.7364636355622849,1.0,0.013617145450224397,0.5650688229161224,72.0
H1_hist0_state_focus_linear,1,0,state_focus,linear,73,0.0,1.0,0.17878986631034455,0.2449803481055314,0.3678342935101073,0.8194444444444444,0.014964835359733138,0.21147465085070632,72.0
H1_hist0_state_focus_linear,1,0,state_focus,linear,74,0.0,1.0,0.2092489505717003,0.34342539164924984,0.6623155107139355,0.6666666666666666,0.015840611592010025,0.25488759207764544,72.0
H1_hist0_state_focus_linear,1,0,state_focus,linear,75,0.0,0.0,0.38651514806457704,0.15692397596807092,0.3856381202248992,0.20833333333333334,0.013551531148285025,0.16261838157611763,72.0
H1_hist0_state_focus_linear,1,0,state_focus,linear,76,0.0,0.0,0.31420515220641043,0.6325919024818515,0.9382237222430455,0.9305555555555556,0.011883279500064615,0.46658751261294346,72.0
H1_hist0_state_focus_linear,1,0,state_focus,linear,77,0.0,1.0,0.21740908081926272,0.3490253946675427,0.5497328585322886,0.7361111111111112,0.01203860732074476,0.3487073422457399,72.0
H1_hist0_state_focus_linear,1,0,state_focus,linear,78,0.0,1.0,0.050687744253049616,0.2790681325389546,0.417264461659443,0.6944444444444444,0.0126810328881912,0.2014979371226277,72.0
H1_hist0_state_focus_linear,1,0,state_focus,linear,79,0.0,1.0,0.20578392447734617,0.34453491590761987,0.4878328517809354,0.9027777777777778,0.014315470203160685,0.30719381375533683,72.0
H1_hist0_state_focus_linear,1,0,state_focus,linear,80,0.0,1.0,0.31417698454299436,0.19905004289832673,0.3217476338889942,0.4166666666666667,0.01600357551388239,0.15841221846708808,72.0
H1_hist0_state_focus_linear,1,0,state_focus,linear,81,0.0,1.0,0.1343152832605638,0.30170798086947653,0.4369183177788649,0.7638888888888888,0.015409240898804785,0.2241039277453556,72.0
H1_hist0_state_focus_linear,1,0,state_focus,linear,82,0.0,1.0,0.3756976903085279,0.37289274365209774,0.5982377888669963,0.7222222222222222,0.015177036966905064,0.39678216029135327,72.0
H1_hist0_state_focus_linear,1,0,state_focus,linear,83,0.0,0.0,0.17464504529962332,0.2211215275196239,0.35498062464463326,0.7638888888888888,0.015767010485114107,0.1690861715393126,72.0
H1_hist0_state_focus_linear,1,0,state_focus,linear,84,0.0,1.0,0.010980243151088837,0.41745501174645355,0.5936008115697943,0.8472222222222222,0.01434599566346321,0.338716499719543,72.0
H1_hist0_state_focus_linear,1,0,state_focus,linear,85,0.0,0.0,0.4608234618524952,0.38289975797976,0.5073665389460772,0.7777777777777778,0.014162374992333361,0.43053343608039624,72.0
H1_hist0_state_focus_linear,1,0,state_focus,linear,86,0.0,0.0,0.7442291509266151,0.7747074084268237,1.11723984039482,0.9444444444444444,0.01437641376146343,0.6619957685317335,72.0
H1_hist0_state_focus_linear,1,0,state_focus,linear,87,0.0,1.0,0.18070931039995675,0.21032702259628414,0.3648300874555832,0.3472222222222222,0.01274947655674973,0.1595524848989589,72.0
H1_hist0_state_focus_linear,1,0,state_focus,linear,88,0.0,1.0,0.3541230464443661,0.5347970489078305,0.8084347086637993,0.8888888888888888,0.016887736714693624,0.4170700063484266,72.0
H1_hist0_state_focus_linear,1,0,state_focus,linear,89,0.0,0.0,0.26671303536885566,0.5614009705530661,0.8802816434965941,0.9444444444444444,0.013851171350235641,0.4577505597624288,72.0
H1_hist0_state_focus_linear,1,0,state_focus,linear,90,0.0,1.0,0.11670502819752801,0.38960765469904646,0.7008880130011013,0.8333333333333334,0.013847533242351754,0.28618809384400445,72.0
H1_hist0_state_focus_linear,1,0,state_focus,linear,91,0.0,0.0,0.5675843677892164,0.2777466641112461,0.5682341784674778,0.7222222222222222,0.011234988223617478,0.29701346784028615,72.0
H1_hist0_state_focus_linear,1,0,state_focus,linear,92,0.0,1.0,0.24431479065101003,0.4753357737300588,0.7075291029114072,0.8472222222222222,0.011789660142259021,0.4572121470242123,72.0
H1_hist0_state_focus_linear,1,0,state_focus,linear,93,0.0,1.0,0.1385172024518151,0.2832689672834399,0.48664197213160004,0.6666666666666666,0.014569886696213093,0.17193183431265124,72.0
H1_hist0_state_focus_linear,1,0,state_focus,linear,94,0.0,1.0,0.27457501091133224,0.5268852748130466,0.8174101907901582,0.8611111111111112,0.015190728894985173,0.3712702263455749,72.0
H1_hist0_state_focus_linear,1,0,state_focus,linear,95,0.0,1.0,0.5353798735871957,0.3477157002148375,0.5250760268390395,0.9027777777777778,0.01568122320945318,0.5019240693626197,72.0
H1_hist0_state_focus_quadratic,1,0,state_focus,quadratic,0,0.0,1.0,0.44018510205086625,0.3082154986178768,0.42731466888020975,0.6527777777777778,0.012901707885419472,0.2033684999049241,72.0
H1_hist0_state_focus_quadratic,1,0,state_focus,quadratic,1,0.0,1.0,0.350756750914715,0.2878399504461948,0.4527489532739966,0.6527777777777778,0.015216042839558963,0.22038975853677703,72.0
H1_hist0_state_focus_quadratic,1,0,state_focus,quadratic,2,0.0,0.0,0.25769887134098146,0.21039693276716376,0.3365649334386883,0.5555555555555556,0.013337039133388535,0.06432429411536054,72.0
H1_hist0_state_focus_quadratic,1,0,state_focus,quadratic,3,0.0,0.0,0.17920944834612904,0.15048786713839846,0.2679652648661736,0.375,0.01346189356784409,0.04232294312029218,72.0
H1_hist0_state_focus_quadratic,1,0,state_focus,quadratic,4,0.0,0.0,0.9597271560340307,0.38595668365169467,0.9150587840933866,0.375,0.011315479406682743,0.5695287933878128,72.0
H1_hist0_state_focus_quadratic,1,0,state_focus,quadratic,5,1.0,0.0,0.15958169246973272,0.1015776515012148,0.16644737683502264,0.0,0.012205603589494471,0.02653227280891456,72.0
H1_hist0_state_focus_quadratic,1,0,state_focus,quadratic,6,0.0,0.0,1.2506161144722228,0.483641783879951,1.1996176991053702,0.375,0.01128294807607075,0.7613337128764625,72.0
H1_hist0_state_focus_quadratic,1,0,state_focus,quadratic,7,0.0,0.0,0.47272465908319794,0.22780685323656094,0.4577398216440544,0.6527777777777778,0.01523863643880323,0.18510624268900872,72.0
H1_hist0_state_focus_quadratic,1,0,state_focus,quadratic,8,0.0,0.0,0.21418691945517526,0.15663277640644993,0.2383966682357511,0.375,0.013410784656870654,0.05269943869643434,72.0
H1_hist0_state_focus_quadratic,1,0,state_focus,quadratic,9,0.0,0.0,1.1556829081067812,0.46660711197041344,1.1075736655043686,0.6527777777777778,0.013763445268923837,0.7454020500824393,72.0
H1_hist0_state_focus_quadratic,1,0,state_focus,quadratic,10,0.0,0.0,0.31112624195815336,0.2664702330448417,0.4327966982814735,0.6527777777777778,0.012513007578627751,0.08345405965705531,72.0
H1_hist0_state_focus_quadratic,1,0,state_focus,quadratic,11,1.0,0.0,0.11434449762437085,0.1349864779719184,0.24361059497750776,0.2777777777777778,0.010136033605870237,0.03764874599670042,72.0
H1_hist0_state_focus_quadratic,1,0,state_focus,quadratic,12,0.0,0.0,0.23715560227981516,0.21425383092477124,0.31258485682159726,0.6527777777777778,0.016345681315916877,0.0814272740844771,72.0
H1_hist0_state_focus_quadratic,1,0,state_focus,quadratic,13,0.0,0.0,0.577821646913521,0.26349141643977914,0.55773690540809,0.4027777777777778,0.01329773441442132,0.25817753421643563,72.0
H1_hist0_state_focus_quadratic,1,0,state_focus,quadratic,14,0.0,0.0,0.8397211932881711,0.34128717105946005,0.8067263927019898,0.6527777777777778,0.013332351897402091,0.4740781217860739,72.0
H1_hist0_state_focus_quadratic,1,0,state_focus,quadratic,15,1.0,0.0,0.15494175821800776,0.15539682051677603,0.2511026582557503,0.2777777777777778,0.010950858122208766,0.04769568079085252,72.0
H1_hist0_state_focus_quadratic,1,0,state_focus,quadratic,16,0.0,0.0,1.1789030368543663,0.48796547696241666,1.1240277372537337,0.6527777777777778,0.012995668506042904,0.8283812485565648,72.0
H1_hist0_state_focus_quadratic,1,0,state_focus,quadratic,17,0.0,0.0,0.4100610408180638,0.201118488551194,0.39713809856305915,0.375,0.01157034366190167,0.1396409693537798,72.0
H1_hist0_state_focus_quadratic,1,0,state_focus,quadratic,18,1.0,0.0,0.09132781487172566,0.10388770153843097,0.13850782478923446,0.0,0.010950523897451712,0.021309161226567327,72.0
H1_hist0_state_focus_quadratic,1,0,state_focus,quadratic,19,0.0,0.0,0.28097963206092474,0.21919282426752829,0.37136730950886626,0.375,0.014249389152704515,0.06417594671729404,72.0
H1_hist0_state_focus_quadratic,1,0,state_focus,quadratic,20,0.0,0.0,1.2702059895696673,0.510797428315926,1.214800091187824,0.6527777777777778,0.007374784101082799,0.8579357504897297,72.0
H1_hist0_state_focus_quadratic,1,0,state_focus,quadratic,21,0.0,0.0,0.19881898165494144,0.16509825481440793,0.2517866776843313,0.4722222222222222,0.01547172290753724,0.056337683103908374,72.0
H1_hist0_state_focus_quadratic,1,0,state_focus,quadratic,22,0.0,0.0,0.1856736552333856,0.22450601467215245,0.32925528163725115,0.6527777777777778,0.01363880002034004,0.07696251857181642,72.0
H1_hist0_state_focus_quadratic,1,0,state_focus,quadratic,23,1.0,0.0,0.13202637245652205,0.12160703888446016,0.20733701808978613,0.1527777777777778,0.010594144190735148,0.02838506974905666,72.0
H1_hist0_state_focus_quadratic,1,0,state_focus,quadratic,24,0.0,0.0,0.37181809515835945,0.2262743992121678,0.37617876832753255,0.375,0.014438844914107412,0.12556014398597234,72.0
H1_hist0_state_focus_quadratic,1,0,state_focus,quadratic,25,0.0,0.0,0.938531430271922,0.36765283288015604,0.8884711684268168,0.6527777777777778,0.011727371764181392,0.5540140548948498,72.0
H1_hist0_state_focus_quadratic,1,0,state_focus,quadratic,26,1.0,0.0,0.15317537190349803,0.10421818834532172,0.14539863681383622,0.0,0.013020522721171766,0.028249325637456413,72.0
H1_hist0_state_focus_quadratic,1,0,state_focus,quadratic,27,1.0,0.0,0.10642261769746536,0.10884356756019471,0.15269337370763383,0.0,0.01404000670733032,0.02183538956188525,72.0
H1_hist0_state_focus_quadratic,1,0,state_focus,quadratic,28,0.0,0.0,0.9905586611844854,0.3632677282642776,0.9390915336940703,0.375,0.012365162865329222,0.556540930512009,72.0
H1_hist0_state_focus_quadratic,1,0,state_focus,quadratic,29,0.0,0.0,0.31654176526772776,0.22003640342277828,0.31864296214893917,0.6527777777777778,0.014294561936417236,0.1195804272810437,72.0
H1_hist0_state_focus_quadratic,1,0,state_focus,quadratic,30,0.0,0.0,0.18183459678973338,0.16370341050492845,0.2183372066135507,0.5138888888888888,0.012764464015298004,0.060701530269114526,72.0
H1_hist0_state_focus_quadratic,1,0,state_focus,quadratic,31,1.0,0.0,0.10791408293363329,0.11901775994051048,0.20259442502234767,0.1527777777777778,0.013894114084303029,0.02944359815505771,72.0
H1_hist0_state_focus_quadratic,1,0,state_focus,quadratic,32,0.0,0.0,0.24377878663308164,0.19706518447834392,0.24510947085468768,0.5972222222222222,0.01156372645571961,0.06542250622322636,72.0
H1_hist0_state_focus_quadratic,1,0,state_focus,quadratic,33,0.0,0.0,0.40227335118861907,0.19976327288327395,0.3888133780277448,0.375,0.014372710651783359,0.12378298476713419,72.0
H1_hist0_state_focus_quadratic,1,0,state_focus,quadratic,34,0.0,0.0,0.1807849159755668,0.16858764327346373,0.21321406254929012,0.4583333333333333,0.013876256296922884,0.06381335010988792,72.0
H1_hist0_state_focus_quadratic,1,0,state_focus,quadratic,35,0.0,0.0,1.3916994682654995,0.6185851075462595,1.3402367915164013,0.6666666666666666,0.008900635618664908,1.0736843191000098,72.0
H1_hist0_state_focus_quadratic,1,0,state_focus,quadratic,36,0.0,0.0,0.39433941564377534,0.33631629412595426,0.4687951026181564,1.0,0.0134709349220311,0.12069375653460757,72.0
H1_hist0_state_focus_quadratic,1,0,state_focus,quadratic,37,0.0,0.0,0.2954778747764082,0.23251910837728546,0.31909843148138844,0.6527777777777778,0.01418538614234033,0.07880605203491024,72.0
H1_hist0_state_focus_quadratic,1,0,state_focus,quadratic,38,0.0,0.0,0.24294932103131378,0.22675437856789407,0.3722604421391766,0.5,0.013622093245069146,0.0695775677441809,72.0
H1_hist0_state_focus_quadratic,1,0,state_focus,quadratic,39,0.0,0.0,0.5444654518449982,0.26575456548996396,0.5250135520519508,0.6527777777777778,0.012195887762094071,0.25668012948195096,72.0
H1_hist0_state_focus_quadratic,1,0,state_focus,quadratic,40,0.0,0.0,1.05807373428562,0.4053123790847245,1.0086190705752947,0.6527777777777778,0.01043270512606131,0.6495634218292375,72.0
H1_hist0_state_focus_quadratic,1,0,state_focus,quadratic,41,1.0,0.0,0.14377161882051429,0.10954316068683573,0.14883210407232284,0.0,0.013063035107876082,0.030885909509743723,72.0
H1_hist0_state_focus_quadratic,1,0,state_focus,quadratic,42,0.0,0.0,0.6650808944347122,0.2925290760313938,0.6337036517930582,0.375,0.013170063445847867,0.31972895261958884,72.0
H1_hist0_state_focus_quadratic,1,0,state_focus,quadratic,43,0.0,0.0,0.3041760685173171,0.21960173422006987,0.3415706267864183,0.4166666666666667,0.015396882594824485,0.09683160595443836,72.0
H1_hist0_state_focus_quadratic,1,0,state_focus,quadratic,44,0.0,0.0,0.25601209912867207,0.15816811018170135,0.25255822425053326,0.375,0.0165376960262449,0.06174119904614227,72.0
H1_hist0_state_focus_quadratic,1,0,state_focus,quadratic,45,0.0,0.0,0.28125843581898863,0.1813913846522746,0.2878417718206706,0.6527777777777778,0.012543721344802243,0.08276162632000444,72.0
H1_hist0_state_focus_quadratic,1,0,state_focus,quadratic,46,1.0,0.0,0.1257749814508585,0.09918159743405654,0.16984666148587135,0.0,0.013656210677572824,0.01965059428601126,72.0
H1_hist0_state_focus_quadratic,1,0,state_focus,quadratic,47,0.0,1.0,0.4025342938395779,0.30172011647350566,0.45596601760707767,0.6527777777777778,0.012420222295286497,0.1961997152123613,72.0
H1_hist0_state_focus_quadratic,1,0,state_focus,quadratic,48,1.0,0.0,0.0628024742946601,0.12582298198993588,0.18566565026450257,0.06944444444444445,0.01221277070976492,0.040654397847818324,72.0
