seed,shots,target_demo_transitions,method,label,prediction_rmse,position_rmse,mean_state_l2,p90_position_l2,candidate_top1,candidate_regret,candidate_regret_p90,planning_success
28,8,96,latent_to_ee_curriculum,Latent→EE curriculum,0.008322414605827779,0.0022823193139824166,0.012385661901458355,0.005193611211432504,0.928125,0.00012364719104285932,0.0,0.984375
28,16,192,raw_joint,Raw / padded joints,0.020013692550047306,0.005296534778089562,0.033333060619979114,0.01073811928879456,0.80625,0.000433824220642765,0.0013277963041902806,0.953125
28,16,192,canonical_ee,Canonical EE,0.006505102349300162,0.0016298790776846097,0.009958233624743733,0.003545982530442953,0.94375,5.1354180677934294e-05,0.0,0.99375
28,16,192,learned_latent,Learned latent,0.020005953144582613,0.005408674486675734,0.033315567124501594,0.011199399698058056,0.809375,0.0004456027541253736,0.0015702708494333545,0.946875
28,16,192,latent_to_ee_curriculum,Latent→EE curriculum,0.0065094485694263925,0.0016629835750587626,0.009982082036823282,0.0036195137850823012,0.940625,5.1458651250764e-05,0.0,0.99375
28,32,384,raw_joint,Raw / padded joints,0.019716793857054438,0.005183879570247104,0.03221843039629474,0.011053496987547852,0.821875,0.00036282372945088475,0.0012577119849928192,0.959375
28,32,384,canonical_ee,Canonical EE,0.00579490583346143,0.0014518759589333245,0.008906474462639166,0.0031863316375339177,0.95,4.426728028893834e-05,0.0,0.99375
28,32,384,learned_latent,Learned latent,0.019708769236274383,0.005330745231908692,0.0322038376637163,0.011545816586613309,0.815625,0.00039654100113615897,0.0012917537151745375,0.953125
28,32,384,latent_to_ee_curriculum,Latent→EE curriculum,0.005797828361240341,0.0015123539419446145,0.008929736442799185,0.003206096198293167,0.946875,5.239680209375443e-05,0.0,0.99375
29,0,0,raw_joint,Raw / padded joints,0.10421587574526221,0.02776888145827998,0.18927390527591065,0.05642491214067187,0.11875,0.03486909002372786,0.07086811388757452,0.1375
29,0,0,canonical_ee,Canonical EE,0.013675380458821508,0.003050001064323229,0.021054418709558806,0.006203571135555921,0.91875,0.00015813595972612727,0.0,0.975
29,0,0,learned_latent,Learned latent,0.10745231127783599,0.028757818979624053,0.1940603107513714,0.059402529873184985,0.128125,0.03422903479216119,0.07102240184244639,0.14375
29,0,0,latent_to_ee_curriculum,Latent→EE curriculum,0.013379049642724926,0.003765527006825575,0.019740382315302125,0.00798570326608241,0.915625,0.00016301303698038633,0.0,0.975
29,1,12,raw_joint,Raw / padded joints,0.2586187785021532,0.06570447158350728,0.4211608327105467,0.1593638439246651,0.278125,0.018549380969499173,0.045488023491171134,0.3375
29,1,12,canonical_ee,Canonical EE,0.01254269755203237,0.0031978146174746684,0.017447342105757505,0.005948514002734816,0.934375,9.450340185954243e-05,0.0,0.990625
29,1,12,learned_latent,Learned latent,0.25862415754058043,0.07380136709722966,0.42114107256984223,0.17967854508460407,0.253125,0.019502819206640355,0.04687910320415867,0.31875
29,1,12,latent_to_ee_curriculum,Latent→EE curriculum,0.01266437055797204,0.0036492527387086645,0.01774478961833414,0.00724438028658597,0.91875,0.0001490334404399407,0.0,0.984375
29,2,24,raw_joint,Raw / padded joints,0.06968751853165382,0.018756961028572383,0.1198163894474263,0.04285594628699917,0.453125,0.007918736743787593,0.023512784413683204,0.525
29,2,24,canonical_ee,Canonical EE,0.012361445607561382,0.0030941816156766022,0.019223199664631055,0.006649176893909014,0.8875,0.0002677754212807996,0.00021055161909516558,0.965625
29,2,24,learned_latent,Learned latent,0.06969210141988687,0.019238833057676815,0.11981766632887589,0.044028519977106946,0.48125,0.007892595863173934,0.024114577306297263,0.540625
29,2,24,latent_to_ee_curriculum,Latent→EE curriculum,0.012357947565776085,0.003767815528913322,0.019267039317626435,0.00814351466178322,0.86875,0.00033896964825754357,0.0007069253490434532,0.959375
29,4,48,raw_joint,Raw / padded joints,0.026139288033435914,0.00680074058734897,0.04274499566166126,0.015089458008653264,0.75625,0.0013202360797911208,0.00513105838204342,0.840625
29,4,48,canonical_ee,Canonical EE,0.0090432824636117,0.002258209971249976,0.013993582359504845,0.004618807941512387,0.95,6.883329970571723e-05,0.0,0.99375
29,4,48,learned_latent,Learned latent,0.02612642882758609,0.007019679055824706,0.042721728673541876,0.01475476966355521,0.75625,0.0012400026259596028,0.005121279350511453,0.84375
29,4,48,latent_to_ee_curriculum,Latent→EE curriculum,0.009032586863999036,0.0023274046438141022,0.01398716029719786,0.0049651701597352325,0.934375,8.711424990635572e-05,0.0,0.996875
29,8,96,raw_joint,Raw / padded joints,0.022379657204824738,0.005729164128724864,0.037068844567204245,0.011836907374832957,0.796875,0.0008846913208788696,0.0037182019529969747,0.884375
29,8,96,canonical_ee,Canonical EE,0.007336232549059382,0.001838798001607281,0.011665205807689776,0.004229710499720311,0.94375,7.824623483297178e-05,0.0,0.990625
29,8,96,learned_latent,Learned latent,0.022363094171387477,0.0060130364054136794,0.03703678852023183,0.01204994286949221,0.7875,0.0010332946113887924,0.004341527091018733,0.86875
29,8,96,latent_to_ee_curriculum,Latent→EE curriculum,0.0073434056760474055,0.0020055922126344947,0.011693015205013282,0.004585256577319543,0.93125,0.00013371330663316814,0.0,0.984375
29,16,192,raw_joint,Raw / padded joints,0.019736867790618878,0.005173154640208043,0.03337987071302037,0.01022892453198208,0.825,0.0006485244998476658,0.0022213610761545734,0.909375
29,16,192,canonical_ee,Canonical EE,0.005601932960309169,0.0014034276104506866,0.008516338517663919,0.002935721071023423,0.959375,4.183341054418123e-05,0.0,0.996875
29,16,192,learned_latent,Learned latent,0.019728883032398125,0.0054388627704355505,0.033360914008304786,0.010794030213449182,0.8,0.0007121718949539786,0.002968067148263511,0.9
29,16,192,latent_to_ee_curriculum,Latent→EE curriculum,0.005604795282701011,0.001550926812291789,0.00854331721776017,0.00340523245096526,0.946875,7.051930177849365e-05,0.0,0.990625
29,32,384,raw_joint,Raw / padded joints,0.01882802629343216,0.004935832613159506,0.030938877107446607,0.010123079954438088,0.8375,0.0005907457208227977,0.0019646034098700187,0.915625
29,32,384,canonical_ee,Canonical EE,0.005527596723035345,0.001384927463042722,0.008359943776138325,0.003139636721749583,0.959375,3.7358601914469124e-05,0.0,0.996875
29,32,384,learned_latent,Learned latent,0.018821550991551462,0.00516168212170446,0.030923521376420224,0.010389961575185864,0.81875,0.000612331410803004,0.0019646034098700187,0.909375
29,32,384,latent_to_ee_curriculum,Latent→EE curriculum,0.005527975077394704,0.0015588760386337584,0.008382752639964703,0.003480393644812279,0.94375,8.090930973697402e-05,0.0,0.9875
30,0,0,raw_joint,Raw / padded joints,0.10416565342505613,0.027830729217280047,0.18783741362502623,0.057702865903301606,0.109375,0.03390732952607711,0.06910099716515063,0.121875
30,0,0,canonical_ee,Canonical EE,0.008098198648531445,0.002052384072650385,0.012258803360428323,0.004545619588647016,0.93125,0.00018111869743131295,0.0,0.978125
30,0,0,learned_latent,Learned latent,0.10612773452323504,0.0284662117385522,0.1904295016290259,0.05954350141192369,0.109375,0.03432312454176591,0.06910099716515063,0.121875
30,0,0,latent_to_ee_curriculum,Latent→EE curriculum,0.007974820731363002,0.0023175833488682297,0.012395749129317232,0.0052835599972863665,0.91875,0.00015426899885861455,0.0,0.984375
30,1,12,raw_joint,Raw / padded joints,0.17047872438077133,0.05169112194387759,0.2775048460870266,0.1255552707376475,0.284375,0.01765308153206727,0.04624198167401358,0.365625
30,1,12,canonical_ee,Canonical EE,0.00886497966934475,0.0021832093666560434,0.013863171610586705,0.00487394908420342,0.934375,9.449958804146327e-05,0.0,0.990625
30,1,12,learned_latent,Learned latent,0.17020028590620004,0.047827281484949954,0.27704798385694684,0.11631606475698376,0.3,0.016008590989234413,0.04382989716420142,0.3875
30,1,12,latent_to_ee_curriculum,Latent→EE curriculum,0.008747621412672605,0.0023912846266037667,0.013746207443382535,0.005388970562233775,0.915625,0.00013659405758816007,0.0,0.9875
30,2,24,raw_joint,Raw / padded joints,0.03586855720686094,0.01015987426656966,0.060534261441629135,0.023356784146076226,0.5875,0.003786325415597589,0.013206203853166242,0.684375
30,2,24,canonical_ee,Canonical EE,0.008990882588015534,0.0023128207703713814,0.013920357045361393,0.005055591828858089,0.925,0.0001315165201847562,0.0,0.9875
30,2,24,learned_latent,Learned latent,0.035851050161163744,0.009708794881405318,0.060494339471125425,0.0219945383317772,0.603125,0.0031608935982531962,0.010928684954888792,0.7
30,2,24,latent_to_ee_curriculum,Latent→EE curriculum,0.009083310523109744,0.0024339820080560982,0.01401835518014442,0.005351702290139505,0.921875,0.00014460807648264526,0.0,0.984375
30,4,48,raw_joint,Raw / padded joints,0.021358775505839856,0.0057407970765142756,0.03649138169617983,0.012460371555356089,0.784375,0.0008603297283260916,0.0026951009224317176,0.903125
30,4,48,canonical_ee,Canonical EE,0.007665606095978481,0.0019248288419415212,0.01152338261251174,0.003908641348730554,0.925,0.00012929902764833722,0.0,0.9875
30,4,48,learned_latent,Learned latent,0.021329228565247833,0.005832178778855046,0.036410962023168916,0.012381575015325256,0.7875,0.000922621788465676,0.0027108945858204236,0.903125
30,4,48,latent_to_ee_curriculum,Latent→EE curriculum,0.007683864297223526,0.0020207315712683833,0.011563593010331262,0.004235608347610532,0.91875,0.0001659767860048729,0.0,0.98125
30,8,96,raw_joint,Raw / padded joints,0.02066578390771599,0.0055480169645197065,0.035098511335122526,0.011767015631120667,0.796875,0.0008485787506096066,0.0029770695982328284,0.9
30,8,96,canonical_ee,Canonical EE,0.006196246924577406,0.0015524243291294352,0.009232843643208692,0.003451363802575142,0.940625,0.00010373374995558862,0.0,0.990625
30,8,96,learned_latent,Learned latent,0.020642114627627557,0.0056553970462641665,0.035033661300250415,0.01180731112269735,0.8,0.0008310357212326435,0.0029770695982328284,0.9
30,8,96,latent_to_ee_curriculum,Latent→EE curriculum,0.0062004282675784846,0.0016732495531597783,0.009264226218907011,0.003548603723652591,0.9375,9.850985128256309e-05,0.0,0.990625
30,16,192,raw_joint,Raw / padded joints,0.019740817171770328,0.005303666293309474,0.03342630433156902,0.010958166006501097,0.84375,0.0005482413580085259,0.0018141640488375354,0.946875
30,16,192,canonical_ee,Canonical EE,0.005940594596095123,0.0014883020604280557,0.008651521611339138,0.003269074989923292,0.93125,0.00014540202074524454,0.0,0.98125
30,16,192,learned_latent,Learned latent,0.019725141738322235,0.005371635215525083,0.03338043740892823,0.011028917151287121,0.821875,0.000603518788386008,0.0019916320318337285,0.934375
30,16,192,latent_to_ee_curriculum,Latent→EE curriculum,0.005940591695269184,0.0016360417821948334,0.00867237712800431,0.0036283756714789663,0.925,0.00014968039084791172,0.0,0.98125
30,32,384,raw_joint,Raw / padded joints,0.018944699512658793,0.005030159907647508,0.03147876887892446,0.009991263870453094,0.840625,0.000515071456990465,0.0017882488037224463,0.940625
30,32,384,canonical_ee,Canonical EE,0.005140602908804256,0.0012878599468162933,0.007895933035939504,0.0028438457670132847,0.9625,6.193150492501047e-05,0.0,0.99375
30,32,384,learned_latent,Learned latent,0.018934087122383463,0.005158672090052769,0.03144732331854142,0.010245841779259924,0.846875,0.0005198088277489583,0.0017882488037224463,0.94375
30,32,384,latent_to_ee_curriculum,Latent→EE curriculum,0.005141239905653411,0.0013872824031798002,0.00791230401539517,0.0029893570066164624,0.959375,8.246931261813761e-05,0.0,0.990625
