seed,shots,target_demo_transitions,method,label,prediction_rmse,position_rmse,mean_state_l2,p90_position_l2,candidate_top1,candidate_regret,candidate_regret_p90,planning_success
26,1,12,canonical_ee,Canonical EE,0.01271333211947122,0.0033324467695656297,0.01884135814149443,0.0068837130350968894,0.934375,0.00013980365874001442,0.0,0.98125
26,1,12,learned_latent,Learned latent,0.1289848527732707,0.034985233176157565,0.21858087618151045,0.08104665393291414,0.365625,0.013412349926383016,0.03709387812048184,0.415625
26,1,12,latent_to_ee_curriculum,Latent→EE curriculum,0.012801057032284045,0.0032911823261137577,0.018771761480460347,0.0066361706578741625,0.940625,0.00011637310283533876,0.0,0.9875
26,2,24,raw_joint,Raw / padded joints,0.026075482738262906,0.007136741131969703,0.04504060245998993,0.015658040249511267,0.684375,0.00211849514078412,0.007984071228172594,0.765625
26,2,24,canonical_ee,Canonical EE,0.014132801613787924,0.0036675168217949017,0.020160930167391736,0.008064585344469789,0.93125,0.00012376730517365785,0.0,0.984375
26,2,24,learned_latent,Learned latent,0.02604962261275862,0.007002253710102135,0.044965646772297085,0.01481162612701211,0.68125,0.0021934669967351205,0.008190146152504305,0.765625
26,2,24,latent_to_ee_curriculum,Latent→EE curriculum,0.014319867828423444,0.003644678738997362,0.020340501022392467,0.007742780021923035,0.925,0.0001613207251582909,0.0,0.98125
26,4,48,raw_joint,Raw / padded joints,0.024671005008569974,0.006150525955673632,0.04106661932919914,0.013461102678829539,0.753125,0.0012479521749500402,0.004604206140494365,0.846875
26,4,48,canonical_ee,Canonical EE,0.016373167389671393,0.004118705672791308,0.02348892855169388,0.008559381005083315,0.928125,0.00014977007065670854,0.0,0.978125
26,4,48,learned_latent,Learned latent,0.02464401495428459,0.006681696229668533,0.041014274170429084,0.01470738448565347,0.734375,0.0014491447147834875,0.005404469403822599,0.825
26,4,48,latent_to_ee_curriculum,Latent→EE curriculum,0.01638833209246127,0.004285138568020898,0.023513657328999824,0.008854309195381374,0.9125,0.00021844386186679922,0.0,0.965625
26,8,96,raw_joint,Raw / padded joints,0.02075417856587213,0.005377822363225135,0.03375486559482164,0.011199001979538539,0.80625,0.0007584993505927786,0.00318724575012268,0.89375
26,8,96,canonical_ee,Canonical EE,0.01127556886139228,0.0028246445076758444,0.015324786214242256,0.005096253946313135,0.953125,7.651897391209984e-05,0.0,0.990625
26,8,96,learned_latent,Learned latent,0.020742599950296477,0.005610547591905529,0.033730338852476206,0.011286522131123597,0.809375,0.000741423339899698,0.003335997290628607,0.890625
26,8,96,latent_to_ee_curriculum,Latent→EE curriculum,0.011297425770585087,0.0032910748135850064,0.01535198092199174,0.005849366895979073,0.940625,0.00013264467584937878,0.0,0.98125
26,16,192,raw_joint,Raw / padded joints,0.02026865710664898,0.005276844177929041,0.03279328814756042,0.010779497277530227,0.815625,0.000652029777040296,0.0028537920212600852,0.90625
26,16,192,canonical_ee,Canonical EE,0.006794236082347989,0.0017023875522586475,0.010092810820456396,0.0033850042849285227,0.965625,4.2630313209779954e-05,0.0,0.99375
