lineage,episodes,reward_gain,true_success,reported_success,overclaim,stage_mismatch_rate,compiled_return,lineage_return,final_object_error,min_goal_error,label_error_rate,guard_transition_abs_error,reward_target_drift,success_false_positive_rate
compiled_spec,36,0.75,1.0,1.0,0.0,0.0909090909090909,21.12107510069774,21.12107510069774,0.004930814380862474,0.0047899043531175545,0.0,0.0,0.0,0.0
copied_demo_labels,36,0.5,0.0,0.0,0.0,0.011363636363636362,-17.8570441302474,-17.8570441302474,1.0431479631943552,1.0431479631943552,0.3012933262389784,0.0,0.0,0.0
copied_stage_guards,36,0.75,1.0,1.0,0.0,0.8832070707070707,20.629746495625383,20.629746495625383,0.035026300366162846,0.035026300366162846,0.0,0.8875,0.0,0.0
copied_rewards,36,0.5,0.0,0.0,0.0,0.010101010101010102,-7.536699968042977,-0.8636112760048716,0.9764621278574465,0.9755108837802386,0.0,0.0,0.07929489363276378,0.0
copied_success_check,36,0.75,1.0,1.0,0.0,0.0909090909090909,21.12107510069774,21.12107510069774,0.004930814380862474,0.0047899043531175545,0.0,0.0,0.0,0.3333333333333333
copied_all,36,0.75,0.0,0.0,0.0,0.6679292929292928,-25.51611221473765,-18.294784627629905,1.0431479631943552,1.0431479631943552,0.3012933262389784,0.8875,0.07929489363276378,0.3333333333333333
