lineage,episode_id,reward_gain,true_success,reported_success,stage_mismatch_rate,compiled_return,lineage_return,final_object_error,min_goal_error,transition_approach,transition_grasp,transition_carry,transition_open
copied_rewards,test_030,0.5,0.0,0.0,0.022727272727272728,-23.91647878390721,3.48578068166323,1.0639894662321863,1.0639894662321863,6,44,44,44
copied_rewards,test_031,0.5,0.0,0.0,0.09090909090909091,10.779711693170036,23.60550922391399,0.04567223282541759,0.03503611123208711,7,10,18,21
copied_rewards,test_032,0.5,0.0,0.0,0.0,-7.523886900764235,-3.931760703750538,0.9998411144891274,0.9998411144891274,44,44,44,44
copied_rewards,test_033,0.5,0.0,0.0,0.09090909090909091,9.974731266019068,20.96700535421791,0.0402416659979427,0.02635973142783359,7,10,20,23
copied_rewards,test_034,0.5,0.0,0.0,0.0,-6.541327510833413,-3.808319829608248,1.0825549833229704,1.0825549833229704,44,44,44,44
copied_rewards,test_035,0.5,0.0,0.0,0.0,-7.329643694907761,-4.856366239719743,1.2247759597019954,1.2247759597019954,44,44,44,44
copied_success_check,test_000,0.75,1.0,1.0,0.09090909090909091,20.574043658243905,20.574043658243905,0.007939120711402263,0.007939120711402263,7,10,19,22
copied_success_check,test_001,0.75,1.0,1.0,0.09090909090909091,24.973128332369665,24.973128332369665,0.004747436538601441,0.004145131611954988,7,10,17,20
copied_success_check,test_002,0.75,1.0,1.0,0.09090909090909091,16.761603866281398,16.761603866281398,0.003706775322515497,0.003706775322515497,7,10,21,24
copied_success_check,test_003,0.75,1.0,1.0,0.09090909090909091,24.64573420807592,24.64573420807592,0.002159209757898258,0.002159209757898258,6,9,17,20
copied_success_check,test_004,0.75,1.0,1.0,0.09090909090909091,20.208973621284535,20.208973621284535,0.005598841971016811,0.005598841971016811,6,9,19,22
copied_success_check,test_005,0.75,1.0,1.0,0.09090909090909091,21.999142507697407,21.999142507697407,0.0041669847788376934,0.003413874761165998,6,9,18,21
copied_success_check,test_006,0.75,1.0,1.0,0.09090909090909091,18.14249221146422,18.14249221146422,0.0021293484715417216,0.0021293484715417216,6,9,20,23
copied_success_check,test_007,0.75,1.0,1.0,0.09090909090909091,19.836798672192685,19.836798672192685,0.007592023448266922,0.007592023448266922,6,9,19,22
copied_success_check,test_008,0.75,1.0,1.0,0.09090909090909091,20.71744875831731,20.71744875831731,0.006873712083811626,0.006873712083811626,7,10,19,22
copied_success_check,test_009,0.75,1.0,1.0,0.09090909090909091,20.783306911393748,20.783306911393748,0.006303336378174344,0.0060471308181024265,7,10,19,22
copied_success_check,test_010,0.75,1.0,1.0,0.09090909090909091,18.224891743458226,18.224891743458226,0.0034068275501714916,0.0013297564185337392,7,10,20,23
copied_success_check,test_011,0.75,1.0,1.0,0.09090909090909091,18.05994516193745,18.05994516193745,0.003626185782972743,0.003626185782972743,6,9,20,23
copied_success_check,test_012,0.75,1.0,1.0,0.09090909090909091,22.5406713651029,22.5406713651029,0.0015517770995546406,0.0015517770995546406,6,9,18,21
copied_success_check,test_013,0.75,1.0,1.0,0.09090909090909091,23.716328116386066,23.716328116386066,0.004833875914156898,0.004833875914156898,5,8,17,20
copied_success_check,test_014,0.75,1.0,1.0,0.09090909090909091,24.201402533439346,24.201402533439346,0.008349524032508339,0.008349524032508339,4,7,16,19
copied_success_check,test_015,0.75,1.0,1.0,0.09090909090909091,22.883321863237672,22.883321863237672,0.0017851119434610986,0.0017851119434610986,6,9,18,21
copied_success_check,test_016,0.75,1.0,1.0,0.09090909090909091,23.87133371791814,23.87133371791814,0.005002557523875472,0.005002557523875472,7,10,18,21
copied_success_check,test_017,0.75,1.0,1.0,0.09090909090909091,17.79767077814449,17.79767077814449,0.004616287030327992,0.004616287030327992,8,11,21,24
copied_success_check,test_018,0.75,1.0,1.0,0.09090909090909091,20.581134486808963,20.581134486808963,0.005051669530728755,0.004002647642123829,7,10,19,22
copied_success_check,test_019,0.75,1.0,1.0,0.09090909090909091,21.329238083392255,21.329238083392255,0.001514629571039833,0.0013257492475833618,5,8,18,21
copied_success_check,test_020,0.75,1.0,1.0,0.09090909090909091,22.160681798227266,22.160681798227266,0.004264960992063039,0.004264960992063039,8,11,19,22
copied_success_check,test_021,0.75,1.0,1.0,0.09090909090909091,22.733352747781392,22.733352747781392,0.005885984631506683,0.005885984631506683,7,10,18,21
copied_success_check,test_022,0.75,1.0,1.0,0.09090909090909091,22.36220581052025,22.36220581052025,0.0018397349045320246,0.0018397349045320246,5,8,18,21
copied_success_check,test_023,0.75,1.0,1.0,0.09090909090909091,20.157328370828314,20.157328370828314,0.00943370904702847,0.00943370904702847,7,10,19,22
copied_success_check,test_024,0.75,1.0,1.0,0.09090909090909091,18.2603655026588,18.2603655026588,0.008109431935935446,0.008109431935935446,7,10,20,23
copied_success_check,test_025,0.75,1.0,1.0,0.09090909090909091,16.59358812443639,16.59358812443639,0.0008572567979088699,0.0008572567979088699,7,10,21,24
copied_success_check,test_026,0.75,1.0,1.0,0.09090909090909091,22.925946727817482,22.925946727817482,0.006687432321999614,0.006687432321999614,7,10,18,21
copied_success_check,test_027,0.75,1.0,1.0,0.09090909090909091,14.784739355665222,14.784739355665222,0.005470907240163028,0.005470907240163028,6,9,21,24
copied_success_check,test_028,0.75,1.0,1.0,0.09090909090909091,26.90859935961828,26.90859935961828,0.004580729955970594,0.004580729955970594,7,10,16,19
copied_success_check,test_029,0.75,1.0,1.0,0.09090909090909091,25.034943412010662,25.034943412010662,0.0054177247091845605,0.0054177247091845605,6,9,17,20
copied_success_check,test_030,0.75,1.0,1.0,0.09090909090909091,21.88872623344092,21.88872623344092,0.007671797093472083,0.007671797093472083,6,9,18,21
copied_success_check,test_031,0.75,1.0,1.0,0.09090909090909091,24.586396634162842,24.586396634162842,0.009005434428847244,0.009005434428847244,7,10,17,20
copied_success_check,test_032,0.75,1.0,1.0,0.09090909090909091,22.36964117702241,22.36964117702241,0.0030294202774819937,0.0030294202774819937,7,10,18,21
copied_success_check,test_033,0.75,1.0,1.0,0.09090909090909091,20.67999509437141,20.67999509437141,0.006070794210719008,0.006070794210719008,7,10,19,22
copied_success_check,test_034,0.75,1.0,1.0,0.09090909090909091,21.11506413857675,21.11506413857675,0.0030354308222639136,0.0030354308222639136,6,9,19,22
copied_success_check,test_035,0.75,1.0,1.0,0.09090909090909091,15.948518540833893,15.948518540833893,0.005193332901108661,0.005047165750380769,7,10,21,24
copied_all,test_000,0.75,0.0,0.0,0.8863636363636364,-31.557266739348787,-25.929386813093185,1.0455271492650569,1.0455271492650569,5,44,44,44
copied_all,test_001,0.75,0.0,0.0,0.8636363636363636,-26.754839849947817,1.2439881449321661,0.7901327241794003,0.7901327241794003,6,9,15,17
copied_all,test_002,0.75,0.0,0.0,0.0,-7.521208610879583,-4.381735489523581,1.2012170821446944,1.2012170821446944,44,44,44,44
