condition,severity,trial,method,success,tracking_rmse,tail_rmse,final_error,inference_calls,mean_horizon,horizon_std,p10_horizon,p90_horizon,selected_action_error,compute_normalized
clean,1.0,72,fixed_3,1,0.15514905450984684,0.20810914287024498,0.21032101284511215,56,3.0,0.0,3.0,3.0,0.345772402440964,0.3333333333333333
clean,1.0,72,fixed_6,1,0.21326570537235537,0.30043855142625786,0.21533399521300475,28,6.0,0.0,6.0,6.0,0.5093975701693477,0.16666666666666666
clean,1.0,72,fixed_12,0,0.38390949249135053,0.5867041598227191,0.16959824715617589,14,12.0,0.0,12.0,12.0,1.5767104569153036,0.08333333333333333
clean,1.0,72,fixed_24,0,1.2185396290601065,1.6318714119026878,1.1867410311608562,7,24.0,0.0,24.0,24.0,0.7639050451461517,0.041666666666666664
clean,1.0,72,state_error,1,0.4747438638717137,0.439286353203779,0.12192050395640207,15,11.2,4.874423042781577,6.4,17.0,1.4741774999332058,0.08928571428571429
clean,1.0,72,ensemble_uncertainty,0,1.0035790200477728,0.9955733933772251,0.5637484398985898,8,21.0,4.272001872658765,14.4,24.0,1.1180837374986723,0.047619047619047616
clean,1.0,72,attention_entropy,0,0.3964036995844186,0.5281040063131097,0.2941499057731242,13,12.923076923076923,2.0925339244208376,11.0,16.0,2.1785948531817754,0.07738095238095238
clean,1.0,72,shuffled_attention,0,1.0134916168847607,1.0301198035448975,0.4654252851646839,9,18.666666666666668,7.731609003162134,6.6,24.0,0.9361377383684764,0.05357142857142857
clean,1.0,72,oracle_stop,1,0.1544337687776635,0.17302680442872026,0.19493450669544604,37,4.54054054054054,3.5457976237931295,1.0,10.799999999999997,0.6538892923168301,0.22023809523809523
clean,1.0,73,fixed_3,1,0.14090073567097675,0.21045050477867303,0.18287415007738492,56,3.0,0.0,3.0,3.0,0.3534882361699526,0.3333333333333333
clean,1.0,73,fixed_6,1,0.19769404917998507,0.3009813112797145,0.29659159363048904,28,6.0,0.0,6.0,6.0,0.5318171239628819,0.16666666666666666
clean,1.0,73,fixed_12,1,0.3556412787203037,0.4517233127969047,0.4020829323534059,14,12.0,0.0,12.0,12.0,1.6473927422512802,0.08333333333333333
clean,1.0,73,fixed_24,0,1.0800992532033695,1.2951473076680367,1.1708451137160862,7,24.0,0.0,24.0,24.0,0.7251329662396593,0.041666666666666664
clean,1.0,73,state_error,0,0.6469837427591477,0.5237336857516337,0.550305287494166,14,12.0,5.291502622129181,6.3,19.0,1.3576506840139866,0.08333333333333333
clean,1.0,73,ensemble_uncertainty,0,1.0111986494129903,1.5317847165561134,1.3111102079900983,8,21.0,5.408326913195984,14.3,24.0,0.7660483103128594,0.047619047619047616
clean,1.0,73,attention_entropy,1,0.3638802374747687,0.45383410713844785,0.36976718441144574,13,12.923076923076923,2.0925339244208376,11.0,16.0,2.2891888354348904,0.07738095238095238
clean,1.0,73,shuffled_attention,0,1.0498202842573408,1.2092925855463261,0.8535637477705663,8,21.0,5.220153254455275,12.4,24.0,0.9495199208696699,0.047619047619047616
clean,1.0,73,oracle_stop,1,0.14418769113415286,0.19223066768806651,0.18724094671077432,38,4.421052631578948,3.368832211748476,1.0,9.200000000000017,0.5114300527442244,0.2261904761904762
clean,1.0,74,fixed_3,1,0.14529348608548429,0.205406045655454,0.1847372110858369,56,3.0,0.0,3.0,3.0,0.3462935812837258,0.3333333333333333
clean,1.0,74,fixed_6,1,0.21048973616339225,0.30813258119502407,0.22993456835685178,28,6.0,0.0,6.0,6.0,0.5213567084505475,0.16666666666666666
clean,1.0,74,fixed_12,0,0.35396598635754833,0.5059663129691329,0.3891279164867622,14,12.0,0.0,12.0,12.0,1.468253877091719,0.08333333333333333
clean,1.0,74,fixed_24,0,1.0067727559670405,1.3628310081952753,1.1542940963779116,7,24.0,0.0,24.0,24.0,0.7714975000326545,0.041666666666666664
clean,1.0,74,state_error,0,0.5757299464673713,0.8247071846693491,1.715187776097541,13,12.923076923076923,6.48621661041009,6.2,23.400000000000002,1.2273264578323764,0.07738095238095238
clean,1.0,74,ensemble_uncertainty,0,0.8817259848517223,1.0915172649614597,0.3336974998176469,9,18.666666666666668,7.086763875156433,12.200000000000001,24.0,0.8834139871376431,0.05357142857142857
clean,1.0,74,attention_entropy,0,0.3930193239266155,0.48981545907326446,0.26877891887131516,13,12.923076923076923,2.0925339244208376,11.0,16.0,2.1207520015157924,0.07738095238095238
clean,1.0,74,shuffled_attention,0,0.8386186885143728,0.8781930800723089,0.42585262494067383,8,21.0,5.291502622129181,12.8,24.0,1.1203158659053694,0.047619047619047616
clean,1.0,74,oracle_stop,1,0.1480685554867925,0.17563320206066801,0.1638361551158321,40,4.2,3.3105890714493698,1.0,10.100000000000001,0.6171999725189024,0.23809523809523808
clean,1.0,75,fixed_3,1,0.15921348359192408,0.21241383807373984,0.2021389759961143,56,3.0,0.0,3.0,3.0,0.34911561530014684,0.3333333333333333
clean,1.0,75,fixed_6,1,0.21735841600831013,0.2973907292168076,0.27096066500095967,28,6.0,0.0,6.0,6.0,0.5002390250095587,0.16666666666666666
clean,1.0,75,fixed_12,0,0.35394437529691236,0.4991104264459169,0.4846095946058725,14,12.0,0.0,12.0,12.0,1.4984338179047982,0.08333333333333333
clean,1.0,75,fixed_24,0,1.0667789763098685,1.313533053743769,1.6586767825893918,7,24.0,0.0,24.0,24.0,0.6113107859669297,0.041666666666666664
clean,1.0,75,state_error,0,0.6398719400847945,0.9093980402696461,0.26297709150948057,14,12.0,5.988083404324196,6.3,21.700000000000003,0.8495118808452526,0.08333333333333333
clean,1.0,75,ensemble_uncertainty,0,0.8983906914169941,0.7531126467702816,0.44895664473475255,8,21.0,3.905124837953327,15.7,24.0,0.7179883331300492,0.047619047619047616
clean,1.0,75,attention_entropy,0,0.3721975911481432,0.5082988827628911,0.3505075865594485,13,12.923076923076923,2.0925339244208376,11.0,16.0,2.1702293424902055,0.07738095238095238
clean,1.0,75,shuffled_attention,0,1.0500357921851073,1.6706352445874284,1.3600170957533322,9,18.666666666666668,7.102425250887506,10.200000000000001,24.0,0.7348019669848619,0.05357142857142857
clean,1.0,75,oracle_stop,1,0.16272592317963566,0.19033578119558295,0.17918384875112006,38,4.421052631578948,3.3688322117484755,1.0,9.900000000000013,0.5524865211993387,0.2261904761904762
clean,1.0,76,fixed_3,1,0.16085483834817546,0.21323776722194204,0.20272214913238806,56,3.0,0.0,3.0,3.0,0.35411911744762925,0.3333333333333333
clean,1.0,76,fixed_6,1,0.2164057140921861,0.2984514983655145,0.2554768609393323,28,6.0,0.0,6.0,6.0,0.514982101763074,0.16666666666666666
clean,1.0,76,fixed_12,0,0.39242991809418004,0.5496255268254817,0.47277553624766905,14,12.0,0.0,12.0,12.0,1.5947949779037134,0.08333333333333333
clean,1.0,76,fixed_24,0,0.9916412386059988,0.9953150219047845,1.3745983085491897,7,24.0,0.0,24.0,24.0,0.6289156601551892,0.041666666666666664
clean,1.0,76,state_error,0,0.4483641822939842,0.5600344472815321,0.46545314180681185,15,11.2,4.679031238764423,6.4,18.199999999999996,1.2870936676222533,0.08928571428571429
clean,1.0,76,ensemble_uncertainty,0,0.7921048882527506,0.7372163999564969,0.6861746609730162,9,18.666666666666668,5.637178175095921,12.0,24.0,1.2529313235615023,0.05357142857142857
clean,1.0,76,attention_entropy,1,0.38018504516890395,0.44483150899250296,0.36542041538503794,13,12.923076923076923,2.0925339244208376,11.0,16.0,2.213286087121105,0.07738095238095238
clean,1.0,76,shuffled_attention,0,0.8675189771665015,1.2156178655563101,0.7571431711685782,8,21.0,3.905124837953327,15.7,24.0,0.785628748051467,0.047619047619047616
clean,1.0,76,oracle_stop,1,0.15890666847326212,0.18624784238587547,0.1951088596567558,37,4.54054054054054,3.397889604132244,1.0,9.599999999999994,0.5451092518813927,0.22023809523809523
clean,1.0,77,fixed_3,1,0.15983491349459267,0.21533331737317066,0.2095719892065432,56,3.0,0.0,3.0,3.0,0.34501413387669044,0.3333333333333333
clean,1.0,77,fixed_6,1,0.215507695544552,0.30238734046150945,0.2711935022569282,28,6.0,0.0,6.0,6.0,0.5218173788067734,0.16666666666666666
clean,1.0,77,fixed_12,0,0.3998381737765052,0.5777923064554856,0.35125182076594896,14,12.0,0.0,12.0,12.0,1.6220343963505413,0.08333333333333333
clean,1.0,77,fixed_24,0,1.1423748734726338,1.302460234365813,1.4004609185290169,7,24.0,0.0,24.0,24.0,0.7392237618883976,0.041666666666666664
clean,1.0,77,state_error,0,0.6481367055083276,0.8358378310230423,0.41073408111591103,15,11.2,5.243408560596183,6.0,20.0,1.0579222118860987,0.08928571428571429
clean,1.0,77,ensemble_uncertainty,0,1.0816560843615168,1.3115738828271295,0.8304262425632094,8,21.0,4.092676385936225,15.8,24.0,0.8320665421909638,0.047619047619047616
clean,1.0,77,attention_entropy,1,0.41481433374274707,0.47625791038805515,0.4305605238282077,13,12.923076923076923,2.0925339244208376,11.0,16.0,2.2782752679527762,0.07738095238095238
clean,1.0,77,shuffled_attention,0,0.7117152416084501,0.5334949916313738,0.995312693604727,10,16.8,6.925315877272314,9.4,24.0,1.1735415068550012,0.05952380952380952
clean,1.0,77,oracle_stop,1,0.15287768219042586,0.18683319611654986,0.17855871302696247,39,4.3076923076923075,3.4205551068004705,1.0,9.600000000000009,0.5433561578686712,0.23214285714285715
clean,1.0,78,fixed_3,1,0.14083133411211227,0.2020734150895021,0.19627208769514023,56,3.0,0.0,3.0,3.0,0.3578966653430761,0.3333333333333333
clean,1.0,78,fixed_6,1,0.20592835342702479,0.3010090810956595,0.2508338126202176,28,6.0,0.0,6.0,6.0,0.5182209670458666,0.16666666666666666
clean,1.0,78,fixed_12,0,0.3963845122735999,0.564387346569784,0.30391743198490684,14,12.0,0.0,12.0,12.0,1.7286950525203693,0.08333333333333333
clean,1.0,78,fixed_24,0,1.0074463703225576,1.1796076812966592,1.1885802296085466,7,24.0,0.0,24.0,24.0,0.6024599728099542,0.041666666666666664
clean,1.0,78,state_error,1,0.4346448900288274,0.4648830788765971,0.2640322275607071,14,12.0,4.913538149119954,7.3,17.700000000000003,1.4138874722217405,0.08333333333333333
clean,1.0,78,ensemble_uncertainty,0,0.892019913702209,0.790002507940503,0.7888145047161648,8,21.0,4.0,15.4,24.0,0.8393120165365384,0.047619047619047616
clean,1.0,78,attention_entropy,0,0.37284190953485685,0.49594353880312114,0.3162706004390365,13,12.923076923076923,2.0925339244208376,11.0,16.0,2.2370751364931847,0.07738095238095238
clean,1.0,78,shuffled_attention,0,1.079984060293178,1.5248261145397226,1.5471669902997398,9,18.666666666666668,7.71722460186015,6.0,24.0,0.6216157350185312,0.05357142857142857
clean,1.0,78,oracle_stop,1,0.1469174326966653,0.18227861769295875,0.19314563397423448,40,4.2,3.2186953878862163,1.0,8.300000000000004,0.5811187291251854,0.23809523809523808
clean,1.0,79,fixed_3,1,0.14180397351346152,0.21413607541565197,0.18702922176665623,56,3.0,0.0,3.0,3.0,0.34915275748387675,0.3333333333333333
clean,1.0,79,fixed_6,1,0.1983510082647276,0.2905150695328764,0.2889573720696643,28,6.0,0.0,6.0,6.0,0.5005794902777444,0.16666666666666666
clean,1.0,79,fixed_12,0,0.3575641971823454,0.5051338490033314,0.39434996995174076,14,12.0,0.0,12.0,12.0,1.6087422569255427,0.08333333333333333
clean,1.0,79,fixed_24,0,1.19266059835719,1.4536074564696941,1.2648541869520957,7,24.0,0.0,24.0,24.0,0.7124747206195919,0.041666666666666664
clean,1.0,79,state_error,0,0.729756372223458,1.0437965109502951,0.25813726360004596,14,12.0,6.35834659550511,6.0,22.800000000000004,0.9713015684853906,0.08333333333333333
clean,1.0,79,ensemble_uncertainty,0,1.1796161774081029,1.4158627117261064,0.48914349366917237,8,21.0,5.291502622129181,12.8,24.0,1.1009941310451037,0.047619047619047616
clean,1.0,79,attention_entropy,0,0.39953130340842236,0.4967356482192353,0.37811995071093246,13,12.923076923076923,2.0925339244208376,11.0,16.0,2.302200526732814,0.07738095238095238
clean,1.0,79,shuffled_attention,0,1.1778924843263454,1.4108311534907185,0.5085607141558185,8,21.0,5.196152422706632,12.0,24.0,1.153023359882741,0.047619047619047616
clean,1.0,79,oracle_stop,1,0.14647579572946579,0.18510672628801025,0.18346661452739155,39,4.3076923076923075,3.4873680190363103,1.0,9.800000000000011,0.5228775781884221,0.23214285714285715
clean,1.0,80,fixed_3,1,0.15645408221464707,0.21187491581974588,0.19390907485845288,56,3.0,0.0,3.0,3.0,0.35334502282933533,0.3333333333333333
clean,1.0,80,fixed_6,1,0.213243413726495,0.302801023965721,0.24969855912090852,28,6.0,0.0,6.0,6.0,0.5243500777780611,0.16666666666666666
clean,1.0,80,fixed_12,0,0.3509817260368672,0.48792094646363166,0.40051372074773656,14,12.0,0.0,12.0,12.0,1.5950740481216175,0.08333333333333333
clean,1.0,80,fixed_24,0,1.1574112414128712,1.7488274874076941,1.3242635737415913,7,24.0,0.0,24.0,24.0,0.9336914994135416,0.041666666666666664
clean,1.0,80,state_error,0,0.6779247482098154,0.7049820007232463,0.366056414703204,15,11.2,6.002221810851934,6.0,20.2,0.9715408725099539,0.08928571428571429
clean,1.0,80,ensemble_uncertainty,0,1.0482574468784724,1.4885387824535257,0.43196342598548665,8,21.0,4.444097208657794,13.7,24.0,1.117144260207459,0.047619047619047616
clean,1.0,80,attention_entropy,0,0.3882874989161123,0.5024768582124576,0.35604418173976077,13,12.923076923076923,2.0925339244208376,11.0,16.0,2.236078119468907,0.07738095238095238
clean,1.0,80,shuffled_attention,0,0.8609976083433523,0.9820406967621149,1.084780037507881,8,21.0,5.220153254455275,15.700000000000001,24.0,1.1524834143732907,0.047619047619047616
clean,1.0,80,oracle_stop,1,0.1563612897315684,0.1803286372720967,0.1998603033358304,39,4.3076923076923075,3.298436662745846,1.0,8.800000000000011,0.6101113203301229,0.23214285714285715
clean,1.0,81,fixed_3,1,0.16684291482609298,0.2077326774754961,0.1947180273997531,56,3.0,0.0,3.0,3.0,0.351688370360002,0.3333333333333333
clean,1.0,81,fixed_6,1,0.22221386497216072,0.294998926340408,0.29126294682094994,28,6.0,0.0,6.0,6.0,0.5266367600092609,0.16666666666666666
clean,1.0,81,fixed_12,0,0.38451888060025236,0.574199136041853,0.4296198029220957,14,12.0,0.0,12.0,12.0,1.516815908391111,0.08333333333333333
clean,1.0,81,fixed_24,0,1.2059616062205687,1.590929474013752,1.386874059097758,7,24.0,0.0,24.0,24.0,0.8270012023550376,0.041666666666666664
clean,1.0,81,state_error,0,0.49984914576494527,0.5272869559235555,0.3615212107743361,14,12.0,4.795831523312719,7.0,17.800000000000004,1.2903120748498935,0.08333333333333333
clean,1.0,81,ensemble_uncertainty,0,1.0044023713601438,0.9857682988364577,0.3524471744619544,8,21.0,4.5,14.1,24.0,1.1320861129777364,0.047619047619047616
clean,1.0,81,attention_entropy,0,0.4063232161548969,0.5140819344021208,0.3372832395765807,13,12.923076923076923,2.0925339244208376,11.0,16.0,2.1885310209324533,0.07738095238095238
clean,1.0,81,shuffled_attention,0,1.070156358732775,1.2401536585559452,0.4882399238976249,8,21.0,4.69041575982343,15.600000000000001,24.0,0.7414620634613857,0.047619047619047616
clean,1.0,81,oracle_stop,1,0.16810910380632252,0.18234315080851357,0.1891272399595065,38,4.421052631578948,3.5587666325004137,1.0,9.900000000000013,0.5585828885763802,0.2261904761904762
clean,1.0,82,fixed_3,1,0.18669508054026768,0.21122697303325913,0.19711994561153492,56,3.0,0.0,3.0,3.0,0.346468125245642,0.3333333333333333
clean,1.0,82,fixed_6,1,0.2370769292645184,0.2942627217218434,0.2563449297672766,28,6.0,0.0,6.0,6.0,0.5213410899591454,0.16666666666666666
clean,1.0,82,fixed_12,1,0.3665888240252818,0.4586689303390437,0.3729776179509503,14,12.0,0.0,12.0,12.0,1.6166519401256676,0.08333333333333333
clean,1.0,82,fixed_24,0,0.9639589025375561,1.2916823527912393,1.1926417231320021,7,24.0,0.0,24.0,24.0,0.7641707364704723,0.041666666666666664
clean,1.0,82,state_error,0,0.6424486252007666,0.9228236137112684,0.23014560403418302,14,12.0,6.244997998398398,6.3,22.700000000000003,0.7763139378475331,0.08333333333333333
clean,1.0,82,ensemble_uncertainty,0,0.7536808712195662,0.6444367598675889,0.4604996415962542,8,21.0,3.122498999199199,17.0,24.0,1.0493954726677082,0.047619047619047616
clean,1.0,82,attention_entropy,0,0.42592588880714555,0.5364179626162343,0.37152302433254414,13,12.923076923076923,2.0925339244208376,11.0,16.0,2.1950856167903536,0.07738095238095238
clean,1.0,82,shuffled_attention,0,0.8657787190793782,1.0196516006533454,1.1363710851390774,9,18.666666666666668,8.41955396021006,4.4,24.0,0.8451351150573525,0.05357142857142857
clean,1.0,82,oracle_stop,1,0.18627149171451554,0.18800690055235703,0.19126266903435407,39,4.3076923076923075,3.344753612127246,1.0,10.200000000000003,0.5799339931243285,0.23214285714285715
clean,1.0,83,fixed_3,1,0.15550368741965573,0.21100983081748176,0.20243323477384328,56,3.0,0.0,3.0,3.0,0.3449967836662205,0.3333333333333333
clean,1.0,83,fixed_6,1,0.2088581276522514,0.2938320249890315,0.29756682896105885,28,6.0,0.0,6.0,6.0,0.5071460787892955,0.16666666666666666
clean,1.0,83,fixed_12,0,0.4153555174917915,0.5212670577988424,0.43575174313420106,14,12.0,0.0,12.0,12.0,1.8153940474492576,0.08333333333333333
clean,1.0,83,fixed_24,0,1.0279946695428184,1.4840445684769403,1.670188086191407,7,24.0,0.0,24.0,24.0,0.8967043691576587,0.041666666666666664
clean,1.0,83,state_error,0,0.612387135667631,0.5318225062050472,0.29118030367406217,14,12.0,5.879747322073336,6.0,20.1,1.1483936859799528,0.08333333333333333
clean,1.0,83,ensemble_uncertainty,0,0.8779214533899977,1.0960355437780103,0.25998433779042013,9,18.666666666666668,7.180219742846005,11.600000000000001,24.0,0.920157105216849,0.05357142857142857
clean,1.0,83,attention_entropy,1,0.4032745183917592,0.4465317307866178,0.32832666799497157,13,12.923076923076923,2.0925339244208376,11.0,16.0,2.3294745922391296,0.07738095238095238
clean,1.0,83,shuffled_attention,0,0.9701975237636757,1.3734835527214135,0.7658310730653872,9,18.666666666666668,7.007932013876213,9.2,24.0,0.7472600790573511,0.05357142857142857
clean,1.0,83,oracle_stop,1,0.15540576667450776,0.18463929110629268,0.1872656594909118,38,4.421052631578948,3.3057492099878325,1.0,8.900000000000013,0.5842050091402418,0.2261904761904762
clean,1.0,84,fixed_3,1,0.16049011171553723,0.22087206939203122,0.22333349153660403,56,3.0,0.0,3.0,3.0,0.3508026075107494,0.3333333333333333
clean,1.0,84,fixed_6,1,0.21253954652339274,0.29202131205549736,0.2559338076546777,28,6.0,0.0,6.0,6.0,0.5247112269908815,0.16666666666666666
