condition,severity,trial,method,success,tracking_rmse,tail_rmse,final_error,inference_calls,mean_horizon,horizon_std,p10_horizon,p90_horizon,selected_action_error,compute_normalized
clean,1.0,8,fixed_3,1,0.15306929067763242,0.21877182277075843,0.19078013046746445,56,3.0,0.0,3.0,3.0,0.352969143054378,0.3333333333333333
clean,1.0,8,fixed_6,1,0.21027595611868174,0.30335548889759645,0.27109270746047787,28,6.0,0.0,6.0,6.0,0.5286704454445779,0.16666666666666666
clean,1.0,8,fixed_12,0,0.35740256962113615,0.5258884644988332,0.3745139709156299,14,12.0,0.0,12.0,12.0,1.4092383461644473,0.08333333333333333
clean,1.0,8,fixed_24,0,1.1145796387088815,1.6226368937347049,1.1817590788589436,7,24.0,0.0,24.0,24.0,0.8987063035191442,0.041666666666666664
clean,1.0,8,state_error,0,0.5943424772603721,0.8206825478116947,0.959216508088991,14,12.0,6.187545093630776,6.0,20.800000000000004,1.2273576886514677,0.08333333333333333
clean,1.0,8,ensemble_uncertainty,0,0.8898400390426426,1.0449476124392567,0.3182143819724629,9,18.666666666666668,6.018490028422596,11.2,24.0,1.347350886318606,0.05357142857142857
clean,1.0,8,attention_entropy,0,0.38530671868158145,0.5070194031781738,0.3933378160756294,13,12.923076923076923,2.0925339244208376,11.0,16.0,2.1288788739551743,0.07738095238095238
clean,1.0,8,shuffled_attention,0,1.1145796387088815,1.6226368937347049,1.1817590788589436,7,24.0,0.0,24.0,24.0,0.8987063035191442,0.041666666666666664
clean,1.0,8,oracle_stop,1,0.14811472828154687,0.1808345869497518,0.19456680685302993,38,4.421052631578948,3.6028612821315433,1.0,10.600000000000009,0.5421533671069422,0.2261904761904762
clean,1.0,9,fixed_3,1,0.1520452347369556,0.21589072332359305,0.2058328704517293,56,3.0,0.0,3.0,3.0,0.3434664053635351,0.3333333333333333
clean,1.0,9,fixed_6,1,0.21054262151080969,0.30740937050291317,0.2592723824674414,28,6.0,0.0,6.0,6.0,0.5223451369666369,0.16666666666666666
clean,1.0,9,fixed_12,0,0.3608059091175006,0.5029669810289653,0.406513326829043,14,12.0,0.0,12.0,12.0,1.583021463018577,0.08333333333333333
clean,1.0,9,fixed_24,0,1.0065168810793594,1.0790614761403843,1.2511790705578978,7,24.0,0.0,24.0,24.0,0.6262302869506439,0.041666666666666664
clean,1.0,9,state_error,1,0.4315638795706728,0.3570294349533275,0.4803379179384036,13,12.923076923076923,5.4131114110028244,8.0,22.200000000000006,1.4243526262527444,0.07738095238095238
clean,1.0,9,ensemble_uncertainty,0,0.9836018566457541,1.0023776738523515,1.3157853027622828,8,21.0,6.557438524302,15.200000000000001,24.0,0.5570993930185859,0.047619047619047616
clean,1.0,9,attention_entropy,0,0.39524437183858513,0.5023404854346658,0.31283335662462486,13,12.923076923076923,2.0925339244208376,11.0,16.0,2.3327988625852765,0.07738095238095238
clean,1.0,9,shuffled_attention,0,0.8872190997493555,0.6116320519840884,0.6694125233844661,9,18.666666666666668,5.497474167490214,12.4,24.0,1.2359034678448997,0.05357142857142857
clean,1.0,9,oracle_stop,1,0.14681294318355784,0.17971603683359744,0.19066020162894928,40,4.2,3.443835071544513,1.0,9.300000000000004,0.5023452978401064,0.23809523809523808
clean,1.0,10,fixed_3,1,0.1516123293236381,0.21597000143701248,0.19726675952961412,56,3.0,0.0,3.0,3.0,0.349359940222404,0.3333333333333333
clean,1.0,10,fixed_6,1,0.20180475795119654,0.29266826109923444,0.24781015831904607,28,6.0,0.0,6.0,6.0,0.49759258015879887,0.16666666666666666
clean,1.0,10,fixed_12,0,0.39474923757424774,0.5689199112560294,0.5238464316807637,14,12.0,0.0,12.0,12.0,1.6224579969112072,0.08333333333333333
clean,1.0,10,fixed_24,0,1.0229788521683232,1.3789802900731123,1.3993364771690637,7,24.0,0.0,24.0,24.0,0.7599316914904868,0.041666666666666664
clean,1.0,10,state_error,0,0.5435345037152526,0.5502880712150199,0.39447240430988717,14,12.0,5.31843156256751,7.3,19.700000000000003,1.2973553361358543,0.08333333333333333
clean,1.0,10,ensemble_uncertainty,0,0.9697713554206772,1.0434892265693145,0.567367107509471,8,21.0,4.092676385936225,14.7,24.0,0.9002297103775049,0.047619047619047616
clean,1.0,10,attention_entropy,1,0.38282423497848467,0.47501933691766,0.46792225229730483,13,12.923076923076923,2.0925339244208376,11.0,16.0,2.210200160041787,0.07738095238095238
clean,1.0,10,shuffled_attention,0,0.8917432833225372,0.662383314919209,1.2024181329715473,11,15.272727272727273,8.45405668186376,5.0,24.0,0.8245323700920683,0.06547619047619048
clean,1.0,10,oracle_stop,1,0.15221470052885117,0.19564188131961308,0.1751774018429126,37,4.54054054054054,3.4295582774004867,1.0,9.599999999999994,0.5835003496086232,0.22023809523809523
clean,1.0,11,fixed_3,1,0.15797445260784837,0.21501391984944232,0.2043800482690319,56,3.0,0.0,3.0,3.0,0.351651053871503,0.3333333333333333
clean,1.0,11,fixed_6,1,0.21124921835456095,0.30578066959327804,0.28278625263522983,28,6.0,0.0,6.0,6.0,0.5144571677362402,0.16666666666666666
clean,1.0,11,fixed_12,0,0.37456656331320415,0.5130718138426403,0.408423974981689,14,12.0,0.0,12.0,12.0,1.6551960108462203,0.08333333333333333
clean,1.0,11,fixed_24,0,1.0769002354177346,1.5601833902409648,1.5023660990830754,7,24.0,0.0,24.0,24.0,0.8207719018588575,0.041666666666666664
clean,1.0,11,state_error,0,0.6234195186607582,0.5750849171239376,0.2881949047583907,14,12.0,5.154748157905347,6.3,18.800000000000004,1.340844790750283,0.08333333333333333
clean,1.0,11,ensemble_uncertainty,0,0.8894575626942883,1.0696468795604046,0.70443202292382,8,21.0,4.0,15.4,24.0,1.012270928530516,0.047619047619047616
clean,1.0,11,attention_entropy,0,0.41973094121658827,0.5047505442087574,0.3588789660082772,13,12.923076923076923,2.0925339244208376,11.0,16.0,2.2920553855741534,0.07738095238095238
clean,1.0,11,shuffled_attention,0,1.0769002354177346,1.5601833902409648,1.5023660990830754,7,24.0,0.0,24.0,24.0,0.8207719018588575,0.041666666666666664
clean,1.0,11,oracle_stop,1,0.15453114125779685,0.18735156597886932,0.20936954179839598,38,4.421052631578948,3.499109502862034,1.0,10.600000000000009,0.5474933656250403,0.2261904761904762
clean,1.0,12,fixed_3,1,0.14905006623690553,0.21411272435432363,0.18329198114319808,56,3.0,0.0,3.0,3.0,0.35331458230850415,0.3333333333333333
clean,1.0,12,fixed_6,1,0.2108181133591137,0.30123162181826596,0.2843537214498833,28,6.0,0.0,6.0,6.0,0.5093060982041452,0.16666666666666666
clean,1.0,12,fixed_12,1,0.355044227841192,0.4468218155174259,0.4414794348228282,14,12.0,0.0,12.0,12.0,1.7030369617632666,0.08333333333333333
clean,1.0,12,fixed_24,0,0.8241401184675907,1.089888492800962,1.3952219049439032,7,24.0,0.0,24.0,24.0,0.6916821446945286,0.041666666666666664
clean,1.0,12,state_error,1,0.3649341657641903,0.3913150620455052,0.3665513279720357,14,12.0,4.58257569495584,8.0,17.800000000000004,1.4854170115138146,0.08333333333333333
clean,1.0,12,ensemble_uncertainty,0,0.8241401184675907,1.089888492800962,1.3952219049439032,7,24.0,0.0,24.0,24.0,0.6916821446945286,0.041666666666666664
clean,1.0,12,attention_entropy,1,0.3619590055106866,0.45300249564105033,0.3269554181593412,13,12.923076923076923,2.0925339244208376,11.0,16.0,2.2275200500548387,0.07738095238095238
clean,1.0,12,shuffled_attention,0,0.7156165635372613,0.776535501914638,1.1741632766439625,9,18.666666666666668,8.055363982396381,6.800000000000001,24.0,0.7767284440908003,0.05357142857142857
clean,1.0,12,oracle_stop,1,0.15643723920557562,0.20211398266059508,0.20474920136793834,40,4.2,3.1717503054307414,1.0,8.400000000000006,0.506710345485691,0.23809523809523808
clean,1.0,13,fixed_3,1,0.1486366370666277,0.21832700923359322,0.17861870599959154,56,3.0,0.0,3.0,3.0,0.34900327950393834,0.3333333333333333
clean,1.0,13,fixed_6,1,0.20516968335415248,0.299063076519227,0.2613474364849061,28,6.0,0.0,6.0,6.0,0.517314088865212,0.16666666666666666
clean,1.0,13,fixed_12,0,0.38326907152762046,0.5840400805341384,0.37789281345314535,14,12.0,0.0,12.0,12.0,1.5106662282560444,0.08333333333333333
