condition,trial,signal,pearson_action_error,mean_signal,mean_action_error
clean,39,state_error,0.2900600224055732,0.21203714687659514,1.1442843115346493
clean,39,ensemble_uncertainty,0.5301408630648433,0.08889928973969803,1.1442843115346493
disturbance,0,attention_entropy,0.5497834113929908,0.731775585620643,0.8193626450221099
disturbance,0,state_error,0.0076469029497109285,0.1623152211401027,0.8193626450221099
disturbance,0,ensemble_uncertainty,0.47930818096254113,0.09762159042496425,0.8193626450221099
disturbance,1,attention_entropy,0.6104342023861994,0.7317131140548861,1.0021626592188397
disturbance,1,state_error,0.29855724711331627,0.21632593543136647,1.0021626592188397
disturbance,1,ensemble_uncertainty,0.7341381168474507,0.09500966190261917,1.0021626592188397
disturbance,2,attention_entropy,0.4664980304441974,0.872180300281058,1.060186106837261
disturbance,2,state_error,-0.12917248821539998,0.37239088510946966,1.060186106837261
disturbance,2,ensemble_uncertainty,0.27041414444814665,0.14332061716164787,1.060186106837261
disturbance,3,attention_entropy,0.5288412929470981,0.8695185562909975,0.9069233234585675
disturbance,3,state_error,0.026094730847061307,0.34083413542774293,0.9069233234585675
disturbance,3,ensemble_uncertainty,0.3778318958729789,0.144690248231439,0.9069233234585675
disturbance,4,attention_entropy,0.6839871662124354,0.8694759913657074,1.2498006189577147
disturbance,4,state_error,0.18442449623515425,0.2442757433267911,1.2498006189577147
disturbance,4,ensemble_uncertainty,0.7107628361205044,0.15669553843597148,1.2498006189577147
disturbance,5,attention_entropy,0.4351953091479507,0.9174570937255581,1.4660219635760043
disturbance,5,state_error,-0.23365830555690514,0.8188917394850543,1.4660219635760043
disturbance,5,ensemble_uncertainty,0.0774536300317262,0.17233976102934437,1.4660219635760043
disturbance,6,attention_entropy,0.4731022196944616,0.9174570937255581,1.2159471774113473
disturbance,6,state_error,-0.26769174093620635,0.28099336032027583,1.2159471774113473
disturbance,6,ensemble_uncertainty,0.03350380636068713,0.1750577657055068,1.2159471774113473
disturbance,7,attention_entropy,0.5577056229193713,0.7326562662648799,0.7311967431860055
disturbance,7,state_error,0.4483003960385389,0.2745193282999901,0.7311967431860055
disturbance,7,ensemble_uncertainty,0.6272777719725554,0.08981802506964949,0.7311967431860055
disturbance,8,attention_entropy,0.6131596058220372,0.7317019297901851,0.836195284636556
disturbance,8,state_error,0.2028467186924306,0.18293804886358345,0.836195284636556
disturbance,8,ensemble_uncertainty,0.7076472303639639,0.08591741827238651,0.836195284636556
disturbance,9,attention_entropy,0.5467516511213368,0.7321587592368622,0.8984669024061538
disturbance,9,state_error,0.2278911690154753,0.19220718597524777,0.8984669024061538
disturbance,9,ensemble_uncertainty,0.5554260175772177,0.09216935567599203,0.8984669024061538
disturbance,10,attention_entropy,0.5108565728723443,0.8712462007592047,0.7977960659044975
disturbance,10,state_error,0.07081419387856122,0.3578114954638163,0.7977960659044975
disturbance,10,ensemble_uncertainty,0.4707826224465731,0.1501215783536781,0.7977960659044975
disturbance,11,attention_entropy,0.5054458913600685,0.8694759913657074,1.02906837688231
disturbance,11,state_error,-0.1303794414033413,0.26120363232157545,1.02906837688231
disturbance,11,ensemble_uncertainty,0.5325803746956248,0.14189070019622207,1.02906837688231
disturbance,12,attention_entropy,0.7501606036742072,0.8702750696306761,1.5223960749881273
disturbance,12,state_error,0.23839893940459203,0.27339117682973163,1.5223960749881273
disturbance,12,ensemble_uncertainty,0.7706036958191177,0.1376553389485667,1.5223960749881273
disturbance,13,attention_entropy,0.6501430659841173,0.9174570937255581,1.0982728823807169
disturbance,13,state_error,0.48885581105272125,0.4719706573744071,1.0982728823807169
disturbance,13,ensemble_uncertainty,0.8135160628668954,0.17454390058064373,1.0982728823807169
disturbance,14,attention_entropy,0.5967097505183272,0.7328388246388968,0.791069164326
disturbance,14,state_error,0.4224396000650562,0.5181775668783092,0.791069164326
disturbance,14,ensemble_uncertainty,0.6920428450145905,0.08702889638665444,0.791069164326
disturbance,15,attention_entropy,0.5546448059242618,0.7319628493510405,0.7269707487511958
disturbance,15,state_error,0.20862975616687437,0.1932976094945292,0.7269707487511958
disturbance,15,ensemble_uncertainty,0.5487087461870201,0.09645775815445916,0.7269707487511958
disturbance,16,attention_entropy,0.5482303977867775,0.7316965535852212,0.9869591921978498
disturbance,16,state_error,0.2844504901663516,0.21581062526025027,0.9869591921978498
disturbance,16,ensemble_uncertainty,0.5244879890350365,0.09185254378085905,0.9869591921978498
disturbance,17,attention_entropy,0.4956593681564244,0.8722176594009241,1.0545357997283522
disturbance,17,state_error,-0.0693641172766044,0.39555224303082176,1.0545357997283522
disturbance,17,ensemble_uncertainty,0.41454627867921806,0.13714286981065596,1.0545357997283522
disturbance,18,attention_entropy,0.6265580197503611,0.869689158979002,0.897073903146258
disturbance,18,state_error,0.3379794130156318,0.3387921936061269,0.897073903146258
disturbance,18,ensemble_uncertainty,0.5876599894916416,0.15238436360021324,0.897073903146258
disturbance,19,attention_entropy,0.5768927389466811,0.8694759913657074,1.0414920513054222
