method,duration,final_error,final_goal,final_x,max_abs_jerk,path_effort,rms_accel,rms_jerk,rms_vel_jump,settle_time,success
synchronous,17.979999999999706,0.16407614768199952,10.0,10.046657656614038,400.0,84.80213362040678,5.958007742156566,99.39919553474587,0.12425118804808281,11.088124999999852,1.0
naive_async,17.979999999999706,6.46854523622469,10.0,9.378581085483402,800.0,141.50995559989408,7.90605109990136,64.3454759238698,0.1618669523502882,nan,0.0
rtc_hard,17.979999999999706,22.0220477209609,10.0,-3.3530804936161576,800.0,142.57659096630115,7.949543773532637,55.009203256381284,0.16292560607319387,nan,0.0
vlash,17.979999999999706,0.053615160122693684,10.0,9.994218900303391,800.0,110.19322207813022,6.6064793761918486,101.54229847262988,0.136203744422116,9.154999999999895,1.0
naive_reflex,17.979999999999706,5.825222018253154,10.0,8.09494163890977,752.7765365348041,140.26507194612336,7.8415162052045035,61.20390846228281,0.1607297844938666,nan,0.0
vlash_reflex,17.979999999999706,0.05613209174400724,10.0,9.999774906807863,787.6903733503607,112.4784482407113,6.68449699836404,104.90355985674316,0.1380615601308465,8.788124999999901,1.0
