method,duration,final_error,final_goal,final_x,max_abs_jerk,mean_abs_error,path_effort,rms_accel,rms_jerk,rms_vel_jump,settle_time,success,tail_mean_abs_error,within_tol_frac
synchronous,17.979999999999706,0.16407614768199952,10.0,10.046657656614038,400.0,1.74436717703228,84.80213362040678,5.958007742156566,99.39919553474587,0.12425118804808281,11.088124999999852,1.0,0.38120029452358484,0.2282986111111111
naive_async,17.979999999999706,6.46854523622469,10.0,9.378581085483402,800.0,6.07886868562885,141.50995559989408,7.90605109990136,64.3454759238698,0.1618669523502882,nan,0.0,6.290376912198361,0.007708333333333333
rtc_hard,17.979999999999706,22.0220477209609,10.0,-3.3530804936161576,800.0,12.958896817437552,142.57659096630115,7.949543773532637,55.009203256381284,0.16292560607319387,nan,0.0,16.71319177144873,0.004027777777777778
prefix_conditioned,17.979999999999706,0.6491843301885716,10.0,9.365629538683443,400.0,2.328589990858614,48.99992786286439,3.7568844650436057,24.801044387799053,0.08272605390007481,12.235384615384444,0.8125,0.7675702294869541,0.06774305555555556
vlash,17.979999999999706,0.053615160122693684,10.0,9.994218900303391,800.0,1.7326064309207334,110.19322207813022,6.6064793761918486,101.54229847262988,0.136203744422116,9.154999999999895,1.0,0.17270370825177472,0.42885416666666665
vlash_reflex,17.979999999999706,0.05613209174400724,10.0,9.999774906807863,787.6903733503607,1.671398593326525,112.4784482407113,6.68449699836404,104.90355985674316,0.1380615601308465,8.788124999999901,1.0,0.15956512813073098,0.43163194444444447
