seed,method,interactions,fine_success,fine_reward,fine_abs_error,source_success,marker_attention
30,frozen,528,0.0,0.25204363465309143,3.4951012134552,1.0,nan
30,frozen,576,0.0,0.25204363465309143,3.4951012134552,1.0,nan
30,frozen,624,0.0,0.25204363465309143,3.4951012134552,1.0,nan
30,frozen,672,0.0,0.25204363465309143,3.4951012134552,1.0,nan
30,frozen,720,0.0,0.25204363465309143,3.4951012134552,1.0,nan
30,full_policy,0,0.0,0.25204363465309143,3.4951012134552,1.0,nan
30,full_policy,48,0.017777778208255768,0.2913934290409088,3.4511868953704834,0.2800000011920929,nan
30,full_policy,96,0.0,0.27928686141967773,3.408137559890747,0.13124999403953552,nan
30,full_policy,144,0.0,0.26555463671684265,3.409428119659424,0.6575000286102295,nan
30,full_policy,192,0.0,0.2735035717487335,3.3323655128479004,0.7612500190734863,nan
30,full_policy,240,0.0,0.2867565155029297,3.226731300354004,0.6175000071525574,nan
30,full_policy,288,0.0,0.32089537382125854,3.0232627391815186,0.3824999928474426,nan
30,full_policy,336,0.012222222052514553,0.40965721011161804,2.3697659969329834,0.26875001192092896,nan
30,full_policy,384,0.31888890266418457,0.7176644802093506,0.8947789072990417,0.33250001072883606,nan
30,full_policy,432,0.45444443821907043,0.7913696765899658,0.6205575466156006,0.5174999833106995,nan
30,full_policy,480,0.5866666436195374,0.8411033749580383,0.45431795716285706,0.5787500143051147,nan
30,full_policy,528,0.7300000190734863,0.865912675857544,0.37334924936294556,0.5137500166893005,nan
30,full_policy,576,0.4833333194255829,0.810133695602417,0.5560305118560791,0.5874999761581421,nan
30,full_policy,624,0.42888888716697693,0.7934483289718628,0.6126517653465271,0.48124998807907104,nan
30,full_policy,672,0.5299999713897705,0.8278626203536987,0.49860188364982605,0.38874998688697815,nan
30,full_policy,720,0.5933333039283752,0.8456806540489197,0.43902692198753357,0.6112499833106995,nan
30,adapter,0,0.0,0.25204363465309143,3.4951012134552,1.0,nan
30,adapter,48,0.0,0.26050078868865967,3.410660982131958,1.0,nan
30,adapter,96,0.0,0.30510184168815613,3.0354628562927246,1.0,nan
30,adapter,144,0.0,0.42418134212493896,2.246490955352783,1.0,nan
30,adapter,192,0.27444443106651306,0.6498618125915527,1.2164031267166138,1.0,nan
30,adapter,240,0.23000000417232513,0.6812770366668701,1.046665906906128,1.0,nan
30,adapter,288,0.2755555510520935,0.6841801404953003,1.0380159616470337,1.0,nan
30,adapter,336,0.2755555510520935,0.6843960285186768,1.0314912796020508,1.0,nan
30,adapter,384,0.27444443106651306,0.6868523359298706,1.0283570289611816,1.0,nan
30,adapter,432,0.2755555510520935,0.6857799887657166,1.0242544412612915,1.0,nan
30,adapter,480,0.2755555510520935,0.6876251101493835,1.0212661027908325,1.0,nan
30,adapter,528,0.27888888120651245,0.6868398785591125,1.0164402723312378,1.0,nan
30,adapter,576,0.2755555510520935,0.6893848180770874,1.0106077194213867,1.0,nan
30,adapter,624,0.2777777910232544,0.690583348274231,1.0044454336166382,1.0,nan
30,adapter,672,0.2755555510520935,0.6928374767303467,0.9989633560180664,1.0,nan
30,adapter,720,0.27666667103767395,0.694115400314331,0.989992618560791,1.0,nan
30,reward_attention,0,0.0,0.25204363465309143,3.4951012134552,1.0,0.07516994327306747
30,reward_attention,48,0.0,0.2879883050918579,3.443211555480957,1.0,0.08562558144330978
30,reward_attention,96,0.0,0.27270805835723877,3.459712028503418,1.0,0.05716799572110176
30,reward_attention,144,0.0,0.2675330340862274,3.479966402053833,1.0,0.06688159704208374
30,reward_attention,192,0.012222222052514553,0.28272008895874023,3.5044968128204346,1.0,0.07263090461492538
30,reward_attention,240,0.0,0.2674863338470459,3.4718127250671387,1.0,0.06791374832391739
30,reward_attention,288,0.0,0.2591245174407959,3.486058473587036,1.0,0.10106091946363449
30,reward_attention,336,0.0,0.27521654963493347,3.396822452545166,1.0,0.13268226385116577
30,reward_attention,384,0.0,0.3017239570617676,3.2565066814422607,1.0,0.20888900756835938
30,reward_attention,432,0.036666665226221085,0.40360602736473083,2.774937391281128,1.0,0.24680446088314056
30,reward_attention,480,0.08444444090127945,0.5022836923599243,1.895397663116455,1.0,0.2990543842315674
30,reward_attention,528,0.23333333432674408,0.7007912993431091,0.9483641386032104,1.0,0.39391249418258667
30,reward_attention,576,0.644444465637207,0.8410438299179077,0.46490517258644104,1.0,0.4369363784790039
30,reward_attention,624,0.15777777135372162,0.6841950416564941,1.0162795782089233,1.0,0.45745790004730225
30,reward_attention,672,0.347777783870697,0.7471069097518921,0.7811377048492432,1.0,0.4581814110279083
30,reward_attention,720,0.41777777671813965,0.7851957082748413,0.6361896395683289,1.0,0.4574037790298462
30,supervised_anchors,0,0.0,0.25204363465309143,3.4951012134552,1.0,0.08947973698377609
30,supervised_anchors,48,0.0,0.26831039786338806,3.4614217281341553,1.0,0.0892391949892044
30,supervised_anchors,96,0.0,0.26276132464408875,3.4559566974639893,1.0,0.12363284826278687
30,supervised_anchors,144,0.0,0.27821093797683716,3.3602452278137207,1.0,0.16082672774791718
30,supervised_anchors,192,0.0,0.3310995101928711,2.877896308898926,1.0,0.2561785578727722
30,supervised_anchors,240,0.03333333507180214,0.5119283199310303,1.7715564966201782,1.0,0.35234886407852173
30,supervised_anchors,288,0.4555555582046509,0.7954538464546204,0.5942795872688293,1.0,0.4473980963230133
30,supervised_anchors,336,0.6611111164093018,0.8453275561332703,0.4265936017036438,1.0,0.4794011116027832
30,supervised_anchors,384,0.8244444727897644,0.8720471858978271,0.3473319709300995,1.0,0.49860483407974243
30,supervised_anchors,432,0.9055555462837219,0.885907769203186,0.3072217106819153,1.0,0.5053974986076355
30,supervised_anchors,480,1.0,0.9510970115661621,0.1269564926624298,1.0,0.5196012854576111
30,supervised_anchors,528,1.0,0.9605594873428345,0.10165407508611679,1.0,0.5221891403198242
30,supervised_anchors,576,0.9977777600288391,0.9453901052474976,0.14234189689159393,1.0,0.5165224075317383
30,supervised_anchors,624,0.9711111187934875,0.9120995998382568,0.23413828015327454,1.0,0.52793949842453
30,supervised_anchors,672,0.9977777600288391,0.924307644367218,0.1988363265991211,1.0,0.5349835157394409
30,supervised_anchors,720,1.0,0.9636923670768738,0.09334498643875122,1.0,0.5323613882064819
30,anchors_cached,0,0.0,0.25204363465309143,3.4951012134552,1.0,0.08947973698377609
30,anchors_cached,48,0.0,0.26831039786338806,3.4614217281341553,1.0,0.0892391949892044
30,anchors_cached,96,0.0,0.26276132464408875,3.4559566974639893,1.0,0.12363284826278687
30,anchors_cached,144,0.0,0.27821093797683716,3.3602452278137207,1.0,0.16082672774791718
30,anchors_cached,192,0.0,0.3310995101928711,2.877896308898926,1.0,0.2561785578727722
30,anchors_cached,240,0.03333333507180214,0.5119283199310303,1.7715564966201782,1.0,0.35234886407852173
30,anchors_cached,288,0.4555555582046509,0.7954538464546204,0.5942795872688293,1.0,0.4473980963230133
30,anchors_cached,336,0.6611111164093018,0.8453275561332703,0.4265936017036438,1.0,0.4794011116027832
30,anchors_cached,384,0.8244444727897644,0.8720471858978271,0.3473319709300995,1.0,0.49860483407974243
30,anchors_cached,432,0.9055555462837219,0.885907769203186,0.3072217106819153,1.0,0.5053974986076355
30,anchors_cached,480,1.0,0.9510970115661621,0.1269564926624298,1.0,0.5196012854576111
30,anchors_cached,528,1.0,0.9605594873428345,0.10165407508611679,1.0,0.5221891403198242
30,anchors_cached,576,0.9977777600288391,0.9453901052474976,0.14234189689159393,1.0,0.5165224075317383
30,anchors_cached,624,0.9711111187934875,0.9120995998382568,0.23413828015327454,1.0,0.52793949842453
30,anchors_cached,672,0.9977777600288391,0.924307644367218,0.1988363265991211,1.0,0.5349835157394409
30,anchors_cached,720,1.0,0.9636923670768738,0.09334498643875122,1.0,0.5323613882064819
31,frozen,0,0.0,0.2509658932685852,3.505950450897217,1.0,nan
31,frozen,48,0.0,0.2509658932685852,3.505950450897217,1.0,nan
31,frozen,96,0.0,0.2509658932685852,3.505950450897217,1.0,nan
31,frozen,144,0.0,0.2509658932685852,3.505950450897217,1.0,nan
31,frozen,192,0.0,0.2509658932685852,3.505950450897217,1.0,nan
31,frozen,240,0.0,0.2509658932685852,3.505950450897217,1.0,nan
31,frozen,288,0.0,0.2509658932685852,3.505950450897217,1.0,nan
31,frozen,336,0.0,0.2509658932685852,3.505950450897217,1.0,nan
31,frozen,384,0.0,0.2509658932685852,3.505950450897217,1.0,nan
31,frozen,432,0.0,0.2509658932685852,3.505950450897217,1.0,nan
31,frozen,480,0.0,0.2509658932685852,3.505950450897217,1.0,nan
31,frozen,528,0.0,0.2509658932685852,3.505950450897217,1.0,nan
31,frozen,576,0.0,0.2509658932685852,3.505950450897217,1.0,nan
31,frozen,624,0.0,0.2509658932685852,3.505950450897217,1.0,nan
31,frozen,672,0.0,0.2509658932685852,3.505950450897217,1.0,nan
31,frozen,720,0.0,0.2509658932685852,3.505950450897217,1.0,nan
31,full_policy,0,0.0,0.2509658932685852,3.505950450897217,1.0,nan
31,full_policy,48,0.0,0.2559869587421417,3.476912498474121,0.7962499856948853,nan
31,full_policy,96,0.0,0.2693239748477936,3.4331510066986084,0.5237500071525574,nan
31,full_policy,144,0.0,0.2845626771450043,3.3533077239990234,0.3449999988079071,nan
31,full_policy,192,0.03333333507180214,0.340065062046051,2.925152540206909,0.3474999964237213,nan
31,full_policy,240,0.3377777636051178,0.7209949493408203,0.8972443342208862,0.0,nan
31,full_policy,288,0.3422222137451172,0.6867156028747559,1.0569052696228027,0.0,nan
31,full_policy,336,0.4277777671813965,0.7556540369987488,0.7581389546394348,0.0,nan
31,full_policy,384,0.2888889014720917,0.6839123368263245,1.0602056980133057,0.0,nan
31,full_policy,432,0.28333333134651184,0.6419111490249634,1.279283881187439,0.29875001311302185,nan
31,full_policy,480,0.3233333230018616,0.6905785202980042,1.025964617729187,0.875,nan
31,full_policy,528,0.6433333158493042,0.8493245840072632,0.42454636096954346,0.8237500190734863,nan
31,full_policy,576,0.6544444561004639,0.8485144972801208,0.4293614327907562,0.6675000190734863,nan
31,full_policy,624,0.5677777528762817,0.8518917560577393,0.4190120995044708,0.7037500143051147,nan
31,full_policy,672,0.7722222208976746,0.8769691586494446,0.33912649750709534,0.9549999833106995,nan
31,full_policy,720,0.7344444394111633,0.8788660764694214,0.3369399607181549,0.9937499761581421,nan
31,adapter,0,0.0,0.2509658932685852,3.505950450897217,1.0,nan
31,adapter,48,0.0,0.26030129194259644,3.4125900268554688,1.0,nan
31,adapter,96,0.0,0.3030604422092438,3.0508477687835693,1.0,nan
31,adapter,144,0.0,0.4229659140110016,2.2605223655700684,1.0,nan
31,adapter,192,0.28777778148651123,0.6541033387184143,1.1885570287704468,1.0,nan
31,adapter,240,0.2911111116409302,0.6881102323532104,1.0132355690002441,1.0,nan
31,adapter,288,0.2911111116409302,0.6870031952857971,1.0154149532318115,1.0,nan
31,adapter,336,0.2911111116409302,0.6891576647758484,1.0083885192871094,1.0,nan
31,adapter,384,0.24888889491558075,0.690442681312561,1.003906488418579,1.0,nan
31,adapter,432,0.2911111116409302,0.692697286605835,0.9974252581596375,1.0,nan
31,adapter,480,0.27222222089767456,0.6927871108055115,0.9943605661392212,1.0,nan
31,adapter,528,0.2911111116409302,0.6951198577880859,0.9866263270378113,1.0,nan
31,adapter,576,0.2911111116409302,0.6961745023727417,0.9817588925361633,1.0,nan
31,adapter,624,0.2911111116409302,0.6983955502510071,0.973832368850708,1.0,nan
31,adapter,672,0.2911111116409302,0.6997601985931396,0.9680636525154114,1.0,nan
31,adapter,720,0.2911111116409302,0.7018951177597046,0.9601369500160217,1.0,nan
31,reward_attention,0,0.0,0.2509658932685852,3.505950450897217,1.0,0.0751386433839798
31,reward_attention,48,0.0,0.2606525421142578,3.537946939468384,1.0,0.07544020563364029
31,reward_attention,96,0.0,0.28763535618782043,3.4789040088653564,1.0,0.09892415255308151
31,reward_attention,144,0.002222222276031971,0.2905222475528717,3.249659538269043,1.0,0.13463042676448822
31,reward_attention,192,0.0,0.3533644676208496,2.6950695514678955,1.0,0.22453197836875916
31,reward_attention,240,0.0,0.49981117248535156,1.795569658279419,1.0,0.3454253077507019
31,reward_attention,288,0.0811111107468605,0.7093110680580139,0.8803898096084595,1.0,0.4477808177471161
31,reward_attention,336,0.847777783870697,0.913314700126648,0.23467552661895752,1.0,0.5009510517120361
31,reward_attention,384,0.9988889098167419,0.9471901059150696,0.13841572403907776,1.0,0.5084942579269409
31,reward_attention,432,1.0,0.9459766745567322,0.14092962443828583,1.0,0.5062900185585022
31,reward_attention,480,1.0,0.9564095139503479,0.11279460787773132,1.0,0.5030747056007385
