method,split,condition,alias,composition,trial,success,action_rmse,chunk_rmse,final_error,sequence_correct,swapped_success,swapped_action_rmse,prompt_swap_output_shift,prompt_swap_error_increase,prompt_swap_success_drop
ifp_future_chunk,seen,prompt_corrupt_mild,0,0-1-3,1,1.0,0.08711431920528412,0.29583412408828735,0.7149214148521423,1.0,1.0,0.038895223289728165,0.08463281393051147,-0.048219095915555954,0.0
ifp_shuffled_prompt,seen,prompt_corrupt_mild,0,0-1-3,1,1.0,0.05571368709206581,0.20876739919185638,0.10276979953050613,1.0,1.0,0.056464988738298416,0.004025147762149572,0.000751301646232605,0.0
direct_bc,seen,prompt_corrupt_hard,0,0-1-3,1,1.0,0.08384190499782562,0.3189964294433594,0.8575448989868164,1.0,1.0,0.08384190499782562,0.0,0.0,0.0
prompt_one_step_bc,seen,prompt_corrupt_hard,0,0-1-3,1,1.0,0.1594049334526062,0.550853431224823,0.5111165046691895,1.0,1.0,0.0448923297226429,0.1802036166191101,-0.1145126037299633,0.0
ifp_future_chunk,seen,prompt_corrupt_hard,0,0-1-3,1,1.0,0.06891284137964249,0.18868489563465118,0.4092578589916229,1.0,1.0,0.05195353180170059,0.0838737040758133,-0.016959309577941895,0.0
ifp_shuffled_prompt,seen,prompt_corrupt_hard,0,0-1-3,1,1.0,0.045606907457113266,0.15537281334400177,0.3847696781158447,1.0,1.0,0.042084913700819016,0.006576220504939556,-0.0035219937562942505,0.0
direct_bc,seen,clean,1,1-2-4,0,1.0,0.02990012615919113,0.09403691440820694,0.1438516527414322,1.0,1.0,0.02990012615919113,0.0,0.0,0.0
prompt_one_step_bc,seen,clean,1,1-2-4,0,1.0,0.032671451568603516,0.08459838479757309,0.2500557005405426,1.0,1.0,0.04429656267166138,0.041618652641773224,0.011625111103057861,0.0
ifp_future_chunk,seen,clean,1,1-2-4,0,1.0,0.04025072231888771,0.09450555592775345,0.15410928428173065,1.0,1.0,0.045657332986593246,0.05532926693558693,0.005406610667705536,0.0
ifp_shuffled_prompt,seen,clean,1,1-2-4,0,1.0,0.09104134142398834,0.3462007939815521,1.0674738883972168,1.0,1.0,0.08828280121088028,0.0041090259328484535,-0.0027585402131080627,0.0
direct_bc,seen,distractor_mild,1,1-2-4,0,1.0,0.04670172557234764,0.16686668992042542,0.4019099473953247,1.0,1.0,0.04670172557234764,0.0,0.0,0.0
prompt_one_step_bc,seen,distractor_mild,1,1-2-4,0,1.0,0.04902983084321022,0.16166527569293976,0.6179570555686951,1.0,1.0,0.059741564095020294,0.06972673535346985,0.010711733251810074,0.0
ifp_future_chunk,seen,distractor_mild,1,1-2-4,0,1.0,0.039864327758550644,0.12881843745708466,0.2777179777622223,1.0,1.0,0.042169708758592606,0.038946960121393204,0.0023053810000419617,0.0
ifp_shuffled_prompt,seen,distractor_mild,1,1-2-4,0,1.0,0.06953252851963043,0.2570369839668274,0.7052834630012512,1.0,1.0,0.07059355825185776,0.004207822494208813,0.0010610297322273254,0.0
direct_bc,seen,distractor_hard,1,1-2-4,0,1.0,0.05131467804312706,0.18832431733608246,0.48499009013175964,1.0,1.0,0.05131467804312706,0.0,0.0,0.0
prompt_one_step_bc,seen,distractor_hard,1,1-2-4,0,1.0,0.09400487691164017,0.3299461901187897,0.7967926859855652,1.0,1.0,0.0456557460129261,0.10791884362697601,-0.048349130898714066,0.0
ifp_future_chunk,seen,distractor_hard,1,1-2-4,0,1.0,0.097378209233284,0.3564976155757904,0.4459630250930786,1.0,1.0,0.03513980656862259,0.09865619987249374,-0.06223840266466141,0.0
ifp_shuffled_prompt,seen,distractor_hard,1,1-2-4,0,1.0,0.09923243522644043,0.3767838776111603,0.9585058093070984,1.0,1.0,0.0934823527932167,0.008798060938715935,-0.005750082433223724,0.0
direct_bc,seen,prompt_corrupt_mild,1,1-2-4,0,1.0,0.08650270849466324,0.3214437961578369,0.617416501045227,1.0,1.0,0.08650270849466324,0.0,0.0,0.0
prompt_one_step_bc,seen,prompt_corrupt_mild,1,1-2-4,0,1.0,0.054635655134916306,0.1798168569803238,0.42304500937461853,1.0,1.0,0.05017123743891716,0.0846821516752243,-0.0044644176959991455,0.0
ifp_future_chunk,seen,prompt_corrupt_mild,1,1-2-4,0,1.0,0.05189988762140274,0.16595354676246643,0.1840151995420456,1.0,1.0,0.07997465133666992,0.06743337213993073,0.02807476371526718,0.0
ifp_shuffled_prompt,seen,prompt_corrupt_mild,1,1-2-4,0,1.0,0.0942630022764206,0.3550209403038025,0.620280921459198,1.0,1.0,0.09811346977949142,0.006658392492681742,0.0038504675030708313,0.0
direct_bc,seen,prompt_corrupt_hard,1,1-2-4,0,1.0,0.06942009925842285,0.26233071088790894,0.6284086108207703,1.0,1.0,0.06942009925842285,0.0,0.0,0.0
prompt_one_step_bc,seen,prompt_corrupt_hard,1,1-2-4,0,1.0,0.15196913480758667,0.5558748841285706,0.41324952244758606,1.0,1.0,0.07135079801082611,0.2127649188041687,-0.08061833679676056,0.0
ifp_future_chunk,seen,prompt_corrupt_hard,1,1-2-4,0,1.0,0.09048423171043396,0.3047255575656891,0.49469175934791565,1.0,1.0,0.08361583203077316,0.1368180811405182,-0.006868399679660797,0.0
ifp_shuffled_prompt,seen,prompt_corrupt_hard,1,1-2-4,0,1.0,0.07837093621492386,0.2975468337535858,0.5563181042671204,1.0,1.0,0.08251293003559113,0.008880823850631714,0.004141993820667267,0.0
direct_bc,seen,clean,1,1-2-4,1,1.0,0.042271897196769714,0.14551809430122375,0.24846923351287842,1.0,1.0,0.042271897196769714,0.0,0.0,0.0
prompt_one_step_bc,seen,clean,1,1-2-4,1,1.0,0.0457773432135582,0.1681780070066452,0.413726806640625,1.0,1.0,0.0759623721241951,0.06073563173413277,0.030185028910636902,0.0
ifp_future_chunk,seen,clean,1,1-2-4,1,1.0,0.03766559436917305,0.12677885591983795,0.17417576909065247,1.0,1.0,0.051557641476392746,0.03315781056880951,0.013892047107219696,0.0
ifp_shuffled_prompt,seen,clean,1,1-2-4,1,1.0,0.07556280493736267,0.28120359778404236,0.8833459615707397,1.0,1.0,0.07970687747001648,0.006777653936296701,0.004144072532653809,0.0
direct_bc,seen,distractor_mild,1,1-2-4,1,1.0,0.04726893827319145,0.1553036868572235,0.38830822706222534,1.0,1.0,0.04726893827319145,0.0,0.0,0.0
prompt_one_step_bc,seen,distractor_mild,1,1-2-4,1,1.0,0.03770093247294426,0.10257523506879807,0.28749310970306396,1.0,1.0,0.05587051063776016,0.0700332298874855,0.018169578164815903,0.0
ifp_future_chunk,seen,distractor_mild,1,1-2-4,1,1.0,0.03173161298036575,0.09651896357536316,0.1870877742767334,1.0,1.0,0.045435164123773575,0.04211791977286339,0.013703551143407822,0.0
ifp_shuffled_prompt,seen,distractor_mild,1,1-2-4,1,1.0,0.09308093786239624,0.34179678559303284,0.8316004276275635,1.0,1.0,0.09041506797075272,0.004210253711789846,-0.002665869891643524,0.0
direct_bc,seen,distractor_hard,1,1-2-4,1,1.0,0.07911244034767151,0.30016109347343445,0.5602148175239563,1.0,1.0,0.07911244034767151,0.0,0.0,0.0
prompt_one_step_bc,seen,distractor_hard,1,1-2-4,1,1.0,0.03626009076833725,0.10071110725402832,0.07333387434482574,1.0,1.0,0.0670955702662468,0.09028830379247665,0.030835479497909546,0.0
ifp_future_chunk,seen,distractor_hard,1,1-2-4,1,1.0,0.054441142827272415,0.16477730870246887,0.35971835255622864,1.0,1.0,0.07307222485542297,0.07550070434808731,0.01863108202815056,0.0
ifp_shuffled_prompt,seen,distractor_hard,1,1-2-4,1,1.0,0.10248773545026779,0.39193540811538696,0.6086028814315796,1.0,1.0,0.10036899149417877,0.005850856192409992,-0.0021187439560890198,0.0
direct_bc,seen,prompt_corrupt_mild,1,1-2-4,1,1.0,0.03756292164325714,0.11387056112289429,0.3038731515407562,1.0,1.0,0.03756292164325714,0.0,0.0,0.0
prompt_one_step_bc,seen,prompt_corrupt_mild,1,1-2-4,1,1.0,0.10510899126529694,0.3716779947280884,0.8541275262832642,1.0,1.0,0.06554525345563889,0.08909893780946732,-0.03956373780965805,0.0
ifp_future_chunk,seen,prompt_corrupt_mild,1,1-2-4,1,1.0,0.06328510493040085,0.23414011299610138,0.47420233488082886,1.0,1.0,0.05308351665735245,0.07655538618564606,-0.010201588273048401,0.0
ifp_shuffled_prompt,seen,prompt_corrupt_mild,1,1-2-4,1,1.0,0.07073593884706497,0.2563967704772949,0.7912567853927612,1.0,1.0,0.07647816836833954,0.009049450978636742,0.005742229521274567,0.0
direct_bc,seen,prompt_corrupt_hard,1,1-2-4,1,1.0,0.07597775012254715,0.28697994351387024,0.024577483534812927,1.0,1.0,0.07597775012254715,0.0,0.0,0.0
prompt_one_step_bc,seen,prompt_corrupt_hard,1,1-2-4,1,0.0,0.26780590415000916,1.0205674171447754,2.0351955890655518,1.0,1.0,0.10541610419750214,0.18063481152057648,-0.16238979995250702,-1.0
ifp_future_chunk,seen,prompt_corrupt_hard,1,1-2-4,1,0.0,0.19619698822498322,0.7532017827033997,1.324642539024353,1.0,1.0,0.10161292552947998,0.12581630051136017,-0.09458406269550323,-1.0
ifp_shuffled_prompt,seen,prompt_corrupt_hard,1,1-2-4,1,0.0,0.10930193215608597,0.4208568036556244,1.1190470457077026,1.0,0.0,0.11284895241260529,0.006221804767847061,0.0035470202565193176,0.0
direct_bc,seen,clean,2,2-3-5,0,1.0,0.07301607728004456,0.25152477622032166,0.886799156665802,1.0,1.0,0.07301607728004456,0.0,0.0,0.0
prompt_one_step_bc,seen,clean,2,2-3-5,0,1.0,0.0696990117430687,0.26312440633773804,0.48761653900146484,1.0,1.0,0.03161480650305748,0.06629300117492676,-0.038084205240011215,0.0
ifp_future_chunk,seen,clean,2,2-3-5,0,1.0,0.06614987552165985,0.254254549741745,0.7206342220306396,1.0,1.0,0.03423306718468666,0.07058606296777725,-0.03191680833697319,0.0
ifp_shuffled_prompt,seen,clean,2,2-3-5,0,1.0,0.05251684412360191,0.18879514932632446,0.20424391329288483,1.0,1.0,0.051811784505844116,0.0038562645204365253,-0.0007050596177577972,0.0
direct_bc,seen,distractor_mild,2,2-3-5,0,0.0,0.11237078160047531,0.41040119528770447,1.3379769325256348,1.0,0.0,0.11237078160047531,0.0,0.0,0.0
prompt_one_step_bc,seen,distractor_mild,2,2-3-5,0,1.0,0.06403595954179764,0.22462572157382965,0.3098215162754059,1.0,1.0,0.11740970611572266,0.07572761178016663,0.05337374657392502,0.0
ifp_future_chunk,seen,distractor_mild,2,2-3-5,0,1.0,0.0981004610657692,0.3604685366153717,0.2669786810874939,1.0,1.0,0.1179424598813057,0.09032844007015228,0.0198419988155365,0.0
ifp_shuffled_prompt,seen,distractor_mild,2,2-3-5,0,1.0,0.10084317624568939,0.3786733150482178,0.7405732274055481,1.0,1.0,0.09942901134490967,0.003162026172503829,-0.0014141649007797241,0.0
direct_bc,seen,distractor_hard,2,2-3-5,0,1.0,0.08414511382579803,0.30596816539764404,0.4827274978160858,1.0,1.0,0.08414511382579803,0.0,0.0,0.0
prompt_one_step_bc,seen,distractor_hard,2,2-3-5,0,1.0,0.052580125629901886,0.1672660857439041,0.4331326484680176,1.0,1.0,0.08615672588348389,0.0749446377158165,0.033576600253582,0.0
ifp_future_chunk,seen,distractor_hard,2,2-3-5,0,1.0,0.0734868273139,0.2681901156902313,0.6330894231796265,1.0,1.0,0.08599618822336197,0.045858971774578094,0.012509360909461975,0.0
ifp_shuffled_prompt,seen,distractor_hard,2,2-3-5,0,1.0,0.05463046208024025,0.20587924122810364,0.2410086989402771,1.0,1.0,0.053895678371191025,0.0036129532381892204,-0.0007347837090492249,0.0
direct_bc,seen,prompt_corrupt_mild,2,2-3-5,0,1.0,0.0883651003241539,0.3218078017234802,1.05482816696167,1.0,1.0,0.0883651003241539,0.0,0.0,0.0
prompt_one_step_bc,seen,prompt_corrupt_mild,2,2-3-5,0,1.0,0.14033889770507812,0.5034313201904297,0.6740323901176453,1.0,1.0,0.05572976917028427,0.13834968209266663,-0.08460912853479385,0.0
ifp_future_chunk,seen,prompt_corrupt_mild,2,2-3-5,0,1.0,0.07706276327371597,0.2677348256111145,0.4786204993724823,1.0,1.0,0.05088697373867035,0.07878249138593674,-0.026175789535045624,0.0
ifp_shuffled_prompt,seen,prompt_corrupt_mild,2,2-3-5,0,1.0,0.06985479593276978,0.26397737860679626,0.48151466250419617,1.0,1.0,0.0672619417309761,0.004334784112870693,-0.0025928542017936707,0.0
direct_bc,seen,prompt_corrupt_hard,2,2-3-5,0,1.0,0.08231083303689957,0.2990647852420807,1.037924885749817,1.0,1.0,0.08231083303689957,0.0,0.0,0.0
prompt_one_step_bc,seen,prompt_corrupt_hard,2,2-3-5,0,0.0,0.20436836779117584,0.765857994556427,1.5475016832351685,1.0,1.0,0.07136685401201248,0.1707857996225357,-0.13300151377916336,-1.0
ifp_future_chunk,seen,prompt_corrupt_hard,2,2-3-5,0,0.0,0.16200749576091766,0.5980449318885803,1.779582142829895,1.0,1.0,0.09560640156269073,0.18431352078914642,-0.06640109419822693,-1.0
ifp_shuffled_prompt,seen,prompt_corrupt_hard,2,2-3-5,0,1.0,0.06646602600812912,0.2446948140859604,0.3361803889274597,1.0,1.0,0.0613836832344532,0.006212429143488407,-0.005082342773675919,0.0
direct_bc,seen,clean,2,2-3-5,1,1.0,0.06878344714641571,0.24035638570785522,0.6688237190246582,1.0,1.0,0.06878344714641571,0.0,0.0,0.0
prompt_one_step_bc,seen,clean,2,2-3-5,1,1.0,0.053438276052474976,0.17298296093940735,0.24584096670150757,1.0,1.0,0.08195950090885162,0.08954126387834549,0.028521224856376648,0.0
ifp_future_chunk,seen,clean,2,2-3-5,1,1.0,0.06333354115486145,0.19543851912021637,0.5742064714431763,1.0,1.0,0.08229317516088486,0.10281971096992493,0.018959634006023407,0.0
ifp_shuffled_prompt,seen,clean,2,2-3-5,1,1.0,0.03319830447435379,0.06861689686775208,0.09456367045640945,1.0,1.0,0.03335405886173248,0.005626646336168051,0.00015575438737869263,0.0
direct_bc,seen,distractor_mild,2,2-3-5,1,1.0,0.08750879019498825,0.3080979287624359,0.6830938458442688,1.0,1.0,0.08750879019498825,0.0,0.0,0.0
prompt_one_step_bc,seen,distractor_mild,2,2-3-5,1,1.0,0.06493683904409409,0.2269868105649948,0.5752941370010376,1.0,1.0,0.061821483075618744,0.07253772020339966,-0.003115355968475342,0.0
ifp_future_chunk,seen,distractor_mild,2,2-3-5,1,1.0,0.059306830167770386,0.20118221640586853,0.5914744734764099,1.0,1.0,0.07433857768774033,0.07605096697807312,0.01503174751996994,0.0
ifp_shuffled_prompt,seen,distractor_mild,2,2-3-5,1,1.0,0.07814192026853561,0.29346564412117004,0.22532981634140015,1.0,1.0,0.07484865188598633,0.004503572825342417,-0.003293268382549286,0.0
direct_bc,seen,distractor_hard,2,2-3-5,1,1.0,0.07429023832082748,0.2570606768131256,0.850157618522644,1.0,1.0,0.07429023832082748,0.0,0.0,0.0
prompt_one_step_bc,seen,distractor_hard,2,2-3-5,1,1.0,0.05115919187664986,0.1702670305967331,0.35985609889030457,1.0,1.0,0.04594450816512108,0.07268322259187698,-0.005214683711528778,0.0
ifp_future_chunk,seen,distractor_hard,2,2-3-5,1,1.0,0.08464652299880981,0.31904882192611694,0.8775163292884827,1.0,1.0,0.041007932275533676,0.09684819728136063,-0.04363859072327614,0.0
ifp_shuffled_prompt,seen,distractor_hard,2,2-3-5,1,1.0,0.03197657689452171,0.07093145698308945,0.1124105304479599,1.0,1.0,0.03225002810359001,0.003322986885905266,0.00027345120906829834,0.0
direct_bc,seen,prompt_corrupt_mild,2,2-3-5,1,0.0,0.1099955290555954,0.406146764755249,1.1011631488800049,1.0,0.0,0.1099955290555954,0.0,0.0,0.0
prompt_one_step_bc,seen,prompt_corrupt_mild,2,2-3-5,1,1.0,0.10857876390218735,0.38697636127471924,0.8995408415794373,1.0,1.0,0.10528404265642166,0.09269196540117264,-0.003294721245765686,0.0
ifp_future_chunk,seen,prompt_corrupt_mild,2,2-3-5,1,1.0,0.08357781916856766,0.2777435779571533,0.5642268657684326,1.0,1.0,0.12227915227413177,0.11559450626373291,0.03870133310556412,0.0
ifp_shuffled_prompt,seen,prompt_corrupt_mild,2,2-3-5,1,1.0,0.09996037185192108,0.3823407292366028,0.5394108891487122,1.0,1.0,0.10184163600206375,0.0030243583023548126,0.0018812641501426697,0.0
direct_bc,seen,prompt_corrupt_hard,2,2-3-5,1,1.0,0.08776189386844635,0.3064458966255188,0.7286063432693481,1.0,1.0,0.08776189386844635,0.0,0.0,0.0
prompt_one_step_bc,seen,prompt_corrupt_hard,2,2-3-5,1,0.0,0.3118561804294586,1.088166356086731,1.6496771574020386,1.0,1.0,0.09624502807855606,0.24932138621807098,-0.21561115235090256,-1.0
ifp_future_chunk,seen,prompt_corrupt_hard,2,2-3-5,1,0.0,0.27608391642570496,0.986297070980072,1.7564845085144043,1.0,1.0,0.10389143228530884,0.2815801203250885,-0.17219248414039612,-1.0
ifp_shuffled_prompt,seen,prompt_corrupt_hard,2,2-3-5,1,1.0,0.0816686600446701,0.3015947639942169,0.3661433756351471,1.0,1.0,0.08409363776445389,0.005424944218248129,0.002424977719783783,0.0
direct_bc,seen,clean,3,3-4-0,0,1.0,0.06776239722967148,0.2467862069606781,0.2973042130470276,1.0,1.0,0.06776239722967148,0.0,0.0,0.0
prompt_one_step_bc,seen,clean,3,3-4-0,0,1.0,0.06383015215396881,0.22965534031391144,0.4294015169143677,1.0,1.0,0.07146070152521133,0.0533066987991333,0.007630549371242523,0.0
ifp_future_chunk,seen,clean,3,3-4-0,0,1.0,0.07613001018762589,0.2790597081184387,0.5550051331520081,1.0,1.0,0.07854044437408447,0.0717289075255394,0.0024104341864585876,0.0
ifp_shuffled_prompt,seen,clean,3,3-4-0,0,1.0,0.07622259855270386,0.2752702534198761,0.8856962323188782,1.0,1.0,0.07536691427230835,0.00471595861017704,-0.0008556842803955078,0.0
direct_bc,seen,distractor_mild,3,3-4-0,0,1.0,0.073695607483387,0.28207603096961975,0.332834392786026,1.0,1.0,0.073695607483387,0.0,0.0,0.0
prompt_one_step_bc,seen,distractor_mild,3,3-4-0,0,1.0,0.07914271205663681,0.3012036979198456,0.2465289682149887,1.0,1.0,0.08418803662061691,0.04115719348192215,0.0050453245639801025,0.0
ifp_future_chunk,seen,distractor_mild,3,3-4-0,0,1.0,0.07203281670808792,0.2699107825756073,0.3600199222564697,1.0,1.0,0.05799923092126846,0.03972585126757622,-0.014033585786819458,0.0
ifp_shuffled_prompt,seen,distractor_mild,3,3-4-0,0,1.0,0.08051228523254395,0.3053707480430603,0.8997883200645447,1.0,1.0,0.08152887225151062,0.0046510472893714905,0.0010165870189666748,0.0
direct_bc,seen,distractor_hard,3,3-4-0,0,1.0,0.07703543454408646,0.29167643189430237,0.9413390159606934,1.0,1.0,0.07703543454408646,0.0,0.0,0.0
prompt_one_step_bc,seen,distractor_hard,3,3-4-0,0,1.0,0.06403873860836029,0.1986508071422577,0.6320787668228149,1.0,1.0,0.057997290045022964,0.05889999866485596,-0.006041448563337326,0.0
ifp_future_chunk,seen,distractor_hard,3,3-4-0,0,1.0,0.07523085922002792,0.253395140171051,0.44693809747695923,1.0,1.0,0.05468183383345604,0.07301462441682816,-0.020549025386571884,0.0
ifp_shuffled_prompt,seen,distractor_hard,3,3-4-0,0,0.0,0.09370167553424835,0.3549875319004059,1.144383430480957,1.0,1.0,0.08176752179861069,0.017154866829514503,-0.011934153735637665,-1.0
direct_bc,seen,prompt_corrupt_mild,3,3-4-0,0,1.0,0.06228293105959892,0.23032449185848236,0.7102552056312561,1.0,1.0,0.06228293105959892,0.0,0.0,0.0
prompt_one_step_bc,seen,prompt_corrupt_mild,3,3-4-0,0,1.0,0.0987372100353241,0.3446234166622162,1.0887565612792969,1.0,1.0,0.07140694558620453,0.0933387279510498,-0.027330264449119568,0.0
ifp_future_chunk,seen,prompt_corrupt_mild,3,3-4-0,0,1.0,0.07891304045915604,0.29343381524086,0.8313612341880798,1.0,1.0,0.042546190321445465,0.06583400815725327,-0.03636685013771057,0.0
ifp_shuffled_prompt,seen,prompt_corrupt_mild,3,3-4-0,0,1.0,0.061896320432424545,0.22058798372745514,0.669274628162384,1.0,1.0,0.06574970483779907,0.006227472331374884,0.003853384405374527,0.0
direct_bc,seen,prompt_corrupt_hard,3,3-4-0,0,1.0,0.048063553869724274,0.17505104839801788,0.46556368470191956,1.0,1.0,0.048063553869724274,0.0,0.0,0.0
prompt_one_step_bc,seen,prompt_corrupt_hard,3,3-4-0,0,0.0,0.17703019082546234,0.6763516068458557,1.4000738859176636,1.0,1.0,0.05611776188015938,0.15844306349754333,-0.12091242894530296,-1.0
ifp_future_chunk,seen,prompt_corrupt_hard,3,3-4-0,0,1.0,0.14278967678546906,0.5199307799339294,0.9972086548805237,1.0,1.0,0.041037581861019135,0.13103780150413513,-0.10175209492444992,0.0
ifp_shuffled_prompt,seen,prompt_corrupt_hard,3,3-4-0,0,1.0,0.05106956884264946,0.17364633083343506,0.6039302945137024,1.0,1.0,0.05217081680893898,0.004115347750484943,0.0011012479662895203,0.0
direct_bc,seen,clean,3,3-4-0,1,1.0,0.0771908164024353,0.29608339071273804,0.7193945050239563,1.0,1.0,0.0771908164024353,0.0,0.0,0.0
prompt_one_step_bc,seen,clean,3,3-4-0,1,1.0,0.038246143609285355,0.11649992316961288,0.29948562383651733,1.0,1.0,0.06593748927116394,0.06293139606714249,0.027691345661878586,0.0
ifp_future_chunk,seen,clean,3,3-4-0,1,1.0,0.03730590641498566,0.11759192496538162,0.3036048412322998,1.0,1.0,0.058419544249773026,0.04150526225566864,0.02111363783478737,0.0
ifp_shuffled_prompt,seen,clean,3,3-4-0,1,1.0,0.07822401821613312,0.2922346591949463,0.7222676873207092,1.0,1.0,0.0782776027917862,0.006194441579282284,5.358457565307617e-05,0.0
direct_bc,seen,distractor_mild,3,3-4-0,1,1.0,0.05379946902394295,0.20109489560127258,0.5054119229316711,1.0,1.0,0.05379946902394295,0.0,0.0,0.0
prompt_one_step_bc,seen,distractor_mild,3,3-4-0,1,1.0,0.04330741614103317,0.15961802005767822,0.14294961094856262,1.0,1.0,0.05882801115512848,0.07579817622900009,0.015520595014095306,0.0
ifp_future_chunk,seen,distractor_mild,3,3-4-0,1,1.0,0.032427575439214706,0.11045262217521667,0.2434980422258377,1.0,1.0,0.0423305481672287,0.046955566853284836,0.009902972728013992,0.0
ifp_shuffled_prompt,seen,distractor_mild,3,3-4-0,1,1.0,0.057886753231287,0.20673462748527527,0.7206246852874756,1.0,1.0,0.0594966821372509,0.0032885444816201925,0.0016099289059638977,0.0
direct_bc,seen,distractor_hard,3,3-4-0,1,1.0,0.05866958945989609,0.2192373275756836,0.41052234172821045,1.0,1.0,0.05866958945989609,0.0,0.0,0.0
prompt_one_step_bc,seen,distractor_hard,3,3-4-0,1,1.0,0.05423395335674286,0.1415354162454605,0.13529472053050995,1.0,1.0,0.07979319244623184,0.07253395766019821,0.025559239089488983,0.0
ifp_future_chunk,seen,distractor_hard,3,3-4-0,1,1.0,0.07182323932647705,0.24881607294082642,0.31957393884658813,1.0,1.0,0.06429924070835114,0.04732224717736244,-0.0075239986181259155,0.0
ifp_shuffled_prompt,seen,distractor_hard,3,3-4-0,1,1.0,0.06615544855594635,0.2436377853155136,0.900466799736023,1.0,1.0,0.07059692591428757,0.008138703182339668,0.004441477358341217,0.0
direct_bc,seen,prompt_corrupt_mild,3,3-4-0,1,1.0,0.10082356631755829,0.3956402838230133,0.8572161197662354,1.0,1.0,0.10082356631755829,0.0,0.0,0.0
prompt_one_step_bc,seen,prompt_corrupt_mild,3,3-4-0,1,0.0,0.16938833892345428,0.5733727812767029,1.7644239664077759,1.0,1.0,0.10845926403999329,0.13793161511421204,-0.060929074883461,-1.0
ifp_future_chunk,seen,prompt_corrupt_mild,3,3-4-0,1,0.0,0.23011831939220428,0.8699068427085876,1.4529017210006714,1.0,1.0,0.09980279952287674,0.17071497440338135,-0.13031551986932755,-1.0
ifp_shuffled_prompt,seen,prompt_corrupt_mild,3,3-4-0,1,1.0,0.10206695646047592,0.3965567350387573,0.8654469847679138,1.0,1.0,0.1018013060092926,0.007397483568638563,-0.0002656504511833191,0.0
direct_bc,seen,prompt_corrupt_hard,3,3-4-0,1,1.0,0.05504000559449196,0.20126071572303772,0.3844050467014313,1.0,1.0,0.05504000559449196,0.0,0.0,0.0
prompt_one_step_bc,seen,prompt_corrupt_hard,3,3-4-0,1,1.0,0.16446340084075928,0.5606103539466858,0.981556236743927,1.0,1.0,0.04862634092569351,0.17692576348781586,-0.11583705991506577,0.0
ifp_future_chunk,seen,prompt_corrupt_hard,3,3-4-0,1,1.0,0.14429844915866852,0.5269799828529358,0.9835465550422668,1.0,1.0,0.061112504452466965,0.1581363081932068,-0.08318594470620155,0.0
ifp_shuffled_prompt,seen,prompt_corrupt_hard,3,3-4-0,1,1.0,0.060003262013196945,0.21901778876781464,0.7026803493499756,1.0,1.0,0.059295766055583954,0.005222476553171873,-0.0007074959576129913,0.0
direct_bc,seen,clean,4,4-5-1,0,1.0,0.0742759257555008,0.2890579402446747,0.6623110175132751,1.0,1.0,0.0742759257555008,0.0,0.0,0.0
prompt_one_step_bc,seen,clean,4,4-5-1,0,1.0,0.04429895430803299,0.15850180387496948,0.09359622001647949,1.0,1.0,0.047972168773412704,0.04256795346736908,0.003673214465379715,0.0
ifp_future_chunk,seen,clean,4,4-5-1,0,1.0,0.05789443850517273,0.2127438336610794,0.08730454742908478,1.0,1.0,0.04400939866900444,0.05632772296667099,-0.01388503983616829,0.0
ifp_shuffled_prompt,seen,clean,4,4-5-1,0,1.0,0.058084990829229355,0.2253965437412262,0.36879608035087585,1.0,1.0,0.05555080622434616,0.005552199669182301,-0.002534184604883194,0.0
direct_bc,seen,distractor_mild,4,4-5-1,0,1.0,0.07279745489358902,0.2696327567100525,0.8178957104682922,1.0,1.0,0.07279745489358902,0.0,0.0,0.0
prompt_one_step_bc,seen,distractor_mild,4,4-5-1,0,1.0,0.02662677876651287,0.058173768222332,0.15697583556175232,1.0,1.0,0.05118974298238754,0.04478142410516739,0.024562964215874672,0.0
ifp_future_chunk,seen,distractor_mild,4,4-5-1,0,1.0,0.033463913947343826,0.04495654255151749,0.09856856614351273,1.0,1.0,0.042253486812114716,0.036874882876873016,0.00878957286477089,0.0
ifp_shuffled_prompt,seen,distractor_mild,4,4-5-1,0,1.0,0.04754187539219856,0.16421963274478912,0.24910004436969757,1.0,1.0,0.04705877974629402,0.003529784269630909,-0.000483095645904541,0.0
direct_bc,seen,distractor_hard,4,4-5-1,0,1.0,0.10239244997501373,0.3951996862888336,1.0237172842025757,1.0,1.0,0.10239244997501373,0.0,0.0,0.0
prompt_one_step_bc,seen,distractor_hard,4,4-5-1,0,1.0,0.07871971279382706,0.2951258420944214,0.21318510174751282,1.0,1.0,0.1041007861495018,0.04949191212654114,0.025381073355674744,0.0
ifp_future_chunk,seen,distractor_hard,4,4-5-1,0,1.0,0.09360769391059875,0.3432622253894806,0.7280396819114685,1.0,1.0,0.08655926585197449,0.08681377023458481,-0.007048428058624268,0.0
ifp_shuffled_prompt,seen,distractor_hard,4,4-5-1,0,1.0,0.08268936723470688,0.3153684139251709,0.5223351120948792,1.0,1.0,0.07859808206558228,0.008767909370362759,-0.004091285169124603,0.0
direct_bc,seen,prompt_corrupt_mild,4,4-5-1,0,1.0,0.08147905021905899,0.3106471300125122,0.3807128369808197,1.0,1.0,0.08147905021905899,0.0,0.0,0.0
prompt_one_step_bc,seen,prompt_corrupt_mild,4,4-5-1,0,1.0,0.09458346664905548,0.3266952335834503,1.0452444553375244,1.0,1.0,0.10309048742055893,0.12924005091190338,0.008507020771503448,0.0
